year,en_ADP ans_NOUN,en_ADP champ_NOUN
1861,1.9807047502151676e-08,6.550473603539331e-07
1862,3.252950275811628e-08,7.292029815531009e-07
1863,2.6970952249349978e-08,7.142307918428514e-07
1864,1.821996631345968e-08,5.648189675966364e-07
1865,2.07101151783462e-08,5.95886484155983e-07
1866,3.113992252945508e-08,6.889707879764728e-07
1867,3.299911810472622e-08,7.216130590848024e-07
1868,4.8410764397210926e-08,5.730253729296919e-07
1869,5.4207061062072626e-08,5.606280106817962e-07
1870,2.2362789842134134e-08,5.303995314065446e-07
1871,6.054070955663349e-08,4.5458638142648056e-07
1872,3.5679300403046454e-08,5.781256353643016e-07
1873,5.566984112581608e-08,7.237079326927187e-07
1874,3.166542839050379e-08,8.143392462578447e-07
1875,3.204055232242098e-08,5.366792286132238e-07
1876,3.143927651549916e-08,6.287855445208379e-07
1877,2.4120781705327943e-08,5.863205370104652e-07
1878,3.502671280797287e-08,6.751701349116956e-07
1879,2.627009876299269e-08,6.164309453993155e-07
1880,5.519347645588368e-08,4.883980873060523e-07
1881,3.2770786140279284e-08,5.647731193825223e-07
1882,4.192892699705908e-08,5.683698880432075e-07
1883,3.854796920554904e-08,5.339841306906123e-07
1884,2.970763635090634e-08,4.984281494202492e-07
1885,3.351730637479733e-08,5.014704553829574e-07
1886,2.9040586768669385e-08,5.34992130596379e-07
1887,3.7867761704113434e-08,4.6290075617072546e-07
1888,2.5996519825710607e-08,4.4257490827703805e-07
1889,2.5060547192978788e-08,4.4231865370392143e-07
1890,3.211649518553017e-08,3.7032283328741755e-07
1891,3.4420787553557375e-08,3.7544155828683756e-07
1892,3.447681917734258e-08,4.7327268326569083e-07
1893,1.9706933140906102e-08,4.310891497105729e-07
1894,2.5836310646454308e-08,5.022326732273541e-07
1895,2.708376523052891e-08,4.3273837135870963e-07
1896,2.594692793955744e-08,3.9922886152510273e-07
1897,2.38895258020122e-08,3.37366728775379e-07
1898,2.150174849280262e-08,3.734514351094731e-07
1899,2.819064981451902e-08,3.8195565998933034e-07
1900,2.0764212682600203e-08,3.914054111930909e-07
1901,2.5149324622830704e-08,3.6606239905978555e-07
1902,3.191684577741327e-08,3.1278507961474133e-07
1903,2.4300991663395166e-08,4.4605818594334323e-07
1904,4.192207558872951e-08,3.509630168707645e-07
1905,3.818961596957493e-08,2.988079348398287e-07
1906,4.012464094316215e-08,2.3251713504590654e-07
1907,2.108565710923216e-08,2.494279041087566e-07
1908,2.6521501217402488e-08,3.25133947542966e-07
1909,3.685658955809856e-08,3.641650978547517e-07
1910,2.93928290595602e-08,3.5057627645329603e-07
1911,2.873001958558774e-08,2.990050140816436e-07
1912,2.2400511667797218e-08,2.9537418955172257e-07
1913,3.2348237311019545e-08,2.9643711130233896e-07
1914,3.147469573860917e-08,2.772451921373431e-07
1915,2.591767644943843e-08,2.3325909248583798e-07
1916,2.7468654462126096e-08,3.362163516484884e-07
1917,2.960934575302332e-08,3.4215244948399004e-07
1918,2.5270027848023346e-08,3.836449682381726e-07
1919,5.893022841929607e-08,3.6463079577941926e-07
1920,3.7861158652674476e-08,2.9077369845254e-07
1921,3.937828690903089e-08,2.392988173172128e-07
1922,2.9511741217458365e-08,2.656056741212609e-07
1923,4.671017128643484e-08,4.087140133002265e-07
1924,1.675911143195208e-08,2.9263987011418635e-07
1925,3.2994533993857544e-08,3.838364017738627e-07
1926,2.2292277579438746e-08,3.4441568996790295e-07
1927,4.236705530846763e-08,3.233275185365869e-07
1928,2.627989537096198e-08,2.5937114433993713e-07
1929,1.893869105984436e-08,2.807382439851125e-07
1930,1.8906487042613662e-08,3.3716567582331436e-07
1931,2.9653928201867075e-08,4.037496319497791e-07
1932,3.0686703178517405e-08,4.1975026032758933e-07
1933,2.40883908375622e-08,3.9917903560393597e-07
1934,1.7972370258689807e-08,5.307840211798975e-07
1935,3.351119381989065e-08,3.997406992084507e-07
1936,2.667437160042141e-08,3.0311787524439637e-07
1937,1.6368453148452033e-08,4.797215966689805e-07
1938,4.926781471681352e-08,4.187764202079336e-07
1939,2.2941075705773528e-08,4.343510449089649e-07
1940,2.7893612752905028e-08,7.860926931613221e-07
1941,6.493305493293633e-08,8.028087101763504e-07
1942,1.517105907566929e-08,6.432528945055083e-07
1943,2.6129116648121453e-08,4.0935616407722364e-07
1944,2.5705489292704442e-08,4.048614457019539e-07
1945,2.6142048081823077e-08,3.7905969030305187e-07
1946,2.645009899993056e-08,3.605565908060271e-07
1947,2.7418003201162833e-08,2.956375959595192e-07
1948,1.1959077061973744e-08,2.8701784038354106e-07
1949,2.552422173618396e-08,3.759914286582955e-07
1950,2.339779547888554e-08,3.8712715122457553e-07
1951,2.345508343104541e-08,3.848765928182729e-07
1952,2.741649052229178e-08,3.8699430005006974e-07
1953,2.5857185836919427e-08,4.1048282728439744e-07
1954,1.3681550781186047e-08,5.961246882790761e-07
1955,1.5016972554349195e-08,4.4487780037627545e-07
1956,1.3953826982771034e-08,7.0379612293614e-07
1957,1.855357895097498e-08,5.071311444115878e-07
1958,2.2335056470978998e-08,7.213396351346546e-07
1959,1.9376869220266713e-08,7.34770881027913e-07
1960,1.3841666590685975e-08,7.806700232926289e-07
1961,2.0149661827950638e-08,6.864781085802463e-07
1962,8.87873902177816e-09,6.601976658693332e-07
1963,2.069137072790994e-08,7.099726556658581e-07
1964,2.737785814721505e-08,8.043005885749466e-07
1965,3.1190647065137966e-08,7.102712218376439e-07
1966,2.3818021666066613e-08,8.940066416052161e-07
1967,3.3526280418527676e-08,8.726694127325629e-07
1968,3.1439911063468884e-08,9.10859146746601e-07
1969,1.9529559247555284e-08,7.630153331383838e-07
1970,2.7132478319646935e-08,8.217921341202583e-07
1971,2.6205827285963323e-08,9.197731625221195e-07
1972,3.231992518060167e-08,8.562215390028882e-07
1973,3.087394190304238e-08,8.738427759169554e-07
1974,2.418995898034737e-08,9.473462654341347e-07
1975,2.1703624231150798e-08,1.153718953261773e-06
1976,1.199840671262109e-08,1.0004385586626086e-06
1977,2.056873571465445e-08,8.668252942101162e-07
1978,2.6732660640682582e-08,7.550491631924672e-07
1979,1.5215130599877114e-08,6.542506190143627e-07
1980,1.9898026615283726e-08,7.669268307086696e-07
1981,2.3404533255888538e-08,8.305446562717478e-07
1982,1.3035755141999061e-08,7.020685264258475e-07
1983,1.7682884045910896e-08,8.77828949086279e-07
1984,2.2036232061317662e-08,7.341544971950498e-07
1985,2.0452897042666507e-08,6.099775600176827e-07
1986,2.2779044428489215e-08,6.510011161253715e-07
1987,3.727598285596656e-08,7.840178222195959e-07
1988,4.2575532321897924e-08,6.368340288442909e-07
1989,1.7013179198777095e-08,7.332131435333622e-07
1990,4.685839771756406e-08,6.107937688959453e-07
1991,1.69982495301646e-08,5.925941520823486e-07
1992,3.361065836759991e-08,8.336545724851874e-07
1993,1.606370203521834e-08,5.439501613579978e-07
1994,1.8989735672825248e-08,6.445960403222983e-07
1995,2.60277633890027e-08,4.684997394477364e-07
1996,2.829188883168854e-08,5.161935243691573e-07
1997,2.733089898843133e-08,5.38466663702053e-07
1998,2.9085588382216088e-08,5.030376335479758e-07
1999,2.1479946238356362e-08,4.775860222849815e-07
2000,1.8555731395863972e-08,5.014465673802704e-07
2001,1.7962967807649832e-08,5.599188856453274e-07
2002,2.0591740479414256e-08,5.962842246631794e-07
2003,2.2501383034612132e-08,4.154422068580743e-07
2004,3.479785087856513e-08,4.827651201022576e-07
2005,2.3869873078119497e-08,4.936109569975144e-07
2006,1.7295138099449048e-08,4.714984092046848e-07
2007,5.951774256773845e-08,5.400536320365745e-07
2008,2.2138686828210297e-08,4.0956569136163523e-07
2009,1.4781396995289242e-08,4.110181865968343e-07
2010,8.030448139795254e-09,3.8640626631725183e-07
2011,6.500752353089112e-09,4.084002144799648e-07
2012,6.468080182564506e-09,5.759995299614573e-07
2013,6.972812660599459e-09,4.113959490847918e-07
2014,2.165445156521173e-09,3.598969997575807e-07
2015,4.876465897751814e-09,3.318213295244732e-07
2016,4.556948124401217e-09,3.8444069927479063e-07
2017,1.4590545660553289e-08,3.18224830486713e-07
2018,1.032586693927584e-08,3.8231522592191425e-07
2019,1.989770437305083e-08,2.826494307495153e-07
