year,en_ADP arme_NOUN,en_ADP charmes_NOUN
1892,4.325273650351846e-08,2.2566645441202127e-08
1893,4.865148994781521e-08,8.621783287310336e-09
1894,3.7179081147087345e-08,1.5753848447985774e-08
1895,5.537125247201402e-08,7.22233739480771e-09
1896,6.722613221654683e-08,7.076434549446731e-09
1897,4.486569338268964e-08,1.3984112534615178e-08
1898,5.149102833001962e-08,1.3014216371232123e-08
1899,1.9899282222013426e-08,1.0502398950507086e-08
1900,2.595526638060619e-08,1.1420317025390148e-08
1901,2.459045056468767e-08,5.029864968975062e-09
1902,4.17374117489544e-08,6.38336894454028e-09
1903,3.186130115295782e-08,9.720396265677778e-09
1904,3.493506284257819e-08,8.599400302955473e-09
1905,2.631987072732045e-08,9.805441791854719e-09
1906,3.240836221607424e-08,8.230695236477459e-09
1907,4.731415970127273e-08,9.257117739025489e-09
1908,2.7994918383456024e-08,1.3751888960911174e-08
1909,2.475442606453271e-08,7.701377313651392e-09
1910,4.11499598840237e-08,2.67207544979442e-09
1911,3.2454281040372734e-08,6.916486494645824e-09
1912,2.6568049094066737e-08,5.730363294986773e-09
1913,1.96210621083992e-08,1.590896969716482e-09
1914,3.616241528447972e-08,1.3393487430235496e-09
1915,4.005459075528961e-08,1.1780761921542648e-09
1916,2.307367097387214e-08,2.197492410260793e-09
1917,3.61891991929042e-08,3.289927441585405e-09
1918,2.412139110674616e-08,1.033773866510046e-08
1919,3.4069039145379065e-08,9.207848372660976e-10
1920,2.4988365154854364e-08,2.2716695191604686e-09
1921,2.9533714140939082e-08,4.543648568500203e-09
1922,3.024953443286904e-08,6.640141769764796e-09
1923,3.8217415010421973e-08,5.307974060286824e-09
1924,2.5783249313349188e-08,5.156649773851996e-09
1925,2.4195990988573612e-08,4.399271169575059e-09
1926,6.35329868714507e-08,1.226075263538462e-08
1927,2.4528294062520217e-08,6.689535148041159e-09
1928,3.427812345080383e-08,7.998228745975666e-09
1929,4.3447585085232276e-08,4.4561625500705304e-09
1930,2.4158287814657342e-08,7.352522590764465e-09
1931,2.9653927313688655e-08,4.5621426636444085e-09
1932,3.287861005674131e-08,4.383814644626227e-09
1933,3.670611903316967e-08,6.882397318719313e-09
1934,1.677421224144382e-08,5.990790086229936e-09
1935,1.9149254626427137e-08,5.98414207075848e-09
1936,1.6974599503782883e-08,9.699771652549316e-09
1937,2.2664012888640173e-08,3.777335333410292e-09
1938,2.7226949583791793e-08,1.2965214679638848e-08
1939,1.8352860564618823e-08,9.176430282309411e-09
1940,3.803674530900025e-08,1.7750480196809804e-08
1941,1.1806010391524069e-08,3.246652724442356e-08
1942,7.58552971547033e-08,6.068423541449874e-09
1943,2.322588166236983e-08,5.806470415592457e-09
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,4.574858536443571e-08,6.535512131478072e-09
1946,3.201854070766785e-08,1.1136883415474585e-08
1947,4.172304812755101e-08,8.344609447874518e-09
1948,3.152847583010043e-08,7.610321262063735e-09
1949,3.8286334103077024e-08,1.0798709482173763e-08
1950,4.2541444145172136e-08,9.571825110299415e-09
1951,4.691016641800161e-08,6.396841278899501e-09
1952,4.2179216563908994e-08,2.1089607837865287e-09
1953,3.232148060305917e-08,1.4005975934594517e-08
1954,2.7363100230104465e-08,4.886268278880834e-09
1955,2.9095383879962355e-08,4.6928039232341234e-09
1956,1.744228228517386e-08,8.72114158667614e-10
1957,3.3573144264664734e-08,5.301022731885041e-09
1958,2.3162280982091943e-08,9.099467679352102e-09
1959,2.8677767716089875e-08,4.650448914844674e-09
1960,3.8064584373387333e-08,7.612916519406099e-09
1961,5.141637871020066e-08,1.2506686519753174e-08
1962,4.50278889729816e-08,9.512934440181198e-09
1963,5.108181966306802e-08,1.0345685086399214e-08
1964,4.137098486012292e-08,7.30076216148845e-09
1965,3.447387442179206e-08,5.47204326295514e-09
1966,5.095948907296588e-08,5.539074976468328e-09
1967,5.2261558636246264e-08,7.3955032653394426e-09
1968,4.8058151236318736e-08,1.1677680822330672e-08
1969,4.087582183842642e-08,4.995933444718048e-09
1970,4.092865424354386e-08,1.1496812946099055e-08
1971,4.4704059121158934e-08,5.138397263237948e-09
1972,5.591860130493842e-08,1.0260294114328161e-08
1973,5.402939606824475e-08,1.6539611902288698e-09
1974,5.456804430536977e-08,1.6876715580593782e-09
1975,6.225513260460502e-08,4.569184142155791e-09
1976,5.3135799760184454e-08,1.0284348483935446e-08
1977,6.64076367229427e-08,5.289103655048422e-09
1978,5.4653440884067095e-08,4.752473081737207e-09
1979,6.554210330023125e-08,4.681578680276743e-09
1980,5.969408078954075e-08,9.096241093686785e-09
1981,7.527403766971474e-08,2.5302198114474095e-09
1982,9.745778584147047e-08,2.483000915987077e-09
1983,7.515225775023282e-08,1.2630632095778083e-09
1984,6.842829947117934e-08,7.538710988796993e-09
1985,1.0828004803897784e-07,9.023336966507145e-09
1986,8.572114040816814e-08,5.3950369172106605e-09
1987,7.210763897091965e-08,5.49973533381376e-09
1988,1.0434003883119658e-07,0.0
1989,8.232183290601824e-08,4.390497743145261e-09
1990,7.628111120538961e-08,5.448650863826288e-09
1991,7.561290260582609e-08,4.689171995142516e-09
1992,1.0028098529346607e-07,4.958949695321735e-09
1993,8.751947433438545e-08,4.985286850001103e-09
1994,8.861876921173462e-08,4.747433890450736e-09
1995,1.01399827201476e-07,7.0491861237087505e-09
1996,1.1263374233294599e-07,1.014237493990322e-08
1997,1.1124155463448915e-07,3.835915585170824e-09
1998,1.3064673964890972e-07,3.814503379828693e-09
1999,1.051146298891581e-07,7.3123217758652714e-09
2000,1.241466804913216e-07,3.97622823555821e-09
2001,1.1478774553097537e-07,7.009939018143285e-09
2002,1.2617917377610866e-07,8.32432084374446e-09
2003,1.3625837880226754e-07,1.6667691671301554e-09
2004,1.6297727256642247e-07,3.9643119897903034e-09
2005,1.355628569399414e-07,6.755624615273348e-09
2006,1.4124361769063398e-07,7.823991232669414e-09
2007,1.5019243448932684e-07,7.190063211481856e-09
2008,1.7285205444750318e-07,5.108927503272298e-09
2009,1.4638351331086596e-07,4.291373478793048e-09
2010,1.4596520259146928e-07,2.8342759250676863e-09
2011,1.4837010553492291e-07,2.6767803529281764e-09
2012,1.6714881212465116e-07,4.425528388196653e-09
2013,1.5674882547500602e-07,7.809549951165451e-09
2014,1.7063707957731822e-07,4.7639794331644225e-09
2015,1.6025839499889116e-07,7.758014008985015e-09
2016,1.443724073624253e-07,4.764082156549776e-09
2017,1.6879752706699946e-07,1.8615524510767756e-08
2018,1.6521386214662925e-07,4.1303465647679616e-09
2019,1.7729364287788485e-07,4.591778068885333e-09
