year,en_ADP hommage_NOUN,en_ADP chômage_NOUN
1800,1.760732146749433e-07,3.458580977167003e-08
1801,4.524246932646747e-08,7.143547975374531e-09
1802,1.1860552717735118e-07,1.5664880947952042e-08
1803,1.014176405078615e-07,3.900678446910888e-09
1804,2.0763547681212913e-07,4.943701892301533e-09
1805,7.675770063997334e-08,1.1371510844071508e-08
1806,2.0459850702536642e-07,2.5935023018064385e-08
1807,1.195721210933698e-07,1.4234775136401367e-08
1808,6.571614763473121e-08,4.5321479902327155e-09
1809,1.4231892664362533e-07,0.0
1810,8.658469141664682e-08,4.680253518074551e-09
1811,1.0028307428910921e-07,3.008491944456182e-08
1812,7.20146218213813e-08,1.8670457180292033e-08
1813,1.2940837734731758e-07,8.627225156487839e-09
1814,1.1642705288750221e-07,4.090680150170556e-08
1815,1.1867783911156948e-07,1.6183340889597275e-08
1816,6.257530316133852e-08,4.6352077731626196e-09
1817,1.3856173419757312e-07,1.401186100480345e-08
1818,1.4782260393531033e-07,1.7881765401739358e-08
1819,1.5112533557903873e-07,1.6561680027393777e-08
1820,1.874904000942479e-07,1.779972080839798e-08
1821,1.85395975904612e-07,2.1695274909916407e-08
1822,1.0426640528748976e-07,7.017931125119503e-09
1823,1.017916734236124e-07,6.917880934764753e-09
1824,2.307384905364529e-07,1.7684335773537896e-08
1825,2.3774695701028747e-07,1.8491430608946757e-08
1826,2.3429238638073002e-07,1.4092774947016551e-08
1827,1.0599863742299931e-07,1.3825909306319772e-08
1828,8.621963099031404e-08,4.586150570418113e-09
1829,5.572564276690173e-08,7.715858174606183e-09
1830,1.4402833437010543e-07,1.2524203008013046e-08
1831,1.559120619276655e-07,3.585977381703742e-08
1832,1.0688675899928057e-07,6.629684889958298e-08
1833,1.5753734428081145e-07,4.170106393530659e-08
1834,1.1108092112799284e-07,5.880754372356023e-08
1835,1.973966021751039e-07,1.2100940693926532e-07
1836,1.6465837404666672e-07,3.8980349614803345e-08
1837,1.5863991797981924e-07,4.5226290268374214e-08
1838,1.1993107151830884e-07,7.953323688525415e-08
1839,1.6989284290502837e-07,6.292327725532232e-08
1840,1.8917975808108167e-07,7.707323135264232e-08
1841,1.65650146044527e-07,1.110754865862873e-07
1842,2.092978692580516e-07,9.659901678560345e-08
1843,1.813421754981448e-07,8.210606239344997e-08
1844,2.387524152824838e-07,7.903528143060612e-08
1845,1.0267619643400394e-07,7.644912614068744e-08
1846,1.5690064003592852e-07,1.3231172601990693e-07
1847,1.3860584591185443e-07,1.1379701980729351e-07
1848,2.453792719570025e-07,1.3918233932042057e-07
1849,1.8518507260978367e-07,1.9188860278518405e-07
1850,1.5954140053509036e-07,1.5546800558041696e-07
1851,1.8380900890235807e-07,1.0577079834206415e-07
1852,2.6432814581589525e-07,1.4518515634165396e-07
1853,1.5825619170684035e-07,8.778739490900023e-08
1854,1.5638949318885764e-07,2.3796143011622917e-07
1855,2.096240088178547e-07,1.0720012966203285e-07
1856,2.3193808063037835e-07,1.325360443615864e-07
1857,2.582318235910819e-07,1.4254005975544715e-07
1858,2.6376912648506945e-07,2.862800556613365e-07
1859,2.7599578777959266e-07,3.1520553989139444e-07
1860,2.659343732724917e-07,2.279437580909871e-07
1861,3.621860287239542e-07,4.5273250748323335e-07
1862,2.5345903509332857e-07,1.956288002702422e-07
1863,2.427385652481462e-07,1.6382355738642218e-07
1864,2.641895079369405e-07,1.3377291452343343e-07
1865,3.059448868136805e-07,8.425251252219823e-08
1866,2.5739093284515846e-07,1.0704348341050718e-07
1867,4.605318082440135e-07,9.268869938239277e-08
1868,2.9244054133847897e-07,1.7141363173323043e-07
1869,3.1401028510735784e-07,8.350817637392538e-08
1870,2.735141260146179e-07,1.594065537346978e-07
1871,9.32539364839613e-07,3.218216590994416e-07
1872,4.2331374128234955e-07,1.1792311482849982e-07
1873,3.962734854701111e-07,1.5503751171763724e-07
1874,7.271099167205364e-07,1.1769979835207778e-07
1875,3.804815569274922e-07,2.0254205423952953e-07
1876,2.9806851720159955e-07,2.5272342440985085e-07
1877,3.148071463510149e-07,1.911108142849116e-07
1878,3.0557789792995393e-07,1.618475806708375e-07
1879,3.0180066401541694e-07,1.4356914190827297e-07
1880,2.7340025376965116e-07,1.732818497579558e-07
1881,2.0638622744151291e-07,1.4433090683718675e-07
1882,2.163000198951437e-07,1.257867836557125e-07
1883,2.8879378943802436e-07,1.2069937138647902e-07
1884,2.2313736103285464e-07,1.1090850904338367e-07
1885,2.76517777786367e-07,1.2117794789823222e-07
1886,2.0134807643401587e-07,1.1616235240374806e-07
1887,2.461404702280845e-07,1.8346278807257477e-07
1888,1.8831625903104054e-07,1.1666730870274478e-07
1889,2.0111089138463711e-07,1.534958468663028e-07
1890,2.2612633943097649e-07,2.1629474744599975e-07
1891,2.371209815166253e-07,1.791155763708474e-07
1892,2.494867896718489e-07,2.25039599399679e-07
1893,2.1184952508912502e-07,1.681247711049494e-07
1894,2.9869295259388196e-07,3.617083530471632e-07
1895,2.563929679677557e-07,2.8708792432219354e-07
1896,3.4497620804430085e-07,3.455658941220463e-07
1897,2.738555410219945e-07,4.626410508024037e-07
1898,2.2180750991473985e-07,3.875973144662481e-07
1899,3.7974462507861517e-07,4.1291009544863755e-07
1900,3.457241333215677e-07,5.403886120802781e-07
1901,3.3700097024080833e-07,4.521289724834787e-07
1902,3.64834091159949e-07,2.700656125398382e-07
1903,3.9907628113233784e-07,3.9853625821706373e-07
1904,5.1542656898107e-07,4.864035645368858e-07
1905,3.0190441746569263e-07,4.185375650500589e-07
1906,3.1430968472356824e-07,4.357124225862208e-07
1907,3.7131330071771274e-07,2.833706608806885e-07
1908,3.4969091422532017e-07,2.701264065763098e-07
1909,3.460118790377109e-07,4.0707277548790444e-07
1910,3.372159202985614e-07,4.0027688896770997e-07
1911,4.7032106875732893e-07,3.7721453061134724e-07
1912,3.4746840693600234e-07,3.417380310954954e-07
1913,4.369663524350642e-07,3.452246196689046e-07
1914,3.8439310046101127e-07,4.5604824094880314e-07
1915,3.6166940153847804e-07,6.726814945068327e-07
1916,7.768135867891601e-07,5.153119673195761e-07
1917,4.781360936068069e-07,4.189174092061876e-07
1918,5.168869199323467e-07,3.1587535431754077e-07
1919,5.193226591537758e-07,3.9133354334808246e-07
1920,5.732179291229045e-07,3.0516094584598363e-07
1921,4.990440336527513e-07,6.308098632334946e-07
1922,5.902348485520292e-07,3.128244721040119e-07
1923,6.051090446490548e-07,2.802610197250033e-07
1924,5.259782707156546e-07,3.158448009799031e-07
1925,5.862028942260622e-07,1.979671964136287e-07
1926,7.233843639653514e-07,3.3995721082646924e-07
1927,6.076327601078901e-07,4.794166668098399e-07
1928,5.164570615612263e-07,3.9762622350281163e-07
1929,6.082661951900548e-07,3.33098142846211e-07
1930,6.197125821394422e-07,4.6846071199979633e-07
1931,6.592296157847954e-07,9.249744223893686e-07
1932,7.233294057051864e-07,1.5650217870533112e-06
1933,7.501813281685088e-07,1.4865978188449702e-06
1934,7.788026881172527e-07,1.5276514577777789e-06
