year,en_ADP hommage_NOUN,en_ADP chômage_NOUN
1935,7.611828642950513e-07,1.461327542529034e-06
1936,8.19630695758633e-07,2.0017903379354607e-06
1937,8.020542008324583e-07,1.8999996949098374e-06
1938,8.855241482308429e-07,1.8579152047948355e-06
1939,8.442316081769263e-07,2.0096381376788486e-06
1940,1.019384694878056e-06,8.494872645314899e-07
1941,7.437786315733774e-07,9.061113246389141e-07
1942,1.0377004322492667e-06,6.826976459706202e-07
1943,1.0103258407667681e-06,7.722605490645407e-07
1944,1.143894246879995e-06,6.426372465284658e-07
1945,1.1959986885301532e-06,9.323997343102519e-07
1946,8.923427898821501e-07,8.366583452712462e-07
1947,8.690314903248009e-07,9.48901350383835e-07
1948,9.121513606658027e-07,7.806015211997419e-07
1949,8.295371820565833e-07,1.1593886328764569e-06
1950,9.635637461258284e-07,1.134793108370502e-06
1951,9.28608068662129e-07,1.1684896374930531e-06
1952,9.363785755667209e-07,1.1325119411154105e-06
1953,1.101085175037042e-06,1.1592637871871148e-06
1954,1.0485931447590247e-06,1.2626117200653653e-06
1955,1.1506754802326213e-06,1.024908405256042e-06
1956,1.2663097379572719e-06,1.1503185266548144e-06
1957,1.2280702357259088e-06,1.1140982500990049e-06
1958,1.1837580071727416e-06,1.2648260274694678e-06
1959,1.1161076933774439e-06,1.5106206987525184e-06
1960,1.0962600196506855e-06,1.4409174622365128e-06
1961,1.1394981598300546e-06,1.3958851909912084e-06
1962,1.1421863916893926e-06,1.1808723074935301e-06
1963,1.24212878027663e-06,1.4037801783217674e-06
1964,1.2259195827368785e-06,1.1729891418177374e-06
1965,1.231209743934869e-06,1.2251904744076114e-06
1966,1.2845114767401355e-06,1.1975480060932853e-06
1967,1.117707068232221e-06,9.57964214620688e-07
1968,1.146658423323288e-06,1.0015856899414644e-06
1969,1.1349853314968072e-06,1.1318060728626733e-06
1970,1.0885182204489752e-06,1.042071136270195e-06
1971,1.110407718662998e-06,1.1376411652719298e-06
1972,1.232261285899483e-06,1.2840757532828206e-06
1973,1.3567994390228932e-06,1.2459840874612382e-06
1974,1.2533773610101662e-06,1.4395837846237214e-06
1975,1.338199805189788e-06,1.5655166776262774e-06
1976,1.338679313178659e-06,1.45352120162201e-06
1977,1.3898589195093791e-06,1.695451600447484e-06
1978,1.6027715901145712e-06,1.6728704845814235e-06
1979,1.6262634190411518e-06,1.2903601260827458e-06
1980,1.5156611343769555e-06,1.4320894607955381e-06
1981,1.782539825967433e-06,1.4808111084008146e-06
1982,1.7765871582753334e-06,1.653678651791779e-06
1983,1.94574890599597e-06,2.2204651486390503e-06
1984,1.7507206102607142e-06,1.630101261085315e-06
1985,1.8124876763891962e-06,1.4329059681017497e-06
1986,1.8666827319435697e-06,1.3751349658974732e-06
1987,1.843633466336314e-06,1.6761971153300692e-06
1988,2.019039710532411e-06,1.962672115496389e-06
1989,1.965845306983738e-06,1.3198933643820965e-06
1990,1.9457132278688505e-06,1.1414923255514964e-06
1991,2.1253672706222915e-06,1.1523640921495826e-06
1992,2.2430982120624776e-06,1.1637001966491312e-06
1993,2.1337027131806963e-06,8.901506238778722e-07
1994,2.208611844523034e-06,1.0038185385141674e-06
1995,2.2443524372306456e-06,8.648808780264972e-07
1996,2.3236715502861216e-06,1.1674407556228061e-06
1997,2.3456624180795416e-06,7.240290731402865e-07
1998,2.495161998794515e-06,8.525415284843518e-07
1999,2.312064815157555e-06,6.59480052789263e-07
2000,2.645075458218571e-06,6.048285114967911e-07
2001,2.5025482734974958e-06,5.051537455003086e-07
2002,2.5827300405012465e-06,4.5520890434858075e-07
2003,2.7047496224952283e-06,4.216926015043754e-07
2004,2.7979234094033245e-06,4.6778883877607313e-07
2005,2.9269869621373346e-06,4.4316896508078685e-07
2006,3.1110657507937844e-06,3.0884175483691934e-07
2007,2.89919326146304e-06,2.8720308575813647e-07
2008,2.789474394138125e-06,2.5246618340357685e-07
2009,2.674955942527646e-06,2.8466108936697765e-07
2010,2.720904822339776e-06,2.928751712261146e-07
2011,2.4396941422644147e-06,2.4741099280412016e-07
2012,2.493615121501591e-06,1.4093605640863593e-07
2013,2.15069429687631e-06,2.5966753725015224e-07
2014,2.0998322205478814e-06,1.8687792113780688e-07
2015,2.2307615268335468e-06,1.5316535351139748e-07
2016,1.99138632472895e-06,1.2697314222265277e-07
2017,2.3432918694332727e-06,1.2779305907928418e-07
2018,2.6981489336108666e-06,1.2468484189565032e-07
2019,2.283389131108038e-06,9.438654957616421e-08
