year,son_DET are_NOUN,son_DET char_NOUN
1971,5.138397485282553e-10,6.315090264052969e-07
1972,2.0520587451500205e-09,6.330601252102497e-07
1973,5.513203893414698e-09,5.386400294682403e-07
1974,1.6876715580593782e-09,4.5792153358092946e-07
1975,2.2845920710778955e-09,4.5863185071937096e-07
1976,5.713526873840635e-10,4.713659733646125e-07
1977,5.289103655048422e-09,4.2077758344305494e-07
1978,1.7821774056514528e-09,5.899007184950733e-07
1979,1.1703946700691858e-09,6.308427149548379e-07
1980,1.1370301367108482e-09,5.190542582411695e-07
1981,1.897664858585557e-09,5.73727321651063e-07
1982,1.8622506869903077e-09,4.785984222266393e-07
1983,1.2630632095778083e-09,4.4838744095443417e-07
1984,1.7397025486864948e-09,5.387278703139486e-07
1985,3.609334831011779e-09,5.841107144632929e-07
1986,1.1988970927134801e-09,5.377053620136962e-07
1987,1.2221633705067347e-09,6.031376313941905e-07
1988,0.0,4.827225676962144e-07
1989,1.6464366536794728e-09,4.961262174418835e-07
1990,1.089730194969718e-09,5.04000213119582e-07
1991,2.344586080837985e-09,4.906046324748559e-07
1992,1.1019888335184191e-09,5.978289614461119e-07
1993,2.2156830259412175e-09,5.046218154447502e-07
1994,0.0,5.95539203729345e-07
1995,1.626735190995987e-09,5.769487527729211e-07
1996,2.135236876199542e-09,4.820297219154668e-07
1997,0.0,5.984028241812211e-07
1998,4.768129224785866e-10,5.488116645580021e-07
1999,1.8280804647829996e-09,5.721891973564652e-07
2000,3.97622823555821e-09,5.367908011422173e-07
2001,1.7524847129024579e-09,5.476514495228457e-07
2002,3.9430991805033955e-09,8.744918140735081e-07
2003,8.333845835650777e-10,5.971200547350008e-07
2004,2.2023955992267474e-09,5.563251086471155e-07
2005,2.251874686720612e-09,5.062214767370676e-07
2006,2.058944903460258e-09,5.423261284498437e-07
2007,1.1983438685803094e-09,4.933182395916447e-07
2008,0.0,5.632592969817551e-07
2009,2.384096253749135e-09,6.513350800929629e-07
2010,1.8895172093635892e-09,5.14421033770418e-07
2011,7.64794394481072e-10,4.665245705304244e-07
2012,1.0212758139171996e-09,6.570208004319511e-07
2013,0.0,7.566895998678547e-07
2014,0.0,7.00521525232034e-07
2015,1.5516027351836215e-09,8.363139158973354e-07
2016,2.0713400439298368e-10,9.176036179781022e-07
2017,5.031222660711876e-10,8.532953899020868e-07
2018,7.744400121190154e-10,6.781513111064896e-07
2019,1.53059265262101e-09,7.612147649993517e-07
