year,son_DET are_NOUN,son_DET char_NOUN
1800,1.5720821977538435e-08,2.8769105213655166e-06
1801,4.7623651688866175e-09,2.7145482235368945e-06
1802,3.3567602031325805e-08,3.090457113330558e-06
1803,2.3404070459420723e-08,2.9196578097412385e-06
1804,9.887403784603066e-09,5.9868231545578965e-06
1805,2.842877711017877e-08,4.019829063395264e-06
1806,2.881669125542885e-09,3.4407130158342625e-06
1807,2.2775641372874134e-08,2.7558524990922706e-06
1808,1.5862518409903714e-08,3.940702782756489e-06
1809,2.259030518203531e-09,3.4066181058278744e-06
1810,2.106114127542469e-08,4.722375607002505e-06
1811,1.2535383842049441e-08,4.02385803965899e-06
1812,1.600324850414836e-08,3.5287164834585383e-06
1813,1.1502966579257645e-08,3.6119315751648173e-06
1814,9.440030979135372e-09,2.6904089764911987e-06
1815,1.3486117778072071e-08,2.8347819949203767e-06
1816,1.1588019432906549e-08,1.675627576247507e-06
1817,9.341240336802059e-09,2.221658276013727e-06
1818,9.536942124910297e-09,2.23283662137419e-06
1819,7.24573512300708e-09,2.8869077759452466e-06
1820,9.493184904840746e-09,2.730477419277122e-06
1821,1.2819934447350079e-08,2.563000897737311e-06
1822,1.303330066093622e-08,2.5164296886259763e-06
1823,8.89441820195458e-09,1.956772045730304e-06
1824,5.052667617633233e-09,2.6155975518804553e-06
1825,7.044354433105582e-09,2.407408242532938e-06
1826,3.5231937367541377e-09,1.9817965650759106e-06
1827,1.1060728055678481e-08,1.8655760598562665e-06
1828,6.420610709767516e-09,1.8005227051531847e-06
1829,1.1145128819833872e-08,1.7969377026361144e-06
1830,1.2524203008013046e-08,2.2167840256770432e-06
1831,7.795603274018958e-09,1.8522353215644216e-06
1832,1.2176972541411146e-08,1.8698417925122612e-06
1833,2.432561940768352e-08,2.2032061846033457e-06
1834,1.4001796166951408e-08,2.635138130813175e-06
1835,9.832014313815307e-09,2.3702717371065773e-06
1836,7.392825185359442e-09,1.8676963904340482e-06
1837,1.600314980532147e-08,1.6705895760082967e-06
1838,6.312161682231476e-09,1.8033846949094823e-06
1839,1.5381244722334486e-08,1.4765995501875295e-06
1840,6.369688498875092e-09,1.7026177410173204e-06
1841,1.3483151484194877e-08,2.059712084445664e-06
1842,1.475818312002275e-08,1.7776902438981779e-06
1843,1.8311424432315704e-08,2.034340170098403e-06
1844,5.488561161115513e-09,1.3803731206962766e-06
1845,9.486387508861327e-09,1.4787604030175316e-06
1846,1.2879903366069811e-08,1.2487651694925717e-06
1847,6.47186837454683e-09,1.3278116703929754e-06
1848,1.206783295515379e-08,1.1826475834197936e-06
1849,4.1897072478036534e-09,1.316406120110969e-06
1850,1.425689166723032e-08,1.6965700790905203e-06
1851,7.094382636907426e-09,1.4582181115940784e-06
1852,1.6276363368206148e-08,1.2780201217310605e-06
1853,8.360704129017904e-09,1.3992236791438017e-06
1854,1.4028293915391288e-08,1.471931684982053e-06
1855,1.3798036491152743e-08,1.6202079500260425e-06
1856,8.283502495043393e-09,1.2761771301939007e-06
1857,9.274867207587079e-09,1.7607603481906153e-06
1858,7.3405139189297586e-09,1.6349771385648637e-06
1859,8.14747713739905e-09,1.5526036811763788e-06
1860,8.238931314963338e-09,1.399245102007285e-06
1861,1.0846716413936974e-08,1.4289370255937683e-06
1862,1.1746764505549123e-08,1.4579541218751046e-06
1863,1.0988166210257333e-08,1.530351765310911e-06
1864,9.58945578499737e-09,1.5928086547489784e-06
1865,1.2708479713019472e-08,1.5132504298520644e-06
1866,7.298419646417642e-09,1.658200869059101e-06
1867,1.4073153309368536e-08,1.7280861328572428e-06
1868,8.39778580008499e-09,1.985829406692119e-06
1869,1.0743742562269176e-08,1.2374837865536392e-06
1870,7.454263428741115e-09,1.85209781022877e-06
1871,7.434824311758348e-09,1.0249436428466652e-06
1872,4.837871325769072e-09,1.6587851234817208e-06
1873,7.183205141814142e-09,1.082269633911892e-06
1874,5.974608974224083e-09,1.174608168952318e-06
1875,5.721527251978387e-09,1.12885729741663e-06
1876,6.04601479992084e-09,1.233386978327644e-06
1877,4.9478527941460015e-09,1.442917598737381e-06
1878,1.2078177347163432e-08,1.2718320228088942e-06
1879,6.109325489944695e-09,1.015369911705477e-06
1880,1.0910338854586143e-08,1.4247618196350231e-06
1881,5.578006112560985e-09,1.182537324950772e-06
1882,3.9932310791357395e-09,1.2019625739156936e-06
1883,6.319339107552224e-09,1.2626038685681351e-06
1884,8.582206056928499e-09,9.757308312430268e-07
1885,9.023890135129164e-09,7.779882515990266e-07
1886,8.38950331427668e-09,7.989388546292275e-07
1887,1.1752064432712928e-08,8.272147216104031e-07
1888,8.876860135842435e-09,9.32070365777804e-07
1889,7.518164202302557e-09,8.232389445694821e-07
1890,8.520702365899524e-09,8.47482178656378e-07
1891,5.736797814570593e-09,8.076137021362229e-07
1892,3.761107425503951e-09,9.31500924394868e-07
1893,5.542574843531156e-09,8.381604752472072e-07
1894,4.411077725308132e-09,9.9123214347685e-07
1895,8.426059849853118e-09,6.33760099955083e-07
1896,7.66613794667137e-09,6.581084308621143e-07
1897,2.9133566670225264e-09,7.37079282941977e-07
1898,6.2241901632731356e-09,6.105364871444863e-07
1899,7.738609753005221e-09,7.788357745397434e-07
1900,6.2292638824956725e-09,7.070214298465771e-07
1901,5.029864968975062e-09,6.264976111225451e-07
1902,5.4013122863239005e-09,5.312927102707476e-07
1903,1.1340462346964841e-08,7.65211233044738e-07
1904,5.912087708281888e-09,5.901338457903194e-07
1905,2.5803795211665204e-09,6.538681787127132e-07
1906,5.658602919567102e-09,5.231635835656334e-07
1907,8.742833457198174e-09,6.891409976006457e-07
1908,7.858222295098471e-09,6.281666884433434e-07
1909,2.7504918342913243e-09,6.111592556479195e-07
1910,1.1757131934686527e-08,8.229992110031503e-07
1911,5.852411444351446e-09,6.017343094910643e-07
1912,8.8560158095774e-09,6.339865912252662e-07
1913,1.484837142129436e-08,6.835553869599664e-07
1914,8.705767051697677e-09,7.7347387161808e-07
1915,1.1780761921542648e-09,4.688743149294794e-07
1916,7.69122365795738e-09,5.043245252522865e-07
1917,5.483212217605171e-09,5.077454314772467e-07
1918,1.1486376294556067e-09,5.605351374171619e-07
1919,1.1970203106503874e-08,7.697761006397741e-07
1920,6.057785384427916e-09,7.163331083859248e-07
1921,6.815472852750304e-09,7.353137672083676e-07
1922,6.640141769764796e-09,6.167954111901963e-07
1923,5.307974060286824e-09,8.015040862119349e-07
1924,6.445812328337297e-09,7.515816973224787e-07
1925,8.798542117105512e-09,8.006673279936649e-07
1926,3.343841648018042e-09,8.125534769476417e-07
1927,4.4596899506643695e-09,6.277013380184826e-07
1928,3.4278122562625413e-09,7.232683882918423e-07
1929,3.342121912552898e-09,7.530914540865297e-07
1930,9.453243188239924e-09,6.942881807248114e-07
1931,3.4216069977333063e-09,5.976406614038865e-07
1932,3.287861094491973e-09,5.98390725414788e-07
1933,1.7205992852709073e-08,5.448564728283145e-07
1934,3.5944740517379614e-09,6.470053062201941e-07
1935,2.393656828303392e-09,5.972173937607295e-07
1936,3.6374143697059935e-09,6.620094401554866e-07
1937,2.5182236296217297e-09,6.950297288810248e-07
1938,5.186085783037697e-09,7.636511263342527e-07
1939,0.0,5.108212874915807e-07
1940,0.0,7.125549768005612e-07
1941,5.9030051957620344e-09,1.1274739577515902e-06
1942,9.102635312174812e-09,6.978686961645053e-07
1943,2.9032352077962287e-09,8.506479236558562e-07
1944,3.2131861615880553e-09,2.3295599760331243e-06
1945,0.0,1.1829277433150764e-06
1946,8.352662561605939e-09,7.211131745066268e-07
1947,3.5762612871081956e-09,8.42805595979712e-07
1948,3.2615663503321457e-09,7.28416498674278e-07
1949,1.9634016634739737e-09,6.057093924205503e-07
1950,4.2541445921528975e-09,8.061604113152043e-07
1951,0.0,6.993879297922945e-07
1952,1.0544803918932644e-09,4.7029825633870814e-07
1953,3.232148326759443e-09,4.988282071849426e-07
1954,1.9545072227344917e-09,6.293513052924027e-07
1955,7.508486277174597e-09,6.316514231663461e-07
1956,2.616342476002842e-09,5.773395459485187e-07
1957,4.417518795207798e-09,5.398207987283854e-07
1958,3.3088973783179654e-09,5.947742778289467e-07
1959,2.325224457422337e-09,4.813214324883575e-07
1960,6.920833350854139e-10,5.70276693423466e-07
1961,1.3896318540318475e-09,6.010157740377053e-07
1962,3.170978146727066e-09,7.160068653533358e-07
1963,1.2932106496776896e-09,5.069385577982644e-07
1964,3.6503808864551957e-09,6.28473933339535e-07
1965,4.377634699181954e-09,6.544564081778503e-07
1966,2.215629901769489e-09,6.419787581535275e-07
1967,2.4651677366094304e-09,7.775139057031311e-07
1968,3.143991039733507e-09,7.473715992745156e-07
1969,4.087581995104728e-09,7.053350010721715e-07
1970,1.3796175035718505e-09,6.258864786445884e-07
