year,mon_DET art_NOUN,mon_DET char_NOUN
1958,3.788687443773142e-07,5.873292918678885e-08
1959,3.115800715214334e-07,3.797866376942238e-08
1960,3.820300129575571e-07,4.014083376802091e-08
1961,3.1544643341874234e-07,4.168895584300003e-08
1962,2.9743776686075307e-07,4.1856913046700583e-08
1963,3.4787365787991575e-07,2.9743845497698373e-08
1964,2.7864575669056535e-07,5.5972509960255934e-08
1965,3.3105863650462197e-07,4.4870754778436606e-08
1966,2.547974329303315e-07,4.985167301185811e-08
1967,3.32797643665117e-07,6.803862939719352e-08
1968,4.486924316537966e-07,5.434613159494006e-08
1969,3.024810566465419e-07,5.223021304345821e-08
1970,3.021362200428257e-07,5.1505721021527506e-08
1971,3.858936494793852e-07,4.1107179882260425e-08
1972,3.175560800983135e-07,4.2580218462262565e-08
1973,2.651851085389012e-07,3.528450331913291e-08
1974,1.9576989629399577e-07,4.331690162118207e-08
1975,2.2103428554132165e-07,3.940921411427212e-08
1976,2.3768272416901937e-07,3.0853044341583313e-08
1977,2.4917554330983194e-07,3.349765514970571e-08
1978,3.1485134366349143e-07,4.3366316759829715e-08
1979,2.633388045403251e-07,4.2134208788624505e-08
1980,2.9051119554424076e-07,4.548120569047853e-08
1981,2.0178503468137876e-07,6.072527702905006e-08
1982,2.5388684132821027e-07,5.214301990186243e-08
1983,2.1787839887821292e-07,6.062703172826645e-08
1984,2.783523997962334e-07,4.407246478876914e-08
1985,2.5927055524732623e-07,4.6319797331051404e-08
1986,2.9372979781783215e-07,4.31602960038191e-08
1987,2.9454136196704894e-07,3.360949279995751e-08
1988,2.968294241512126e-07,3.358070066461494e-08
1989,2.612346099439833e-07,3.018467209514597e-08
1990,2.1522171467225348e-07,2.1249738191286838e-08
1991,2.9776243160029026e-07,4.220254901099452e-08
1992,3.0910786819049463e-07,4.187557728352331e-08
1993,2.6975940770057605e-07,4.7637183975268726e-08
1994,2.600538779873318e-07,3.586950092504537e-08
1995,2.808829542289004e-07,3.95838903877177e-08
1996,2.717088918302579e-07,2.7758079168549443e-08
1997,2.3111391556085437e-07,4.5551496352658205e-08
1998,2.884718135476305e-07,4.29131632451174e-08
1999,2.4084960426051794e-07,4.5244991975224025e-08
2000,2.845212327962088e-07,4.152949717450838e-08
2001,2.655014377239695e-07,4.9945813707097386e-08
2002,2.7251198098099394e-07,6.265146756945228e-08
2003,3.4043759544744034e-07,4.250261265159594e-08
2004,3.1274018574833917e-07,4.80122261947713e-08
2005,2.9904896070576115e-07,4.4587122438599636e-08
2006,3.6731578312299007e-07,4.817931364975436e-08
2007,2.9319479377676316e-07,4.353982707705484e-08
2008,3.039811904415046e-07,3.4911003865545354e-08
2009,3.037338682787549e-07,5.006602155077644e-08
2010,2.8909613192240613e-07,5.290648141809129e-08
2011,2.9826981240432815e-07,6.462512902594142e-08
2012,3.516593185537431e-07,8.238291382411944e-08
2013,4.144639937919692e-07,8.534722750752621e-08
2014,4.592909359502073e-07,9.289759539399256e-08
2015,3.936637762436135e-07,1.1747849937293608e-07
2016,4.3870981514260166e-07,8.741054813299343e-08
2017,3.5470120884895096e-07,4.6287249588772283e-08
2018,4.210372130941664e-07,9.938646838847376e-08
2019,4.497391330460232e-07,1.1045776737717006e-07
