year,en_ADP an_NOUN,en_ADP champs_NOUN
1900,2.678583330695261e-07,2.408648640539468e-07
1901,2.732893396584224e-07,1.654266696959894e-07
1902,2.7595794294121845e-07,1.703868435232181e-07
1903,2.9323195738228947e-07,1.8738764140380226e-07
1904,2.7410588554488413e-07,2.5421977856154854e-07
1905,2.342984628533884e-07,1.6462821861296106e-07
1906,2.453775985733486e-07,1.6770042038372068e-07
1907,2.7617068942831224e-07,1.0234258240870986e-07
1908,2.1462770916080842e-07,1.5962014043857664e-07
1909,2.381925914285432e-07,1.6007862280176255e-07
1910,1.9345826018923873e-07,1.3467260373545287e-07
1911,2.745313101293334e-07,1.6493160337471835e-07
1912,2.3181924374560126e-07,1.203376314151683e-07
1913,2.2484676126532932e-07,1.5166550249023913e-07
1914,2.276892898667171e-07,1.506767282610788e-07
1915,2.0969756231448144e-07,2.2501255436679912e-07
1916,2.64797828997132e-07,1.3844201873780548e-07
1917,2.0836206238161736e-07,1.7326951251561695e-07
1918,2.2857889092620098e-07,1.7459291257182485e-07
1919,2.1822600482224175e-07,1.592957801221928e-07
1920,2.4761197181533134e-07,1.5144463150207343e-07
1921,2.1203692424087706e-07,2.1355147783452821e-07
1922,2.0363102271048206e-07,1.7116809658546117e-07
1923,2.2081171513477216e-07,1.4437690065705056e-07
1924,1.8950688063235077e-07,1.585669869852424e-07
1925,2.2106337516092367e-07,1.2427940698778173e-07
1926,2.5859040508890985e-07,1.6050439910486602e-07
1927,1.4493992472885964e-07,1.9845620746750114e-07
1928,2.1252436988028478e-07,1.4625332767082e-07
1929,2.5511530887811773e-07,1.3702700130124867e-07
1930,2.951512604321138e-07,1.2709359964446776e-07
1931,1.8704785009759917e-07,1.482696374566217e-07
1932,1.5233756045507363e-07,1.1397918342481717e-07
1933,1.5944220788099983e-07,1.835306022712757e-07
1934,2.0009239420915037e-07,1.7133659291346248e-07
1935,1.4242258306040867e-07,2.0106717535384178e-07
1936,1.624711774006471e-07,1.6974599681418567e-07
1937,2.5434058437134865e-07,2.2915834896330978e-07
1938,1.8540257140653438e-07,1.7632692350666446e-07
1939,1.8199920415185034e-07,2.0494027808126702e-07
1940,2.3329202702981888e-07,1.8764794162962062e-07
1941,2.6858673107810205e-07,2.8334425028475607e-07
1942,5.006449512734434e-07,2.032921884165262e-07
1943,3.251623377220625e-07,7.083894077997144e-07
1944,1.670856821789357e-07,2.69907644678824e-07
1945,1.7645882843808636e-07,1.9388686212096218e-07
1946,1.767980171152317e-07,1.8515068411772972e-07
1947,1.2874540833429649e-07,1.7166053600803366e-07
1948,1.7829895648802108e-07,2.6527405339038523e-07
1949,1.7277934827308883e-07,2.1401078242888616e-07
1950,2.0845308923433947e-07,2.5524868796367173e-07
1951,1.7697927001680824e-07,2.8785783889873073e-07
1952,1.7609822067221614e-07,2.783828145780376e-07
1953,1.8100030263479283e-07,2.6288137577878956e-07
1954,1.3192924086524727e-07,3.8699242077555596e-07
1955,1.9052783706285936e-07,2.083604995206656e-07
1956,1.7965551646348388e-07,3.392524110523709e-07
1957,2.31477991108342e-07,2.96857268100581e-07
1958,2.556123281927114e-07,2.456856393884266e-07
1959,2.1082034362684965e-07,1.984191460024931e-07
1960,1.986279155596904e-07,1.7509708771790145e-07
1961,2.0913959231094736e-07,2.570819024327875e-07
1962,2.416285432849108e-07,2.0357679986204857e-07
1963,2.133797532000159e-07,2.4571003276463443e-07
1964,2.293656092833274e-07,2.390999520596182e-07
1965,2.1450410364609596e-07,2.0246560100689592e-07
1966,2.0549968060556978e-07,2.5645916423844284e-07
1967,1.9770645359740158e-07,2.1545566775138525e-07
1968,1.8280062505371397e-07,1.9492744607330081e-07
1969,1.630491064108508e-07,2.1936690097756895e-07
1970,1.692330778291229e-07,1.913069560544045e-07
1971,1.6905328026339816e-07,2.111881307609309e-07
1972,1.8468528922843674e-07,1.9135448492413332e-07
1973,1.3783009528145485e-07,2.1005306966026538e-07
1974,2.3852424302361896e-07,1.9633244741079636e-07
1975,2.2560346923938823e-07,2.1817853657069008e-07
1976,1.5255116581069927e-07,1.9768802944630792e-07
1977,1.4280580318271063e-07,1.904077372438806e-07
1978,1.188118274875194e-07,1.87128634365763e-07
1979,1.281582141521298e-07,1.9545590534963964e-07
1980,1.5804718556111652e-07,2.410503932015473e-07
1981,1.1449244580186146e-07,1.94826928590075e-07
1982,1.3904804907483026e-07,5.146019195212403e-07
1983,1.3388469954911386e-07,2.2987750725178557e-07
1984,1.786094572242547e-07,2.667543921308635e-07
1985,1.0527226579348792e-07,1.804667393301429e-07
1986,1.0190625043815515e-07,1.558566253834215e-07
1987,1.1305011188289527e-07,1.9799046102608742e-07
1988,2.4645836249614916e-07,1.8829179271317997e-07
1989,1.053719477228654e-07,1.9867002132301081e-07
1990,1.0897301572221352e-07,1.9833089481835486e-07
1991,1.1781545167233176e-07,1.4770892831084126e-07
1992,1.4160556649489564e-07,1.8293014492076765e-07
1993,1.0801454858322401e-07,1.811320800015892e-07
1994,9.283870938681105e-08,1.877873926359186e-07
1995,1.1441371272624679e-07,1.6050454421101534e-07
1996,1.2117468917161034e-07,1.628118078134122e-07
1997,7.719779804293836e-08,1.9802913531208333e-07
1998,8.201181977973704e-08,1.6545408498824798e-07
1999,8.27206416420534e-08,1.997177889734303e-07
2000,8.350079627739149e-08,1.8290651082608633e-07
2001,1.0339659703428872e-07,1.6298108160284208e-07
2002,1.0602556049787992e-07,1.7524886319897348e-07
2003,8.500522735710447e-08,1.783442988845252e-07
2004,1.0263163519041996e-07,1.8103692306370434e-07
2005,9.097574116267992e-08,1.6573799144214973e-07
2006,7.782812000423078e-08,1.6224486037996755e-07
2007,7.869124660220272e-08,1.4300237083375578e-07
2008,7.705965823778804e-08,1.3623807149087952e-07
2009,6.53242375747709e-08,1.5258216023994464e-07
2010,8.077686158847186e-08,1.1762244866986293e-07
2011,3.7474924913238894e-08,1.4072216189542353e-07
2012,3.6765930244708755e-08,1.208509686767556e-07
2013,2.8727987766430374e-08,1.2049019521009896e-07
2014,3.3131311125145224e-08,1.0935498262476528e-07
2015,2.1722439139115757e-08,1.024057855458782e-07
2016,2.7548822750800284e-08,1.0750255141633858e-07
2017,2.440142932158551e-08,1.567225803578154e-07
2018,2.0135440093049795e-08,1.0635642999634598e-07
2019,4.28565950505444e-08,9.285595581332018e-08
