year,ton_DET entier_ADJ,ton_DET chantier_NOUN
1990,0.0,1.089730194969718e-09
1991,1.7584396161396398e-09,3.516879065745826e-09
1992,5.509944167592096e-10,2.7549720282848966e-09
1993,4.4313659408601325e-09,3.323524566667402e-09
1994,0.0,4.2199412852994556e-09
1995,1.626735190995987e-09,0.0
1996,1.067618438099771e-09,1.067618438099771e-09
1997,4.79489448146353e-10,4.315404922294874e-09
1998,2.3840645013706308e-09,2.86087753487152e-09
1999,4.113180906983871e-09,5.0272213059088244e-09
2000,5.743440834038438e-09,1.3254094488601709e-09
2001,3.066848330846028e-09,2.628727069353687e-09
2002,1.3143663935011318e-09,3.504977197366088e-09
2003,1.2500769308587678e-09,2.5001538617175356e-09
2004,8.809582507929292e-10,8.809582757729473e-09
2005,1.3511248786457486e-09,5.854874363109275e-09
2006,1.2353669198716943e-09,3.7061008706373855e-09
2007,7.988958938831558e-10,3.595031605740928e-09
2008,8.514879357157668e-10,5.960415716543821e-09
2009,2.384096253749135e-09,8.582746513496886e-09
2010,0.0,1.3226620521056276e-08
2011,7.64794394481072e-10,1.567828442072816e-08
2012,2.0425516833455504e-09,1.327658585847935e-08
2013,5.578250084070646e-10,1.1156500390185897e-08
2014,2.3819897165822113e-09,1.3858849096104464e-08
2015,2.438232948875907e-09,1.0639561953684762e-08
2016,6.214020409345267e-10,8.906762438698479e-09
2017,3.018733707449428e-09,1.0817129081353016e-08
2018,2.323319980845895e-09,1.497250734505684e-08
2019,2.04079020349468e-09,1.2499839829871462e-08
