year,aucun_DET chantier_NOUN
1925,2.0896538721615343e-08
1926,8.916910432255065e-09
1927,8.919380012351041e-09
1928,1.1426041335305115e-08
1929,6.684243825105796e-09
1930,4.201441528017824e-09
1931,9.124285327288817e-09
1932,1.0959536833610173e-08
1933,3.4411986593596566e-09
1934,3.5944740517379614e-09
1935,4.787313656606784e-09
1936,1.091224266502877e-08
1937,2.14049007407624e-08
1938,1.2965214457594243e-09
1939,9.176430282309411e-09
1940,0.0
1941,8.854508237732261e-09
1942,6.068423541449874e-09
1943,2.9032352077962287e-09
1944,9.639558484764166e-09
1945,2.178504043826024e-09
1946,8.352662561605939e-09
1947,4.7683483828109274e-09
1948,1.6307832417794543e-08
1949,1.1780409536754632e-08
1950,2.8715476663165873e-08
1951,3.198420572836369e-08
1952,2.1089607726842985e-08
1953,1.4005975934594517e-08
1954,8.795282502305213e-09
1955,9.385608290557457e-09
1956,8.721141808720745e-09
1957,1.5019564092444426e-08
1958,1.5717262602521487e-08
1959,1.2401196514133517e-08
1960,8.304999910002664e-09
1961,1.042223907177231e-08
1962,1.0147129914095387e-08
1963,1.0345684753332307e-08
1964,7.30076216148845e-09
1965,8.755269398363907e-09
1966,9.416427082520329e-09
1967,3.9442684118817795e-09
1968,8.982831700699023e-09
1969,1.498780100028796e-08
1970,1.3796174702651598e-08
1971,7.707596116901527e-09
1972,6.156176346472364e-09
1973,1.9847533616612623e-08
1974,1.1813700351304135e-08
1975,7.4249242310031605e-09
1976,1.9425991037991253e-08
1977,1.2928919712607012e-08
1978,1.2475241506493262e-08
1979,1.521513093294402e-08
1980,1.4781391444174119e-08
1981,1.012087885721158e-08
1982,8.069752976958e-09
1983,1.3262164144656197e-08
1984,5.219107646059484e-09
1985,1.1429560076159362e-08
1986,1.1389522436289212e-08
1987,1.0388388371751489e-08
1988,7.795519785247507e-09
1989,1.0976244357863152e-08
1990,1.3621627603654929e-08
1991,1.3481369798284959e-08
1992,1.6529832391753985e-08
1993,6.09312805766038e-09
1994,7.3848970827405935e-09
1995,1.4640617607142303e-08
1996,1.2811421035152648e-08
1997,1.2946214877906925e-08
1998,1.621163903120504e-08
1999,1.0054442389773044e-08
2000,1.192868515076384e-08
2001,1.358175683030538e-08
2002,1.4458030661579357e-08
2003,2.083461447810464e-08
2004,1.4535811443394664e-08
2005,1.5763124139311913e-08
2006,1.8530504242164625e-08
2007,1.3181782443361101e-08
2008,1.2772319368803409e-08
2009,9.536385237041145e-09
2010,9.919965127114239e-09
2011,1.0324724075694292e-08
2012,7.148930669664821e-09
2013,9.204112638716566e-09
2014,8.878325408190335e-09
2015,7.536356344539641e-09
2016,7.871092222444531e-09
2017,3.5218558347427376e-09
2018,8.518839800242262e-09
2019,4.846876733299865e-09
