year,mon_DET hommage_NOUN,mon_DET chômage_NOUN
1800,5.156429923047767e-07,0.0
1801,2.857419023616359e-07,0.0
1802,4.5428154749060923e-07,0.0
1803,5.382936389963788e-07,0.0
1804,5.685257242760144e-07,0.0
1805,5.657326651586914e-07,0.0
1806,6.022688374685004e-07,0.0
1807,3.6725719887442665e-07,0.0
1808,3.6483791010510913e-07,0.0
1809,1.965356517530381e-07,0.0
1810,4.42283955237599e-07,0.0
1811,4.813587350938064e-07,0.0
1812,2.6938803188159e-07,0.0
1813,4.1123105631868384e-07,0.0
1814,3.5242783269495703e-07,0.0
1815,2.966946008875482e-07,0.0
1816,1.8540830382107742e-07,0.0
1817,2.9424907665998035e-07,0.0
1818,3.38561443768981e-07,0.0
1819,4.161122033607967e-07,0.0
1820,5.043254232006689e-07,0.0
1821,4.0333487127952594e-07,0.0
1822,3.7395548702079395e-07,0.0
1823,3.360113680628274e-07,0.0
1824,3.461077389133038e-07,0.0
1825,2.8793799611293025e-07,0.0
1826,2.5190836594468635e-07,0.0
1827,2.156841834022316e-07,0.0
1828,2.641622718346781e-07,0.0
1829,2.6491113924720366e-07,0.0
1830,4.164297546793705e-07,0.0
1831,2.899964446356762e-07,0.0
1832,2.3000948623508322e-07,0.0
1833,3.4519212788186593e-07,0.0
1834,1.9602514855776576e-07,0.0
1835,1.6865685381617368e-07,0.0
1836,1.7137913199682941e-07,0.0
1837,1.4472412601662654e-07,0.0
1838,1.5275432319050708e-07,0.0
1839,1.3004144439054954e-07,0.0
1840,1.3694831002553087e-07,0.0
1841,1.624398802135829e-07,0.0
1842,1.636816620020909e-07,0.0
1843,1.13412692792636e-07,0.0
1844,1.1910177921681253e-07,0.0
1845,8.370341736396725e-08,0.0
1846,1.457770872903552e-07,5.854501328173001e-10
1847,9.222412433729232e-08,0.0
1848,1.2067832333428896e-07,3.218088684420195e-09
1849,1.3155681699572597e-07,0.0
1850,1.0522943938440221e-07,6.788996032014438e-10
1851,1.4317754137849192e-07,0.0
1852,9.765818020923689e-08,0.0
1853,1.1704986668803485e-07,0.0
1854,1.1222635176721951e-07,7.27393034694046e-09
1855,1.6186158191544564e-07,0.0
1856,1.2684112959959748e-07,5.694908100650764e-09
1857,1.2887184036580734e-07,4.881509085841174e-10
1858,1.2038443297779367e-07,0.0
1859,1.0897250724006824e-07,0.0
1860,1.3823094879850117e-07,0.0
1861,1.1978547931335015e-07,0.0
1862,1.4005757975610322e-07,4.517986262886353e-10
1863,1.228676683173724e-07,0.0
1864,1.2610133803825363e-07,0.0
1865,1.2896754020275125e-07,3.765475486972036e-09
1866,1.372102904628747e-07,4.865612912574591e-10
1867,1.2957006845226715e-07,0.0
1868,7.558007619756779e-08,0.0
1869,1.4211041066136687e-07,0.0
1870,1.095203323586702e-07,0.0
1871,1.1683295220166201e-07,0.0
1872,1.348556724067862e-07,0.0
1873,6.584605216630735e-08,0.0
1874,1.0455565746525508e-07,0.0
1875,1.4532679415424354e-07,0.0
1876,1.7775283889243099e-07,0.0
1877,2.647101156050269e-07,0.0
1878,1.099114121938527e-07,0.0
1879,9.774920606275828e-08,6.10932526790009e-10
1880,2.0023680447067704e-07,0.0
1881,1.1365187368994611e-07,0.0
1882,1.796953954524838e-07,0.0
1883,1.2385904124556646e-07,0.0
1884,1.1156868140460574e-07,2.6406787867472303e-09
1885,9.410628054595804e-08,0.0
1886,9.357522512409844e-08,0.0
1887,7.442973842808343e-08,0.0
1888,9.320703409088082e-08,0.0
1889,9.898916175643535e-08,0.0
1890,7.406456425940178e-08,0.0
1891,1.0581205012183403e-07,0.0
1892,7.584899797130618e-08,0.0
1893,7.082179132034128e-08,0.0
1894,8.885170532657582e-08,0.0
1895,9.810341783378362e-08,6.018614495673091e-10
1896,9.258335476047819e-08,5.897029087265082e-09
1897,5.244042144969541e-08,0.0
1898,6.67685909894189e-08,0.0
1899,8.567746689891464e-08,0.0
1900,8.357595238095428e-08,2.07642125715779e-09
1901,7.377135358144216e-08,0.0
1902,6.677985964209654e-08,9.32953947430093e-09
1903,9.882402984828786e-08,0.0
1904,7.631968035326508e-08,0.0
1905,1.1456884863036976e-07,0.0
1906,9.156648417274482e-08,0.0
1907,1.0439971909192991e-07,0.0
1908,9.233411391029733e-08,0.0
1909,9.406681900081537e-08,0.0
1910,1.442920667393821e-07,0.0
1911,9.629877451011737e-08,0.0
1912,1.2190045595161791e-07,1.0418842455450772e-09
1913,1.1613547301614346e-07,0.0
1914,8.638799720017687e-08,6.696743715117748e-10
1915,1.0484878032457345e-07,0.0
1916,6.812226160946011e-08,0.0
1917,8.334482703986623e-08,0.0
1918,7.8107356138446e-08,4.594550517822427e-09
1919,7.550435932035526e-08,0.0
1920,6.890730785968913e-08,0.0
1921,7.724202633063726e-08,0.0
1922,8.337067103347806e-08,0.0
1923,1.1146745215739884e-07,0.0
1924,1.405187073366676e-07,0.0
1925,1.209799562751357e-07,0.0
1926,1.0365908931220247e-07,1.1146138456652466e-09
1927,1.137220975166997e-07,0.0
1928,7.769708032512312e-08,3.4278122562625413e-09
1929,1.080619433935226e-07,1.1140406375176326e-09
1930,1.0083459223153568e-07,0.0
1931,8.211856794559935e-08,0.0
1932,7.781270960904862e-08,0.0
1933,6.538277341761045e-08,0.0
1934,7.188947925840239e-08,0.0
1935,1.1250187004208101e-07,0.0
1936,1.38221748713363e-07,0.0
1937,7.176937422137541e-08,1.2591118148108649e-09
1938,8.168084875137538e-08,0.0
1939,4.282334309380076e-08,3.058810094103137e-09
1940,3.550096039361961e-08,0.0
1941,8.559357711490634e-08,0.0
1942,9.102635090130207e-08,0.0
1943,1.3645205942935945e-07,2.9032352077962287e-09
1944,8.675602636287749e-08,0.0
1945,1.0021118868053236e-07,2.178504043826024e-09
1946,7.517396038991819e-08,4.1763312808029696e-09
1947,1.0013531470676185e-07,0.0
1948,7.71904060670181e-08,3.2615663503321457e-09
1949,6.0865452233827e-08,0.0
1950,7.976521221308985e-08,1.0635361480382244e-09
1951,7.249753353200106e-08,0.0
1952,8.330395107059019e-08,0.0
1953,5.8178666773045506e-08,7.54167928107563e-09
1954,6.254423023932532e-08,1.9545072227344917e-09
1955,7.133062318587235e-08,9.385607846468247e-10
1956,6.889701564816164e-08,0.0
1957,8.569986853501632e-08,0.0
1958,6.121460299768344e-08,0.0
1959,1.3486300964871134e-07,0.0
1960,9.689166580173492e-08,0.0
1961,7.78193811612482e-08,6.948159270159238e-10
1962,9.259256028570917e-08,1.9025869213429303e-09
