year,mon_DET hommage_NOUN,mon_DET chômage_NOUN
1963,6.336732027989456e-08,0.0
1964,1.1498700080991853e-07,2.4335873316516654e-09
1965,9.411914564383395e-08,0.0
1966,5.1513394438984506e-08,0.0
1967,9.269031131520222e-08,1.9721342336964653e-09
1968,1.0779397996429907e-07,1.3474247273492779e-09
1969,7.175977545514911e-08,3.1792304344691047e-09
1970,8.369679793673868e-08,2.7592350626548523e-09
1971,1.2383537928428723e-07,4.1107179882260425e-09
1972,8.618646596403323e-08,1.0260293725750103e-09
1973,5.733732022505933e-08,7.1671650836435674e-09
1974,5.119270174436252e-08,1.6876715580593782e-09
1975,4.3407250682747645e-08,2.2845920710778955e-09
1976,5.656391777186798e-08,1.7140580066410394e-09
1977,4.7601932007257375e-08,5.876781838942691e-10
1978,5.168314609615976e-08,2.970295565063452e-09
1979,5.6178945717633155e-08,1.1703946700691858e-09
1980,6.481071634922841e-08,2.2740603289328476e-09
1981,8.982280430558376e-08,4.427884725544118e-09
1982,5.090151811160126e-08,3.7245013739806154e-09
1983,4.925946361922229e-08,1.2630632095778083e-09
1984,4.929157260136208e-08,1.739702604197646e-09
1985,5.0530686301897276e-08,6.015558051686298e-10
1986,5.574871630997791e-08,1.1988970927134801e-09
1987,5.499735067360234e-08,3.6664902225425067e-09
1988,4.497415395654514e-08,3.597932174415064e-09
1989,6.25645899532401e-08,4.390497854167563e-09
1990,5.0672453566491527e-08,6.538381003284854e-09
1991,5.6856211294586956e-08,1.7584396161396398e-09
1992,3.4712649754631286e-08,7.713921945651236e-09
1993,5.705383809839759e-08,7.200969820431169e-09
1994,6.06616550324901e-08,3.6924485691258724e-09
1995,3.741491072517533e-08,4.880205739521415e-09
1996,6.032044019832483e-08,7.473329288743003e-09
1997,4.5072008347801784e-08,6.233362714880286e-09
1998,4.720448076867001e-08,2.8608774238492174e-09
1999,6.261175444777223e-08,3.6561609850771504e-09
2000,4.41803151840503e-08,3.976228346580513e-09
2001,4.6440844059247866e-08,4.8193330159929104e-09
2002,3.811662696584506e-08,4.381221607729913e-09
2003,4.91696909854511e-08,9.167230752282762e-09
2004,3.744072718525615e-08,4.845270407116686e-09
2005,4.143449761073725e-08,6.305249655724765e-09
2006,6.094477189577674e-08,4.529678965248252e-09
2007,3.79475558753839e-08,9.98619853476157e-09
2008,4.385162721831648e-08,1.1069343441860724e-08
2009,5.054283924721403e-08,3.814554005998616e-09
2010,5.385123991175078e-08,7.558068837454357e-09
2011,3.2886158463085735e-08,8.030341225317983e-09
2012,4.527656249919687e-08,1.361701096325163e-08
2013,4.239469886258007e-08,1.0319762266952637e-08
2014,6.474681302215402e-08,1.429193841051557e-08
2015,5.696598925908347e-08,7.536356344539641e-09
2016,9.300316516913654e-08,7.871092500000287e-09
2017,3.8740414098903386e-08,1.0314006815281829e-08
2018,5.524338764217873e-08,1.1358453622101194e-08
2019,8.035611642753793e-08,1.4540629755810386e-08
