year,en_ADP hommages_NOUN,en_ADP chômage_NOUN
1848,5.63165514222419e-09,1.3918233932042057e-07
1849,9.217355989576959e-09,1.9188860278518405e-07
1850,6.1100964288129944e-09,1.5546800558041696e-07
1851,8.384270167027807e-09,1.0577079834206415e-07
1852,2.604218196644581e-08,1.4518515634165396e-07
1853,1.6721408258035808e-08,8.778739490900023e-08
1854,2.5458755104068587e-08,2.3796143011622917e-07
1855,4.404757802944914e-08,1.0720012966203285e-07
1856,1.2425253714809514e-08,1.325360443615864e-07
1857,1.5620829074691756e-08,1.4254005975544715e-07
1858,2.300027723833864e-08,2.862800556613365e-07
1859,1.9859475841599306e-08,3.1520553989139444e-07
1860,1.830873586072812e-08,2.279437580909871e-07
1861,1.5091083938045813e-08,4.5273250748323335e-07
1862,1.9427341513278407e-08,1.956288002702422e-07
1863,1.4484400623349103e-08,1.6382355738642218e-07
1864,1.4863656971897399e-08,1.3377291452343343e-07
1865,1.3179164426446732e-08,8.425251252219823e-08
1866,1.3623716377253459e-08,1.0704348341050718e-07
1867,1.1161466417775046e-08,9.268869938239277e-08
1868,8.397785578040384e-09,1.7141363173323043e-07
1869,1.5138908793232986e-08,8.350817637392538e-08
1870,1.2614907340946502e-08,1.594065537346978e-07
1871,4.354682658913589e-08,3.218216590994416e-07
1872,1.2094679036067646e-08,1.1792311482849982e-07
1873,3.95076291681562e-08,1.5503751171763724e-07
1874,6.094101223652615e-08,1.1769979835207778e-07
1875,1.0870901512305409e-08,2.0254205423952953e-07
1876,7.255217759905008e-09,2.5272342440985085e-07
1877,2.9068635498674666e-08,1.911108142849116e-07
1878,2.2948536348987858e-08,1.618475806708375e-07
1879,1.649517855639715e-08,1.4356914190827297e-07
1880,1.1552122813895949e-08,1.732818497579558e-07
1881,1.8128519130300447e-08,1.4433090683718675e-07
1882,1.1979693681496428e-08,1.257867836557125e-07
1883,1.64302811356265e-08,1.2069937138647902e-07
1884,9.242375753615306e-09,1.1090850904338367e-07
1885,2.1915161241281567e-08,1.2117794789823222e-07
1886,1.613365974151293e-08,1.1616235240374806e-07
1887,1.7628096316002484e-08,1.8346278807257477e-07
1888,1.0779045211961602e-08,1.1666730870274478e-07
1889,8.771191772893872e-09,1.534958468663028e-07
1890,2.1629475099871343e-08,2.1629474744599975e-07
1891,7.0116419337296065e-09,1.791155763708474e-07
1892,1.817868522380195e-08,2.25039599399679e-07
1893,1.046930819814662e-08,1.681247711049494e-07
1894,1.5123694296903523e-08,3.617083530471632e-07
1895,1.2037228769301578e-08,2.8708792432219354e-07
1896,8.255840455717589e-09,3.455658941220463e-07
1897,1.3984112534615178e-08,4.626410508024037e-07
1898,1.3580051860806464e-08,3.875973144662481e-07
1899,1.713549302451156e-08,4.1291009544863755e-07
1900,1.0901211489056095e-08,5.403886120802781e-07
1901,5.029864968975062e-09,4.521289724834787e-07
1902,1.1293652790733688e-08,2.700656125398382e-07
1903,1.4040573148577096e-08,3.9853625821706373e-07
1904,1.4511488011237361e-08,4.864035645368858e-07
1905,4.128607344888735e-09,4.185375650500589e-07
1906,1.4918134283448126e-08,4.357124225862208e-07
1907,5.142843484406967e-09,2.833706608806885e-07
1908,2.0136695866312948e-08,2.701264065763098e-07
1909,1.7053048750881317e-08,4.0707277548790444e-07
1910,1.4963621453034648e-08,4.0027688896770997e-07
1911,1.59611229788581e-08,3.7721453061134724e-07
1912,7.293189607793238e-09,3.417380310954954e-07
1913,1.3787773589513108e-08,3.452246196689046e-07
1914,1.7411533825839598e-08,4.5604824094880314e-07
1915,1.6493066468115103e-08,6.726814945068327e-07
1916,8.789969641043172e-09,5.153119673195761e-07
1917,1.2063066989753679e-08,4.189174092061876e-07
1918,1.9526840588923733e-08,3.1587535431754077e-07
1919,1.1970203106503874e-08,3.9133354334808246e-07
1920,6.057785384427916e-09,3.0516094584598363e-07
1921,6.8154727417280014e-09,6.308098632334946e-07
1922,6.640141769764796e-09,3.128244721040119e-07
1923,5.307974060286824e-09,2.802610197250033e-07
1924,7.734974438733389e-09,3.158448009799031e-07
1925,6.598906754362588e-09,1.979671964136287e-07
1926,1.5604593173179637e-08,3.3995721082646924e-07
1927,3.3447675740205796e-09,4.794166668098399e-07
1928,1.1426041335305115e-08,3.9762622350281163e-07
1929,1.5596569369336066e-08,3.33098142846211e-07
1930,1.2604324695075775e-08,4.6846071199979633e-07
1931,7.983749661377715e-09,9.249744223893686e-07
1932,7.6716757391182e-09,1.5650217870533112e-06
1933,1.1470662641954732e-08,1.4865978188449702e-06
1934,9.585264137967897e-09,1.5276514577777789e-06
1935,9.574627313213568e-09,1.461327542529034e-06
1936,6.0623572828433225e-09,2.0017903379354607e-06
1937,1.2591118370153254e-08,1.8999996949098374e-06
1938,1.2965214679638848e-08,1.8579152047948355e-06
1939,1.2235240376412548e-08,2.0096381376788486e-06
1940,1.77504799747652e-08,8.494872645314899e-07
1941,8.854508237732261e-09,9.061113246389141e-07
1942,6.068423541449874e-09,6.826976459706202e-07
1943,2.6129116648121453e-08,7.722605490645407e-07
1944,0.0,6.426372465284658e-07
1945,1.3071024262956144e-08,9.323997343102519e-07
1946,1.5313214696277555e-08,8.366583452712462e-07
1947,5.960435700558264e-09,9.48901350383835e-07
1948,1.0871888278529696e-08,7.806015211997419e-07
1949,6.871905600114303e-09,1.1593886328764569e-06
1950,1.701657836861159e-08,1.134793108370502e-06
1951,9.595261474260042e-09,1.1684896374930531e-06
1952,6.326882129314981e-09,1.1325119411154105e-06
1953,1.6160740301529586e-08,1.1592637871871148e-06
1954,8.795282724349818e-09,1.2626117200653653e-06
1955,9.385607846468247e-09,1.024908405256042e-06
1956,4.360570571293465e-09,1.1503185266548144e-06
1957,7.068030161150318e-09,1.1140982500990049e-06
1958,7.445019267748876e-09,1.2648260274694678e-06
1959,6.975673039200103e-09,1.5106206987525184e-06
1960,5.536666680683311e-09,1.4409174622365128e-06
1961,5.558527582660844e-09,1.3958851909912084e-06
1962,1.5220695814832652e-08,1.1808723074935301e-06
1963,7.759263787043835e-09,1.4037801783217674e-06
1964,7.909158661334459e-09,1.1729891418177374e-06
1965,1.5321720781003023e-08,1.2251904744076114e-06
1966,2.215629901769489e-09,1.1975480060932853e-06
1967,8.381570104631919e-09,9.57964214620688e-07
1968,7.635406973349745e-09,1.0015856899414644e-06
1969,7.266812457329408e-09,1.1318060728626733e-06
1970,9.197449912790034e-09,1.042071136270195e-06
1971,7.707596338946132e-09,1.1376411652719298e-06
1972,9.234264186641639e-09,1.2840757532828206e-06
1973,9.37244681864513e-09,1.2459840874612382e-06
1974,1.0688586016271984e-08,1.4395837846237214e-06
1975,3.4268881066168433e-09,1.5655166776262774e-06
1976,6.8562320265641574e-09,1.45352120162201e-06
1977,8.815172591880582e-09,1.695451600447484e-06
1978,7.72276909088987e-09,1.6728704845814235e-06
1979,5.266775904289034e-09,1.2903601260827458e-06
1980,1.2507331170752423e-08,1.4320894607955381e-06
1981,1.0753434587229549e-08,1.4808111084008146e-06
1982,6.2075020679230875e-09,1.653678651791779e-06
1983,3.78918940668882e-09,2.2204651486390503e-06
1984,4.059306057957457e-09,1.630101261085315e-06
1985,3.0077789148208467e-09,1.4329059681017497e-06
1986,6.593933843390687e-09,1.3751349658974732e-06
1987,4.888653315493485e-09,1.6761971153300692e-06
1988,1.079379691182325e-08,1.962672115496389e-06
1989,4.390497854167563e-09,1.3198933643820965e-06
1990,7.628111586832631e-09,1.1414923255514964e-06
1991,8.206051504977552e-09,1.1523640921495826e-06
1992,7.713921945651236e-09,1.1637001966491312e-06
1993,8.308811083601597e-09,8.901506238778722e-07
1994,9.494867780901473e-09,1.0038185385141674e-06
1995,3.79571546416102e-09,8.648808780264972e-07
1996,1.0142375161947825e-08,1.1674407556228061e-06
1997,1.3425704104008673e-08,7.240290731402865e-07
1998,1.0966696772918283e-08,8.525415284843518e-07
1999,4.570201106446348e-09,6.59480052789263e-07
2000,5.743440834038438e-09,6.048285114967911e-07
2001,1.0953029233595757e-08,5.051537455003086e-07
2002,7.448076377869484e-09,4.5520890434858075e-07
2003,8.333846057695382e-09,4.216926015043754e-07
2004,3.523833003171717e-09,4.6778883877607313e-07
2005,9.457874483587148e-09,4.4316896508078685e-07
2006,1.194188103958993e-08,3.0884175483691934e-07
2007,8.787855249048349e-09,2.8720308575813647e-07
2008,7.663391698997657e-09,2.5246618340357685e-07
2009,1.8119132416671846e-08,2.8466108936697765e-07
2010,6.613310343794865e-09,2.928751712261146e-07
2011,4.971163480860241e-09,2.4741099280412016e-07
2012,6.808505315092361e-09,1.4093605640863593e-07
2013,6.693900100884775e-09,2.5966753725015224e-07
2014,6.9294245896855955e-09,1.8687792113780688e-07
2015,8.644644111654998e-09,1.5316535351139748e-07
2016,9.113896304313585e-09,1.2697314222265277e-07
2017,7.54683426862357e-09,1.2779305907928418e-07
2018,4.904786798931582e-09,1.2468484189565032e-07
2019,6.377469219387422e-09,9.438654957616421e-08
