year,ancien_ADJ an_NOUN,ancien_ADJ chant_NOUN
1800,0.0,1.5720821977538435e-08
1801,1.1905912922216544e-08,1.4287095950749062e-08
1802,0.0,0.0
1803,1.950339223455444e-09,3.90067853572873e-08
1804,2.4718509461507665e-09,3.213406074564773e-08
1805,0.0,1.1371510844071508e-08
1806,0.0,8.645007376628655e-09
1807,5.693910232196231e-09,2.562259560079383e-08
1808,0.0,3.852325747288887e-08
1809,2.259030518203531e-09,9.036122072814123e-09
1810,0.0,7.020380277111826e-09
1811,2.5070767684098882e-09,6.267691787797958e-08
1812,2.6672082320544632e-09,3.467370568444039e-08
1813,2.8757416448144113e-09,4.601186631703058e-08
1814,0.0,5.664018942752591e-08
1815,5.394447111228828e-09,5.394447111228828e-09
1816,2.3176038865813098e-09,9.270415546325239e-09
1817,4.670620334934483e-09,1.0898113522728181e-08
1818,0.0,1.9073883805731384e-08
1819,1.035105001712111e-09,7.24573512300708e-09
1820,0.0,4.153268307049984e-08
1821,0.0,1.3806083387635226e-08
1822,0.0,3.709477880420309e-08
1823,0.0,6.917880934764753e-09
1824,8.421112696055388e-10,1.3473780313688621e-08
1825,0.0,2.4655239849735722e-08
1826,8.807984341885344e-10,3.170874274260882e-08
1827,0.0,1.8434546333878643e-08
1828,0.0,1.742737271159811e-08
1829,8.57317605795771e-10,1.1145129263923081e-08
1830,3.1310507520032616e-09,2.0873670791843324e-08
1831,0.0,2.6505050598757407e-08
1832,0.0,2.841293600397421e-08
1833,2.3167257001688313e-09,1.1583628278799551e-08
1834,9.334530925997342e-10,5.60071877764301e-09
1835,7.563087933704082e-10,1.4369867074037757e-08
1836,0.0,4.5701099793404865e-08
1837,0.0,2.435261770017405e-08
1838,6.312161904276081e-10,3.282324212428023e-08
1839,0.0,3.915226054473919e-08
1840,3.184844277193122e-09,5.6053259811505995e-08
1841,6.420548537278137e-10,3.017657812520724e-08
1842,2.683306021822318e-09,2.884553929050071e-08
1843,1.1813822142769936e-09,1.949280581392543e-08
1844,2.195424508855126e-09,3.896878553177885e-08
1845,1.1160455892778032e-09,3.013322924516615e-08
1846,1.7563503984519002e-09,5.678866443759034e-08
1847,0.0,3.883121024728098e-08
1848,0.0,3.700802153616678e-08
1849,8.379414939696517e-10,3.351765798242923e-08
1850,6.788996032014438e-10,4.2091777174846357e-08
1851,2.579775504329973e-09,1.805842941848823e-08
1852,0.0,4.101643558129808e-08
1853,0.0,3.1054046445433414e-08
1854,2.5978321716024766e-09,3.89674849055055e-08
1855,2.1227748447927297e-09,6.792879503336735e-08
1856,1.0354378465748937e-09,7.196292928224324e-08
1857,9.763018171682347e-10,5.613735609699688e-08
1858,1.9574704079872163e-09,4.061751113226819e-08
1859,5.092173349652285e-10,4.124660324400509e-08
1860,4.577183909670879e-10,6.27074224490709e-08
1861,0.0,6.036433575218325e-08
1862,9.035972525772706e-10,3.885468302655681e-08
1863,4.994620828036034e-10,3.646073309937492e-08
1864,1.4384183844029508e-09,2.732994908161146e-08
1865,4.706844358715045e-10,3.2006542804996485e-08
1866,4.865612912574591e-10,3.600553455385125e-08
1867,9.7056229719783e-10,3.591080499631971e-08
1868,1.4819622196071691e-09,1.531360993567432e-08
1869,9.767038289254515e-10,3.41846337903462e-08
1870,1.1468097582678638e-09,3.669791404092848e-08
1871,0.0,4.0360472297606975e-08
1872,0.0,2.3584623920491765e-08
1873,5.986004469882289e-10,8.380406590902112e-09
1874,5.974609140757536e-10,5.914862910572083e-08
1875,1.1443054281912168e-09,1.7736734747586524e-08
1876,1.209202959984168e-09,1.1487427897804992e-08
1877,4.329371083855449e-09,7.421779191219002e-09
1878,2.4156354694326865e-09,2.959153455606156e-08
1879,0.0,1.4051447894125602e-08
1880,1.2835692508872398e-09,1.6044616302224313e-08
1881,2.091752326904839e-09,4.811030329676669e-08
1882,0.0,1.9966154951589488e-08
1883,1.2638677882037541e-09,2.274962085380139e-08
1884,0.0,2.9047466654219534e-08
1885,1.933690763067375e-09,2.320428826863008e-08
1886,6.453463874400711e-10,3.807543835776528e-08
1887,1.3057849246322917e-09,2.2198344495905076e-08
1888,1.268122939990235e-09,1.0779045211961602e-08
1889,1.8795409673089125e-09,1.8795409673089125e-08
1890,6.554386478008212e-10,1.5075088954930038e-08
1891,1.2748440081367107e-09,9.561330394092238e-09
1892,1.8805537127519756e-09,5.014809900671935e-09
1893,6.158416554491453e-10,1.9091091374434654e-08
1894,2.520615716150587e-09,1.827446460822557e-08
1895,6.018614495673091e-10,2.7083764564395096e-08
1896,0.0,1.4152869098893461e-08
1897,5.826713556089658e-10,1.2818770045441852e-08
1898,0.0,2.1501748270758014e-08
1899,2.7637891975018647e-09,1.879376654301268e-08
1900,1.038210628578895e-09,2.4397950326715545e-08
1901,1.676621730339889e-09,1.732509075091926e-08
1902,4.910283846193408e-10,2.847964675201098e-08
1903,1.6200660812870638e-09,1.1340462791054051e-08
1904,1.6123875568041512e-09,1.7736263124845664e-08
1905,5.160759042333041e-10,8.257214467732865e-09
1906,2.572092316910357e-09,1.0802787109298606e-08
1907,3.0857059130084963e-09,1.439996183405512e-08
1908,1.964555629285769e-09,1.3751889405000384e-08
1909,1.1001967115120692e-09,8.251475669407426e-09
1910,0.0,1.4963622119168463e-08
1911,2.128149656499545e-09,2.447372160485628e-08
1912,1.0418842455450772e-09,9.376957876838787e-09
1913,0.0,2.1742256994805587e-08
1914,0.0,1.2723813114234872e-08
1915,0.0,7.068456930880984e-09
1916,0.0,6.592477230782379e-09
1917,0.0,1.0966424435210342e-09
1918,1.1486376294556067e-09,0.0
1919,1.8415696745321952e-09,1.8415697411455767e-08
1920,2.2716695191604686e-09,1.4387239843927091e-08
1921,7.572747429129834e-10,1.060184651180407e-08
1922,7.377935484775833e-10,9.591316185719734e-09
1923,4.246379248229459e-09,1.2739137300599168e-08
1924,2.578324886925998e-09,1.933743654092268e-08
1925,1.0998177923937646e-09,2.74954441437103e-08
1926,1.1146138456652466e-09,1.89484357093761e-08
1927,0.0,1.2264147031260109e-08
1928,1.1426041224282812e-09,1.942427008128078e-08
1929,6.684243603061191e-09,6.684243825105796e-09
1930,3.1510810627466412e-09,9.453243299262226e-09
1931,1.1405356659111021e-09,1.710803587684495e-08
1932,1.0959536611565568e-09,2.4110979879310435e-08
1933,2.2941324395731044e-09,1.4911860191091364e-08
1934,0.0,2.875579241390369e-08
1935,1.196828414151696e-09,4.787313656606784e-09
1936,1.2124714565686645e-09,1.2124714121597435e-08
1937,2.5182236296217297e-09,8.813782592653752e-09
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,2.141167065872196e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,8.854508237732261e-09
1942,6.068423541449874e-09,2.7307905936524435e-08
1943,2.9032352077962287e-09,1.161294105322952e-08
1944,0.0,1.927911696952833e-08
1945,1.089252021913012e-08,1.9606536394434215e-08
1946,4.1763312808029696e-09,1.6705325123211878e-08
1947,3.5762612871081956e-09,1.907339353124371e-08
1948,0.0,1.9569398546082084e-08
1949,2.945102384188658e-09,2.552422073698324e-08
1950,3.190608444114673e-09,1.3825969702452312e-08
1951,1.0661401761424827e-09,1.2793681780642885e-08
1952,2.1089607837865287e-09,8.435843135146115e-09
1953,2.1547654771580937e-09,1.6160740301529586e-08
1954,0.0,1.7590565448699635e-08
1955,1.8771215692936494e-09,7.508486277174597e-09
1956,1.744228317335228e-09,1.831439710997529e-08
1957,1.7670075402875796e-09,1.6786572132332367e-08
1958,0.0,1.1581140491045971e-08
1959,1.5501495642666896e-09,1.8601794438133368e-08
1960,2.0762500052562416e-09,6.2287499602575735e-09
1961,6.948159270159238e-10,9.03260666262895e-09
1962,0.0,6.976152100435229e-09
1963,0.0,1.681173822376536e-08
1964,0.0,1.703511098849475e-08
1965,0.0,2.8454625322638094e-08
1966,5.539074754423723e-10,9.416427415587236e-09
1967,4.930335584241163e-10,2.070740912074598e-08
1968,8.982831700699023e-10,4.17701658816938e-08
1969,1.3625273409534344e-09,1.9529557859776503e-08
1970,0.0,1.6555409487750694e-08
1971,0.0,2.517814767788451e-08
1972,2.565073486948677e-09,2.359867523615833e-08
1973,1.6539611902288698e-09,9.37244681864513e-09
1974,4.500457340128605e-09,1.4063928910346135e-08
1975,6.8537762132336866e-09,9.709515857991846e-09
1976,1.142705374768127e-09,9.712995852062534e-09
1977,5.876781838942691e-10,5.876781838942691e-09
1978,1.1881182704343018e-09,1.3069301307844228e-08
1979,1.1703946700691858e-09,6.437170463335917e-09
1980,2.8425752862659692e-09,5.116635559687666e-09
1981,1.2651099057237047e-09,1.5813874654213578e-08
1982,6.207502289967692e-10,5.586751949948621e-09
1983,5.052252838311233e-09,2.3998200759933752e-08
1984,1.1598016991243298e-09,8.69851302098823e-09
1985,6.015558051686298e-10,6.617113967877231e-09
1986,1.7983456945813714e-09,4.196139880008332e-09
1987,1.8332451112712533e-09,9.166224945733603e-09
1988,4.1975875553212916e-09,1.9188971966954682e-08
1989,1.6464366536794728e-09,9.878619700032232e-09
1990,5.44865097484859e-10,1.3076762783725826e-08
1991,2.344586080837985e-09,8.7921980806982e-09
1992,1.1019888335184191e-09,1.1570882529898796e-08
1993,1.1078414852150331e-09,2.1048987719485268e-08
1994,1.5824779819872958e-09,1.0549853324270941e-08
1995,2.1689803286761844e-09,1.7351843017987534e-08
1996,2.135236876199542e-09,1.3345230698291743e-08
1997,2.3974471297094624e-09,9.58978851883785e-09
1998,1.9072516899143466e-09,8.10582001520288e-09
1999,9.140402323914998e-10,1.6909743744131234e-08
2000,8.836062992401139e-10,8.394259509714175e-09
2001,3.5049695090716426e-09,1.1829271784336015e-08
2002,2.190610748353805e-09,9.63868718173444e-09
2003,8.333845835650777e-10,5.000307390368164e-09
2004,1.7619165015858584e-09,2.290491477041634e-08
2005,9.007499190971657e-10,1.5763123362155795e-08
2006,4.1178899179428186e-10,1.5647982021249618e-08
2007,1.5977917877663117e-09,7.589511075156707e-09
2008,1.2772318758180745e-09,9.36636732062901e-09
2009,4.76819250749827e-10,5.245011536203492e-09
2010,4.723793023408973e-10,6.613310177261411e-09
2011,7.64794394481072e-10,1.185431308670104e-08
2012,6.808505426114664e-10,6.468080293586809e-09
2013,0.0,8.646287852354106e-09
2014,6.496335552830246e-10,1.0394136620850425e-08
2015,2.2165753954528356e-10,6.649726214114082e-09
2016,2.0713400439298368e-10,6.835421978435008e-09
2017,0.0,8.804639961557115e-09
2018,0.0,7.228106668755174e-09
2019,0.0,7.908062371608793e-09
