year,aucun_DET hommage_NOUN,aucun_DET chômage_NOUN
1800,8.803660733747165e-08,0.0
1801,6.429193177837078e-08,0.0
1802,2.4616241489638924e-08,0.0
1803,1.1116933507082649e-07,0.0
1804,4.943701981119375e-08,2.4718509461507665e-09
1805,5.970043304159844e-08,0.0
1806,4.3225035994964855e-08,0.0
1807,9.11025637151397e-08,1.7081731584767113e-08
1808,4.5321478570059526e-08,0.0
1809,8.358412828535222e-08,6.7770917766551975e-09
1810,4.680253340438867e-08,0.0
1811,8.774768645025688e-08,0.0
1812,1.0935553973467904e-07,0.0
1813,6.039057609541487e-08,0.0
1814,8.81069599500961e-08,0.0
1815,4.5852800223400436e-08,0.0
1816,4.6352077731626196e-08,0.0
1817,7.784367106467016e-08,0.0
1818,4.410835785506606e-08,0.0
1819,1.2421260464634543e-07,0.0
1820,1.0323838495196469e-07,0.0
1821,8.67810940885505e-08,2.9584463767662328e-09
1822,9.323822780515911e-08,0.0
1823,1.0870955557962247e-07,4.941343334508019e-09
1824,6.484256509509123e-08,0.0
1825,1.4969252770669073e-07,0.0
1826,9.600702810530493e-08,8.807984341885344e-10
1827,5.991227425283796e-08,0.0
1828,4.49442746353057e-08,0.0
1829,4.286588117796697e-08,6.001223074036943e-09
1830,6.366470017837855e-08,3.1310507520032616e-09
1831,9.354723573551382e-08,0.0
1832,3.788391467196561e-08,0.0
1833,6.950177322551099e-08,0.0
1834,7.094243303917835e-08,0.0
1835,4.310960122211327e-08,7.563087933704082e-09
1836,3.8980349614803345e-08,4.704525213838906e-09
1837,6.05336496484199e-08,0.0
1838,7.637716237240966e-08,1.8936485712828244e-09
1839,4.61437361654049e-08,4.194885327990505e-09
1840,4.77726651015864e-08,6.3696887764308485e-09
1841,4.687000298986277e-08,1.2841097074556274e-09
1842,4.427454936006825e-08,1.475818312002275e-08
1843,5.552496507021942e-08,2.3627644285539873e-09
1844,5.762989208069058e-08,2.030767731753258e-08
1845,7.031086957098864e-08,2.2320911785556063e-09
1846,6.674131403094918e-08,7.610851504580296e-09
1847,4.476375536910382e-08,1.6179670936367074e-09
1848,3.057184272403646e-08,2.011305433313737e-08
1849,1.0641856817983353e-07,4.1897072478036534e-09
1850,1.0455053711666551e-07,2.1724787302446202e-08
1851,5.868989139123926e-08,3.8696632564949596e-09
1852,4.557381805270211e-08,1.9531636308300904e-09
1853,4.717826218580967e-08,8.360704129017904e-09
1854,4.572184719719985e-08,3.63696517347023e-09
1855,5.5722839675809155e-08,2.1227748447927297e-09
1856,9.06008139622827e-08,2.5885946719483854e-09
1857,8.689086006263835e-08,1.4644527812635033e-09
1858,3.0830157982109085e-08,4.893676130990343e-09
1859,5.8050774853768417e-08,4.582956236731661e-09
1860,4.943358788978003e-08,4.577183909670879e-10
1861,5.8477949871349466e-08,2.8295783494058924e-09
1862,4.246907187033244e-08,2.936691068100572e-08
1863,5.2942980666159656e-08,1.6981711148389422e-08
1864,3.596045905496226e-08,9.109982768151781e-09
1865,6.213034708935083e-08,3.765475542483188e-09
1866,2.8707115351522816e-08,1.4110277390955162e-08
1867,4.464586744745702e-08,9.7056229719783e-10
1868,4.297690292531797e-08,2.9639244392143382e-09
1869,4.932354202846767e-08,5.860222973552709e-09
1870,3.4404290971679075e-08,1.7202146374017957e-09
1871,2.442870794538976e-08,3.18635318130589e-09
1872,3.688877114882416e-08,8.4662747923403e-09
1873,5.207823949859858e-08,7.781805422268917e-09
1874,3.823749983311586e-08,7.169530746864439e-09
1875,4.3483606049221635e-08,6.865832347102696e-09
1876,2.9625473185745932e-08,1.813804439976252e-09
1877,2.2883819617014467e-08,5.566334504436554e-09
1878,6.401433916281007e-08,5.435179861734696e-09
1879,3.2379422587602846e-08,8.55305515301552e-09
1880,4.0432432291126474e-08,1.3477477134316018e-08
1881,3.346803678638821e-08,2.7890030285249168e-09
1882,4.592215585574877e-08,7.320923423037584e-09
1883,5.8769852095963415e-08,1.0742875922176154e-08
1884,3.6969501238104385e-08,9.902545450302114e-09
1885,2.9005360113742995e-08,1.0313017162477678e-08
1886,4.194751679342801e-08,1.161623497392128e-08
1887,3.3297514079322355e-08,1.2404957061562527e-08
1888,4.8822734965980885e-08,3.1703073499755874e-09
1889,1.8795410894334452e-08,1.5662842023367318e-08
1890,2.0974037617804697e-08,2.1629475654982855e-08
1891,3.1233679198550135e-08,1.6572972327821844e-08
1892,3.823792660284653e-08,1.2537024751679837e-08
1893,2.6481191017779793e-08,5.542574899042307e-09
1894,1.5123694740992732e-08,2.14252340313692e-08
1895,2.6481904003006207e-08,1.1435367319734269e-08
1896,2.4767522255331187e-08,2.122930498060782e-08
1897,3.262959757943662e-08,2.855089675790623e-08
1898,2.772593887812036e-08,3.5647634621938096e-08
1899,2.984892333302014e-08,1.5477219506010442e-08
1900,2.7512582323474533e-08,1.7649580685841215e-08
1901,4.191554170418499e-08,2.7384819856202114e-08
1902,2.0132163935926428e-08,4.5665641046355177e-08
1903,4.266174169487158e-08,4.9142004243662996e-08
1904,2.956043942958786e-08,2.7948050984605288e-08
1905,2.37394921498435e-08,1.754658074393234e-08
1906,3.9095801263044905e-08,3.652370939022376e-08
1907,8.228549397415463e-09,6.582839606750213e-08
1908,2.603036164394723e-08,2.2101251051509507e-08
1909,2.4204328319399337e-08,3.080550747824873e-08
1910,4.16843737305328e-08,2.5651923252212327e-08
1911,2.0217421514701073e-08,2.181353409014264e-08
1912,2.813087496278399e-08,3.438218065809906e-08
1913,2.598464909908671e-08,1.8560463610484135e-08
1914,1.0714789611121489e-08,2.8795997586428257e-08
1915,2.3561524287174507e-08,2.3561523843085297e-08
1916,4.394984820521586e-09,2.197492321442951e-08
1917,1.2063066989753679e-08,2.6319418644504822e-08
1918,4.2499591401679027e-08,1.378365155346728e-08
1919,2.4861191438851904e-08,9.207848705727883e-09
1920,4.467616587788825e-08,2.4231141093622455e-08
1921,2.1203693689741954e-08,1.8931868961402643e-08
1922,2.1396012961361066e-08,1.9920425087249782e-08
1923,2.7601464669402276e-08,2.866305948145964e-08
1924,2.4494086314774677e-08,3.480738630656788e-08
1925,3.409435223034052e-08,7.698724546756353e-09
1926,1.671920735191179e-08,2.0063049221974438e-08
1927,2.0068605444123477e-08,2.0068604555945058e-08
1928,3.427812300671462e-08,2.51372912485337e-08
1929,1.7824650200282122e-08,7.798284462623428e-09
1930,9.453243521306831e-09,1.1553964007759987e-08
1931,2.737285598186645e-08,6.843213995466613e-09
1932,1.2055490383744427e-08,3.287861094491973e-09
1933,3.326492059585462e-08,5.735331098932761e-09
1934,3.1152108448395666e-08,2.3963160344919743e-09
1935,2.5133397585364037e-08,1.6755597798123745e-08
1936,1.576212937948185e-08,1.6974600391961303e-08
1937,2.0145788592884628e-08,2.5182236740306507e-08
1938,2.9819993585533666e-08,1.8151300906765755e-08
1939,1.070583532936098e-08,1.5294050470515685e-08
1940,2.02862628917444e-08,1.2678914806940611e-08
1941,1.4757512989405086e-08,5.9030051957620344e-09
1942,1.2136846860855144e-08,0.0
1943,8.709705845433291e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,5.010559256390934e-08,1.5249528306782167e-08
1946,2.0881656404014848e-08,1.3921104269343232e-08
1947,2.1457567278559964e-08,1.6689218895749036e-08
1948,1.956939832403748e-08,2.0656586663392318e-08
1949,2.8469324453439526e-08,9.817008428392171e-09
1950,2.1270723182809093e-08,1.1698897406375863e-08
1951,2.0256663124662566e-08,2.6653505180718184e-08
1952,1.1599284199803606e-08,2.1089607393776078e-08
1953,1.723812426135396e-08,2.0470272144024193e-08
1954,1.8567819282111486e-08,1.6613311615287785e-08
1955,7.508486277174597e-09,2.0648336374051723e-08
1956,2.7035539362785244e-08,2.3547081617891763e-08
1957,1.0602045019680872e-08,1.9437082610096468e-08
1958,2.2335057581202022e-08,1.9853384380930095e-08
1959,1.8601794438133368e-08,2.4802393028267034e-08
1960,1.9378332827280076e-08,1.7994165935064643e-08
1961,2.292892586908124e-08,1.59807664878997e-08
1962,1.585489073363533e-08,1.2049717224016376e-08
1963,1.7458343659626507e-08,1.8104949095487655e-08
1964,1.52099203787337e-08,1.7035111543606263e-08
1965,1.586892617311264e-08,8.755269398363907e-09
1966,1.440159436150168e-08,1.2185964237687585e-08
1967,1.9721342336964653e-08,1.1832805624223397e-08
1968,2.0660513522230417e-08,1.0330256094981394e-08
1969,2.0892085395018967e-08,1.1354394285900682e-08
1970,2.115413444414571e-08,7.817832603507213e-09
1971,1.3873673210262893e-08,8.735275613958038e-09
1972,2.000757270970155e-08,8.721249500354133e-09
1973,1.4885650712059828e-08,1.0475087020012097e-08
1974,1.2376257407797908e-08,9.00091468025721e-09
1975,1.1422959911300268e-08,7.996072248772634e-09
1976,1.7140580288455e-08,1.3141111976366915e-08
1977,1.4104276191417853e-08,1.116588582705802e-08
1978,7.722768868845264e-09,5.940591352171509e-09
1979,1.7555919384903973e-08,4.0963813452421505e-09
1980,2.0466543348973687e-08,5.6851505725319385e-09
1981,9.488324570483542e-09,1.0120879245789638e-08
1982,9.932003885992913e-09,6.828252629986764e-09
1983,1.0736037614478278e-08,5.052252838311233e-09
1984,1.5077421977593986e-08,4.639206796497319e-09
1985,1.2031116103372597e-08,4.210890636180409e-09
1986,8.991728028817647e-09,6.593933898901838e-09
1987,9.777307408143088e-09,6.110816852533674e-10
1988,1.7989661094119924e-08,3.5979322854373663e-09
1989,1.5366742101008413e-08,9.878619922076837e-09
1990,1.79805483835338e-08,5.993515905799995e-09
1991,1.2309076979910571e-08,4.10302547493302e-09
1992,1.4876849530054415e-08,4.4079553340736766e-09
1993,9.97057303386839e-09,3.323524566667402e-09
1994,1.582477948680605e-08,4.747434001473039e-09
1995,1.6267351632404115e-08,2.168980273165033e-09
1996,7.473329288743003e-09,5.33809241254346e-09
1997,1.7261620355313312e-08,5.753873266733933e-09
1998,2.002614185592222e-08,5.244942036242151e-09
1999,1.6452724432847177e-08,8.226361924990044e-09
2000,1.0603275146792157e-08,8.836062992401139e-10
2001,1.4457999020223156e-08,1.3143635069212678e-09
2002,7.448076377869484e-09,8.76244299341522e-10
2003,1.4584229823810801e-08,2.9168460979889232e-09
2004,1.2333415178034102e-08,3.523833003171717e-09
2005,1.7114248240801544e-08,4.503749373441224e-09
2006,9.059357708451898e-09,2.8825228870488218e-09
2007,1.4380126422963713e-08,2.3966877371606188e-09
2008,1.53267828428838e-08,5.108927725316903e-09
2009,1.0966842323156811e-08,2.384096253749135e-09
2010,1.8895172537725102e-08,0.0
2011,1.2619107425670961e-08,2.6767803529281764e-09
2012,1.87233899495709e-08,1.0212758139171996e-09
2013,1.0598675437289984e-08,8.367375126105969e-10
2014,1.4291938299493268e-08,6.496335691608124e-10
2015,1.2191164855401837e-08,1.329945265027277e-09
2016,1.7813523989218538e-08,2.4856081637381067e-09
2017,1.1823373391450787e-08,3.270294757218295e-09
2018,9.809573486840861e-09,1.5488799687268795e-09
2019,1.1734543559072108e-08,1.53059265262101e-09
