year,en_ADP eaux_NOUN,en_ADP chaud_NOUN
1853,2.3589130093704114e-07,5.971931837933653e-10
1854,2.202961661978975e-07,1.558699391779328e-09
1855,1.9529528572093113e-07,5.306937111981824e-10
1856,1.7602443536102186e-07,5.177189343896771e-09
1857,1.7768692828212806e-07,3.905207268672939e-09
1858,1.1842696068242731e-07,2.936205500958522e-09
1859,2.1896344959415615e-07,5.601390462572908e-09
1860,2.2657060874675672e-07,0.0
1861,2.0090005414807877e-07,4.715963730639317e-10
1862,2.177669320979625e-07,5.873382225018986e-09
1863,2.062778469147375e-07,4.994620828036034e-10
1864,2.1624223289773425e-07,0.0
1865,1.8968582082834473e-07,0.0
1866,1.965707678852624e-07,4.865612912574591e-10
1867,2.406994568104892e-07,0.0
1868,2.7317504580626206e-07,0.0
1869,1.982708842662717e-07,9.767038289254515e-10
1870,2.339491849134845e-07,5.734048791339319e-10
1871,1.561313054398994e-07,0.0
1872,2.2677521704927983e-07,6.047339295989218e-10
1873,3.63949070603109e-07,0.0
1874,2.0014940327328645e-07,4.779687312606029e-09
1875,1.8080025182554138e-07,5.721527140956084e-10
1876,2.0919211096703805e-07,4.836811839936672e-09
1877,2.739873469215226e-07,1.2369631985365004e-09
1878,3.7261177632252895e-07,1.8117265465633636e-09
1879,2.736977664508089e-07,0.0
1880,2.182067788680797e-07,6.417846254436199e-10
1881,3.221298540134754e-07,6.972507571312292e-10
1882,2.555667919512672e-07,0.0
1883,2.622525638873441e-07,6.319338941018771e-10
1884,3.9082045955041167e-07,6.601696966868076e-10
1885,3.5322082769795315e-07,0.0
1886,3.0331280659323667e-07,1.2906927748801422e-09
1887,3.597437401858805e-07,0.0
1888,3.322482216017164e-07,0.0
1889,4.0096875753015127e-07,0.0
1890,3.742554722241387e-07,0.0
1891,3.2189812004812524e-07,1.2748440081367107e-09
1892,4.0557275227115497e-07,3.761107425503951e-09
1893,3.9044360389262067e-07,0.0
1894,3.8124313794796194e-07,0.0
1895,3.334312401737094e-07,0.0
1896,3.6915402534809516e-07,0.0
1897,4.07287282677693e-07,0.0
1898,3.825047872885179e-07,5.6583548957434e-10
1899,4.151211463465643e-07,0.0
1900,4.324147226952846e-07,5.191053142894475e-10
1901,4.7057182750442905e-07,0.0
1902,4.4094348128354e-07,4.910283846193408e-10
1903,5.346217943902332e-07,1.0800440541913758e-09
1904,5.213386184976798e-07,1.0749250378694342e-09
1905,4.391805981107666e-07,7.2250627702885595e-09
1906,5.267645146744826e-07,1.5432553013283723e-09
1907,4.386845383619331e-07,2.057137349353866e-09
1908,3.934022714258134e-07,0.0
1909,3.850688519158041e-07,5.500983557560346e-10
1910,3.7141846476185236e-07,5.344150677544235e-10
1911,3.963678709695273e-07,5.320374141248863e-10
1912,3.1725375282398716e-07,2.0837684910901544e-09
1913,3.855273434938411e-07,2.121195885607108e-09
1914,6.375300076744139e-07,2.678697486047099e-09
1915,3.4399825743491874e-07,0.0
1916,3.8016619030578624e-07,0.0
1917,5.658675235054034e-07,0.0
1918,5.099950879383641e-07,0.0
1919,5.672034761872169e-07,0.0
1920,5.550446107172036e-07,3.786115865267448e-09
1921,5.141895541571628e-07,7.572747429129834e-10
1922,3.5782986773646996e-07,0.0
1923,3.184784369558713e-07,0.0
1924,3.5709799539596077e-07,0.0
1925,4.685223924383308e-07,2.1996355847875293e-09
1926,5.04920076971338e-07,0.0
1927,4.4819885358649003e-07,1.1149224876660924e-09
1928,4.490434277748534e-07,0.0
1929,5.926696364788597e-07,0.0
1930,4.516549390043423e-07,5.2518016602221e-09
1931,4.7218176835173153e-07,1.1405356659111021e-09
1932,4.679722247491469e-07,0.0
1933,4.347380988534155e-07,1.1470662197865522e-09
1934,3.9898663040105475e-07,1.1981580172459871e-09
1935,3.8896924436926383e-07,1.196828414151696e-09
1936,3.297922255285357e-07,1.2124714565686645e-09
1937,5.099403077579723e-07,0.0
1938,5.108294457434326e-07,1.2965214457594243e-09
1939,4.7411555925691573e-07,0.0
1940,5.629437884735466e-07,5.0715658339584024e-09
1941,3.423743151209635e-07,8.854508237732261e-09
1942,3.1859223770247524e-07,3.034211770724937e-09
1943,3.367752867688978e-07,0.0
1944,3.630900380358071e-07,0.0
1945,4.095587566865788e-07,0.0
1946,3.3828283996228947e-07,0.0
1947,3.564340396167154e-07,2.3841741914054637e-09
1948,5.196762407067013e-07,0.0
1949,5.438622689979411e-07,0.0
1950,4.7008297099360163e-07,0.0
1951,5.458637639677022e-07,0.0
1952,6.516689001756504e-07,0.0
1953,7.175369067802251e-07,2.1547654771580937e-09
1954,7.163268911369869e-07,9.772536113672459e-10
1955,4.814816754183937e-07,0.0
1956,8.729862583933823e-07,0.0
1957,6.458412817877957e-07,8.835037701437898e-10
1958,6.047010234766503e-07,4.1361216673863055e-09
1959,5.844063851734305e-07,7.750747821333448e-10
1960,6.637078948656949e-07,6.920833350854139e-10
1961,7.205240937224744e-07,6.948159270159238e-10
1962,6.836629276030237e-07,0.0
1963,5.72892338901454e-07,0.0
1964,5.883197442546617e-07,1.8251904432275978e-09
1965,5.198441286324851e-07,1.6416130677043839e-09
1966,5.971122352121938e-07,5.539074754423723e-10
1967,7.913188326824638e-07,0.0
1968,6.777546541769652e-07,4.4914158503495116e-10
1969,5.250271744028367e-07,4.5417578031781147e-10
1970,5.509272362758111e-07,4.5987250119061684e-10
1971,6.433273935790851e-07,1.541519245584766e-09
1972,7.284808272167709e-07,1.0260293725750103e-09
1973,6.505580549820422e-07,2.205281512956958e-09
1974,5.63682276411015e-07,0.0
1975,5.87711319610662e-07,1.7134440533084216e-09
1976,5.667818649968126e-07,5.713526873840635e-10
1977,5.782753529359752e-07,0.0
1978,5.500987743101149e-07,2.3762365408686037e-09
1979,6.636137994675551e-07,2.3407893401383717e-09
1980,6.861976715732965e-07,2.8425752862659692e-09
1981,6.490014068383232e-07,6.325549528618524e-10
1982,6.275784931730755e-07,1.8622506869903077e-09
1983,6.384784345669914e-07,1.2630632095778083e-09
1984,7.463324180889686e-07,0.0
1985,6.719378427000322e-07,0.0
1986,5.940534943960074e-07,5.994485463567401e-10
1987,6.99077462140707e-07,0.0
1988,6.02053999987362e-07,5.996553809062277e-10
1989,7.617513873015014e-07,1.0976244357863152e-09
1990,6.631008142576889e-07,5.44865097484859e-10
1991,7.725411350634204e-07,5.861465202094962e-10
1992,6.650502832883376e-07,0.0
1993,6.586117771156808e-07,5.539207426075166e-10
1994,4.821282986178232e-07,1.0549853213248639e-09
1995,5.341113797907582e-07,0.0
1996,7.377243234074626e-07,0.0
1997,7.37934247041494e-07,0.0
1998,5.55010232661246e-07,0.0
1999,5.242020931217617e-07,0.0
2000,6.794932208009641e-07,1.7672125984802278e-09
2001,7.084419569869382e-07,0.0
2002,5.450239475290886e-07,8.76244299341522e-10
2003,6.746248262246013e-07,0.0
2004,5.347416616174883e-07,4.404791253964646e-10
2005,6.38631713734128e-07,4.5037495954858286e-10
2006,5.793871101777981e-07,1.2353669198716943e-09
2007,7.118162305141951e-07,0.0
2008,7.625074589512337e-07,4.257439678578834e-10
2009,5.407130330148391e-07,1.430457752249481e-09
2010,5.777198657241911e-07,0.0
2011,6.412800903077276e-07,7.64794394481072e-10
2012,6.423824953083468e-07,1.3617010852229328e-09
2013,5.645189153913321e-07,2.789125042035323e-10
2014,4.993516751206073e-07,1.0827225782605865e-09
2015,5.153537759872151e-07,8.866301581811342e-10
2016,5.056141048065399e-07,1.0356699942093428e-09
2017,6.065138782318513e-07,2.515611330355938e-10
2018,6.172287043693103e-07,5.162933414126769e-10
2019,6.140227624129579e-07,1.53059265262101e-09
