year,aucun_DET an_NOUN,aucun_DET champ_NOUN
1842,6.708265054555795e-10,1.8112316091389857e-08
1843,1.7720733769266417e-09,4.312045037702106e-08
1844,2.1954245643662773e-09,2.3051957731556882e-08
1845,1.674068439427856e-09,1.2276501593078137e-08
1846,4.0981511517657054e-09,2.4003455445509303e-08
1847,2.1572894581822766e-09,3.182001950818858e-08
1848,1.6090443422100975e-09,4.585776280929821e-08
1849,8.379414939696517e-10,3.267971848686102e-08
1850,8.82569484161877e-09,2.7155983239879333e-08
1851,6.449438760824933e-10,3.7406744590740004e-08
1852,3.906327261660181e-09,1.6927417689771573e-08
1853,5.971931837933653e-10,1.4929829816878737e-08
1854,5.7152309551611324e-09,1.506742641765868e-08
1855,5.306937111981824e-10,1.3798036491152743e-08
1856,2.0708756931497874e-09,3.520488700559099e-08
1857,1.9526036343364694e-09,2.1966791052818735e-08
1858,4.893676019968041e-10,2.0553439838977283e-08
1859,1.018434669930457e-09,3.360834321952666e-08
1860,9.154367819341758e-10,4.3025527585172085e-08
1861,9.431927461278633e-10,2.5937799741360124e-08
1862,3.162590411776023e-09,2.8011515107451146e-08
1863,9.989241656072068e-10,1.9978482868054925e-08
1864,1.9178911792039344e-09,1.8699438775193755e-08
1865,3.294791106611683e-09,2.2122168596983016e-08
1866,1.9462451650298362e-09,2.8707116073167782e-08
1867,4.85281148598915e-10,2.0867089389753346e-08
1868,4.93987406535723e-10,2.667531973088444e-08
1869,1.4650557433881772e-09,2.6371003158942585e-08
1870,2.2936195165357276e-09,2.2936195165357276e-08
1871,4.248470908407853e-09,6.691341525311145e-08
1872,3.0236697590169115e-09,1.1489944995446422e-08
1873,4.190203295451056e-09,3.17258221360639e-08
1874,5.974609140757536e-10,3.2860349108432274e-08
1875,1.1443054281912168e-09,1.7736734747586524e-08
1876,1.209202959984168e-09,1.6928841883867563e-08
1877,3.0924081073635534e-09,1.4843558382438005e-08
1878,1.8117265465633636e-09,1.8721175498725984e-08
1879,6.10932526790009e-10,2.8102896787451925e-08
1880,1.9253538763308597e-09,2.759673956020947e-08
1881,6.972507571312292e-10,3.765154232837631e-08
1882,3.9932310791357395e-09,4.1263387373646765e-08
1883,0.0,1.8958017378167824e-08
1884,6.601696966868076e-10,2.3766109080725073e-08
1885,6.445635691854079e-10,3.545099686030895e-08
1886,1.2906927748801422e-09,4.2592862070645054e-08
1887,1.3057849246322917e-09,2.938016152587153e-08
1888,1.268122939990235e-09,3.106901047544852e-08
1889,6.265136742733546e-10,2.0674951528576457e-08
1890,0.0,1.6385965917464773e-08
1891,6.374220040683554e-10,7.457837369884146e-08
1892,3.1342561879199593e-09,3.635737133578232e-08
1893,0.0,3.017624061740776e-08
1894,4.411077725308132e-09,2.520615804968429e-08
1895,6.018614495673091e-10,5.958428150876216e-08
1896,0.0,4.481741999740052e-08
1897,1.1653427112179315e-09,3.845630802690181e-08
1898,0.0,2.3765089895988467e-08
1899,5.527578395003729e-10,2.3215829259015663e-08
1900,5.191053142894475e-10,4.360484762155892e-08
1901,5.588738916095792e-10,5.7005138498489316e-08
1902,4.910283846193408e-10,5.548620851669739e-08
1903,3.7801539676252105e-09,5.94024243127933e-08
1904,0.0,3.439760121182189e-08
1905,0.0,4.799505859409692e-08
1906,1.5432553013283723e-09,3.858138386547694e-08
1907,1.5428529565042481e-09,2.8799923112998727e-08
1908,9.822778146428846e-10,6.38480583958767e-08
1909,1.1001967115120692e-09,3.905698164885507e-08
1910,5.344150677544235e-10,4.8631771942808655e-08
1911,2.128149656499545e-09,4.0966881442727754e-08
1912,4.688478938419394e-09,4.428008071322154e-08
1913,5.30298971401777e-10,7.212066011064167e-08
1914,2.0090231700464756e-09,3.4823067984746103e-08
1915,2.3561523843085297e-09,3.062998032987707e-08
1916,0.0,9.778841558727436e-08
1917,1.0966424435210342e-09,6.579854705535126e-08
1918,1.1486376294556067e-09,7.58100817677132e-08
1919,0.0,7.274200131135444e-08
1920,7.572231730534895e-10,3.7103935035531777e-08
1921,7.572747429129834e-10,8.632932013696859e-08
1922,1.4755870969551665e-09,9.886433449679544e-08
1923,0.0,6.794206885984977e-08
1924,2.578324886925998e-09,4.769901096324247e-08
1925,1.0998177923937646e-09,3.849362206764795e-08
1926,0.0,2.0063049888108253e-08
1927,2.2298449753321847e-09,3.9022287179335535e-08
1928,0.0,2.2852082892654835e-08
1929,1.1140406375176326e-09,3.6763341038081876e-08
1930,2.100720708497761e-09,5.566909866416836e-08
1931,4.5621426636444085e-09,2.167017765231094e-08
1932,1.0959536611565568e-09,5.041386907933543e-08
1933,0.0,5.391211388428019e-08
1934,0.0,8.506921744810825e-08
1935,1.196828414151696e-09,4.308582202128264e-08
1936,0.0,5.2136272188363364e-08
1937,0.0,6.295558729885187e-08
1938,0.0,6.093650739558143e-08
1939,0.0,4.8940960617471774e-08
1940,0.0,5.0715659227762444e-08
1941,0.0,3.5418032950929046e-08
1942,3.034211770724937e-09,4.551317678291866e-08
1943,0.0,1.306455887917224e-07
1944,0.0,1.0924833127035072e-07
1945,0.0,7.842614868636133e-08
1946,0.0,4.733175451576699e-08
1947,1.1920870957027319e-09,8.106192250778577e-08
1948,0.0,4.6749117021960274e-08
1949,9.817008317369869e-10,5.988374862653245e-08
1950,1.0635361480382244e-09,6.806631436262478e-08
1951,0.0,5.224087029631619e-08
1952,0.0,5.272401837341789e-08
1953,0.0,4.9559604642368527e-08
1954,0.0,4.983993417972954e-08
1955,9.385607846468247e-10,5.5375086294162656e-08
1956,8.72114158667614e-10,5.930376412166538e-08
1957,8.835037701437898e-10,7.156380821271568e-08
1958,8.272243445794913e-10,4.7979013206855825e-08
1959,7.750747821333448e-10,4.2629112684267056e-08
1960,6.920833350854139e-10,5.1214166352231416e-08
1961,0.0,5.072156428198582e-08
1962,0.0,6.405376007379004e-08
1963,2.5864212993553792e-09,5.108182143942486e-08
1964,6.083968329129164e-10,4.988854085397065e-08
1965,1.0944086747954884e-09,3.556828298556525e-08
1966,1.1078149508847446e-09,5.1513395327162925e-08
1967,9.860671168482327e-10,4.437301903692514e-08
1968,0.0,5.165128225126381e-08
1969,9.083515606356229e-10,4.405504894222645e-08
1970,9.197450023812337e-10,3.816941918088901e-08
1971,2.0553589941130213e-09,5.29254942094326e-08
1972,0.0,4.6171320544630134e-08
1973,2.2052815684681093e-09,4.520827179277376e-08
1974,0.0,3.319087360509343e-08
1975,0.0,3.084199162728396e-08
1976,2.285410749536254e-09,3.02816915986881e-08
1977,5.876781838942691e-10,3.173462248540204e-08
1978,5.940591352171509e-10,3.2079192635592335e-08
1979,0.0,4.213420989884753e-08
1980,1.1370301367108482e-09,3.752199551065871e-08
1981,6.325549528618524e-10,5.060439456361365e-08
1982,1.2415004579935385e-09,2.9175260651825852e-08
1983,0.0,3.4734238596456635e-08
1984,0.0,3.6533753799972146e-08
1985,0.0,3.789801583664598e-08
1986,0.0,4.555809107742448e-08
1987,1.8332451112712533e-09,3.788706370855266e-08
1988,1.798966087207532e-09,4.3774842861665775e-08
1989,0.0,3.6221605270725377e-08
1990,5.44865097484859e-10,3.70508261848812e-08
1991,0.0,4.6305576262284376e-08
1992,0.0,3.361065786799955e-08
1993,1.6617622278225497e-09,3.932837389086785e-08
1994,2.1099706426497278e-09,4.641935502647243e-08
1995,0.0,4.392185193324849e-08
1996,1.067618438099771e-09,3.202855403117155e-08
1997,9.58978851883785e-09,4.075660386959612e-08
1998,4.768129224785866e-10,4.338997605657369e-08
1999,9.140402323914998e-10,4.570201250775341e-08
2000,0.0,4.594752889275355e-08
2001,8.762423564512289e-10,4.381211615722691e-08
2002,0.0,4.950780230217333e-08
2003,0.0,4.291930721933568e-08
2004,8.809582507929292e-10,5.417893200743151e-08
2005,1.3511248786457486e-09,3.467887310648621e-08
2006,4.1178899179428186e-10,4.735573377878666e-08
2007,0.0,4.913209883383729e-08
2008,0.0,4.3000141225491006e-08
2009,0.0,4.3867371068984085e-08
2010,0.0,4.582079360382352e-08
2011,0.0,5.7359579752613854e-08
2012,0.0,5.446804518527415e-08
2013,0.0,4.797295227731979e-08
2014,4.330890368553497e-10,4.092691385793046e-08
2015,8.86630172058922e-10,4.144995813248897e-08
2016,2.0713400439298368e-10,4.55694806333895e-08
2017,0.0,4.9809103508380304e-08
2018,0.0,3.9238294835541865e-08
2019,0.0,4.285659427338828e-08
