year,en_ADP air_NOUN,en_ADP chairs_NOUN
1913,5.09087001221431e-07,3.71209285532359e-09
1914,3.0202313938687553e-07,4.68772043404897e-09
1915,1.8377989163820274e-07,0.0
1916,1.50528225217883e-07,1.0987462051303964e-09
1917,1.381769423325352e-07,2.1932848870420685e-09
1918,2.6303800471083605e-07,1.1486376294556067e-09
1919,2.642652502382603e-07,4.603924352863942e-09
1920,2.854731246948461e-07,4.543339038320937e-09
1921,2.6504616346123555e-07,3.7863738810983705e-09
1922,2.751969887526684e-07,7.377935595798135e-09
1923,2.558443532585386e-07,8.492758496458919e-09
1924,2.2947091282699006e-07,3.867487219366694e-09
1925,3.277457034656095e-07,3.299453377181294e-09
1926,2.920288224572687e-07,2.229227691330493e-09
1927,2.129501930347999e-07,3.3447675740205796e-09
1928,2.31948637186008e-07,1.1426041446327417e-08
1929,2.551153110985638e-07,3.342121912552898e-09
1930,2.468346705919444e-07,3.1510811737689437e-09
1931,4.573547949249246e-07,0.0
1932,3.9563927378694075e-07,5.4797681947604815e-09
1933,3.8082598163846626e-07,4.588264879146209e-09
1934,3.774197683270586e-07,0.0
1935,5.732808050495919e-07,3.590485242455088e-09
1936,4.692264652383926e-07,4.849885826274658e-09
1937,4.293571240765459e-07,0.0
1938,4.2914859399445504e-07,5.186085783037697e-09
1939,4.909389987872714e-07,9.176430282309411e-09
1940,6.187310546135194e-07,5.0715658339584024e-09
1941,4.574829119974311e-07,0.0
1942,4.247896423503761e-07,3.034211770724937e-09
1943,9.929064368474627e-07,2.9032352077962287e-09
1944,4.6269882147953467e-07,3.2131861615880553e-09
1945,9.389352637612092e-07,2.178504043826024e-09
1946,4.134568101221703e-07,0.0
1947,5.161737379744125e-07,2.3841741914054637e-09
1948,4.435730192042797e-07,3.2615663503321457e-09
1949,4.7317980900185574e-07,5.890204768377316e-09
1950,5.221962715573625e-07,8.508289184305795e-09
1951,4.659032604159563e-07,1.0661401761424827e-09
1952,5.388395063476992e-07,8.435843135146115e-09
1953,5.289949411846351e-07,2.1547654771580937e-09
1954,6.74304979852991e-07,2.9317608341017376e-09
1955,5.406109884198429e-07,9.385607846468247e-10
1956,5.843164938568179e-07,6.976913269340912e-09
1957,5.009466179650701e-07,2.6505113659425206e-09
1958,6.444077458311881e-07,0.0
1959,4.7512084933032384e-07,2.325224457422337e-09
1960,5.294437523950535e-07,6.920833350854139e-10
1961,4.3703921681625957e-07,4.16889545107324e-09
1962,4.7564672556177356e-07,3.805173953708163e-09
1963,4.4615768057809646e-07,5.819448034571906e-09
1964,4.7637472228023725e-07,9.125952438182594e-09
1965,4.5801002546141945e-07,2.188817349590977e-09
1966,5.383980679063427e-07,6.092982118843793e-09
1967,5.166991521310393e-07,4.930335695263466e-09
1968,4.051256959902716e-07,3.1439910674890825e-09
1969,4.514507359054676e-07,5.904285060864822e-09
1970,3.7893495408169997e-07,4.598724956395017e-09
1971,4.3933299265219716e-07,6.679916619845017e-09
1972,3.729616903092037e-07,2.565073486948677e-09
1973,4.1018235097389777e-07,2.7566018356850464e-09
1974,4.0672883683257055e-07,5.625571564138454e-09
1975,4.1065541767082436e-07,2.8557400888473694e-09
1976,4.079458255645818e-07,1.7140580066410394e-09
1977,4.01384201875743e-07,5.289103821581875e-09
1978,3.386137139571588e-07,4.752473081737207e-09
1979,3.440960313350061e-07,5.266775904289034e-09
1980,3.2234804003827833e-07,9.096241093686785e-09
1981,2.859148393596911e-07,3.795329828193417e-09
1982,3.0478835211233957e-07,7.449002747961231e-09
1983,2.7345319608684804e-07,4.4207211225000265e-09
1984,2.52836773739773e-07,8.118611560803402e-09
1985,3.0739501566401373e-07,1.8046674155058895e-09
1986,2.673540528963514e-07,3.5966913891627428e-09
1987,3.611492629396196e-07,3.0554083707556856e-09
1988,2.5065594289053195e-07,1.798966087207532e-09
1989,1.909866496063728e-07,2.7440609784434855e-09
1990,2.2557414969259781e-07,4.90378582185258e-09
1991,2.3035557727979494e-07,7.6199047072123e-09
1992,1.630943504693505e-07,4.958949695321735e-09
1993,2.2046045700108152e-07,7.200969598386564e-09
1994,1.524453796530878e-07,6.329911705904578e-09
1995,2.125600774283143e-07,4.337960657352369e-09
1996,2.0605035411236372e-07,5.871901187504136e-09
1997,1.0980308384755944e-07,4.315404922294874e-09
1998,1.316003657159115e-07,2.86087753487152e-09
1999,1.6955446535682483e-07,4.113180906983871e-09
2000,1.9483518709506598e-07,8.394259509714175e-09
2001,1.296838689768265e-07,3.5049694258049158e-09
2002,1.305603966050839e-07,3.9430991805033955e-09
2003,1.5042591949843143e-07,2.9168460979889232e-09
2004,1.700249482594618e-07,2.2023955992267474e-09
2005,1.5763123639711552e-07,5.404499514582994e-09
2006,2.2442499875152677e-07,4.941467679486777e-09
2007,1.6417310089167358e-07,3.595031605740928e-09
2008,1.4092124867026712e-07,2.1287198670449925e-09
2009,2.5891284249901503e-07,4.76819250749827e-09
2010,2.116259318896141e-07,6.613310343794865e-09
2011,2.2255517517777434e-07,3.4415748029203996e-09
2012,2.291062098924712e-07,1.7021263287730903e-09
2013,1.5284404897286663e-07,4.183687618564136e-09
2014,1.4768336260850834e-07,7.145969149746634e-09
2015,2.0569820136095984e-07,6.206410940734486e-09
2016,1.6715714334925025e-07,5.799752234025846e-09
2017,1.4439609019589739e-07,3.018733707449428e-09
2018,1.3449441449431276e-07,4.3884935685412074e-09
2019,1.9004859225235649e-07,3.5713827450933877e-09
