year,un_DET août_NOUN,un_DET shoot_NOUN
1867,6.308654931785895e-09,0.0
1868,1.975949626142892e-09,0.0
1869,6.8369268024781604e-09,0.0
1870,1.7202146374017957e-09,0.0
1871,3.18635318130589e-09,0.0
1872,5.442605477412599e-09,0.0
1873,2.9930022904522957e-09,0.0
1874,7.16953080237559e-09,0.0
1875,3.146840005241458e-08,0.0
1876,1.934724691565748e-08,0.0
1877,9.277223989023753e-09,0.0
1878,1.5701631050912823e-08,0.0
1879,1.8327975692677967e-08,0.0
1880,1.1552122813895949e-08,0.0
1881,7.669758328443521e-09,0.0
1882,1.1314154280128719e-08,0.0
1883,8.847074739470884e-09,0.0
1884,9.242375753615306e-09,0.0
1885,1.1602144356359645e-08,0.0
1886,1.0325542088018835e-08,0.0
1887,6.528924512139156e-09,0.0
1888,9.510922271971367e-09,0.0
1889,1.0650732462647028e-08,0.0
1890,1.2453334585771358e-08,0.0
1891,5.099375810502238e-09,0.0
1892,1.817868655606958e-08,0.0
1893,1.1085149742573464e-08,0.0
1894,1.1972924651715289e-08,1.2603078580752936e-09
1895,7.22233739480771e-09,0.0
1896,1.0024948871034667e-08,0.0
1897,2.7968225846386474e-08,0.0
1898,9.053367944211743e-09,0.0
1899,1.2713430308508578e-08,0.0
1900,1.1939421784568083e-08,0.0
1901,8.383108540677142e-09,0.0
1902,2.4551419397500496e-08,0.0
1903,1.6740682839966325e-08,0.0
1904,8.599400302955473e-09,0.0
1905,9.289366442732927e-09,0.0
1906,1.0288368712529916e-08,0.0
1907,2.3657078851435642e-08,0.0
1908,2.701263923654551e-08,0.0
1909,1.4852655716435237e-08,0.0
1910,2.1911017777931363e-08,0.0
1911,3.1922243959314756e-08,0.0
1912,1.8753916364300238e-08,0.0
1913,1.1666577148794488e-08,1.590896969716482e-09
1914,2.0759905794420774e-08,6.696743715117748e-10
1915,3.534228498747183e-08,0.0
1916,3.5159879452351106e-08,0.0
1917,3.728584163642523e-08,0.0
1918,2.2972751700933713e-08,0.0
1919,4.880159565345821e-08,0.0
1920,1.590168663412328e-08,0.0
1921,1.9689142760626055e-08,0.0
1922,3.246291652159172e-08,0.0
1923,8.492758496458919e-09,0.0
1924,1.1602462102189293e-08,1.289162443462999e-09
1925,1.3197813286680571e-08,1.0998177923937646e-09
1926,2.4521504493613122e-08,0.0
1927,2.452829506172094e-08,0.0
1928,9.14083297942625e-09,0.0
1929,1.0026365737658693e-08,7.798284684668033e-09
1930,1.3654684494213143e-08,3.1510811737689437e-09
1931,1.0264820993199919e-08,5.7026783295555106e-09
1932,3.2878610722875123e-08,3.287861094491973e-09
1933,1.3764794415394022e-08,1.1470662197865522e-09
1934,1.7972370258689807e-08,0.0
1935,2.2739739868882225e-08,0.0
1936,1.091224355320719e-08,1.2124714565686645e-09
1937,1.8886677000118368e-08,0.0
1938,1.4261736125398272e-08,2.5930428915188486e-09
1939,1.5294050470515685e-08,1.5294050470515685e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,3.246652857669119e-08,0.0
1942,2.7307905936524435e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,1.5313214696277555e-08,0.0
1947,2.0265480848991047e-08,1.1920870957027319e-09
1948,1.5220643190261285e-08,3.2615663503321457e-09
1949,4.908504158684934e-09,3.926803215925645e-09
1950,1.70165788127008e-08,4.2541445921528975e-09
1951,1.2793682557799002e-08,0.0
1952,1.0544803918932644e-08,2.1089607837865287e-09
1953,1.2928592973970865e-08,5.386913581872932e-09
1954,9.772536113672459e-09,6.840775279570721e-09
1955,1.783265579646809e-08,9.385607846468247e-10
1956,9.593255967388359e-09,2.616342476002842e-09
1957,1.501956425897788e-08,0.0
1958,5.790570245522986e-09,4.1361216673863055e-09
1959,1.4726421193600459e-08,5.425523585955716e-09
1960,1.7302082544468078e-08,1.3841666701708277e-09
1961,1.5285950616394928e-08,1.2506686519753174e-08
1962,6.976151933901775e-09,8.87873907728931e-09
1963,1.2932106607799199e-08,3.879631726988464e-09
1964,1.9468698653213323e-08,4.258777774879263e-09
1965,6.566452104284082e-09,2.188817349590977e-09
1966,8.30861190959098e-09,2.215629901769489e-09
1967,7.888536768252408e-09,6.409436315024664e-09
1968,1.2126822435121198e-08,1.3474247273492779e-09
1969,1.5896152727457036e-08,7.72098829315837e-09
1970,1.1956685308511794e-08,1.287643042191533e-08
1971,1.2332154186722732e-08,1.3873673099240591e-08
1972,9.747279039462597e-09,4.10411743478889e-09
1973,9.923766808306311e-09,5.513203782392395e-09
1974,5.063014563155832e-09,9.00091468025721e-09
1975,1.2565256390928425e-08,6.8537762132336866e-09
1976,1.3141112142900369e-08,5.713526984862938e-09
1977,5.876781838942691e-09,9.402850609241398e-09
1978,9.504946163474415e-09,1.1881182482298414e-08
1979,1.1703946700691858e-08,5.266775904289034e-09
1980,6.822180653731635e-09,1.0233271230397634e-08
1981,9.488324403950088e-09,8.223214220670627e-09
1982,6.2075020679230875e-09,1.3035754697909852e-08
1983,5.683784443100137e-09,1.0104505676622466e-08
1984,1.4497521405587577e-08,1.5077422421683195e-08
1985,6.617113967877231e-09,1.4437338990980209e-08
1986,7.792831158148772e-09,1.1389522214244607e-08
1987,6.110816741511371e-09,2.4443267410134695e-08
1988,5.396898372644898e-09,9.594485983477341e-09
1989,6.036934285802431e-09,2.140367660885545e-08
1990,8.717841781802349e-09,2.3974063845244586e-08
1991,8.206051504977552e-09,1.523980996953611e-08
1992,6.060938528840154e-09,1.8182815753053916e-08
1993,1.2740177413039788e-08,1.4401939418817733e-08
1994,4.7474339459618875e-09,1.2659824244476425e-08
1995,4.880205739521415e-09,1.0302656505700725e-08
1996,6.939519847648512e-09,2.081856020907935e-08
1997,7.67183128136395e-09,1.4384683888479799e-08
1998,8.582632937681467e-09,2.6224710625299963e-08
1999,9.140402129625969e-09,9.140402212892695e-09
2000,1.3695897749244068e-08,2.9159007763901457e-08
2001,1.1829271895358318e-08,1.621048362210331e-08
2002,1.3581786695304743e-08,9.200564754507923e-09
2003,7.083769237858917e-09,1.4584229823810801e-08
2004,9.690540647699919e-09,1.7619165515458945e-08
2005,9.908249332113428e-09,1.8915748523085085e-08
2006,9.059357874985352e-09,2.1001238970086433e-08
2007,9.586750421286538e-09,2.6763012805908204e-08
2008,7.237647314806139e-09,4.044567636363183e-08
2009,3.814554005998616e-09,3.766872258559317e-08
2010,8.030448139795254e-09,4.345889581536255e-08
2011,1.1854312975678738e-08,5.582998952036178e-08
2012,4.425528637996834e-09,7.182972971975232e-08
2013,1.0319762822064149e-08,1.0319762511201702e-07
2014,6.712880279424738e-09,8.964943321032592e-08
2015,8.866301318133374e-09,9.486942698089251e-08
2016,1.0149565909944869e-08,9.756011909445306e-08
2017,5.0312225496895735e-09,1.0741660183555268e-07
2018,9.293279867872428e-09,1.2726631037907055e-07
2019,9.183555638170304e-09,1.2729428622293426e-07
