year,en_ADP eaux_NOUN,en_ADP chaux_NOUN
1870,2.339491849134845e-07,3.5895146766051766e-07
1871,1.561313054398994e-07,2.8570966037477774e-07
1872,2.2677521704927983e-07,3.4590780728649406e-07
1873,3.63949070603109e-07,4.920495939586544e-07
1874,2.0014940327328645e-07,4.5407028892441303e-07
1875,1.8080025182554138e-07,3.421473309117573e-07
1876,2.0919211096703805e-07,3.911771671027964e-07
1877,2.739873469215226e-07,3.8716947869943397e-07
1878,3.7261177632252895e-07,3.768391252378933e-07
1879,2.736977664508089e-07,3.9954986164048023e-07
1880,2.182067788680797e-07,3.7095151128596626e-07
1881,3.221298540134754e-07,4.7413050197064877e-07
1882,2.555667919512672e-07,3.427523438404023e-07
1883,2.622525638873441e-07,4.846933165936207e-07
1884,3.9082045955041167e-07,4.6013826704438543e-07
1885,3.5322082769795315e-07,3.8415987546613906e-07
1886,3.0331280659323667e-07,4.104402933080564e-07
1887,3.597437401858805e-07,5.784627319371793e-07
1888,3.322482216017164e-07,5.725574965254054e-07
1889,4.0096875753015127e-07,5.626092729471566e-07
1890,3.742554722241387e-07,4.830582724935084e-07
1891,3.2189812004812524e-07,6.756673087693343e-07
1892,4.0557275227115497e-07,7.108492923180165e-07
1893,3.9044360389262067e-07,5.973664087832731e-07
1894,3.8124313794796194e-07,7.813908950993209e-07
1895,3.334312401737094e-07,6.048707632544392e-07
1896,3.6915402534809516e-07,6.822862701483245e-07
1897,4.07287282677693e-07,1.0097694485011743e-06
1898,3.825047872885179e-07,9.064684718396165e-07
1899,4.151211463465643e-07,6.522542435050127e-07
1900,4.324147226952846e-07,5.756878067586513e-07
1901,4.7057182750442905e-07,7.606273584315204e-07
1902,4.4094348128354e-07,7.429259198943328e-07
1903,5.346217943902332e-07,6.809677870478481e-07
1904,5.213386184976798e-07,6.793526381443371e-07
1905,4.391805981107666e-07,7.070240144457784e-07
1906,5.267645146744826e-07,6.780035164410947e-07
1907,4.386845383619331e-07,6.721696195199911e-07
1908,3.934022714258134e-07,9.203943136526505e-07
1909,3.850688519158041e-07,8.532025503882323e-07
1910,3.7141846476185236e-07,7.700921287323581e-07
1911,3.963678709695273e-07,7.991201869117504e-07
1912,3.1725375282398716e-07,7.6005454729966e-07
1913,3.855273434938411e-07,8.161301252584963e-07
1914,6.375300076744139e-07,8.451290796074318e-07
1915,3.4399825743491874e-07,3.687378580252698e-07
1916,3.8016619030578624e-07,6.295815637713531e-07
1917,5.658675235054034e-07,6.525022513415024e-07
1918,5.099950879383641e-07,6.43237058284285e-07
1919,5.672034761872169e-07,6.611235221498646e-07
1920,5.550446107172036e-07,7.125469778657134e-07
1921,5.141895541571628e-07,7.974102800289984e-07
1922,3.5782986773646996e-07,8.897790166884079e-07
1923,3.184784369558713e-07,6.178481726237806e-07
1924,3.5709799539596077e-07,7.374009101113188e-07
1925,4.685223924383308e-07,8.512589602105436e-07
1926,5.04920076971338e-07,9.674847660789965e-07
1927,4.4819885358649003e-07,8.841335557008279e-07
1928,4.490434277748534e-07,1.238582854057313e-06
1929,5.926696364788597e-07,8.9791677737594e-07
1930,4.516549390043423e-07,9.789358728085062e-07
1931,4.7218176835173153e-07,8.531206958650728e-07
1932,4.679722247491469e-07,8.701871934135852e-07
1933,4.347380988534155e-07,8.86682187228871e-07
1934,3.9898663040105475e-07,1.0699551467041601e-06
1935,3.8896924436926383e-07,8.677005780555191e-07
1936,3.297922255285357e-07,8.972288583208865e-07
1937,5.099403077579723e-07,1.0689859664125834e-06
1938,5.108294457434326e-07,8.777450375418994e-07
1939,4.7411555925691573e-07,1.0950540172416368e-06
1940,5.629437884735466e-07,1.1258875929343048e-06
1941,3.423743151209635e-07,9.79898914010846e-07
1942,3.1859223770247524e-07,1.313813640990702e-06
1943,3.367752867688978e-07,1.077100250768126e-06
1944,3.630900380358071e-07,7.518855795751733e-07
1945,4.095587566865788e-07,5.620540264317242e-07
1946,3.3828283996228947e-07,8.074240440691938e-07
1947,3.564340396167154e-07,5.650492767017568e-07
1948,5.196762407067013e-07,7.33852402845514e-07
1949,5.438622689979411e-07,7.402024380098737e-07
1950,4.7008297099360163e-07,7.955250111990608e-07
1951,5.458637639677022e-07,7.430996902257903e-07
1952,6.516689001756504e-07,7.855878720874898e-07
1953,7.175369067802251e-07,6.216498604771914e-07
1954,7.163268911369869e-07,5.09149117533525e-07
1955,4.814816754183937e-07,7.020434509286133e-07
1956,8.729862583933823e-07,7.456575872311078e-07
1957,6.458412817877957e-07,6.325886943159276e-07
1958,6.047010234766503e-07,9.314546218774922e-07
1959,5.844063851734305e-07,4.286163459710224e-07
1960,6.637078948656949e-07,4.5608291543430823e-07
1961,7.205240937224744e-07,4.773385171574773e-07
1962,6.836629276030237e-07,4.141297438309266e-07
1963,5.72892338901454e-07,3.96369074451286e-07
1964,5.883197442546617e-07,2.737785678164073e-07
1965,5.198441286324851e-07,3.513051751724561e-07
1966,5.971122352121938e-07,2.7972328098258004e-07
1967,7.913188326824638e-07,2.73140585704823e-07
1968,6.777546541769652e-07,3.09458556557729e-07
1969,5.250271744028367e-07,1.9620394198227586e-07
1970,5.509272362758111e-07,2.0786237087122572e-07
1971,6.433273935790851e-07,1.6956711590410123e-07
1972,7.284808272167709e-07,1.9391954708680714e-07
1973,6.505580549820422e-07,1.7421723441657377e-07
1974,5.63682276411015e-07,2.2052240922221245e-07
1975,5.87711319610662e-07,1.6620407450318453e-07
1976,5.667818649968126e-07,2.1311454645456251e-07
1977,5.782753529359752e-07,1.5455935908903484e-07
1978,5.500987743101149e-07,2.1504941116745613e-07
1979,6.636137994675551e-07,3.4409603699714353e-07
1980,6.861976715732965e-07,1.9727472988506634e-07
1981,6.490014068383232e-07,1.3916208274622477e-07
1982,6.275784931730755e-07,1.738100650072738e-07
1983,6.384784345669914e-07,1.9135407569592644e-07
1984,7.463324180889686e-07,1.9252708227668336e-07
1985,6.719378427000322e-07,1.0527226379508647e-07
1986,5.940534943960074e-07,1.6604724351054756e-07
1987,6.99077462140707e-07,1.3443796831325017e-07
1988,6.02053999987362e-07,8.814934204792735e-08
1989,7.617513873015014e-07,9.49445109199587e-08
1990,6.631008142576889e-07,1.2041518004934915e-07
1991,7.725411350634204e-07,1.0785095838627967e-07
1992,6.650502832883376e-07,9.311805371226001e-08
1993,6.586117771156808e-07,7.810282198761342e-08
1994,4.821282986178232e-07,9.86411308190327e-08
1995,5.341113797907582e-07,9.597737715694166e-08
1996,7.377243234074626e-07,6.886138947947984e-08
1997,7.37934247041494e-07,9.493891184320091e-08
1998,5.55010232661246e-07,7.342919161601458e-08
1999,5.242020931217617e-07,9.551720125955399e-08
2000,6.794932208009641e-07,1.2326307796683977e-07
2001,7.084419569869382e-07,1.253026624681297e-07
2002,5.450239475290886e-07,6.308958688805433e-08
2003,6.746248262246013e-07,6.708745559080853e-08
2004,5.347416616174883e-07,9.778636922419537e-08
2005,6.38631713734128e-07,6.305249655724765e-08
2006,5.793871101777981e-07,5.7650460405511694e-08
2007,7.118162305141951e-07,6.311277900294954e-08
2008,7.625074589512337e-07,5.4069484889396335e-08
2009,5.407130330148391e-07,4.958920385433885e-08
2010,5.777198657241911e-07,5.9519791761886154e-08
2011,6.412800903077276e-07,4.5887663446819715e-08
2012,6.423824953083468e-07,5.344676878848986e-08
2013,5.645189153913321e-07,4.769403716409215e-08
2014,4.993516751206073e-07,3.7462200452864636e-08
2015,5.153537759872151e-07,3.812509774547834e-08
2016,5.056141048065399e-07,5.509764378075488e-08
2017,6.065138782318513e-07,4.3268514104966016e-08
2018,6.172287043693103e-07,3.872199982879465e-08
2019,6.140227624129579e-07,3.622402644509748e-08
