year,en_ADP airs_NOUN,en_ADP chairs_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,2.2378401354217203e-08
1803,7.801356671777171e-09,7.801356893821776e-09
1804,2.4718509905596875e-08,7.4155526164076946e-09
1805,3.1271653710973624e-08,1.9900143755080535e-08
1806,4.3225035994964855e-08,3.458002950651462e-08
1807,1.4234775136401367e-08,8.540865792383556e-09
1808,2.2660739951163578e-09,4.078933102391602e-08
1809,2.259030518203531e-09,2.710836710662079e-08
1810,9.360507036149102e-09,1.1700633351097167e-08
1811,1.2535384286138651e-08,0.0
1812,2.9339290108509886e-08,0.0
1813,4.3136125782439194e-08,0.0
1814,0.0,0.0
1815,3.506390555685357e-08,0.0
1816,1.228330006597389e-07,1.622322720606917e-08
1817,6.227493631882908e-09,0.0
1818,5.960588467246453e-09,1.1921177378582115e-09
1819,0.0,4.0369094733705424e-08
1820,2.0173018810965004e-08,1.542642635854463e-08
1821,1.676452932031225e-08,1.97229765852569e-09
1822,1.0025615893027862e-09,4.010246357211145e-09
1823,1.2847492847356534e-08,9.882686891060644e-10
1824,1.7684335773537896e-08,0.0
1825,4.4027217427355936e-09,1.0566531649658373e-08
1826,7.0463874735082754e-09,6.1655889282974385e-09
1827,5.530363722527909e-09,1.013900075008678e-08
1828,1.0089530988466322e-08,6.420610709767516e-09
1829,1.7146351893870815e-08,3.429270423183084e-09
1830,1.982998831806526e-08,2.2961039292113128e-08
1831,0.0,1.5591206103948707e-09
1832,2.976593194148336e-08,1.3529969367098715e-09
1833,2.085053074640797e-08,4.6334514003376626e-09
1834,1.8669061851994684e-09,9.334531370086552e-09
1835,6.050470346963266e-09,2.571449897459388e-08
1836,1.1425274948351216e-08,8.064899859050456e-09
1837,2.5048407792382932e-08,6.262101948095733e-09
1838,2.1461350030449466e-08,3.787297142565649e-09
1839,5.2436064379435265e-08,2.7965900706306e-09
1840,7.0066574764382494e-09,7.64362617644565e-09
1841,1.733548060656176e-08,2.5682194149112547e-09
1842,6.708265054555795e-09,0.0
1843,1.3585895075607368e-08,1.8311423488626133e-08
1844,1.0977122322231025e-08,1.0977122322231025e-08
1845,5.580227835366713e-09,5.580227946389016e-10
1846,9.952652035849496e-09,5.269050973311096e-09
1847,9.168480197274675e-09,1.5640349459999925e-08
1848,2.735375304041554e-08,0.0
1849,6.703531951757213e-09,0.0
1850,2.0366988096043315e-09,2.5798184921654865e-08
1851,3.8696632564949596e-09,1.9348316282474798e-09
1852,5.859490670445666e-09,7.812654523320361e-09
1853,1.1943863675867306e-09,4.777545470346922e-09
1854,7.27393034694046e-09,5.195664343204953e-09
1855,1.2736649068756378e-08,3.714855978387277e-09
1856,1.0872097000458325e-08,4.141751386299575e-09
1857,7.322263684272912e-09,2.9289055625270066e-09
1858,2.4468379322684086e-08,3.9149408159744326e-09
1859,1.3748867822016564e-08,8.656694916453489e-09
1860,1.373155189554609e-08,9.612086238064421e-09
1861,1.2733101684148096e-08,2.8295783494058924e-09
1862,1.0843167252971853e-08,9.939570055905733e-09
1863,9.489779628779615e-09,2.4973103585068657e-09
1864,1.3904711160250827e-08,1.4384183844029508e-09
1865,7.530950973944073e-09,7.0602665935837194e-09
1866,1.0704348518686402e-08,1.4596839292835284e-09
1867,2.426405742994575e-08,6.79393608038481e-09
1868,1.1855697756857353e-08,2.9639244392143382e-09
1869,1.5627261262807224e-08,4.883519144627257e-10
1870,8.027668307875047e-09,9.17447806614291e-09
1871,6.37270636261178e-09,4.248470908407853e-09
1872,1.269941263259966e-08,1.6327815544059376e-08
1873,1.496501056408306e-08,1.1972008939764578e-09
1874,3.5847653734322193e-09,7.766991494406739e-09
1875,6.293679799540541e-09,0.0
1876,2.0556450763820067e-08,4.232210137899983e-09
1877,7.421779191219002e-09,1.2369631985365004e-09
1878,2.8383716710322915e-08,7.2469061862534545e-09
1879,5.498392852132383e-09,4.887460214320072e-09
1880,1.2193908105473383e-08,8.343199908722454e-09
1881,2.022027217885025e-08,1.3945015142624584e-09
1882,9.983077475794744e-09,1.3976308999019693e-08
1883,7.583206784733676e-09,6.951272890631799e-09
1884,1.9805090900604227e-08,5.941527270181268e-09
1885,1.6114089618213256e-08,4.511945039809007e-09
1886,1.5488312854472497e-08,3.872078213618124e-09
1887,1.8933882017790893e-08,1.9586774424595887e-09
1888,6.974675947901687e-09,9.510921827882157e-09
1889,8.771191772893872e-09,1.8795409673089125e-09
1890,1.1797895993481688e-08,5.898947996740844e-09
1891,1.1473596073230397e-08,2.5496880162734215e-09
1892,1.0656471260972467e-08,6.268512375839919e-09
1893,2.3401982574000613e-08,2.463366621796581e-09
1894,9.452309157609307e-09,6.9316934414587195e-09
1895,9.027921299420427e-09,3.611168697403855e-09
1896,1.4152869098893461e-08,6.486732040400511e-09
1897,1.6897470089816125e-08,5.826713556089658e-10
1898,5.6583546736987955e-09,6.7900258748920805e-09
1899,1.1055156790007459e-08,7.185851913504848e-09
1900,6.748368974740515e-09,1.0901211489056095e-08
1901,2.235495566438317e-09,5.588738916095792e-10
1902,8.838511256215043e-09,2.9461704187383475e-09
1903,1.1880484596105134e-08,4.860198465905796e-09
1904,1.2361637935498493e-08,4.299700151477737e-09
1905,4.644683138099737e-09,7.2250627702885595e-09
1906,2.0576738091193647e-09,4.115347618238729e-09
1907,8.742833790265081e-09,0.0
1908,2.1118972570732808e-08,6.384805573134145e-09
1909,9.351672325408344e-09,4.400786846048277e-09
1910,1.2825961404061559e-08,6.947395991829808e-09
1911,1.702519769608557e-08,6.916486494645824e-09
1912,6.772247651554153e-09,3.646594803896619e-09
1913,5.833288518886093e-09,3.71209285532359e-09
1914,7.36641797560722e-09,4.68772043404897e-09
1915,2.3561523843085297e-09,0.0
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,1.4932289182922887e-08,1.1486376294556067e-09
1919,1.289098744416961e-08,4.603924352863942e-09
1920,1.2872794385998532e-08,4.543339038320937e-09
1921,2.2718242898012164e-08,3.7863738810983705e-09
1922,2.1396012073182646e-08,7.377935595798135e-09
1923,1.9108707505210987e-08,8.492758496458919e-09
1924,2.9650736976805092e-08,3.867487219366694e-09
1925,2.3096173862313663e-08,3.299453377181294e-09
1926,1.8948435376309192e-08,2.229227691330493e-09
1927,2.0068604777989663e-08,3.3447675740205796e-09
1928,6.8556245125250825e-09,1.1426041446327417e-08
1929,1.2254447234738564e-08,3.342121912552898e-09
1930,1.68057662230936e-08,3.1510811737689437e-09
1931,7.983749661377715e-09,0.0
1932,5.4797681947604815e-09,5.4797681947604815e-09
1933,1.605892663292252e-08,4.588264879146209e-09
1934,2.3963160344919743e-09,0.0
1935,4.787313656606784e-09,3.590485242455088e-09
1936,1.2124714565686645e-08,4.849885826274658e-09
1937,3.777335333410292e-09,0.0
1938,1.0372171566075394e-08,5.186085783037697e-09
1939,0.0,9.176430282309411e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,0.0,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,1.3921104269343232e-08,0.0
1947,7.152522574216391e-09,2.3841741914054637e-09
1948,1.6307831529616124e-08,3.2615663503321457e-09
1949,8.835307596655184e-09,5.890204768377316e-09
1950,7.444753036267571e-09,8.508289184305795e-09
1951,1.3859821956785368e-08,1.0661401761424827e-09
1952,1.0544803696888039e-08,8.435843135146115e-09
1953,5.386913581872932e-09,2.1547654771580937e-09
1954,7.818028890937967e-09,2.9317608341017376e-09
1955,1.2201290200408721e-08,9.385607846468247e-10
1956,1.744228317335228e-09,6.976913269340912e-09
1957,8.835037590415595e-09,2.6505113659425206e-09
1958,1.1581141212690937e-08,0.0
1959,5.425523585955716e-09,2.325224457422337e-09
1960,2.2838749558218296e-08,6.920833350854139e-10
