year,en_ADP airs_NOUN,en_ADP chairs_NOUN
1961,4.863711378089164e-09,4.16889545107324e-09
1962,8.244543714397423e-09,3.805173953708163e-09
1963,1.6165133231993423e-08,5.819448034571906e-09
1964,6.083968384640315e-09,9.125952438182594e-09
1965,1.2038495811328431e-08,2.188817349590977e-09
1966,6.092982229866095e-09,6.092982118843793e-09
1967,1.5284040255636455e-08,4.930335695263466e-09
1968,1.5719955531734442e-08,3.1439910674890825e-09
1969,8.629339798282842e-09,5.904285060864822e-09
1970,1.6095537708205043e-08,4.598724956395017e-09
1971,9.762954888969944e-09,6.679916619845017e-09
1972,2.3598676068825597e-08,2.565073486948677e-09
1973,9.372446541089374e-09,2.7566018356850464e-09
1974,9.563471792262135e-09,5.625571564138454e-09
1975,3.4268881066168433e-09,2.8557400888473694e-09
1976,6.8562320265641574e-09,1.7140580066410394e-09
1977,7.639816335114347e-09,5.289103821581875e-09
1978,1.1287123569125868e-08,4.752473081737207e-09
1979,1.1118749476679568e-08,5.266775904289034e-09
1980,6.253665585376211e-09,9.096241093686785e-09
1981,1.2018544381930951e-08,3.795329828193417e-09
1982,7.449002747961231e-09,7.449002747961231e-09
1983,1.2630632317822688e-08,4.4207211225000265e-09
1984,1.0438215292118969e-08,8.118611560803402e-09
1985,7.82022557821449e-09,1.8046674155058895e-09
1986,8.392279760016663e-09,3.5966913891627428e-09
1987,1.2221634038134255e-08,3.0554083707556856e-09
1988,1.4991384134077634e-08,1.798966087207532e-09
1989,4.939309850016116e-09,2.7440609784434855e-09
1990,8.717841171179685e-09,4.90378582185258e-09
1991,1.1722930182145319e-08,7.6199047072123e-09
1992,7.713921945651236e-09,4.958949695321735e-09
1993,8.862731548653358e-09,7.200969598386564e-09
1994,7.912389743403025e-09,6.329911705904578e-09
1995,1.3556126887692699e-08,4.337960657352369e-09
1996,4.270473752399084e-09,5.871901187504136e-09
1997,1.054876808126437e-08,4.315404922294874e-09
1998,7.629006981701991e-09,2.86087753487152e-09
1999,1.2339543165040823e-08,4.113180906983871e-09
2000,1.192868470667463e-08,8.394259509714175e-09
2001,7.0099388516098315e-09,3.5049694258049158e-09
2002,1.0076809608960957e-08,3.9430991805033955e-09
2003,1.2500768864498468e-08,2.9168460979889232e-09
2004,1.4535811221350059e-08,2.2023955992267474e-09
2005,1.1259373877692269e-08,5.404499514582994e-09
2006,1.070651389767363e-08,4.941467679486777e-09
2007,1.358123019601365e-08,3.595031605740928e-09
2008,1.021785517307805e-08,2.1287198670449925e-09
2009,3.337734755248789e-09,4.76819250749827e-09
2010,8.9752067999882e-09,6.613310343794865e-09
2011,2.2943831279320648e-09,3.4415748029203996e-09
2012,4.425528637996834e-09,1.7021263287730903e-09
2013,6.693900156395927e-09,4.183687618564136e-09
2014,4.547434789836657e-09,7.145969149746634e-09
2015,6.871383573248124e-09,6.206410940734486e-09
2016,4.349813981230355e-09,5.799752234025846e-09
2017,4.024978267347379e-09,3.018733707449428e-09
2018,1.8070267504555204e-09,4.3884935685412074e-09
2019,7.652963041060445e-09,3.5713827450933877e-09
