year,en_ADP ange_NOUN,en_ADP change_NOUN
1880,9.370055309432246e-08,7.63723673191663e-08
1881,7.809208768527753e-08,1.1156012391655423e-07
1882,9.517201071673753e-08,1.0582062670572157e-07
1883,7.456819872686538e-08,9.226234709558412e-08
1884,9.70449445247823e-08,1.095881714263669e-07
1885,9.732910211113222e-08,6.961286841411507e-08
1886,7.421483161351716e-08,7.356949133230373e-08
1887,6.9206602670846e-08,8.487601693696334e-08
1888,6.023583765113472e-08,9.701140468720837e-08
1889,7.706118498873593e-08,8.645888954772474e-08
1890,7.865263906836617e-08,8.258527223192758e-08
1891,5.86428248183779e-08,7.840290550120699e-08
1892,7.146104286093191e-08,1.1659433218902393e-07
1893,6.651089723419545e-08,8.621783115225767e-08
1894,5.3563083524110766e-08,8.002955098618258e-08
1895,8.185315714115404e-08,7.162151405282202e-08
1896,4.068949999158633e-08,7.784078309702736e-08
1897,6.001515018283499e-08,8.623535807661398e-08
1898,7.92169680963184e-08,7.469028606710282e-08
1899,8.236091808555557e-08,8.899401393591688e-08
1900,7.994221951079794e-08,6.852190104211786e-08
1901,4.918090201755376e-08,8.60665814728101e-08
1902,6.383368655882293e-08,5.745032183313015e-08
1903,5.994244656193359e-08,5.994244633988899e-08
1904,3.547252624969133e-08,7.846952598811185e-08
1905,4.5930755199208306e-08,6.863809209889382e-08
1906,9.15664830625218e-08,5.041300710217911e-08
1907,5.1428433733846646e-08,8.382834693065888e-08
1908,5.402528113762628e-08,6.630375515292997e-08
1909,8.966603048943256e-08,8.306485455022994e-08
1910,7.428369652728861e-08,8.390316874606896e-08
1911,1.1598415561309139e-07,6.437652944057959e-08
1912,6.355493908927201e-08,8.178790977808603e-08
1913,5.409049474991434e-08,7.689334957650118e-08
1914,6.696743559686524e-08,8.973636678177854e-08
1915,6.243804051564439e-08,5.419150594931921e-08
1916,5.933229418886299e-08,8.350470892537487e-08
1917,5.9218693060358873e-08,7.895825859804972e-08
1918,4.824277954895706e-08,1.0108010961573655e-07
1919,6.537572183606954e-08,9.207848666870078e-08
1920,6.436397148590345e-08,1.9536358086824634e-07
1921,5.755287979525292e-08,1.2116396341799174e-07
1922,9.44375759814875e-08,1.9330191491917503e-07
1923,9.660512745313099e-08,1.0509788506141149e-07
1924,6.961477394540339e-08,1.21181269352455e-07
1925,5.059162022647001e-08,1.099817765748412e-07
1926,5.461607788248557e-08,1.1926367449177633e-07
1927,4.682674437095358e-08,1.0034302277972529e-07
1928,8.112489613409934e-08,1.3368468809726863e-07
1929,9.803557254883799e-08,8.800921080798219e-08
1930,5.7769821371067565e-08,9.663315181374088e-08
1931,5.1324105854178015e-08,9.922660559880114e-08
1932,7.123698519961863e-08,1.5343351666974314e-07
1933,5.73533105452384e-08,2.145013846543975e-07
1934,3.35484227065308e-08,1.9529976036380958e-07
1935,4.6676309928272985e-08,1.2566697638050073e-07
1936,4.9711331495672084e-08,1.1882220407599675e-07
1937,5.917825340873151e-08,1.4983430673964904e-07
1938,6.61225966203105e-08,2.0355386121106989e-07
1939,2.9058695893979802e-08,1.9270503059942712e-07
1940,3.803674331059881e-08,9.635975373178951e-08
1941,8.854508060096578e-08,7.083606590185809e-08
1942,8.799214157306778e-08,9.102635090130207e-08
1943,6.67744117777147e-08,6.387117679196308e-08
1944,5.1410978585408884e-08,1.0924833304670756e-07
1945,7.84261473540937e-08,9.803268152808187e-08
1946,7.238973953604955e-08,9.466350636699872e-08
1947,7.986983785457369e-08,7.152522374376247e-08
1948,6.414413755706505e-08,6.631851334759631e-08
1949,5.3993546522690394e-08,9.129817613029445e-08
1950,6.274863251221063e-08,7.870167739731926e-08
1951,6.929911311459591e-08,5.757156806840413e-08
1952,5.3778498765311156e-08,6.11598611754971e-08
1953,4.3095309543161875e-08,9.373229659104254e-08
1954,6.547599085138245e-08,6.743049851820615e-08
1955,9.479463614070482e-08,9.010183310564912e-08
1956,9.418832647156705e-08,6.715278999536167e-08
1957,6.007825703591152e-08,7.951533975703029e-08
1958,6.535072394342478e-08,6.286905174235358e-08
1959,5.037986072764511e-08,7.595733109155844e-08
1960,6.9900414345625e-08,6.644000244415693e-08
1961,6.80919596263152e-08,8.68519879904106e-08
1962,7.610347507736037e-08,9.132417067014842e-08
1963,5.1728425987107585e-08,1.3708033186343727e-07
1964,8.335036483231306e-08,8.760914116390239e-08
1965,6.128688490036893e-08,8.208064861126019e-08
1966,5.760637566964988e-08,1.0801196026477555e-07
1967,6.754559667143667e-08,1.0353704671395292e-07
1968,7.815063529648114e-08,1.0105685532835196e-07
1969,5.5409445032239546e-08,8.629340128574192e-08
1970,5.426495519600394e-08,7.771845106363529e-08
1971,5.652237344833111e-08,8.735275991433866e-08
1972,6.463985080529255e-08,1.0003786310441853e-07
1973,7.773617083373097e-08,6.450448275518994e-08
1974,5.400548941381089e-08,8.663380329787529e-08
1975,6.453972511977213e-08,4.968987932230107e-08
1976,6.342014691185227e-08,7.37044948406762e-08
1977,5.406639191907203e-08,9.344082796403086e-08
1978,6.594056412012606e-08,9.029699077345299e-08
1979,6.027532561958537e-08,7.432006021712567e-08
1980,6.594774859536301e-08,7.390695616615872e-08
1981,6.958104581400448e-08,1.1322733328711365e-07
1982,7.63522773894465e-08,8.814653296163044e-08
1983,5.936397240446922e-08,7.199460227980126e-08
1984,9.6263537585628e-08,1.264183833171728e-07
1985,8.662403683246112e-08,8.0006918867781e-08
1986,8.032610798736073e-08,8.032610776531612e-08
1987,5.927492319202088e-08,8.73846817128765e-08
1988,8.095347636682959e-08,1.1033659297332576e-07
1989,6.475983882481273e-08,6.47598416003703e-08
1990,7.519138378597745e-08,1.678184469167121e-07
1991,9.261114897185507e-08,8.499124204419672e-08
1992,9.477103812827181e-08,9.0363085680778e-08
1993,6.64704895569912e-08,1.1853903858494164e-07
1994,9.389369548529203e-08,9.49486813617284e-08
1995,7.699880200107145e-08,1.0085758250788501e-07
1996,8.967994702402393e-08,1.1476898009732395e-07
1997,8.918503624499863e-08,7.623882070095789e-08
1998,8.296544606878342e-08,7.915094535348999e-08
1999,8.866190004397367e-08,9.094700481604434e-08
2000,1.0073111944564062e-07,6.273604968853874e-08
2001,6.747066372270183e-08,9.770101971895429e-08
2002,8.981503896166032e-08,8.06144786480445e-08
2003,9.750599438973495e-08,1.1417368872557176e-07
2004,1.0175067455264752e-07,9.954828517066971e-08
2005,8.016673902488947e-08,7.070887109161816e-08
2006,7.782812172507647e-08,9.471146733552871e-08
2007,7.709345473116969e-08,8.827799646837775e-08
2008,9.579239179657861e-08,7.535668478109159e-08
2009,9.297975234190403e-08,7.819835934341768e-08
2010,8.975206888806042e-08,7.983210470463575e-08
2011,8.450977850849029e-08,7.839142801557841e-08
2012,8.306376431121976e-08,8.544674012789244e-08
2013,9.483025165124559e-08,8.227919168213305e-08
2014,1.0762262547814316e-07,7.470786012042652e-08
2015,1.0063252142700208e-07,8.156997566288737e-08
2016,8.865335354713011e-08,7.581104877196765e-08
2017,1.17227489937477e-07,6.867619117834067e-08
2018,1.0532384120409688e-07,7.976732097070283e-08
2019,9.464164518746543e-08,7.321334760668208e-08
