year,en_ADP aire_NOUN,en_ADP chairs_NOUN
1860,1.373155189554609e-08,9.612086238064421e-09
1861,1.3204698334767784e-08,2.8295783494058924e-09
1862,3.6143891435358455e-08,9.939570055905733e-09
1863,1.947902072974017e-08,2.4973103585068657e-09
1864,2.5412057458318316e-08,1.4384183844029508e-09
1865,2.9653119293371333e-08,7.0602665935837194e-09
1866,1.8489329622894957e-08,1.4596839292835284e-09
1867,2.8631587767335986e-08,6.79393608038481e-09
1868,3.112120594561674e-08,2.9639244392143382e-09
1869,3.174287332985415e-08,4.883519144627257e-10
1870,4.0711745086241535e-08,9.17447806614291e-09
1871,3.929835434846041e-08,4.248470908407853e-09
1872,2.0560953717385644e-08,1.6327815544059376e-08
1873,3.8909028887701425e-08,1.1972008939764578e-09
1874,5.616132481289782e-08,7.766991494406739e-09
1875,2.4030413270370587e-08,0.0
1876,3.748529087133079e-08,4.232210137899983e-09
1877,5.999271590617639e-08,1.2369631985365004e-09
1878,2.2344627481629686e-08,7.2469061862534545e-09
1879,1.8327976358811782e-08,4.887460214320072e-09
1880,4.492492533536563e-08,8.343199908722454e-09
1881,6.83305714233029e-08,1.3945015142624584e-09
1882,6.25606177973026e-08,1.3976308999019693e-08
1883,3.475636339844712e-08,6.951272890631799e-09
1884,3.6969503902639644e-08,5.941527270181268e-09
1885,3.287274280561192e-08,4.511945039809007e-09
1886,5.0982363997142954e-08,3.872078213618124e-09
1887,3.199173115309151e-08,1.9586774424595887e-09
1888,2.4728397107764977e-08,9.510921827882157e-09
1889,3.8217333020451605e-08,1.8795409673089125e-09
1890,3.211649390877369e-08,5.898947996740844e-09
1891,3.44207886637804e-08,2.5496880162734215e-09
1892,2.7581454897784852e-08,6.268512375839919e-09
1893,2.832871559554917e-08,2.463366621796581e-09
1894,3.591877373310126e-08,6.9316934414587195e-09
1895,2.106515117894503e-08,3.611168697403855e-09
1896,2.122930492509667e-08,6.486732040400511e-09
1897,2.9133568113515196e-08,5.826713556089658e-10
1898,2.6594268232038587e-08,6.7900258748920805e-09
1899,2.984892333302014e-08,7.185851913504848e-09
1900,2.0764213348734017e-08,1.0901211489056095e-08
1901,3.409130783227354e-08,5.588738916095792e-10
1902,2.8970674414985353e-08,2.9461704187383475e-09
1903,3.0781254878320397e-08,4.860198465905796e-09
1904,3.117282521003517e-08,4.299700151477737e-09
1905,2.5803795267176355e-08,7.2250627702885595e-09
1906,2.05767382577271e-08,4.115347618238729e-09
1907,2.8799923057487575e-08,0.0
1908,2.897719486583128e-08,6.384805573134145e-09
1909,1.925344239595006e-08,4.400786846048277e-09
1910,1.9238942772226153e-08,6.947395991829808e-09
1911,1.9685384544665396e-08,6.916486494645824e-09
1912,2.5005221671037248e-08,3.646594803896619e-09
1913,2.1742257383383645e-08,3.71209285532359e-09
1914,1.808120764223986e-08,4.68772043404897e-09
1915,2.3561524287174507e-08,0.0
1916,2.4172415624690302e-08,1.0987462051303964e-09
1917,5.3735480065597585e-08,2.1932848870420685e-09
1918,1.033773866510046e-08,1.1486376294556067e-09
1919,1.6574127070789757e-08,4.603924352863942e-09
1920,1.8930578438158818e-08,4.543339038320937e-09
1921,2.4990065738972334e-08,3.7863738810983705e-09
1922,2.360939327372691e-08,7.377935595798135e-09
1923,1.4862327812892318e-08,8.492758496458919e-09
1924,5.156649773851996e-09,3.867487219366694e-09
1925,8.798542339150117e-09,3.299453377181294e-09
1926,6.687683296036084e-09,2.229227691330493e-09
1927,1.0034302388994831e-08,3.3447675740205796e-09
1928,1.4853853258500749e-08,1.1426041446327417e-08
1929,2.116677166874581e-08,3.342121912552898e-09
1930,1.1553964007759987e-08,3.1510811737689437e-09
1931,2.5091784650044247e-08,0.0
1932,4.055028668403793e-08,5.4797681947604815e-09
1933,4.1294382802092855e-08,4.588264879146209e-09
1934,2.875579241390369e-08,0.0
1935,2.0346082152400413e-08,3.590485242455088e-09
1936,1.9399542861009422e-08,4.849885826274658e-09
1937,2.1404900962807005e-08,0.0
1938,2.333738657878115e-08,5.186085783037697e-09
1939,1.2235240376412548e-08,9.176430282309411e-09
1940,1.5214697057785997e-08,5.0715658339584024e-09
1941,1.1806010391524069e-08,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,2.9032351855917682e-08,2.9032352077962287e-09
1944,4.4984606262232774e-08,3.2131861615880553e-09
1945,1.3071024707045353e-08,2.178504043826024e-09
1946,3.062643028073353e-08,0.0
1947,1.6689218895749036e-08,2.3841741914054637e-09
1948,2.5005341575123907e-08,3.2615663503321457e-09
1949,2.2579119796084512e-08,5.890204768377316e-09
1950,2.4461330738745346e-08,8.508289184305795e-09
1951,2.3455083209000804e-08,1.0661401761424827e-09
1952,3.374337254058446e-08,8.435843135146115e-09
1953,3.124409986288157e-08,2.1547654771580937e-09
1954,3.029486128625081e-08,2.9317608341017376e-09
1955,2.2525458831523792e-08,9.385607846468247e-10
1956,2.703553869665143e-08,6.976913269340912e-09
1957,7.951533903538532e-08,2.6505113659425206e-09
1958,2.8125628048769613e-08,0.0
1959,1.9376869886400527e-08,2.325224457422337e-09
1960,2.629916601160076e-08,6.920833350854139e-10
1961,3.265634873628187e-08,4.16889545107324e-09
1962,5.45408234131628e-08,3.805173953708163e-09
1963,3.039045082253722e-08,5.819448034571906e-09
1964,4.0154192526564714e-08,9.125952438182594e-09
1965,4.0493119801698896e-08,2.188817349590977e-09
1966,5.151339477205141e-08,6.092982118843793e-09
1967,2.5144710702473816e-08,4.930335695263466e-09
1968,3.413475932467769e-08,3.1439910674890825e-09
1969,3.451736046988785e-08,5.904285060864822e-09
1970,3.3570694335516293e-08,4.598724956395017e-09
1971,3.956565930440803e-08,6.679916619845017e-09
1972,3.5398013353837854e-08,2.565073486948677e-09
1973,4.300298939163838e-08,2.7566018356850464e-09
1974,4.050411750444738e-08,5.625571564138454e-09
1975,4.16938057412608e-08,2.8557400888473694e-09
1976,2.228275491900078e-08,1.7140580066410394e-09
1977,4.8189612078530786e-08,5.289103821581875e-09
1978,5.287126469966097e-08,4.752473081737207e-09
1979,5.442335160310563e-08,5.266775904289034e-09
1980,3.581644952843632e-08,9.096241093686785e-09
1981,6.135783220395652e-08,3.795329828193417e-09
1982,3.165826112372372e-08,7.449002747961231e-09
1983,3.6628833299801045e-08,4.4207211225000265e-09
1984,3.537395104613594e-08,8.118611560803402e-09
1985,4.9327574580537714e-08,1.8046674155058895e-09
1986,5.874595604415944e-08,3.5966913891627428e-09
1987,4.8275453745638686e-08,3.0554083707556856e-09
1988,3.238138990280248e-08,1.798966087207532e-09
1989,7.079677288857056e-08,2.7440609784434855e-09
1990,8.554382369130309e-08,4.90378582185258e-09
1991,3.8099522925438833e-08,7.6199047072123e-09
1992,4.573253731265936e-08,4.958949695321735e-09
1993,5.760775678709251e-08,7.200969598386564e-09
1994,4.378189177867142e-08,6.329911705904578e-09
1995,6.181593642518024e-08,4.337960657352369e-09
1996,5.8719012541175175e-08,5.871901187504136e-09
1997,4.842843426278165e-08,4.315404922294874e-09
1998,5.912480360859007e-08,2.86087753487152e-09
1999,4.295989214364582e-08,4.113180906983871e-09
2000,5.610899900254651e-08,8.394259509714175e-09
2001,6.790878490092744e-08,3.5049694258049158e-09
2002,5.651775714099472e-08,3.9430991805033955e-09
2003,6.833753474211335e-08,2.9168460979889232e-09
2004,6.7393305602792e-08,2.2023955992267474e-09
2005,6.71058666412705e-08,5.404499514582994e-09
2006,5.8474035113942335e-08,4.941467679486777e-09
2007,3.794755376596015e-08,3.595031605740928e-09
2008,4.385162938325138e-08,2.1287198670449925e-09
2009,6.103286476211167e-08,4.76819250749827e-09
2010,4.91274465552749e-08,6.613310343794865e-09
2011,4.0916501159449226e-08,3.4415748029203996e-09
2012,5.106378955788138e-08,1.7021263287730903e-09
2013,4.62994750871637e-08,4.183687618564136e-09
2014,3.5729847039367435e-08,7.145969149746634e-09
2015,3.568686279820099e-08,6.206410940734486e-09
2016,3.749125579433077e-08,5.799752234025846e-09
2017,4.150758609045013e-08,3.018733707449428e-09
2018,3.252648211882203e-08,4.3884935685412074e-09
2019,3.851991381420561e-08,3.5713827450933877e-09
