year,en_ADP an_NOUN,en_ADP chants_NOUN
1981,1.1449244580186146e-07,4.427884547908434e-08
1982,1.3904804907483026e-07,5.1522268451620334e-08
1983,1.3388469954911386e-07,3.978649232294629e-08
1984,1.786094572242547e-07,4.1172959264201836e-08
1985,1.0527226579348792e-07,2.8273122176791787e-08
1986,1.0190625043815515e-07,6.833713439569067e-08
1987,1.1305011188289527e-07,4.705328893184202e-08
1988,2.4645836249614916e-07,4.8572086797094016e-08
1989,1.053719477228654e-07,5.3234785468703194e-08
1990,1.0897301572221352e-07,5.394164326322226e-08
1991,1.1781545167233176e-07,4.982245482842984e-08
1992,1.4160556649489564e-07,5.2895463231728e-08
1993,1.0801454858322401e-07,5.096070998522606e-08
1994,9.283870938681105e-08,4.747434090290881e-08
1995,1.1441371272624679e-07,5.422450904957188e-08
1996,1.2117468917161034e-07,4.4306165847274315e-08
1997,7.719779804293836e-08,5.4182308417694e-08
1998,8.201181977973704e-08,5.4356671719268945e-08
1999,8.27206416420534e-08,5.575645350974767e-08
2000,8.350079627739149e-08,4.638932982192756e-08
2001,1.0339659703428872e-07,5.345078335494691e-08
2002,1.0602556049787992e-07,7.00995457236786e-08
2003,8.500522735710447e-08,5.041976597341957e-08
2004,1.0263163519041996e-07,5.021461949028527e-08
2005,9.097574116267992e-08,6.03502441354209e-08
2006,7.782812000423078e-08,5.682688203334507e-08
2007,7.869124660220272e-08,4.633596195624534e-08
2008,7.705965823778804e-08,5.066353314653327e-08
2009,6.53242375747709e-08,6.198650015498686e-08
2010,8.077686158847186e-08,3.9207480817538e-08
2011,3.7474924913238894e-08,4.321088284409136e-08
2012,3.6765930244708755e-08,5.1063789641148105e-08
2013,2.8727987766430374e-08,4.3231438873192474e-08
2014,3.3131311125145224e-08,4.525780350483899e-08
2015,2.1722439139115757e-08,4.1671619044336694e-08
2016,2.7548822750800284e-08,5.406197534085777e-08
2017,2.440142932158551e-08,5.660125401707461e-08
2018,2.0135440093049795e-08,3.510794854832966e-08
2019,4.28565950505444e-08,4.413208642972677e-08
