year,en_ADP an_NOUN,en_ADP chants_NOUN
1800,4.904896533375336e-07,4.4018304556914245e-08
1801,5.643402785082685e-07,7.381666233818862e-08
1802,6.064546766992862e-07,6.265952379180817e-08
1803,5.265915992147541e-07,5.265916058760922e-08
1804,3.6830580740776497e-07,7.66273813290752e-08
1805,4.918178508894755e-07,1.194008660831969e-07
1806,4.3801370352980484e-07,3.458002950651462e-08
1807,4.526658616832435e-07,6.547996633798903e-08
1808,5.483899125913183e-07,5.4385775882792586e-08
1809,5.421673359151669e-07,5.421673421324158e-08
1810,5.943921879136838e-07,5.3822915901946544e-08
1811,5.515568854974617e-07,3.008491944456182e-08
1812,3.6807472891808857e-07,2.0270782385978237e-07
1813,4.658701489024253e-07,1.0927818294703684e-07
1814,5.286417530392384e-07,4.090680150170556e-08
1815,5.529308373386499e-07,2.1577788444915313e-08
1816,5.400016984680178e-07,6.257530316133852e-08
1817,5.433488123873786e-07,9.96399013297733e-08
1818,6.115563999653517e-07,5.2453181353939726e-08
1819,4.896046665869846e-07,5.175525130685088e-08
1820,5.517913699293331e-07,1.0086508694939766e-07
1821,5.581602378068595e-07,6.311352507282209e-08
1822,5.323601897089247e-07,5.1130641054442094e-08
1823,5.33665093671587e-07,6.720227396783685e-08
1824,5.793725446068265e-07,6.315834522041541e-08
1825,5.60906715518783e-07,9.862095939894289e-08
1826,4.6241916806799566e-07,7.398706580730163e-08
1827,6.286180035952604e-07,4.424290978022327e-08
1828,5.851928263078676e-07,7.704732962743321e-08
1829,5.735454887134672e-07,8.401712198180533e-08
1830,3.7781346229337487e-07,1.1063045946002603e-07
1831,3.80425425827724e-07,1.200522896649403e-07
1832,3.368962461225422e-07,1.1500473950931678e-07
1833,6.544750054127135e-07,9.151066504564653e-08
1834,4.424567656702294e-07,1.110809151327885e-07
1835,4.4092801942952065e-07,1.2327832621394919e-07
1836,3.8913142974550397e-07,1.1559689844231613e-07
1837,4.167776712638016e-07,8.279890550966229e-08
1838,3.888291648657116e-07,7.700837301172214e-08
1839,4.1669192585302994e-07,6.781731276550573e-08
1840,3.471480304884089e-07,7.516232747306617e-08
1841,3.7239181560622114e-07,9.052973481971094e-08
1842,5.138531156134718e-07,8.318248712058107e-08
1843,3.378753090643727e-07,1.2463581744448504e-07
1844,3.485236398370617e-07,1.1251550469104643e-07
1845,3.5546052618018464e-07,9.98860830714321e-08
1846,3.2843752117983627e-07,1.0186832199998719e-07
1847,4.0395245015645287e-07,7.065122620275588e-08
1848,3.1456817606301257e-07,9.734718275922205e-08
1849,4.725990050413742e-07,1.1814974798518563e-07
1850,3.91725066606341e-07,7.807345525634446e-08
1851,4.456562066046388e-07,9.48067493400373e-08
1852,3.359441413941511e-07,7.552232816898652e-08
1853,5.482233342846143e-07,1.1525828114145042e-07
1854,3.3044426805961535e-07,1.2157854767380627e-07
1855,4.1022623520348134e-07,1.0083180512765466e-07
1856,3.748285001270446e-07,1.0561465901837153e-07
1857,3.656250328054611e-07,1.1813252176473554e-07
1858,3.0976968945495287e-07,1.1402264799009743e-07
1859,3.5288760402707453e-07,8.402086093539651e-08
1860,3.748713676143822e-07,1.0710610354180972e-07
1861,3.2870266553075567e-07,8.818852492709084e-08
1862,3.6189069990699707e-07,1.3147339950059234e-07
1863,3.995696622460798e-07,1.0089134350188544e-07
1864,3.452204173637341e-07,7.240038968348017e-08
1865,3.8266645119300335e-07,9.225414632219042e-08
1866,3.824371657135117e-07,9.293320896164303e-08
1867,3.663872796266787e-07,1.1501163044158602e-07
1868,4.5249248004086695e-07,7.064020157709905e-08
1869,3.8775141508740063e-07,8.936840190099105e-08
1870,4.157185449216172e-07,6.59415579917777e-08
1871,3.887350770170883e-07,6.266494523288202e-08
1872,5.049528292166983e-07,9.010535739761849e-08
1873,5.453249966036466e-07,9.338167217265436e-08
1874,4.451083851497728e-07,5.43689441800943e-08
1875,3.804815484897972e-07,6.865832347102696e-08
1876,4.885179869518197e-07,9.129482436698311e-08
1877,3.525345166899285e-07,7.916564537246984e-08
1878,5.398945350232331e-07,1.014566883839052e-07
1879,4.1909971393305767e-07,6.720257772485638e-08
1880,4.3577175246056754e-07,7.958129355500887e-08
1881,4.2741470163143447e-07,8.785359684182481e-08
1882,4.199548004901743e-07,8.984769905850953e-08
1883,4.069654357952146e-07,5.308244865886991e-08
1884,3.366865382048445e-07,7.195849782704045e-08
1885,4.202554444443507e-07,7.348024988473867e-08
1886,4.491610913204269e-07,7.486017800095723e-08
1887,3.3166937818407405e-07,5.288428855942939e-08
1888,4.7237579248182726e-07,8.876860668749487e-08
1889,3.2265454574798014e-07,8.144677732246919e-08
1890,3.454161583427151e-07,5.309053163760069e-08
1891,3.5823116739663874e-07,4.398211839173882e-08
1892,3.2658949455921515e-07,5.3909207098357115e-08
1893,2.7528121826492224e-07,4.741980680345037e-08
1894,3.610781962315457e-07,9.893416574868752e-08
1895,2.8167116128408054e-07,8.365874371030202e-08
1896,2.954411550959435e-07,5.189385632320409e-08
1897,3.018237670904256e-07,7.57472783385893e-08
1898,2.8744442459593955e-07,6.959776488457692e-08
1899,2.802482299557596e-07,5.693405746853841e-08
1900,2.678583330695261e-07,7.475116681199268e-08
1901,2.732893396584224e-07,6.371162442064815e-08
1902,2.7595794294121845e-07,3.6336101072453886e-08
1903,2.9323195738228947e-07,5.3462180682473104e-08
1904,2.7410588554488413e-07,5.10589384106197e-08
1905,2.342984628533884e-07,8.463644879386223e-08
1906,2.453775985733486e-07,4.6812078990932093e-08
1907,2.7617068942831224e-07,5.3485572137912385e-08
1908,2.1462770916080842e-07,6.67948891752701e-08
1909,2.381925914285432e-07,6.986249445617432e-08
1910,1.9345826018923873e-07,5.557916793463846e-08
1911,2.745313101293334e-07,3.724261787851901e-08
1912,2.3181924374560126e-07,5.886645898511844e-08
1913,2.2484676126532932e-07,7.954484676497842e-08
1914,2.276892898667171e-07,7.902157816985778e-08
1915,2.0969756231448144e-07,5.301342920205343e-08
1916,2.64797828997132e-07,4.1752354906776645e-08
1917,2.0836206238161736e-07,7.018511427592244e-08
1918,2.2857889092620098e-07,5.858051999041436e-08
1919,2.1822600482224175e-07,7.458357409451111e-08
1920,2.4761197181533134e-07,5.906340660999376e-08
1921,2.1203692424087706e-07,9.314479143540666e-08
1922,2.0363102271048206e-07,5.2383342996620286e-08
1923,2.2081171513477216e-07,7.537323476469737e-08
1924,1.8950688063235077e-07,6.703644916949969e-08
1925,2.2106337516092367e-07,7.148815939217457e-08
1926,2.5859040508890985e-07,1.0031524766418443e-07
1927,1.4493992472885964e-07,5.797597069090443e-08
1928,2.1252436988028478e-07,7.08414584771333e-08
1929,2.5511530887811773e-07,7.464072382390441e-08
1930,2.951512604321138e-07,6.19712636762415e-08
1931,1.8704785009759917e-07,8.55401722787974e-08
1932,1.5233756045507363e-07,8.767629333661375e-08
1933,1.5944220788099983e-07,8.144169960644376e-08
1934,2.0009239420915037e-07,4.313368862085554e-08
1935,1.4242258306040867e-07,6.223507842406661e-08
1936,1.624711774006471e-07,5.577368700215857e-08
1937,2.5434058437134865e-07,4.1550688223424004e-08
1938,1.8540257140653438e-07,1.0242519632441827e-07
1939,1.8199920415185034e-07,6.117619921752748e-08
1940,2.3329202702981888e-07,4.057252667166722e-08
1941,2.6858673107810205e-07,5.312704765003673e-08
1942,5.006449512734434e-07,3.944475324146879e-08
1943,3.251623377220625e-07,9.00002916637277e-08
1944,1.670856821789357e-07,7.069009200222354e-08
1945,1.7645882843808636e-07,7.189063211399116e-08
1946,1.767980171152317e-07,6.960551957035932e-08
1947,1.2874540833429649e-07,5.602809238780537e-08
1948,1.7829895648802108e-07,5.762100441231155e-08
1949,1.7277934827308883e-07,4.123143504397575e-08
1950,2.0845308923433947e-07,4.998619740348431e-08
1951,1.7697927001680824e-07,4.584402746310445e-08
1952,1.7609822067221614e-07,4.74516177462192e-08
1953,1.8100030263479283e-07,5.602390373837807e-08
1954,1.3192924086524727e-07,6.352148318455875e-08
1955,1.9052783706285936e-07,6.757638004728506e-08
1956,1.7965551646348388e-07,6.104799155082219e-08
1957,2.31477991108342e-07,8.128234663118405e-08
1958,2.556123281927114e-07,6.121460283114999e-08
1959,2.1082034362684965e-07,6.355612924835441e-08
1960,1.986279155596904e-07,5.329041791179989e-08
1961,2.0913959231094736e-07,7.22608533010316e-08
1962,2.416285432849108e-07,7.483508568384423e-08
1963,2.133797532000159e-07,6.466053448228593e-08
1964,2.293656092833274e-07,3.8937397306426647e-08
1965,2.1450410364609596e-07,5.855086371298057e-08
1966,2.0549968060556978e-07,4.265087616417418e-08
1967,1.9770645359740158e-07,6.0643129407012e-08
1968,1.8280062505371397e-07,9.431973424511852e-08
1969,1.630491064108508e-07,5.677197378872734e-08
1970,1.692330778291229e-07,5.5184699476740207e-08
1971,1.6905328026339816e-07,7.142372415724907e-08
1972,1.8468528922843674e-07,6.002271746297083e-08
1973,1.3783009528145485e-07,4.6862232427891115e-08
1974,2.3852424302361896e-07,5.850594608780568e-08
1975,2.2560346923938823e-07,6.739546876133318e-08
1976,1.5255116581069927e-07,5.3135799760184454e-08
1977,1.4280580318271063e-07,3.9962115061520365e-08
1978,1.188118274875194e-07,6.23762118623361e-08
1979,1.281582141521298e-07,4.564539324292127e-08
1980,1.5804718556111652e-07,3.2405358507681115e-08
