year,en_ADP appel_NOUN,en_ADP chapelle_NOUN
1867,2.60207759872344e-06,2.635076530310698e-07
1868,1.558530261291935e-06,2.924405335669178e-07
1869,2.1980719413505767e-06,2.2757199769074532e-07
1870,1.908291456409472e-06,2.2133428956294665e-07
1871,2.440746451171094e-06,2.0498872133067891e-07
1872,2.3566481068826306e-06,1.5239295692026644e-07
1873,2.1358064685728095e-06,2.274681708547277e-07
1874,1.7762512873886749e-06,1.899925642367961e-07
1875,1.7341948748139657e-06,1.6535213864798948e-07
1876,1.8718461300970546e-06,2.043553051223057e-07
1877,2.4924809309823104e-06,2.8759394954391837e-07
1878,2.1903774083398275e-06,2.5786907897895617e-07
1879,1.790032269965991e-06,1.496784641785709e-07
1880,2.3450809223390934e-06,2.137142833813499e-07
1881,2.4145794554897293e-06,2.1963398388891164e-07
1882,2.865143205355025e-06,2.3759724854244268e-07
1883,3.080677647204766e-06,2.2876006600114351e-07
1884,2.528449893901552e-06,2.290788785330733e-07
1885,2.79096027355763e-06,2.4042219959330424e-07
1886,3.2306040722573925e-06,2.09737573308999e-07
1887,3.3780656991666547e-06,2.3699996165582604e-07
1888,3.3668664265462667e-06,2.422114862010716e-07
1889,3.4508372337427318e-06,2.543645445385323e-07
1890,3.2083722700804174e-06,2.523438865087435e-07
1891,3.218343710642557e-06,2.3393386905379288e-07
1892,3.3097744989163402e-06,2.1626367097127286e-07
1893,3.0434895386122207e-06,2.426416192413683e-07
1894,3.2994858685242434e-06,2.3063633936004635e-07
1895,2.6602276435028216e-06,2.618097412199205e-07
1896,3.0122024057277486e-06,1.845770130071145e-07
1897,4.109580860500728e-06,2.6802881070153717e-07
1898,3.2456323850738045e-06,2.3821673744706118e-07
1899,3.115895921723677e-06,1.978873065411335e-07
1900,2.6713160217184395e-06,1.8532059253839606e-07
1901,3.0246254887345003e-06,2.3305041474408483e-07
1902,2.95844607478557e-06,1.4583543261892373e-07
1903,3.3789177322773867e-06,2.2086900286488742e-07
1904,2.5599340602866505e-06,2.0047352311536315e-07
1905,2.8626731314318477e-06,1.6411214043277056e-07
1906,2.7475089972028854e-06,1.8519064298727628e-07
1907,2.8326781382759236e-06,1.7999951751335175e-07
1908,2.662955168375447e-06,1.718986217813523e-07
1909,2.2537529957844527e-06,2.079371745900005e-07
1910,2.7169662537573913e-06,1.7635697280304896e-07
1911,2.8783225189954464e-06,1.4471417308925538e-07
1912,2.5948127273522914e-06,2.17232858368277e-07
1913,2.2824067400506465e-06,1.8083194597284802e-07
1914,2.71218115699412e-06,1.975539346554811e-07
1915,2.656561925107326e-06,2.2383447262352973e-07
1916,2.2798984424809987e-06,2.1535425376306705e-07
1917,2.1713520546029486e-06,1.3050044889162393e-07
1918,1.8653875262231168e-06,1.7574155020128046e-07
1919,2.243952597069665e-06,1.749491143621107e-07
1920,2.146727744900545e-06,1.4765852318632255e-07
1921,2.873857610552477e-06,1.7644501998370643e-07
1922,2.9445339748690458e-06,1.5050988516618347e-07
1923,2.601968851934089e-06,2.0594939753593167e-07
1924,2.0794189259376594e-06,2.0368766229239554e-07
1925,2.128147453817064e-06,2.1006519257404932e-07
1926,1.7555168581040448e-06,1.8168205395685533e-07
1927,1.971182911120195e-06,2.6423662391472647e-07
1928,1.8635873235695044e-06,2.365190523434535e-07
1929,1.9484570283889724e-06,2.2169408397942902e-07
1930,1.6774254814055922e-06,1.8381305721959507e-07
1931,1.665182101540097e-06,1.779235674348456e-07
1932,1.4521386493271393e-06,1.5124160601676095e-07
1933,2.037189712922327e-06,1.9729538691670712e-07
1934,1.631891169751043e-06,1.797237079159686e-07
1935,2.257218341128464e-06,1.8670523083130774e-07
1936,1.6538110148012208e-06,1.3943422194628852e-07
1937,1.9100726262877288e-06,1.3850230118350737e-07
1938,2.143149838929048e-06,1.2446605524019105e-07
1939,1.6517574437102667e-06,1.4376407797556112e-07
1940,1.260284144599666e-06,2.5357829258609854e-07
1941,2.1693544276502053e-06,1.328176182369134e-07
1942,1.6688164343747758e-06,1.7295007159745523e-07
1943,1.2600040291133041e-06,2.2645234309948137e-07
1944,1.1760261404702987e-06,1.4459337194239197e-07
1945,1.2047127553316272e-06,1.2853173236848647e-07
1946,1.2069596984076725e-06,1.4477947818392067e-07
1947,1.187318747319921e-06,1.454346261198225e-07
1948,1.4927101936734744e-06,1.228523289764638e-07
1949,1.490221882782805e-06,1.41364923766929e-07
1950,1.148618988366934e-06,1.393232396118549e-07
1951,1.6130700792871266e-06,1.172754195977177e-07
1952,1.9033371287946466e-06,1.1177492353908747e-07
1953,1.870336475917611e-06,1.2820854067285836e-07
1954,1.5401517163837752e-06,1.417017803095888e-07
1955,2.094867726842864e-06,1.2670570104234002e-07
1956,1.77300805326297e-06,1.2122387116342281e-07
1957,1.655686010515467e-06,1.6609870245876124e-07
1958,1.6925010299928545e-06,1.1829308360633561e-07
1959,1.546274242869572e-06,1.2091166523564567e-07
1960,1.489363369522323e-06,1.4879792331612407e-07
1961,1.5800114736563842e-06,1.4869060294131486e-07
1962,1.4973359077075088e-06,1.1542360456306966e-07
1963,1.3054961378600183e-06,1.4095995481966384e-07
1964,1.4972645878685853e-06,1.2715493880044448e-07
1965,1.3324425296445952e-06,1.3242345175967785e-07
1966,1.3277162072000692e-06,1.2130573945334788e-07
1967,1.024523767156893e-06,1.1389075360579426e-07
1968,1.0586267140677563e-06,1.0105685654959728e-07
1969,1.1685942711281427e-06,1.3443603741336574e-07
1970,1.4348021823984425e-06,1.1312863468226908e-07
1971,1.2599351020270433e-06,1.2589073972169018e-07
1972,1.2220010048302754e-06,1.169673495837742e-07
1973,1.4477673078161502e-06,1.3562481870899035e-07
1974,1.5391564049949125e-06,9.788494570450723e-08
1975,1.5872203551481334e-06,1.0223549518073582e-07
1976,1.536367327581445e-06,9.484454621677685e-08
1977,1.8370819994117937e-06,1.0930813942877649e-07
1978,2.34950380928467e-06,1.336633117521302e-07
1979,1.720480192091145e-06,1.1352828011013116e-07
1980,1.844262868644364e-06,1.1086043644192856e-07
1981,1.7060006882729795e-06,1.0247389919948446e-07
1982,1.676025654262503e-06,9.869928963013308e-08
1983,1.5819866447941422e-06,1.0672884442897157e-07
1984,1.715346702013676e-06,1.2293897921900054e-07
1985,1.9087365217274055e-06,1.1249093290199852e-07
1986,1.8552932345983209e-06,1.1569357138974112e-07
1987,2.2096712868346913e-06,1.0205064393531416e-07
1988,2.1275772743578614e-06,1.1273521483001758e-07
1989,1.9773704407199943e-06,1.1415294276506671e-07
1990,1.985488367495236e-06,9.916544740917743e-08
1991,2.429577307339059e-06,1.0960940094451033e-07
1992,1.996252819935762e-06,1.4160556510711686e-07
1993,2.105452800549301e-06,1.2463217347047362e-07
1994,2.053001381341346e-06,1.3240065732667006e-07
1995,2.1261430518393354e-06,1.0682228024361251e-07
1996,2.3199349712399453e-06,1.094308925697618e-07
1997,1.924191142421705e-06,1.1172103897560959e-07
1998,2.0073824522626182e-06,1.0442202769134212e-07
1999,1.939593332167533e-06,1.1105588787474474e-07
2000,1.9107986677369126e-06,1.0470734590484199e-07
2001,2.1910440182182356e-06,1.0909217307286667e-07
2002,2.280864002557337e-06,9.682499513274934e-08
2003,2.1272142411987716e-06,1.0500646008271275e-07
2004,1.9667392656685934e-06,1.0351259549512548e-07
2005,2.1239682581608577e-06,9.322761629348975e-08
2006,1.6558035422775674e-06,8.688747604734814e-08
2007,1.5550508951633901e-06,1.0026143329455728e-07
2008,1.4402918289135869e-06,1.1069342970015938e-07
2009,1.2549882368873e-06,1.0633069535970208e-07
2010,1.3165211636412266e-06,9.164158143448731e-08
2011,1.005704640233418e-06,7.99210128910044e-08
2012,9.528503559508295e-07,1.0519141113718433e-07
2013,1.3451950435783289e-06,8.506831505883383e-08
2014,1.4456511818750073e-06,9.311414328472267e-08
2015,1.555814288067836e-06,1.0373572596755753e-07
2016,1.4851507801338926e-06,1.3525850706130882e-07
2017,1.7053328704719206e-06,5.4840325447447213e-08
2018,1.3454604346208043e-06,8.622098529587063e-08
2019,1.6280403754009853e-06,9.89783254246035e-08
