year,en_ADP airs_NOUN,en_ADP chair_NOUN
1854,7.27393034694046e-09,6.047753231541719e-07
1855,1.2736649068756378e-08,6.299334245341015e-07
1856,1.0872097000458325e-08,7.336076919273182e-07
1857,7.322263684272912e-09,6.399658332156832e-07
1858,2.4468379322684086e-08,6.029009114172368e-07
1859,1.3748867822016564e-08,6.655470770056127e-07
1860,1.373155189554609e-08,7.60727971282904e-07
1861,1.2733101684148096e-08,6.479734224740241e-07
1862,1.0843167252971853e-08,6.686619826723472e-07
1863,9.489779628779615e-09,6.697786716358678e-07
1864,1.3904711160250827e-08,7.772254093652009e-07
1865,7.530950973944073e-09,7.380331794593076e-07
1866,1.0704348518686402e-08,7.162182100728387e-07
1867,2.426405742994575e-08,7.036576903374225e-07
1868,1.1855697756857353e-08,5.957488156127511e-07
1869,1.5627261262807224e-08,6.954131208658509e-07
1870,8.027668307875047e-09,5.613633788925654e-07
1871,6.37270636261178e-09,5.225619474913401e-07
1872,1.269941263259966e-08,6.252948878682218e-07
1873,1.496501056408306e-08,5.650788352795644e-07
1874,3.5847653734322193e-09,5.347275191525114e-07
1875,6.293679799540541e-09,5.343906082089234e-07
1876,2.0556450763820067e-08,5.411183110481943e-07
1877,7.421779191219002e-09,7.471257958968636e-07
1878,2.8383716710322915e-08,4.933935429107805e-07
1879,5.498392852132383e-09,7.227332048387325e-07
1880,1.2193908105473383e-08,5.082933967059944e-07
1881,2.022027217885025e-08,5.947549084339698e-07
1882,9.983077475794744e-09,6.5089665213236e-07
1883,7.583206784733676e-09,5.782194989478739e-07
1884,1.9805090900604227e-08,5.604840680462075e-07
1885,1.6114089618213256e-08,5.904202566853201e-07
1886,1.5488312854472497e-08,6.234046168174245e-07
1887,1.8933882017790893e-08,5.745453677263868e-07
1888,6.974675947901687e-09,7.234641543618636e-07
1889,8.771191772893872e-09,7.292618988685717e-07
1890,1.1797895993481688e-08,6.200449433890753e-07
1891,1.1473596073230397e-08,6.705679425067501e-07
1892,1.0656471260972467e-08,6.932974656592705e-07
1893,2.3401982574000613e-08,6.133782903816609e-07
1894,9.452309157609307e-09,6.093588353905943e-07
1895,9.027921299420427e-09,5.826018991683668e-07
1896,1.4152869098893461e-08,6.115218980085046e-07
1897,1.6897470089816125e-08,5.716005944123026e-07
1898,5.6583546736987955e-09,6.201556743690162e-07
1899,1.1055156790007459e-08,5.809484946439625e-07
1900,6.748368974740515e-09,6.291556360338291e-07
1901,2.235495566438317e-09,6.466170816565864e-07
1902,8.838511256215043e-09,5.420953357315739e-07
1903,1.1880484596105134e-08,6.728674293299264e-07
1904,1.2361637935498493e-08,6.858021492917032e-07
1905,4.644683138099737e-09,6.368376830323541e-07
1906,2.0576738091193647e-09,5.818072850161116e-07
1907,8.742833790265081e-09,5.888555847377575e-07
1908,2.1118972570732808e-08,6.718780127812352e-07
1909,9.351672325408344e-09,6.777211751796131e-07
1910,1.2825961404061559e-08,6.557272627105704e-07
1911,1.702519769608557e-08,7.283592253770621e-07
1912,6.772247651554153e-09,6.772247616027016e-07
1913,5.833288518886093e-09,7.371155561486376e-07
1914,7.36641797560722e-09,6.000282155582681e-07
1915,2.3561523843085297e-09,5.807915499644878e-07
1916,1.0987462051303964e-09,6.174953455229115e-07
1917,2.1932848870420685e-09,6.568888011315721e-07
1918,1.4932289182922887e-08,6.260075338104798e-07
1919,1.289098744416961e-08,7.753008048894117e-07
1920,1.2872794385998532e-08,7.731248388154199e-07
1921,2.2718242898012164e-08,7.762066047689586e-07
1922,2.1396012073182646e-08,8.263288009402459e-07
1923,1.9108707505210987e-08,8.153048156600562e-07
1924,2.9650736976805092e-08,8.186181617020338e-07
1925,2.3096173862313663e-08,8.204640948861197e-07
1926,1.8948435376309192e-08,8.493357768202259e-07
1927,2.0068604777989663e-08,8.807887752482202e-07
1928,6.8556245125250825e-09,9.175111017611925e-07
1929,1.2254447234738564e-08,7.709161309321644e-07
1930,1.68057662230936e-08,7.961731398609118e-07
1931,7.983749661377715e-09,8.017965456019738e-07
1932,5.4797681947604815e-09,7.02506270044978e-07
1933,1.605892663292252e-08,7.192105044850905e-07
1934,2.3963160344919743e-09,7.1170586579683e-07
1935,4.787313656606784e-09,7.587892127958185e-07
1936,1.2124714565686645e-08,7.699193815824401e-07
1937,3.777335333410292e-09,7.239892738652998e-07
1938,1.0372171566075394e-08,7.532789823017083e-07
1939,0.0,6.652911679339013e-07
1940,2.5357829169792012e-09,5.528006568056298e-07
1941,0.0,8.500327339788782e-07
1942,6.068423541449874e-09,8.829556463751942e-07
1943,2.0322646676618206e-08,9.754870688993833e-07
1944,6.4263723231761105e-09,8.804129834061314e-07
1945,1.5249527862692958e-08,9.737913160279277e-07
1946,1.3921104269343232e-08,9.75869397734641e-07
1947,7.152522574216391e-09,9.000257819025137e-07
1948,1.6307831529616124e-08,9.317207627645985e-07
1949,8.835307596655184e-09,7.156598940127878e-07
1950,7.444753036267571e-09,7.997791726666037e-07
1951,1.3859821956785368e-08,7.932083008199697e-07
1952,1.0544803696888039e-08,7.782065267747384e-07
1953,5.386913581872932e-09,9.308586754741555e-07
1954,7.818028890937967e-09,8.120977668113483e-07
1955,1.2201290200408721e-08,8.437661449534062e-07
1956,1.744228317335228e-09,9.113592795984005e-07
1957,8.835037590415595e-09,8.437460792265483e-07
1958,1.1581141212690937e-08,7.676641757825564e-07
1959,5.425523585955716e-09,7.8282550930453e-07
1960,2.2838749558218296e-08,8.443416845693719e-07
1961,4.863711378089164e-09,8.643510227557272e-07
1962,8.244543714397423e-09,8.212833790821605e-07
1963,1.6165133231993423e-08,8.127829005388776e-07
1964,6.083968384640315e-09,8.71832639859349e-07
1965,1.2038495811328431e-08,8.837350264911947e-07
1966,6.092982229866095e-09,8.358463787772052e-07
1967,1.5284040255636455e-08,6.833445240772562e-07
1968,1.5719955531734442e-08,8.421404800174059e-07
1969,8.629339798282842e-09,7.475733241335547e-07
1970,1.6095537708205043e-08,7.07743765815394e-07
1971,9.762954888969944e-09,8.565708640162484e-07
1972,2.3598676068825597e-08,7.356630362664873e-07
1973,9.372446541089374e-09,7.034848295006668e-07
1974,9.563471792262135e-09,7.662028451704828e-07
1975,3.4268881066168433e-09,6.362589033415134e-07
1976,6.8562320265641574e-09,7.581850240967469e-07
1977,7.639816335114347e-09,8.544840852664493e-07
1978,1.1287123569125868e-08,8.661382366881298e-07
1979,1.1118749476679568e-08,7.566601425423869e-07
1980,6.253665585376211e-09,8.396967814405798e-07
1981,1.2018544381930951e-08,9.709718824524316e-07
1982,7.449002747961231e-09,8.653258305457712e-07
1983,1.2630632317822688e-08,9.630856538933585e-07
1984,1.0438215292118969e-08,9.92210402728233e-07
1985,7.82022557821449e-09,9.474504167883424e-07
1986,8.392279760016663e-09,9.027695000440872e-07
1987,1.2221634038134255e-08,9.166225254375604e-07
1988,1.4991384134077634e-08,9.162734500023362e-07
1989,4.939309850016116e-09,9.648118748373236e-07
1990,8.717841171179685e-09,9.447960565012181e-07
1991,1.1722930182145319e-08,9.718309001982561e-07
1992,7.713921945651236e-09,1.0011568747358979e-06
1993,8.862731548653358e-09,1.0203219744653325e-06
1994,7.912389743403025e-09,9.452668336962233e-07
1995,1.3556126887692699e-08,1.0253854725306155e-06
1996,4.270473752399084e-09,9.8754708233173e-07
1997,1.054876808126437e-08,1.0299432915417128e-06
1998,7.629006981701991e-09,1.091901594918454e-06
1999,1.2339543165040823e-08,1.0392637932454818e-06
2000,1.192868470667463e-08,1.169894744634803e-06
2001,7.0099388516098315e-09,1.0602532256598352e-06
2002,1.0076809608960957e-08,1.1268501793892938e-06
2003,1.2500768864498468e-08,1.1809059969891678e-06
2004,1.4535811221350059e-08,1.1628649190242868e-06
2005,1.1259373877692269e-08,1.1615170478762593e-06
2006,1.070651389767363e-08,1.2143657386332052e-06
2007,1.358123019601365e-08,1.3533295941670076e-06
2008,1.021785517307805e-08,1.4607275033995393e-06
2009,3.337734755248789e-09,1.4814773976468132e-06
2010,8.9752067999882e-09,1.743079678817594e-06
2011,2.2943831279320648e-09,1.7800589375838172e-06
2012,4.425528637996834e-09,1.950977321030223e-06
2013,6.693900156395927e-09,2.021836735366378e-06
2014,4.547434789836657e-09,2.0703821519418852e-06
2015,6.871383573248124e-09,2.070724804070778e-06
2016,4.349813981230355e-09,1.9557592167984694e-06
2017,4.024978267347379e-09,1.918908310472034e-06
2018,1.8070267504555204e-09,2.094085857606842e-06
2019,7.652963041060445e-09,1.927016228364664e-06
