year,en_ADP eau_NOUN,en_ADP chaux_NOUN
1800,3.1787503758096136e-06,1.028141809911176e-06
1801,2.576439555923571e-06,1.9382825939828763e-06
1802,1.4859258499200223e-06,6.243574262043694e-07
1803,2.201932985057553e-06,5.63648029583419e-07
1804,3.030489324373775e-06,5.586383053923782e-07
1805,2.771805839074659e-06,3.155594185955124e-07
1806,1.8154515828427975e-06,2.4782355012575863e-07
1807,1.3608445215140819e-06,5.608501396636711e-07
1808,1.4004336890138802e-06,9.562832019582856e-07
1809,2.3855361632740824e-06,6.415646680579812e-07
1810,1.8884823020925978e-06,3.931413061764033e-07
1811,1.5669229469494894e-06,4.813587111129891e-07
1812,1.2935960285176407e-06,6.534660315082874e-07
1813,4.155446731601842e-06,1.9555042740648787e-07
1814,1.2838443126383936e-06,1.9194730782601255e-07
1815,1.4484090797850513e-06,1.8880564311984926e-07
1816,2.1762300548289204e-06,3.3605255111979204e-07
1817,1.3918448757976876e-06,5.978394028716139e-07
1818,1.5902850138971303e-06,6.091721616030554e-07
1819,1.3725492635785486e-06,2.0288058522055508e-07
1820,9.97971028482425e-07,2.1003671690777992e-07
1821,1.6942037053269132e-06,4.0432101400256215e-07
1822,1.7294187273364514e-06,3.32850447648525e-07
1823,1.5199573006885458e-06,3.3897615026035055e-07
1824,1.6134852103277808e-06,4.00002846845382e-07
1825,9.906123521474797e-07,3.812756972365605e-07
1826,1.0745741292339517e-06,2.3429238638073002e-07
1827,1.295948550250614e-06,5.7607957160144e-07
1828,1.5776357807917307e-06,5.640965241582307e-07
1829,1.1325165587550146e-06,5.709734978154302e-07
1830,1.4121038334202751e-06,5.541959922084061e-07
1831,1.3642305702887825e-06,2.011265536339124e-07
1832,1.2853470745533002e-06,3.6395618963069865e-07
1833,1.4502702546659307e-06,5.641227289743256e-07
1834,1.1350789714814624e-06,3.7524813478739816e-07
1835,1.5663155323863975e-06,5.052143023931421e-07
1836,1.5007434512881446e-06,4.1870274003485974e-07
1837,1.0840394311095736e-06,2.699661649785412e-07
1838,1.4972448525440996e-06,4.879300945503928e-07
1839,1.4038881772648892e-06,5.040853352511476e-07
1840,1.4242623365134932e-06,2.828141703048459e-07
1841,1.6276090946121258e-06,3.7881235925851797e-07
1842,1.3577528821251406e-06,2.119811739476063e-07
1843,1.7366319041145495e-06,2.398205936060549e-07
1844,1.482460447732592e-06,3.4468163789824757e-07
1845,1.506103540216408e-06,2.5222630029020365e-07
1846,1.391614934398433e-06,3.2375393743677705e-07
1847,1.3439913750801225e-06,2.831442316164612e-07
1848,1.6235256907748408e-06,3.966294173096685e-07
1849,1.2527224966252248e-06,3.5528719877220283e-07
1850,1.2641111135636152e-06,4.6979852186268545e-07
1851,1.2840832823712844e-06,2.9344946028686536e-07
1852,9.987177236325806e-07,3.16412496204066e-07
1853,1.5377724897902567e-06,3.863839879159059e-07
1854,1.4958318388380576e-06,5.460643137666921e-07
1855,1.4493245217295225e-06,3.8846781080792425e-07
1856,1.6701612384206754e-06,3.44283080266905e-07
1857,1.3028747867793733e-06,2.9435500437102746e-07
1858,1.2777388309626048e-06,5.309638595463184e-07
1859,1.353499639922262e-06,5.306044386088615e-07
1860,1.8111916695318087e-06,4.549720813429303e-07
1861,1.883084323139883e-06,6.234504326130264e-07
1862,1.8085498547648626e-06,3.212288106624328e-07
1863,1.7695941867401643e-06,2.8719068723148666e-07
1864,1.517531341921341e-06,4.0419556057713635e-07
1865,1.7208223508369258e-06,3.44070315350109e-07
1866,1.852338885832694e-06,3.5762255379268026e-07
1867,1.6955722994538291e-06,3.4115265634682146e-07
1868,2.0530117073036536e-06,3.324535384763294e-07
1869,1.8576907141465426e-06,3.242656703150715e-07
1870,2.1290523042338805e-06,3.5895146766051766e-07
1871,2.2368199523725707e-06,2.8570966037477774e-07
1872,1.9557096111455508e-06,3.4590780728649406e-07
1873,2.254329380946274e-06,4.920495939586544e-07
1874,2.2464530360366552e-06,4.5407028892441303e-07
1875,1.9190002786828586e-06,3.421473309117573e-07
1876,2.4728200003210077e-06,3.911771671027964e-07
1877,2.013776033038539e-06,3.8716947869943397e-07
1878,2.335919546680998e-06,3.768391252378933e-07
1879,2.146816937553808e-06,3.9954986164048023e-07
1880,2.432363761073475e-06,3.7095151128596626e-07
1881,2.5191669088542312e-06,4.7413050197064877e-07
1882,2.059841768264903e-06,3.427523438404023e-07
1883,2.4588548654946862e-06,4.846933165936207e-07
1884,2.280226148343445e-06,4.6013826704438543e-07
1885,2.480925262560163e-06,3.8415987546613906e-07
1886,2.509752055068759e-06,4.104402933080564e-07
1887,2.944544934990745e-06,5.784627319371793e-07
1888,2.8526426163466567e-06,5.725574965254054e-07
1889,2.7836001859071757e-06,5.626092729471566e-07
1890,2.89048454860108e-06,4.830582724935084e-07
1891,2.7166926770405553e-06,6.756673087693343e-07
1892,3.2270301826287096e-06,7.108492923180165e-07
1893,3.2183885432246484e-06,5.973664087832731e-07
1894,3.520670052381547e-06,7.813908950993209e-07
1895,3.2428293863517865e-06,6.048707632544392e-07
1896,3.2221366303986088e-06,6.822862701483245e-07
1897,3.4051314283800593e-06,1.0097694485011743e-06
1898,3.4408455000800586e-06,9.064684718396165e-07
1899,3.4834797926208694e-06,6.522542435050127e-07
1900,3.6404855165983463e-06,5.756878067586513e-07
1901,4.084809301474479e-06,7.606273584315204e-07
1902,4.2861866802468285e-06,7.429259198943328e-07
1903,4.779194757276173e-06,6.809677870478481e-07
1904,4.806527314826781e-06,6.793526381443371e-07
1905,4.8232454261665225e-06,7.070240144457784e-07
1906,5.007863460804174e-06,6.780035164410947e-07
1907,4.5509021333600685e-06,6.721696195199911e-07
1908,4.656979236017378e-06,9.203943136526505e-07
1909,4.872221001761545e-06,8.532025503882323e-07
1910,5.38262861482508e-06,7.700921287323581e-07
1911,4.311099131015794e-06,7.991201869117504e-07
1912,4.8046492082676195e-06,7.6005454729966e-07
1913,5.361322720887074e-06,8.161301252584963e-07
1914,5.214084865201585e-06,8.451290796074318e-07
1915,4.38362137167303e-06,3.687378580252698e-07
1916,4.108212152686974e-06,6.295815637713531e-07
1917,4.176014220647062e-06,6.525022513415024e-07
1918,4.414214593850829e-06,6.43237058284285e-07
1919,5.395798947205321e-06,6.611235221498646e-07
1920,4.749303581519371e-06,7.125469778657134e-07
1921,5.319854864183071e-06,7.974102800289984e-07
1922,5.671419106789699e-06,8.897790166884079e-07
1923,5.074423363282676e-06,6.178481726237806e-07
1924,5.249469680279617e-06,7.374009101113188e-07
1925,5.724551691344004e-06,8.512589602105436e-07
1926,6.046779901680566e-06,9.674847660789965e-07
1927,5.221181787362639e-06,8.841335557008279e-07
1928,5.745013311297953e-06,1.238582854057313e-06
1929,6.141706258233626e-06,8.9791677737594e-07
1930,6.183471313647715e-06,9.789358728085062e-07
1931,7.438573604190424e-06,8.531206958650728e-07
1932,7.076572863695674e-06,8.701871934135852e-07
1933,7.257488171319437e-06,8.86682187228871e-07
1934,6.84747317336587e-06,1.0699551467041601e-06
1935,8.338303565835758e-06,8.677005780555191e-07
1936,8.8195175464989e-06,8.972288583208865e-07
1937,8.696685426912154e-06,1.0689859664125834e-06
1938,7.62354610372995e-06,8.777450375418994e-07
1939,8.986784109765722e-06,1.0950540172416368e-06
1940,8.90566941080806e-06,1.1258875929343048e-06
1941,8.515085184512827e-06,9.79898914010846e-07
1942,9.093532824522299e-06,1.313813640990702e-06
1943,9.513901794377944e-06,1.077100250768126e-06
1944,8.685242278261285e-06,7.518855795751733e-07
1945,7.61169307139653e-06,5.620540264317242e-07
1946,6.964728676450704e-06,8.074240440691938e-07
1947,7.451736657060337e-06,5.650492767017568e-07
1948,8.904076075566536e-06,7.33852402845514e-07
1949,1.0255828883032336e-05,7.402024380098737e-07
1950,1.000255775096548e-05,7.955250111990608e-07
1951,9.75518294410449e-06,7.430996902257903e-07
1952,1.1146911987225394e-05,7.855878720874898e-07
1953,1.0788910842052246e-05,6.216498604771914e-07
1954,1.1238416121273076e-05,5.09149117533525e-07
1955,1.0398314707060763e-05,7.020434509286133e-07
1956,1.0689503376681841e-05,7.456575872311078e-07
1957,1.202006853873172e-05,6.325886943159276e-07
1958,1.2178396730178065e-05,9.314546218774922e-07
1959,1.144552912535346e-05,4.286163459710224e-07
1960,1.12657321125198e-05,4.5608291543430823e-07
1961,1.199738642299053e-05,4.773385171574773e-07
1962,1.1731351079902197e-05,4.141297438309266e-07
1963,1.2621735876905404e-05,3.96369074451286e-07
1964,1.2107096566182918e-05,2.737785678164073e-07
1965,1.113451425283074e-05,3.513051751724561e-07
1966,1.1951107566687824e-05,2.7972328098258004e-07
1967,1.2112848139622656e-05,2.73140585704823e-07
1968,1.1193955401722633e-05,3.09458556557729e-07
1969,1.2181448965975505e-05,1.9620394198227586e-07
1970,1.1858732534619776e-05,2.0786237087122572e-07
1971,1.1779776514231344e-05,1.6956711590410123e-07
1972,1.1121132260427657e-05,1.9391954708680714e-07
1973,1.302163599348205e-05,1.7421723441657377e-07
1974,1.202128431998517e-05,2.2052240922221245e-07
1975,1.197583124223911e-05,1.6620407450318453e-07
1976,1.2197808473501937e-05,2.1311454645456251e-07
1977,1.330797223886293e-05,1.5455935908903484e-07
1978,1.1307915684710679e-05,2.1504941116745613e-07
1979,1.2330693010653704e-05,3.4409603699714353e-07
1980,1.1343581405753866e-05,1.9727472988506634e-07
1981,1.1329692057415741e-05,1.3916208274622477e-07
1982,1.2385828924266207e-05,1.738100650072738e-07
1983,1.1197686518471528e-05,1.9135407569592644e-07
1984,1.1788224739461839e-05,1.9252708227668336e-07
1985,1.2007053783236188e-05,1.0527226379508647e-07
1986,1.1037047073614303e-05,1.6604724351054756e-07
1987,1.193320315451274e-05,1.3443796831325017e-07
1988,1.1320294731831382e-05,8.814934204792735e-08
1989,1.021778618337521e-05,9.49445109199587e-08
1990,1.128688012386192e-05,1.2041518004934915e-07
1991,1.1207707771632158e-05,1.0785095838627967e-07
1992,1.0600581731523562e-05,9.311805371226001e-08
1993,1.0196573356324734e-05,7.810282198761342e-08
1994,1.0445936752034868e-05,9.86411308190327e-08
1995,1.04306267019183e-05,9.597737715694166e-08
1996,9.974224809639054e-06,6.886138947947984e-08
1997,1.0570824201749929e-05,9.493891184320091e-08
1998,1.0249570138398667e-05,7.342919161601458e-08
1999,9.188846185281818e-06,9.551720125955399e-08
2000,9.242522168051437e-06,1.2326307796683977e-07
2001,9.386308008174638e-06,1.253026624681297e-07
2002,8.724764299472554e-06,6.308958688805433e-08
2003,1.0066451999080073e-05,6.708745559080853e-08
2004,8.588902609574234e-06,9.778636922419537e-08
2005,9.093971073070861e-06,6.305249655724765e-08
2006,9.61403758381607e-06,5.7650460405511694e-08
