year,mon_DET ange_NOUN,mon_DET change_NOUN
1800,2.798306457663102e-07,0.0
1801,4.57187060876052e-07,8.334139067756041e-08
1802,4.0057338424048794e-07,0.0
1803,2.4964342082434143e-07,0.0
1804,4.57292433919676e-07,4.943701892301533e-09
1805,2.7575914085531394e-07,0.0
1806,2.36296869182695e-07,0.0
1807,1.8789904254745693e-07,2.2775640928784924e-08
1808,2.764610242955712e-07,2.2660739951163578e-09
1809,2.146079021159153e-07,2.259030518203531e-09
1810,4.2122281040946064e-07,9.360507036149102e-09
1811,1.4541044990323826e-07,0.0
1812,1.733685350835401e-07,0.0
1813,2.2143210243186218e-07,2.8757416448144113e-09
1814,2.1397405269851788e-07,0.0
1815,2.8590570333442145e-07,0.0
1816,2.873828819360824e-07,1.622322720606917e-08
1817,6.461024875115129e-07,2.490997497162084e-08
1818,3.600195537245554e-07,0.0
1819,2.887942880391847e-07,1.035105001712111e-09
1820,5.422981868008492e-07,0.0
1821,1.094625235342761e-06,1.0847637343935901e-08
1822,3.8197596552436153e-07,4.010246357211145e-09
1823,5.484891354434751e-07,4.941343334508019e-09
1824,4.20213527974056e-07,1.6842225392110777e-08
1825,5.882035949422715e-07,8.805443041381977e-10
1826,3.091602420735029e-07,0.0
1827,3.3919563513507e-07,3.6869091668556564e-09
1828,3.118582441175022e-07,3.668920500743411e-09
1829,3.8407829772157953e-07,5.143905745796928e-09
1830,5.322786407191415e-07,7.305784865963005e-09
1831,7.156363643900931e-07,1.091384405071949e-08
1832,1.1081045220295849e-06,1.8941957335982806e-08
1833,7.656778304721001e-07,1.1583628500844156e-09
1834,7.91568229630002e-07,3.733812370398937e-09
1835,6.73114818994236e-07,4.5378527602224494e-09
1836,5.349717063785064e-07,5.376600054063374e-09
1837,5.809839174197862e-07,6.262101726051128e-09
1838,4.368016162104027e-07,3.1560809521380406e-09
1839,6.865628550123404e-07,3.4957374772659477e-09
1840,3.4969590911870796e-07,2.547875410652267e-09
1841,4.475122405978027e-07,1.2841097074556274e-09
1842,1.1122303789079524e-06,0.0
1843,6.97015485773278e-07,4.7255288571079745e-09
1844,4.967148037327007e-07,1.975882035765153e-08
1845,5.178451560894359e-07,3.348136878855712e-09
1846,5.831083553786698e-07,2.3418005312692003e-09
1847,2.5671744641186933e-07,0.0
1848,3.5720784019588336e-07,1.6090443422100975e-09
1849,3.024968808773565e-07,0.0
1850,2.7766993238032e-07,1.3577992064028876e-09
1851,2.947393407115584e-07,1.2898877521649865e-09
1852,3.932369401216107e-07,5.859490892490271e-09
1853,4.6939383557820236e-07,2.388772735173461e-09
1854,3.808421908946258e-07,6.234797345072707e-09
1855,8.613159003800774e-07,3.1841622671890946e-09
1856,4.177991778098189e-07,0.0
1857,4.76435283280896e-07,2.440754598431738e-09
1858,4.3896274082300124e-07,1.957470352476065e-09
1859,4.6440621392918047e-07,1.5276520048956854e-09
1860,4.357478956273919e-07,4.577183909670879e-10
1861,4.456585660506107e-07,3.3011746669586728e-09
1862,4.337266812370899e-07,2.3493529344165154e-08
1863,5.029583090010448e-07,4.994620828036034e-10
1864,4.919390729218875e-07,8.6305100843731e-09
1865,4.937479644029352e-07,4.706844358715045e-10
1866,4.885075300942177e-07,4.3790516213171315e-09
1867,5.459412939501362e-07,0.0
1868,3.620927779834915e-07,3.457911734727759e-09
1869,9.146831132511579e-07,5.371871170112286e-09
1870,7.121688310185448e-07,2.8670243956696595e-09
1871,4.832635540630292e-07,0.0
1872,3.604214275920725e-07,1.2094678591978436e-09
1873,3.819070787391965e-07,2.3944017324417644e-09
1874,5.000747769212666e-07,5.974609140757536e-10
1875,6.831503664983529e-07,5.721527140956084e-10
1876,3.4583206032223757e-07,3.02300739996042e-09
1877,6.370360718932488e-07,1.8554447978047506e-09
1878,2.4881045912472644e-07,0.0
1879,5.510611207348859e-07,3.054662633950045e-09
1880,7.53455152935345e-07,2.5671385017744797e-09
1881,4.7134150943373143e-07,6.972507571312292e-10
1882,5.13130206325485e-07,1.9966155395678697e-09
1883,3.2418208767426293e-07,1.2638677882037541e-09
1884,3.340458780698441e-07,1.3203393933736152e-09
1885,3.493534681542343e-07,1.933690763067375e-09
1886,2.975046824449379e-07,1.2906927748801422e-09
1887,3.525619326483209e-07,1.3057849246322917e-09
1888,2.7454861983855494e-07,0.0
1889,3.1450987103553985e-07,0.0
1890,2.641417680138147e-07,3.2771931834929546e-09
1891,3.735292875006735e-07,2.5496880162734215e-09
1892,2.657849229592557e-07,1.2537024751679837e-09
1893,2.0877031869925844e-07,6.158416554491453e-10
1894,2.980628122095652e-07,0.0
1895,2.437538835220465e-07,1.2037228991346183e-09
1896,3.272851029079149e-07,0.0
1897,1.8004545410121864e-07,2.330685422435863e-09
1898,1.9917409499470295e-07,1.13167097914868e-09
1899,3.416043359294463e-07,5.527578395003729e-10
1900,3.384566759079277e-07,1.038210628578895e-09
1901,2.8111356714655145e-07,4.470991132876634e-09
1902,3.383185419036927e-07,1.9641135384773634e-09
1903,3.1807297773411847e-07,0.0
1904,2.0853545823484865e-07,5.374625189347171e-10
1905,2.487485911695231e-07,0.0
1906,3.672947848087915e-07,0.0
1907,2.4479935056831437e-07,3.599990305858114e-09
1908,3.978225127099222e-07,0.0
1909,3.0860516958552964e-07,0.0
1910,3.682119826819985e-07,5.344150677544235e-10
1911,2.3994886788614167e-07,2.6601871816467337e-09
1912,5.803295459183566e-07,1.0418842455450772e-09
1913,3.1075519946188734e-07,0.0
1914,5.277034107464829e-07,2.678697486047099e-09
1915,1.4372529777428866e-07,0.0
1916,1.8458936823506633e-07,3.2962386153911893e-09
1917,1.5681986820226257e-07,7.676496771580332e-09
1918,3.204699101644337e-07,5.743188147278033e-09
1919,3.139876243452022e-07,1.8415696745321952e-09
1920,2.3322473241549346e-07,3.028892692213958e-09
1921,2.1279420814313e-07,7.572747429129834e-10
1922,2.9364183706803715e-07,7.377935484775833e-10
1923,2.8875379509685217e-07,4.246379248229459e-09
1924,5.079299958410388e-07,2.578324886925998e-09
1925,6.884859167222146e-07,1.0998177923937646e-09
1926,5.773699642830366e-07,1.1146138456652466e-09
1927,5.095195816373632e-07,0.0
1928,3.324977977392507e-07,4.4561559775502246e-08
1929,4.266775686101454e-07,0.0
1930,3.9388512818039345e-07,0.0
1931,2.6688534315866264e-07,4.5621426636444085e-09
1932,2.0494333918819052e-07,3.2878609834696704e-09
1933,2.2367791285837768e-07,0.0
1934,2.7198186458576856e-07,1.0783422155213884e-08
1935,4.5000749437917875e-07,0.0
1936,2.255196949185745e-07,1.2124714565686645e-09
1937,3.3618284278613686e-07,0.0
1938,2.644903811521715e-07,1.2965214457594243e-09
1939,2.5694004968102035e-07,1.5294050470515685e-09
1940,2.2314889802643734e-07,0.0
1941,2.3907171353698686e-07,0.0
1942,6.189791932342814e-07,6.068423541449874e-09
1943,3.309688061392535e-07,8.709705845433291e-09
1944,2.699076322443261e-07,0.0
1945,3.354896196405832e-07,4.357008087652048e-09
1946,4.6914120144236904e-07,2.7842208538686464e-09
1947,8.141955116780508e-07,0.0
1948,4.903221415553105e-07,0.0
1949,6.498859386194766e-07,0.0
1950,5.115608834316276e-07,1.1698897628420468e-08
1951,6.045014648847769e-07,5.330700769690111e-09
1952,5.609835702635735e-07,2.1089607837865287e-09
1953,6.862927937056895e-07,0.0
1954,3.694018735345139e-07,6.840775057526116e-09
1955,3.99826889374566e-07,3.754243138587299e-09
1956,6.401317751425495e-07,4.360570571293465e-09
1957,3.2777989389387585e-07,6.184526502028831e-09
1958,4.160938460451291e-07,5.790570523078742e-09
1959,3.813368003591222e-07,2.325224457422337e-09
1960,7.799779200290402e-07,3.4604166754270693e-09
1961,5.586320019901336e-07,3.474079635079619e-09
1962,4.2110589326682657e-07,3.805173953708163e-09
1963,4.1706044484612903e-07,5.1728425987107585e-09
1964,5.451235529640996e-07,6.083968329129164e-10
1965,4.005535843565333e-07,3.283225968875314e-09
1966,5.173495845056664e-07,2.215629901769489e-09
1967,7.508901296304771e-07,4.437302025817047e-09
1968,4.729460947316966e-07,4.042274237558985e-09
1969,3.2836907726263576e-07,1.8167031212712459e-09
1970,3.573209458318516e-07,3.219107425067591e-09
1971,4.0233651610321886e-07,6.679916508822714e-09
1972,3.155040411151333e-07,0.0
1973,2.811733987861942e-07,1.102640756478479e-09
1974,2.0702103431524677e-07,6.18812873165453e-09
1975,2.3531298776191534e-07,5.711480177694739e-10
1976,3.3424131506976096e-07,2.6282224341311888e-08
1977,2.2919448783298435e-07,1.1753563677885381e-09
1978,2.4712859936215636e-07,2.3762365408686037e-09
1979,3.745262995291654e-07,2.9259866751729646e-09
1980,2.4957810934589375e-07,5.685150794576543e-09
1981,2.890776102937309e-07,5.060439622894819e-09
1982,4.208686623652369e-07,1.2415004579935385e-09
1983,2.5955948323996836e-07,6.315316047889041e-10
1984,3.450410117622482e-07,5.799008384599347e-09
1985,2.875436813098986e-07,6.015558051686298e-10
1986,2.631579124057204e-07,1.7384007233722798e-08
1987,3.6114928025909876e-07,4.277571907795874e-09
1988,2.2726939041817218e-07,5.996553809062277e-10
1989,3.0129790484778596e-07,1.0976244357863152e-09
1990,2.9204768825508154e-07,1.3621627381610324e-08
1991,2.778334584618847e-07,1.1722930404189924e-09
1992,2.694362726263222e-07,1.6529832502776287e-09
1993,4.12670959182293e-07,8.308810806045841e-09
1994,3.1385813237250204e-07,2.1099706426497278e-09
1995,3.041994947050597e-07,1.0844901643380922e-09
1996,3.859440631526212e-07,2.135236876199542e-09
1997,3.183809988982489e-07,1.438468344439059e-09
1998,3.495038849443688e-07,1.43043876743576e-09
1999,3.3179661773630187e-07,1.3710603485872497e-09
2000,3.220744897447503e-07,1.7672125984802278e-09
2001,4.078908268922987e-07,1.7524847129024579e-09
2002,4.346171849078928e-07,8.76244299341522e-10
2003,4.046082118236427e-07,2.5001538617175356e-09
2004,3.757286979322316e-07,2.2023955992267474e-09
2005,4.382148217629833e-07,2.7022496462691947e-09
2006,3.4960885364476724e-07,2.4707338397433887e-09
2007,7.166096405164524e-07,1.9972397347078896e-09
2008,1.020082535774236e-06,1.7029758714315335e-09
2009,7.295334816248555e-07,1.430457752249481e-09
2010,1.327385879434928e-06,1.8895172093635892e-09
2011,1.1980504583952722e-06,1.911985902935953e-09
2012,1.7184668035241657e-06,1.0212758416727752e-09
2013,1.9032989184708526e-06,2.789125042035323e-09
2014,2.079043900593547e-06,1.0827225782605865e-09
2015,2.4577388337831962e-06,6.871383739781578e-09
2016,2.5726043588747416e-06,1.0356699942093428e-09
2017,3.0728191973139474e-06,1.509366853724714e-09
2018,2.7497784245156254e-06,1.290733298020541e-09
2019,2.7851683874757782e-06,3.8264816870636764e-09
