year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP chair_NOUN
1800,1.8864987794131594e-08,1.0690159246706799e-07,6.917161954334006e-07
1801,3.333655484993869e-08,7.1435474868764e-08,4.381375902084983e-07
1802,2.2378401354217203e-09,2.2378401354217203e-09,1.7455153056289419e-07
1803,1.950339267864365e-08,5.0708818033484704e-08,7.801356787240366e-07
1804,4.943701892301533e-09,4.943701892301533e-09,3.435872883983393e-07
1805,5.685755422035754e-09,2.842877711017877e-09,5.742613211623393e-07
1806,0.0,3.1698359492793315e-08,3.4003696214313095e-07
1807,2.8469551160981155e-09,0.0,2.3629726797480544e-07
1808,1.1330369531492579e-08,6.118399653587403e-08,2.4020383193601447e-07
1809,9.036122072814123e-09,9.036122072814123e-09,3.140052342587296e-07
1810,4.212228077449254e-08,7.020380277111826e-09,4.5398459747048037e-07
1811,5.0141535368197765e-09,2.5070767684098882e-09,2.582289084784861e-07
1812,8.00162425207418e-09,1.8670457180292033e-08,2.1604387256957125e-07
1813,0.0,0.0,1.6679301495514665e-07
1814,1.2586708564299443e-08,3.1466771410748606e-09,1.2901375612273114e-07
1815,2.697223555614414e-09,3.506390644503199e-08,2.0498899289123074e-07
1816,0.0,1.4832664874120383e-07,5.51589721453638e-07
1817,1.556873407970727e-09,6.227493631882908e-09,4.3748141820287856e-07
1818,7.152706427149269e-09,2.384235475716423e-09,4.077042774497386e-07
1819,1.7596784473994376e-08,3.933399084221634e-08,2.774081337975076e-07
1820,1.1866481131050932e-09,2.3732962262101864e-08,2.3020973571874492e-07
1821,7.88919063410276e-09,1.7750678149575094e-08,4.5560076955553086e-07
1822,5.012807946513931e-09,1.2030739071633434e-08,2.917454366979655e-07
1823,2.8659792761231984e-08,1.4824030780680175e-08,1.927123918221696e-07
1824,1.0105335235266466e-08,0.0,2.896862838497327e-07
1825,1.584979791857677e-08,0.0,4.2706398062364315e-07
1826,2.642395191543301e-09,1.1450379977517855e-08,2.536699525990116e-07
1827,1.8434546111834038e-09,2.21214555007343e-08,2.359621902314757e-07
1828,8.255071293206129e-09,4.5861504760491556e-08,2.7058288765147154e-07
1829,1.0287811491593857e-08,2.8291481157793896e-08,2.63196511696151e-07
1830,4.174734336004349e-09,1.0436835840010872e-09,3.4024085948658467e-07
1831,0.0,9.35472388441383e-09,5.831111025145219e-07
1832,5.411987746839486e-09,2.705993873419743e-09,4.370180022306158e-07
1833,8.108539617524002e-09,2.3167257001688313e-09,4.6913694973227393e-07
1834,1.213489042584115e-08,9.334530703952737e-09,3.6591362118088e-07
1835,1.2100940693926532e-08,6.050470346963266e-09,5.294161837809952e-07
1836,1.68018754465038e-08,1.3441500135158435e-09,6.176369424792938e-07
1837,2.7831563720326358e-09,0.0,3.924250506770477e-07
1838,3.787297142565649e-09,6.312161904276081e-10,4.1407781736779725e-07
1839,1.4682098203877558e-08,5.593180252283503e-09,4.341706016930402e-07
1840,3.4396318682183846e-08,1.7198159563136528e-08,5.019314812670927e-07
1841,2.0545755319290038e-08,4.044945711711989e-08,6.067418212296616e-07
1842,8.049918065466954e-09,1.542900918138912e-08,5.272696057545545e-07
1843,1.1813821920725331e-08,2.3627644840651385e-09,5.298498990669032e-07
1844,6.586273748609983e-09,2.195424508855126e-09,5.603820909527713e-07
1845,2.17628883802945e-08,6.696273757711424e-09,4.94408197937446e-07
1846,1.2879903366069811e-08,1.7563503984519002e-09,4.238658846134058e-07
1847,4.0988499705463255e-08,6.47186837454683e-09,4.3469381694194453e-07
1848,2.413566457803995e-09,8.045221711050488e-10,4.038701320041582e-07
1849,1.6758829879393033e-09,1.6758829879393033e-09,4.591919378071907e-07
1850,4.752297222410107e-09,1.5614690873633208e-08,6.089729254199483e-07
1851,4.514607354622058e-09,1.2898877521649865e-09,6.778359988857119e-07
1852,5.859490670445666e-09,1.9531636308300904e-09,5.839959271725093e-07
1853,3.58315901394235e-08,2.209614846648833e-08,4.4968646761844866e-07
1854,1.2989160858012383e-08,0.0,6.047753231541719e-07
1855,4.776243400783642e-09,5.306937111981824e-10,6.299334245341015e-07
1856,4.141751386299575e-09,4.6594703095870216e-09,7.336076919273182e-07
1857,2.245494101771328e-08,4.881509085841174e-10,6.399658332156832e-07
1858,1.3212924976357954e-08,3.4255732694887797e-09,6.029009114172368e-07
1859,5.601390462572908e-09,1.5276520048956854e-09,6.655470770056127e-07
1860,1.1900677776566226e-08,2.746310290291376e-09,7.60727971282904e-07
1861,1.4147890858851042e-08,3.018216815364738e-08,6.479734224740241e-07
1862,2.3041730301542884e-08,1.8071945329101169e-09,6.686619826723472e-07
1863,8.490855130105501e-09,2.0477944673302773e-08,6.697786716358678e-07
1864,9.589456340108882e-09,4.794728170054441e-09,7.772254093652009e-07
1865,1.3179164426446732e-08,9.413688994985847e-09,7.380331794593076e-07
1866,1.3137154475373336e-08,2.919367858567057e-09,7.162182100728387e-07
1867,1.747012134956094e-08,1.0190904120577216e-08,7.036576903374225e-07
1868,7.903798859842937e-08,1.975949570631741e-08,5.957488156127511e-07
1869,3.271957993433716e-08,2.5882650689368347e-08,6.954131208658509e-07
1870,3.2110673231500186e-08,1.0321287824410774e-08,5.613633788925654e-07
1871,2.6552942955504477e-08,3.3987767267262825e-08,5.225619474913401e-07
1872,1.0280476914203973e-08,1.3304146229131675e-08,6.252948878682218e-07
1873,2.334541804316359e-08,1.855661402316855e-08,5.650788352795644e-07
1874,4.361464789326419e-08,3.823749850084823e-08,5.347275191525114e-07
1875,1.94531928343622e-08,1.4303817408301e-08,5.343906082089234e-07
1876,3.506688628363008e-08,1.3905833817773328e-08,5.411183110481943e-07
1877,7.421779191219002e-09,4.329371083855449e-09,7.471257958968636e-07
1878,5.1332254003000344e-08,2.0532901601200138e-08,4.933935429107805e-07
1879,2.3215436684154156e-08,9.16398767980553e-09,7.227332048387325e-07
1880,1.9253539207397807e-08,2.6954953824542827e-08,5.082933967059944e-07
1881,2.370652651961791e-08,3.486253646878268e-08,5.947549084339698e-07
1882,3.5939081044489285e-08,2.2628309892525067e-08,6.5089665213236e-07
1883,1.8958017378167824e-08,1.200674426549142e-08,5.782194989478739e-07
1884,1.7164412113856997e-08,4.621187876807653e-09,5.604840680462075e-07
1885,4.576401479994274e-08,1.8692343728421434e-08,5.904202566853201e-07
1886,2.774989482645651e-08,1.2906927693290271e-08,6.234046168174245e-07
1887,3.395040693021656e-08,2.7421483750345033e-08,5.745453677263868e-07
1888,1.9655905347804037e-08,2.53624587998047e-09,7.234641543618636e-07
1889,1.8168895721260014e-08,4.385595886446936e-09,7.292618988685717e-07
1890,3.0150179242127706e-08,9.831579994568074e-09,6.200449433890753e-07
1891,5.736798147637501e-09,0.0,6.705679425067501e-07
1892,1.6298132621272998e-08,5.641661360300532e-09,6.932974656592705e-07
1893,9.853466487186324e-09,4.926733243593162e-09,6.133782903816609e-07
1894,1.827446460822557e-08,5.671385139294216e-09,6.093588353905943e-07
1895,1.5648398132839247e-08,4.213029924926559e-09,5.826018991683668e-07
1896,1.0024948871034667e-08,4.717623180994224e-09,6.115218980085046e-07
1897,3.379494017963225e-08,5.2440420894583895e-09,5.716005944123026e-07
1898,2.2067583316243145e-08,5.6583548957434e-10,6.201556743690162e-07
1899,2.266307141951529e-08,3.8693048765026106e-09,5.809484946439625e-07
1900,3.1665425836990835e-08,7.786579381274805e-09,6.291556360338291e-07
1901,1.956058603980182e-08,6.147612641171918e-09,6.466170816565864e-07
1902,7.365425602756659e-09,4.910283735171106e-09,5.420953357315739e-07
1903,9.1803746826713e-09,8.100330184390714e-09,6.728674293299264e-07
1904,8.061937784020756e-09,4.837162670412454e-09,6.858021492917032e-07
1905,4.231822359201942e-08,4.1286072338664326e-09,6.368376830323541e-07
1906,5.658602919567102e-09,1.0288369045596824e-09,5.818072850161116e-07
1907,5.65712765521198e-09,1.028568674676933e-09,5.888555847377575e-07
1908,1.080505640516094e-08,2.9468334439286537e-09,6.718780127812352e-07
1909,7.151278680339601e-09,1.1001967115120692e-09,6.777211751796131e-07
1910,1.1222716089775986e-08,4.275320542035388e-09,6.557272627105704e-07
1911,1.755723388896513e-08,3.7242617878519013e-09,7.283592253770621e-07
1912,5.730363294986773e-09,5.209421227725386e-10,6.772247616027016e-07
1913,5.302989602995467e-09,1.060597942803554e-09,7.371155561486376e-07
1914,6.027069510139427e-09,6.696743715117748e-10,6.000282155582681e-07
1915,1.1780761921542648e-09,0.0,5.807915499644878e-07
1916,1.2086208478478966e-08,1.0987462051303964e-09,6.174953455229115e-07
1917,4.934890895924582e-08,2.1932848870420685e-09,6.568888011315721e-07
1918,5.743188147278033e-09,3.44591288836682e-09,6.260075338104798e-07
1919,2.301962176431971e-08,1.8415696745321952e-09,7.753008048894117e-07
1920,2.5745588771997063e-08,4.543339038320937e-09,7.731248388154199e-07
1921,1.060184651180407e-08,2.2718242842501013e-09,7.762066047689586e-07
1922,4.426761179843197e-09,1.4755870969551665e-09,8.263288009402459e-07
1923,2.866305948145964e-08,4.246379248229459e-09,8.153048156600562e-07
1924,2.4494086758863887e-08,3.867487219366694e-09,8.186181617020338e-07
1925,1.0998178368026856e-08,6.598906754362588e-09,8.204640948861197e-07
1926,2.229227646921572e-08,7.802296586589819e-09,8.493357768202259e-07
1927,6.689535148041159e-09,7.804457524684949e-09,8.807887752482202e-07
1928,9.14083297942625e-09,1.1426041224282812e-09,9.175111017611925e-07
1929,1.6710609784809094e-08,4.4561625500705304e-09,7.709161309321644e-07
1930,5.2518016602221e-09,4.201441416995522e-09,7.961731398609118e-07
1931,6.843213995466613e-09,1.1405356659111021e-09,8.017965456019738e-07
1932,3.616647248350091e-08,1.2055490161699822e-08,7.02506270044978e-07
1933,8.02946331646126e-09,1.261772819560747e-08,7.192105044850905e-07
1934,9.585264137967897e-09,2.3963160344919743e-09,7.1170586579683e-07
1935,2.2739740757060645e-08,2.393656828303392e-09,7.587892127958185e-07
1936,2.3036957230715416e-08,0.0,7.699193815824401e-07
1937,2.392312481447334e-08,8.813782592653752e-09,7.239892738652998e-07
1938,5.186085783037697e-09,3.889564337278273e-09,7.532789823017083e-07
1939,1.5294050470515685e-08,0.0,6.652911679339013e-07
1940,1.0143131667916805e-08,1.7750480196809804e-08,5.528006568056298e-07
1941,5.9030051957620344e-09,0.0,8.500327339788782e-07
1942,1.2136847082899749e-08,1.8205270180260413e-08,8.829556463751942e-07
1943,6.967764676346633e-08,2.9032352077962287e-09,9.754870688993833e-07
1944,2.5705489292704442e-08,6.4263723231761105e-09,8.804129834061314e-07
1945,2.6142048525912287e-08,2.178504043826024e-09,9.737913160279277e-07
1946,9.744772988540262e-09,6.960552134671616e-09,9.75869397734641e-07
1947,5.960435700558264e-09,7.152522796260996e-09,9.000257819025137e-07
1948,1.0871888278529696e-08,0.0,9.317207627645985e-07
1949,9.817008539414473e-09,2.945102384188658e-09,7.156598940127878e-07
1950,2.3397795700930146e-08,1.0635361480382244e-09,7.997791726666037e-07
1951,3.5182626589858046e-08,8.529121298117559e-09,7.932083008199697e-07
1952,2.8470971358274255e-08,2.1089607837865287e-09,7.782065267747384e-07
1953,1.8315507332999914e-08,5.386913692895234e-09,9.308586754741555e-07
1954,1.07497895029951e-08,1.9545072227344917e-09,8.120977668113483e-07
1955,2.0648336374051723e-08,9.385607846468247e-10,8.437661449534062e-07
1956,1.0465369904011368e-08,0.0,9.113592795984005e-07
1957,2.738861759610245e-08,8.835037701437898e-10,8.437460792265483e-07
1958,1.5717262158432277e-08,1.6544486891589827e-09,7.676641757825564e-07
1959,9.300897829689347e-09,3.8753737996444215e-09,7.8282550930453e-07
1960,2.353083417006019e-08,4.8445834566201995e-09,8.443416845693719e-07
1961,5.350082687982649e-08,1.3896318540318475e-09,8.643510227557272e-07
1962,6.976152100435229e-09,2.536782617301725e-09,8.212833790821605e-07
1963,1.2932106940866106e-08,6.466053248388448e-10,8.127829005388776e-07
1964,1.9468698653213323e-08,3.041984220075733e-09,8.71832639859349e-07
1965,9.849678406226303e-09,2.188817405102128e-09,8.837350264911947e-07
1966,2.6033651678858405e-08,2.8803187945847242e-08,8.358463787772052e-07
1967,1.5284040699725665e-08,4.930335639752315e-09,6.833445240772562e-07
1968,2.1558795637588446e-08,4.042274182047834e-09,8.421404800174059e-07
1969,1.6804504454626112e-08,3.179230406713529e-09,7.475733241335547e-07
1970,1.7015283404475667e-08,1.5175792539290356e-08,7.07743765815394e-07
1971,7.193756701440179e-09,8.22143619849669e-09,8.565708640162484e-07
1972,2.1546616935097518e-08,7.695220183290274e-09,7.356630362664873e-07
1973,1.1577728109557484e-08,5.513203782392395e-09,7.034848295006668e-07
1974,9.00091468025721e-09,1.0688586127294286e-08,7.662028451704828e-07
1975,1.0851811893530794e-08,1.7134440533084216e-09,6.362589033415134e-07
1976,9.712995741040231e-09,2.285410749536254e-09,7.581850240967469e-07
1977,1.4104276857551667e-08,5.289103655048422e-09,8.544840852664493e-07
1978,1.128712323605896e-08,3.5643548113029055e-09,8.661382366881298e-07
1979,9.363157360553487e-09,2.9259866751729646e-09,7.566601425423869e-07
1980,1.0233271119375331e-08,6.253665918443119e-09,8.396967814405798e-07
1981,1.5813874654213578e-08,5.060439622894819e-09,9.709718824524316e-07
1982,1.1173503899897241e-08,5.586752060970923e-09,8.653258305457712e-07
1983,1.1999100379966876e-08,6.315316047889041e-10,9.630856538933585e-07
1984,6.958810416790584e-09,4.0593059469351545e-09,9.92210402728233e-07
1985,1.3234227935754461e-08,3.609334831011779e-09,9.474504167883424e-07
1986,1.1389522214244607e-08,2.9972427317837003e-09,9.027695000440872e-07
1987,1.3443797186596385e-08,2.4443267410134695e-09,9.166225254375604e-07
1988,1.679035044332977e-08,4.797243047249822e-09,9.162734500023362e-07
1989,6.036934507847036e-09,6.585746614717891e-09,9.648118748373236e-07
1990,2.397406362319998e-08,1.5256222840598355e-08,9.447960565012181e-07
1991,2.989347080983862e-08,5.861465202094962e-10,9.718309001982561e-07
1992,8.815910668147353e-09,1.6529832502776287e-09,1.0011568747358979e-06
1993,1.3294098266669607e-08,2.2156829704300662e-09,1.0203219744653325e-06
1994,8.967375286772494e-09,6.329911872438032e-09,9.452668336962233e-07
1995,1.4098372247417501e-08,1.0844901643380922e-09,1.0253854725306155e-06
1996,1.7081895009596337e-08,1.49466583554414e-08,9.8754708233173e-07
1997,8.151320507465698e-09,3.3564261370244708e-09,1.0299432915417128e-06
1998,1.3350762273489636e-08,4.291316191284977e-09,1.091901594918454e-06
1999,8.226361813967742e-09,3.199140841125825e-09,1.0392637932454818e-06
2000,1.4579503826439577e-08,1.3254094488601709e-09,1.169894744634803e-06
2001,1.4896119893137438e-08,4.819333099259637e-09,1.0602532256598352e-06
2002,6.571832411594869e-09,0.0,1.1268501793892938e-06
2003,8.750538071922165e-09,2.9168460979889232e-09,1.1809059969891678e-06
2004,2.1583476339515073e-08,1.2333415178034102e-08,1.1628649190242868e-06
2005,8.557123898356167e-09,3.6029997874109654e-09,1.1615170478762593e-06
2006,1.2765458912156191e-08,4.529678965248252e-09,1.2143657386332052e-06
2007,1.078509459517818e-08,3.994479552682506e-09,1.3533295941670076e-06
2008,6.811903485726134e-09,1.7029758436759579e-09,1.4607275033995393e-06
2009,4.76819250749827e-09,1.430457752249481e-09,1.4814773976468132e-06
2010,8.97520635589899e-09,7.085689368580006e-09,1.743079678817594e-06
2011,6.500752380844688e-09,7.64794394481072e-10,1.7800589375838172e-06
2012,1.05531832161887e-08,3.0638275250183256e-09,1.950977321030223e-06
2013,6.414987652192394e-09,2.2313000891394097e-09,2.021836735366378e-06
2014,1.0822894864759292e-06,1.5158116567492996e-09,2.0703821519418852e-06
2015,4.654808538617772e-09,0.0,2.070724804070778e-06
2016,6.421154274960372e-09,6.21402013178951e-10,1.9557592167984694e-06
2017,6.037467414898856e-09,2.7671724078803805e-09,1.918908310472034e-06
2018,6.711813327342497e-09,1.0325866828253538e-09,2.094085857606842e-06
2019,4.591778068885333e-09,0.0,1.927016228364664e-06
