year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP chairs_NOUN
1800,1.8864987794131594e-08,1.0690159246706799e-07,0.0
1801,3.333655484993869e-08,7.1435474868764e-08,0.0
1802,2.2378401354217203e-09,2.2378401354217203e-09,2.2378401354217203e-08
1803,1.950339267864365e-08,5.0708818033484704e-08,7.801356893821776e-09
1804,4.943701892301533e-09,4.943701892301533e-09,7.4155526164076946e-09
1805,5.685755422035754e-09,2.842877711017877e-09,1.9900143755080535e-08
1806,0.0,3.1698359492793315e-08,3.458002950651462e-08
1807,2.8469551160981155e-09,0.0,8.540865792383556e-09
1808,1.1330369531492579e-08,6.118399653587403e-08,4.078933102391602e-08
1809,9.036122072814123e-09,9.036122072814123e-09,2.710836710662079e-08
1810,4.212228077449254e-08,7.020380277111826e-09,1.1700633351097167e-08
1811,5.0141535368197765e-09,2.5070767684098882e-09,0.0
1812,8.00162425207418e-09,1.8670457180292033e-08,0.0
1813,0.0,0.0,0.0
1814,1.2586708564299443e-08,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,3.506390644503199e-08,0.0
1816,0.0,1.4832664874120383e-07,1.622322720606917e-08
1817,1.556873407970727e-09,6.227493631882908e-09,0.0
1818,7.152706427149269e-09,2.384235475716423e-09,1.1921177378582115e-09
1819,1.7596784473994376e-08,3.933399084221634e-08,4.0369094733705424e-08
1820,1.1866481131050932e-09,2.3732962262101864e-08,1.542642635854463e-08
1821,7.88919063410276e-09,1.7750678149575094e-08,1.97229765852569e-09
1822,5.012807946513931e-09,1.2030739071633434e-08,4.010246357211145e-09
1823,2.8659792761231984e-08,1.4824030780680175e-08,9.882686891060644e-10
1824,1.0105335235266466e-08,0.0,0.0
1825,1.584979791857677e-08,0.0,1.0566531649658373e-08
1826,2.642395191543301e-09,1.1450379977517855e-08,6.1655889282974385e-09
1827,1.8434546111834038e-09,2.21214555007343e-08,1.013900075008678e-08
1828,8.255071293206129e-09,4.5861504760491556e-08,6.420610709767516e-09
1829,1.0287811491593857e-08,2.8291481157793896e-08,3.429270423183084e-09
1830,4.174734336004349e-09,1.0436835840010872e-09,2.2961039292113128e-08
1831,0.0,9.35472388441383e-09,1.5591206103948707e-09
1832,5.411987746839486e-09,2.705993873419743e-09,1.3529969367098715e-09
1833,8.108539617524002e-09,2.3167257001688313e-09,4.6334514003376626e-09
1834,1.213489042584115e-08,9.334530703952737e-09,9.334531370086552e-09
1835,1.2100940693926532e-08,6.050470346963266e-09,2.571449897459388e-08
1836,1.68018754465038e-08,1.3441500135158435e-09,8.064899859050456e-09
1837,2.7831563720326358e-09,0.0,6.262101948095733e-09
1838,3.787297142565649e-09,6.312161904276081e-10,3.787297142565649e-09
1839,1.4682098203877558e-08,5.593180252283503e-09,2.7965900706306e-09
1840,3.4396318682183846e-08,1.7198159563136528e-08,7.64362617644565e-09
1841,2.0545755319290038e-08,4.044945711711989e-08,2.5682194149112547e-09
1842,8.049918065466954e-09,1.542900918138912e-08,0.0
1843,1.1813821920725331e-08,2.3627644840651385e-09,1.8311423488626133e-08
1844,6.586273748609983e-09,2.195424508855126e-09,1.0977122322231025e-08
1845,2.17628883802945e-08,6.696273757711424e-09,5.580227946389016e-10
1846,1.2879903366069811e-08,1.7563503984519002e-09,5.269050973311096e-09
1847,4.0988499705463255e-08,6.47186837454683e-09,1.5640349459999925e-08
1848,2.413566457803995e-09,8.045221711050488e-10,0.0
1849,1.6758829879393033e-09,1.6758829879393033e-09,0.0
1850,4.752297222410107e-09,1.5614690873633208e-08,2.5798184921654865e-08
1851,4.514607354622058e-09,1.2898877521649865e-09,1.9348316282474798e-09
1852,5.859490670445666e-09,1.9531636308300904e-09,7.812654523320361e-09
1853,3.58315901394235e-08,2.209614846648833e-08,4.777545470346922e-09
1854,1.2989160858012383e-08,0.0,5.195664343204953e-09
1855,4.776243400783642e-09,5.306937111981824e-10,3.714855978387277e-09
1856,4.141751386299575e-09,4.6594703095870216e-09,4.141751386299575e-09
1857,2.245494101771328e-08,4.881509085841174e-10,2.9289055625270066e-09
1858,1.3212924976357954e-08,3.4255732694887797e-09,3.9149408159744326e-09
1859,5.601390462572908e-09,1.5276520048956854e-09,8.656694916453489e-09
1860,1.1900677776566226e-08,2.746310290291376e-09,9.612086238064421e-09
1861,1.4147890858851042e-08,3.018216815364738e-08,2.8295783494058924e-09
1862,2.3041730301542884e-08,1.8071945329101169e-09,9.939570055905733e-09
1863,8.490855130105501e-09,2.0477944673302773e-08,2.4973103585068657e-09
1864,9.589456340108882e-09,4.794728170054441e-09,1.4384183844029508e-09
1865,1.3179164426446732e-08,9.413688994985847e-09,7.0602665935837194e-09
1866,1.3137154475373336e-08,2.919367858567057e-09,1.4596839292835284e-09
1867,1.747012134956094e-08,1.0190904120577216e-08,6.79393608038481e-09
1868,7.903798859842937e-08,1.975949570631741e-08,2.9639244392143382e-09
1869,3.271957993433716e-08,2.5882650689368347e-08,4.883519144627257e-10
1870,3.2110673231500186e-08,1.0321287824410774e-08,9.17447806614291e-09
1871,2.6552942955504477e-08,3.3987767267262825e-08,4.248470908407853e-09
1872,1.0280476914203973e-08,1.3304146229131675e-08,1.6327815544059376e-08
1873,2.334541804316359e-08,1.855661402316855e-08,1.1972008939764578e-09
1874,4.361464789326419e-08,3.823749850084823e-08,7.766991494406739e-09
1875,1.94531928343622e-08,1.4303817408301e-08,0.0
1876,3.506688628363008e-08,1.3905833817773328e-08,4.232210137899983e-09
1877,7.421779191219002e-09,4.329371083855449e-09,1.2369631985365004e-09
