year,en_ADP as_NOUN,en_ADP chasses_NOUN
1889,2.982205120072301e-07,1.50363277384713e-08
1890,2.890484358530898e-07,6.554386478008212e-09
1891,2.3520871894611162e-07,1.466070642663908e-08
1892,3.265894872317432e-07,1.0656471260972467e-08
1893,2.43873290228791e-07,1.7243566574620672e-08
1894,2.2307449065728235e-07,6.9316934414587195e-09
1895,2.3773527124681948e-07,4.814891596538473e-09
1896,3.036969786762711e-07,8.255840455717589e-09
1897,2.709421679236712e-07,5.2440420894583895e-09
1898,2.5858681684809426e-07,1.13167097914868e-09
1899,2.785899582136153e-07,7.738609753005221e-09
1900,3.021192990226851e-07,1.2977633190303095e-08
1901,2.749659515632885e-07,1.4530721514915967e-08
1902,2.828323433234914e-07,1.178468167495339e-08
1903,2.6299072075630647e-07,1.7820726228023887e-08
1904,3.004415365381874e-07,1.4511488011237361e-08
1905,2.797131311016443e-07,6.708986699521802e-09
1906,2.9218967750876956e-07,5.658602919567102e-09
1907,2.900563543795087e-07,1.2857108266928208e-08
1908,3.0254155403142136e-07,1.7680999775393502e-08
1909,3.2730850829665314e-07,1.4302557360679202e-08
1910,3.8210678510175455e-07,4.27532065305769e-09
1911,2.4526925279655387e-07,1.6493160392982986e-08
1912,2.5682447457597846e-07,1.2502610502451716e-08
1913,3.1817937240496974e-07,1.3257474229533273e-08
1914,2.7858453233164937e-07,4.68772043404897e-09
1915,1.9791680205827333e-07,1.5314990164938536e-08
1916,2.593041019682829e-07,1.4283700444650549e-08
1917,2.9719009653206285e-07,9.869782324756216e-09
1918,2.9634850040594074e-07,2.2972752589112133e-09
1919,2.541366124209077e-07,2.762354567309444e-09
1920,3.4377930724360795e-07,8.329454459499175e-09
1921,3.218417599648582e-07,4.543648568500203e-09
1922,4.190667302061968e-07,8.853522359686394e-09
1923,3.980980638473852e-07,2.0170300985000722e-08
1924,4.486285209992502e-07,1.0313299547703991e-08
1925,4.2233001984470775e-07,9.898360353588487e-09
1926,3.9791713002390594e-07,1.2260752413340015e-08
1927,4.4708391400138936e-07,5.574612327308159e-09
1928,3.8734279761420964e-07,1.2568645568755699e-08
1929,4.3670392324557383e-07,1.3368487650211591e-08
1930,3.382160305154258e-07,6.302162347537887e-09
1931,3.3189588410920123e-07,5.7026783295555106e-09
1932,3.704323338071802e-07,2.9590749406338546e-08
1933,3.005313560233702e-07,1.605892663292252e-08
1934,3.2350267531455756e-07,1.0783422155213884e-08
1935,4.057248297328897e-07,8.377798899061872e-09
1936,3.297922339662307e-07,1.33371855781661e-08
1937,3.9536109475157843e-07,1.8886676889096066e-08
1938,3.721016561542001e-07,3.8895642262559704e-09
1939,3.869394795685821e-07,6.117620188206274e-09
1940,2.865434600707317e-07,1.7750480196809804e-08
1941,3.984528449407776e-07,2.9515025978810172e-09
1942,5.643633826935002e-07,9.102635090130207e-09
1943,5.458082172893342e-07,0.0
1944,4.7555155546774586e-07,6.4263723231761105e-09
1945,5.969101186664716e-07,1.089252066321933e-08
1946,5.33178296180381e-07,1.1136883415474585e-08
1947,5.364392037243704e-07,1.4305045148432782e-08
1948,5.131530942392715e-07,1.3046265401328583e-08
1949,4.476555710564156e-07,2.945102384188658e-09
1950,5.455940654819358e-07,4.2541445921528975e-09
1951,4.2112536879912454e-07,5.330700769690111e-09
1952,3.9964806997083713e-07,8.435843135146115e-09
1953,4.6650671969850066e-07,6.464296653518886e-09
1954,4.944903166936854e-07,9.772536557761669e-09
1955,3.819942366867224e-07,1.1262729415761896e-08
1956,4.6134837927702677e-07,4.360570571293465e-09
1957,5.16849691933885e-07,1.2369053170591116e-08
1958,4.988162860541934e-07,9.099467845885556e-09
1959,4.402424780280967e-07,1.5501495198577686e-08
1960,5.003762590938265e-07,6.2287499602575735e-09
1961,4.967934006394614e-07,7.64297514166401e-09
1962,5.098932955860391e-07,1.0147130247162295e-08
1963,5.347425994228772e-07,1.0345685197421517e-08
1964,4.404793096934867e-07,1.0951143103454797e-08
1965,4.985031392124029e-07,1.3132903931012407e-08
1966,4.913159239450238e-07,6.092982118843793e-09
1967,4.7380523993112433e-07,3.944268356370628e-09
1968,4.540821489928959e-07,8.982831367632116e-09
1969,4.446380916789394e-07,6.8126366770115965e-09
1970,3.8583302530703634e-07,3.6789800095249348e-09
1971,4.377914790687498e-07,1.0276794526475896e-08
1972,3.457718964483547e-07,1.0260293947794707e-08
1973,4.377483728834619e-07,1.1577728220579786e-08
1974,3.5159821631935984e-07,8.438357568252286e-09
1975,3.7410196407350327e-07,5.711480177694739e-09
1976,3.982328118379286e-07,2.856763492431469e-09
1977,3.9668278306592697e-07,5.876781727920388e-09
1978,4.877225388000284e-07,5.940591241149207e-09
1979,4.3889798639895616e-07,4.681578680276743e-09
1980,4.178585761849263e-07,1.0801786187730755e-08
1981,4.0989559701998246e-07,1.0120879245789638e-08
1982,4.475609056697749e-07,4.966001831974154e-09
1983,4.319676154551644e-07,3.78918940668882e-09
1984,4.4884324790217534e-07,5.219107812592938e-09
1985,4.511668638684796e-07,4.812446441349039e-09
1986,4.6577151557869456e-07,5.395036861699509e-09
1987,4.3203475463826635e-07,1.4054879038383206e-08
1988,4.779253419684437e-07,4.197587610832443e-09
1989,4.4289146305942495e-07,4.939309850016116e-09
1990,4.544174814213875e-07,9.807571754727462e-09
1991,3.974073312651427e-07,9.37834432335194e-09
1992,4.3142863326295355e-07,8.815910279569295e-09
1993,3.894062734488557e-07,6.647049133334804e-09
1994,4.293790212273052e-07,7.912389632380723e-09
1995,4.370495325645152e-07,5.4224509327127635e-09
1996,4.099654749012416e-07,1.1743802375008272e-08
1997,4.809279241513309e-07,1.102825741838842e-08
1998,4.4105196650434664e-07,5.2449422582867555e-09
1999,4.935817319307034e-07,7.312321859131998e-09
2000,3.8348513342612023e-07,3.5344251969604557e-09
2001,4.0920518795672933e-07,5.695575122643959e-09
2002,4.937636735036222e-07,8.324320788233308e-09
2003,4.891967542164366e-07,5.416999737661854e-09
2004,4.695507432317392e-07,3.9643119897903034e-09
2005,4.6793958929924884e-07,4.954124666056714e-09
2006,4.7891058541083e-07,1.070651389767363e-08
2007,7.661411516313166e-07,6.7906151812735516e-09
2008,8.872504198009779e-07,3.8316958494988285e-09
2009,9.007115471248994e-07,5.245011536203492e-09
2010,1.3127420475100848e-06,4.2514138876015295e-09
2011,1.4397254788356406e-06,5.353560705856353e-09
2012,1.8437432953710697e-06,3.744677901096338e-09
2013,1.957129092566845e-06,6.4149877077035455e-09
2014,2.121486572193021e-06,9.961047500728348e-09
2015,2.1358920470060383e-06,7.53635653882867e-09
2016,2.1204307736333305e-06,8.906762438698479e-09
2017,2.478631914076823e-06,5.0312225496895735e-09
2018,2.6754321372779444e-06,5.421080029321956e-09
2019,2.4678255622356815e-06,9.438654635651744e-09
