year,en_ADP oie_NOUN,en_ADP choix_NOUN
1843,1.7720733214154905e-09,1.00417489878879e-08
1844,3.2931368743049916e-09,2.7442806360689076e-09
1845,3.9061593959388574e-09,3.9061593959388574e-09
1846,2.9272506640865004e-09,4.6836012845830055e-09
1847,7.011190739092399e-09,1.6179670936367074e-09
1848,4.82713291560799e-09,1.448139919091318e-08
1849,1.9272654583346593e-08,1.256912263158938e-08
1850,6.788996032014438e-09,6.1100964288129944e-09
1851,1.0964046337491595e-08,5.159551230704551e-09
1852,5.208436348880241e-09,8.463709066930392e-09
1853,1.791579506971175e-08,1.19438634538227e-08
1854,7.79349651480743e-09,2.5978321716024766e-09
1855,1.0083180512765466e-08,4.2455496895854594e-09
1856,1.3978411317339123e-08,1.8637881515903842e-08
1857,1.4156376515472857e-08,2.2454941128735584e-08
1858,1.5659763041853125e-08,3.914940760463281e-09
1859,2.036869339860914e-09,9.675129808428551e-09
1860,4.57718396518203e-09,3.661747127736703e-09
1861,7.073945706981277e-09,7.545541802489453e-09
1862,1.490935469528054e-08,4.969784916930564e-09
1863,3.9956967790022446e-08,8.990317823531768e-09
1864,1.4384183844029508e-09,5.2742009648554244e-09
1865,1.3179164426446732e-08,4.706844469737348e-09
1866,1.702964580463373e-08,7.298419479884188e-09
1867,1.4073153309368536e-08,6.79393608038481e-09
1868,1.2349685274415378e-08,1.1361710461343932e-08
1869,2.24641887314192e-08,2.441759683335931e-09
1870,9.17447806614291e-09,6.307453670473251e-09
1871,2.2304472935275044e-08,3.18635318130589e-09
1872,7.256807155187062e-09,2.4189357183956872e-09
1873,2.5141218329416404e-08,1.0176207598799891e-08
1874,1.1949218503559678e-08,7.169531079931346e-09
1875,9.7265964171811e-09,5.149374260327022e-09
1876,2.1161051577678336e-08,2.5997862973525798e-08
1877,2.2265337129567797e-08,9.89570592135891e-09
1878,2.1740719446938783e-08,6.0390887290928674e-09
1879,1.5273313280772527e-08,4.887460103297769e-09
1880,1.6044615858135103e-08,7.701415727368044e-09
1881,2.1614772693911988e-08,7.669758161910067e-09
1882,3.327692410515226e-08,7.320923423037584e-09
1883,8.847074184359371e-09,8.215140845369007e-09
1884,1.4523733327109767e-08,1.1883054540362536e-08
1885,1.546952527187173e-08,1.740321670107292e-08
1886,2.0005737511041843e-08,3.2267319927115068e-09
1887,2.0239665943222462e-08,1.1752064710268684e-08
1888,3.1703073499755874e-09,8.242799331981132e-09
1889,1.3783300722991498e-08,1.754238243556472e-08
1890,7.865263995654459e-09,1.1797895660414781e-08
1891,1.0836173736095134e-08,6.374220040683554e-10
1892,7.522214628963297e-09,3.761107425503951e-09
1893,1.2932674486876294e-08,2.463366621796581e-09
1894,8.192001077489408e-09,5.041231432301174e-09
1895,9.629783193076946e-09,9.027921965554242e-09
1896,2.94851448812139e-09,7.076434882513638e-09
1897,8.740070001067579e-09,1.2818769379308037e-08
1898,3.960848538042683e-09,8.487532565659706e-09
1899,7.738609753005221e-09,6.633094074004475e-09
1900,8.30568502863116e-09,1.557315876254961e-08
1901,1.620734302321125e-08,1.0618603885070854e-08
1902,7.365425880312415e-09,1.5712908307818907e-08
1903,9.1803746826713e-09,1.29605282062073e-08
1904,4.837162670412454e-09,5.374625189347171e-09
1905,1.4450125374043665e-08,8.773290205432716e-09
1906,1.0288368990085672e-08,7.716276839708769e-09
1907,1.2342823652033985e-08,1.7999951751335175e-08
1908,1.7680999775393502e-08,1.178733355367001e-08
1909,5.500983557560346e-10,5.5009836685826485e-09
1910,1.4963622119168463e-08,6.947395991829808e-09
1911,5.3203743632934675e-09,1.2236860191805476e-08
1912,9.376957876838787e-09,1.4586379548653383e-08
1913,1.0075680734189518e-08,6.363587878865928e-09
1914,6.696743604095445e-09,1.6072185360371805e-08
1915,1.6493066468115103e-08,2.3561523843085297e-09
1916,1.0987462051303964e-09,1.2086208478478966e-08
1917,1.315970976634162e-08,4.386569774084137e-09
1918,4.594550517822427e-09,2.2972752589112133e-09
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,1.0601124866838063e-08,7.572231730534895e-09
1921,5.300923255902035e-09,2.2718242842501013e-09
1922,3.6889677978990676e-09,8.115728866719962e-09
1923,7.431163684401554e-09,1.0615948564662858e-08
1924,9.024137215263295e-09,5.156649773851996e-09
1925,1.2097995494286806e-08,7.698724324711748e-09
1926,2.229227691330493e-09,5.573069228326233e-09
1927,1.0034302277972529e-08,1.1149224765638621e-08
1928,2.2852082337543322e-08,6.8556245125250825e-09
1929,6.684243603061191e-09,1.3368487650211591e-08
1930,1.3654684494213143e-08,7.352522590764465e-09
1931,1.1405356659111021e-08,9.124285327288817e-09
1932,5.4797681947604815e-09,2.1919073223131136e-09
1933,1.1470662641954732e-08,1.3764794637438627e-08
1934,1.3179738189705859e-08,2.3963160344919743e-09
1935,2.393656828303392e-09,1.0771455727365264e-08
1936,2.424942913137329e-09,4.849885826274658e-09
1937,5.0364472592434595e-09,3.777335333410292e-09
1938,9.075650453382877e-09,1.2965214679638848e-08
1939,1.3764645423464117e-08,7.647025235257843e-09
1940,1.2678914806940611e-08,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,1.2136846860855144e-08
1943,5.806470415592457e-09,2.0322646676618206e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,8.714016175304096e-09,1.742803235060819e-08
1946,2.7842208538686464e-09,1.3921104269343232e-08
1947,2.3841741914054637e-09,8.344609891963728e-09
1948,3.2615663503321457e-09,2.5005341797168512e-08
1949,9.817008539414473e-09,3.141442661558358e-08
1950,8.508289184305795e-09,1.808011518278363e-08
1951,5.330700769690111e-09,2.1322803078760444e-08
1952,3.1634410646574906e-09,1.898064760919027e-08
1953,3.232148326759443e-09,1.1851209791302608e-08
1954,4.886268278880834e-09,1.2704296947774196e-08
1955,3.754243138587299e-09,1.5016972110259985e-08
1956,9.593255967388359e-09,1.9186510602509088e-08
1957,1.5903067307476704e-08,1.767007518083119e-08
1958,9.099467679352102e-09,1.737171084759126e-08
1959,3.100299128533379e-09,2.7902692822934227e-08
1960,8.997083078554624e-09,2.353083289330371e-08
1961,8.33779090214648e-09,7.642975030641708e-09
1962,8.24454354786397e-09,2.0294260161257682e-08
1963,1.0345685197421517e-08,2.3924397463126468e-08
1964,4.867174663303331e-09,1.703511098849475e-08
1965,2.73602163147757e-09,2.5171399187229326e-08
1966,3.323444985880997e-08,2.547974453648294e-08
1967,1.7256174267288316e-08,3.204717990978878e-08
1968,1.4372530721118437e-08,4.221930713366184e-08
1969,9.083515217778171e-09,2.8158897852348375e-08
1970,1.3796175091229657e-08,6.668151142363854e-08
1971,1.6956711590410123e-08,2.31227891278607e-08
1972,1.1799337673590315e-08,4.360624855648254e-08
1973,1.047508757512361e-08,5.2375437320506535e-08
1974,1.4626486743996026e-08,3.319087416020494e-08
1975,1.4849848462006321e-08,2.2845920266689745e-08
1976,9.141642998145016e-09,4.285145194238282e-08
1977,1.1753563455840776e-08,5.2891035551283494e-08
1978,2.1386129422928946e-08,2.9108897292573488e-08
1979,1.2289143924704149e-08,3.628223343987713e-08
1980,8.527726080842513e-09,3.752199373430187e-08
1981,9.48832401537203e-09,3.985096103109598e-08
1982,1.1173504455008754e-08,2.483000915987077e-08
1983,8.209910973278056e-09,3.9154960829179686e-08
1984,8.69851302098823e-09,5.6830285033449e-08
1985,4.812446441349039e-09,3.669490244995188e-08
1986,1.1988970816112499e-08,3.7765256755140086e-08
1987,9.777306964053878e-09,3.727598285596656e-08
1988,5.99655392008458e-09,3.777828883055889e-08
1989,6.585746614717891e-09,4.116091512074149e-08
1990,1.0897301727652575e-08,3.8140555214116745e-08
1991,4.68917216167597e-09,4.454713631307783e-08
1992,8.264916362410446e-09,4.407955295215871e-08
1993,4.4313659408601325e-09,4.4867579873653085e-08
1994,9.494867947434926e-09,4.325439900698669e-08
1995,7.591431483433553e-09,4.22951167422525e-08
1996,8.007138063703678e-09,4.056950242414814e-08
1997,1.054876808126437e-08,4.555149701879202e-08
1998,7.629006759657386e-09,4.29131632451174e-08
1999,6.8553016596695215e-09,4.570201186937517e-08
2000,1.060327570190367e-08,4.727293778650221e-08
2001,5.695575122643959e-09,7.228999424069293e-08
2002,1.3581786362237835e-08,7.754762260114845e-08
2003,1.1250691767106247e-08,5.7503535988434606e-08
2004,9.690541008522402e-09,4.669078582097974e-08
2005,8.557123898356167e-09,5.584649487300197e-08
2006,1.1530091548195287e-08,4.241426621032218e-08
2007,1.0385647009059085e-08,5.2327681770991674e-08
2008,1.1920831433087642e-08,5.917841280900227e-08
2009,8.105927484791664e-09,5.006602199486565e-08
2010,4.251413721068076e-09,5.0072205270979e-08
2011,7.647943611743813e-09,7.762662851407143e-08
2012,1.1234033758800166e-08,5.582974507700733e-08
2013,9.483025031897796e-09,5.215663950730587e-08
2014,9.094869662940042e-09,5.543539574603962e-08
2015,1.2634479421014255e-08,4.543979470472692e-08
2016,1.0356700386182638e-08,4.4326676384986996e-08
2017,1.1068689659277098e-08,4.4777880875424e-08
2018,1.290733386838383e-08,4.672454656517999e-08
2019,8.163161147045628e-09,3.673422344085964e-08
