year,en_ADP ans_NOUN,en_ADP chants_NOUN
1889,2.5060547192978788e-08,8.144677732246919e-08
1890,3.211649518553017e-08,5.309053163760069e-08
1891,3.4420787553557375e-08,4.398211839173882e-08
1892,3.447681917734258e-08,5.3909207098357115e-08
1893,1.9706933140906102e-08,4.741980680345037e-08
1894,2.5836310646454308e-08,9.893416574868752e-08
1895,2.708376523052891e-08,8.365874371030202e-08
1896,2.594692793955744e-08,5.189385632320409e-08
1897,2.38895258020122e-08,7.57472783385893e-08
1898,2.150174849280262e-08,6.959776488457692e-08
1899,2.819064981451902e-08,5.693405746853841e-08
1900,2.0764212682600203e-08,7.475116681199268e-08
1901,2.5149324622830704e-08,6.371162442064815e-08
1902,3.191684577741327e-08,3.6336101072453886e-08
1903,2.4300991663395166e-08,5.3462180682473104e-08
1904,4.192207558872951e-08,5.10589384106197e-08
1905,3.818961596957493e-08,8.463644879386223e-08
1906,4.012464094316215e-08,4.6812078990932093e-08
1907,2.108565710923216e-08,5.3485572137912385e-08
1908,2.6521501217402488e-08,6.67948891752701e-08
1909,3.685658955809856e-08,6.986249445617432e-08
1910,2.93928290595602e-08,5.557916793463846e-08
1911,2.873001958558774e-08,3.724261787851901e-08
1912,2.2400511667797218e-08,5.886645898511844e-08
1913,3.2348237311019545e-08,7.954484676497842e-08
1914,3.147469573860917e-08,7.902157816985778e-08
1915,2.591767644943843e-08,5.301342920205343e-08
1916,2.7468654462126096e-08,4.1752354906776645e-08
1917,2.960934575302332e-08,7.018511427592244e-08
1918,2.5270027848023346e-08,5.858051999041436e-08
1919,5.893022841929607e-08,7.458357409451111e-08
1920,3.7861158652674476e-08,5.906340660999376e-08
1921,3.937828690903089e-08,9.314479143540666e-08
1922,2.9511741217458365e-08,5.2383342996620286e-08
1923,4.671017128643484e-08,7.537323476469737e-08
1924,1.675911143195208e-08,6.703644916949969e-08
1925,3.2994533993857544e-08,7.148815939217457e-08
1926,2.2292277579438746e-08,1.0031524766418443e-07
1927,4.236705530846763e-08,5.797597069090443e-08
1928,2.627989537096198e-08,7.08414584771333e-08
1929,1.893869105984436e-08,7.464072382390441e-08
1930,1.8906487042613662e-08,6.19712636762415e-08
1931,2.9653928201867075e-08,8.55401722787974e-08
1932,3.0686703178517405e-08,8.767629333661375e-08
1933,2.40883908375622e-08,8.144169960644376e-08
1934,1.7972370258689807e-08,4.313368862085554e-08
1935,3.351119381989065e-08,6.223507842406661e-08
1936,2.667437160042141e-08,5.577368700215857e-08
1937,1.6368453148452033e-08,4.1550688223424004e-08
1938,4.926781471681352e-08,1.0242519632441827e-07
1939,2.2941075705773528e-08,6.117619921752748e-08
1940,2.7893612752905028e-08,4.057252667166722e-08
1941,6.493305493293633e-08,5.312704765003673e-08
1942,1.517105907566929e-08,3.944475324146879e-08
1943,2.6129116648121453e-08,9.00002916637277e-08
1944,2.5705489292704442e-08,7.069009200222354e-08
1945,2.6142048081823077e-08,7.189063211399116e-08
1946,2.645009899993056e-08,6.960551957035932e-08
1947,2.7418003201162833e-08,5.602809238780537e-08
1948,1.1959077061973744e-08,5.762100441231155e-08
1949,2.552422173618396e-08,4.123143504397575e-08
1950,2.339779547888554e-08,4.998619740348431e-08
1951,2.345508343104541e-08,4.584402746310445e-08
1952,2.741649052229178e-08,4.74516177462192e-08
1953,2.5857185836919427e-08,5.602390373837807e-08
1954,1.3681550781186047e-08,6.352148318455875e-08
1955,1.5016972554349195e-08,6.757638004728506e-08
1956,1.3953826982771034e-08,6.104799155082219e-08
1957,1.855357895097498e-08,8.128234663118405e-08
1958,2.2335056470978998e-08,6.121460283114999e-08
1959,1.9376869220266713e-08,6.355612924835441e-08
1960,1.3841666590685975e-08,5.329041791179989e-08
1961,2.0149661827950638e-08,7.22608533010316e-08
1962,8.87873902177816e-09,7.483508568384423e-08
1963,2.069137072790994e-08,6.466053448228593e-08
1964,2.737785814721505e-08,3.8937397306426647e-08
1965,3.1190647065137966e-08,5.855086371298057e-08
1966,2.3818021666066613e-08,4.265087616417418e-08
1967,3.3526280418527676e-08,6.0643129407012e-08
1968,3.1439911063468884e-08,9.431973424511852e-08
1969,1.9529559247555284e-08,5.677197378872734e-08
1970,2.7132478319646935e-08,5.5184699476740207e-08
1971,2.6205827285963323e-08,7.142372415724907e-08
1972,3.231992518060167e-08,6.002271746297083e-08
1973,3.087394190304238e-08,4.6862232427891115e-08
1974,2.418995898034737e-08,5.850594608780568e-08
1975,2.1703624231150798e-08,6.739546876133318e-08
1976,1.199840671262109e-08,5.3135799760184454e-08
1977,2.056873571465445e-08,3.9962115061520365e-08
1978,2.6732660640682582e-08,6.23762118623361e-08
1979,1.5215130599877114e-08,4.564539324292127e-08
1980,1.9898026615283726e-08,3.2405358507681115e-08
1981,2.3404533255888538e-08,4.427884547908434e-08
1982,1.3035755141999061e-08,5.1522268451620334e-08
1983,1.7682884045910896e-08,3.978649232294629e-08
1984,2.2036232061317662e-08,4.1172959264201836e-08
1985,2.0452897042666507e-08,2.8273122176791787e-08
1986,2.2779044428489215e-08,6.833713439569067e-08
1987,3.727598285596656e-08,4.705328893184202e-08
1988,4.2575532321897924e-08,4.8572086797094016e-08
1989,1.7013179198777095e-08,5.3234785468703194e-08
1990,4.685839771756406e-08,5.394164326322226e-08
1991,1.69982495301646e-08,4.982245482842984e-08
1992,3.361065836759991e-08,5.2895463231728e-08
1993,1.606370203521834e-08,5.096070998522606e-08
1994,1.8989735672825248e-08,4.747434090290881e-08
1995,2.60277633890027e-08,5.422450904957188e-08
1996,2.829188883168854e-08,4.4306165847274315e-08
1997,2.733089898843133e-08,5.4182308417694e-08
1998,2.9085588382216088e-08,5.4356671719268945e-08
1999,2.1479946238356362e-08,5.575645350974767e-08
2000,1.8555731395863972e-08,4.638932982192756e-08
2001,1.7962967807649832e-08,5.345078335494691e-08
2002,2.0591740479414256e-08,7.00995457236786e-08
2003,2.2501383034612132e-08,5.041976597341957e-08
2004,3.479785087856513e-08,5.021461949028527e-08
2005,2.3869873078119497e-08,6.03502441354209e-08
2006,1.7295138099449048e-08,5.682688203334507e-08
2007,5.951774256773845e-08,4.633596195624534e-08
2008,2.2138686828210297e-08,5.066353314653327e-08
2009,1.4781396995289242e-08,6.198650015498686e-08
2010,8.030448139795254e-09,3.9207480817538e-08
2011,6.500752353089112e-09,4.321088284409136e-08
2012,6.468080182564506e-09,5.1063789641148105e-08
2013,6.972812660599459e-09,4.3231438873192474e-08
2014,2.165445156521173e-09,4.525780350483899e-08
2015,4.876465897751814e-09,4.1671619044336694e-08
2016,4.556948124401217e-09,5.406197534085777e-08
2017,1.4590545660553289e-08,5.660125401707461e-08
2018,1.032586693927584e-08,3.510794854832966e-08
2019,1.989770437305083e-08,4.413208642972677e-08
