year,en_ADP aise_NOUN,en_ADP chaises_NOUN
1868,1.975949626142892e-09,6.174842326345242e-08
1869,8.790334682373668e-09,3.564969119906891e-08
1870,1.1468097582678638e-09,3.7271316699616364e-08
1871,5.310588635509816e-09,4.991953161948004e-08
1872,4.23313739617015e-09,8.647695182162352e-08
1873,6.584604750337064e-09,2.993002112816612e-08
1874,9.559374625212058e-09,2.8678122987457755e-08
1875,1.1443054281912168e-09,3.432916173551348e-08
1876,1.0882826417812907e-08,2.5997863417615008e-08
1877,1.5462039981706255e-08,2.2265338017746217e-08
1878,7.2469061862534545e-09,2.113680963589104e-08
1879,7.94212295929242e-09,1.7717043832021773e-08
1880,6.417846254436199e-09,2.3104245627791897e-08
1881,3.486253785656146e-09,1.045876096839038e-08
1882,1.6638462829732248e-08,2.728707926280549e-08
1883,7.583206784733676e-09,2.9068958795619437e-08
1884,1.5844072720483382e-08,2.970763546272792e-08
1885,9.66845359329227e-09,2.127059772760731e-08
1886,5.808117542471791e-09,2.3877817056927597e-08
1887,1.1752063988623718e-08,9.793386546164129e-09
1888,1.9021844099853524e-09,2.7264643875923866e-08
1889,4.385595886446936e-09,1.9421923624918236e-08
1890,5.243509182406569e-09,2.0318598359381213e-08
1891,5.736798036615198e-09,1.784781566982474e-08
1892,3.761107425503951e-09,1.5044429702015805e-08
1893,7.390099865389743e-09,2.0938616174248637e-08
1894,3.780923574225881e-09,1.5123694296903523e-08
1895,4.213030146971164e-09,2.166701307260155e-08
1896,5.89702897624278e-10,1.7101383420481397e-08
1897,1.4566783890224144e-08,1.6897470089816125e-08
1898,3.3950129374460403e-09,2.8291774256672397e-08
1899,1.1055156790007459e-09,2.3768587098516036e-08
1900,3.633737311048435e-09,2.6474371139784125e-08
1901,1.8442838811694173e-08,3.800342440740678e-08
1902,4.419255628107521e-09,1.4730851205513318e-08
1903,1.1340462569009446e-08,3.348136701220028e-08
1904,5.374625189347171e-10,4.08471514390385e-08
1905,2.0643036724443675e-09,3.302885787093146e-08
1906,1.543255340186178e-08,2.006231980544726e-08
1907,2.571421631181181e-09,2.108565766434367e-08
1908,2.9468334439286537e-09,1.3260750719723546e-08
1909,7.701377313651392e-09,2.0353638774395222e-08
1910,7.481810726517324e-09,1.977335806202518e-08
1911,4.25629931299909e-09,1.9153347352585115e-08
1912,5.209421227725386e-10,1.8753915753677575e-08
1913,2.6514948014977335e-09,2.0681659052002033e-08
1914,2.6786975415582504e-09,1.2723813114234872e-08
1915,8.246533123035249e-09,2.3561523843085297e-09
1916,4.394984820521586e-09,2.7468654906215306e-08
1917,1.0966424213165737e-08,1.0966424213165737e-08
1918,8.040463406189247e-09,1.033773866510046e-08
1919,1.8415696745321952e-09,2.301962176431971e-08
1920,7.572231730534895e-09,9.843901693784574e-09
1921,3.7863738810983705e-09,1.5902768879527684e-08
1922,1.3280283539529592e-08,2.5822775029382683e-08
1923,2.1231896241147297e-09,8.492758496458919e-09
1924,2.578324886925998e-09,1.1602462102189293e-08
1925,7.698724546756353e-09,6.598906754362588e-09
1926,3.3438415369957397e-09,2.0063049888108253e-08
1927,0.0,2.3413372574054847e-08
1928,3.4278122562625413e-09,1.2568645679778001e-08
1929,7.798284462623428e-09,1.893869061575515e-08
1930,1.0503603542488804e-09,1.575540586884472e-08
1931,6.843213995466613e-09,1.1405356659111021e-08
1932,3.2878609834696704e-09,1.4247397928102146e-08
1933,5.735331320977366e-09,1.9500125958415992e-08
1934,3.5944740517379614e-09,1.0783422155213884e-08
1935,1.196828414151696e-08,5.98414207075848e-09
1936,2.424942913137329e-09,2.182448710641438e-08
1937,7.554670666820584e-09,1.1332006444320086e-08
1938,1.2965214679638848e-08,1.4261735792331365e-08
1939,1.2235240376412548e-08,1.070583532936098e-08
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,4.132103725851266e-08
1942,0.0,2.4273694165799498e-08
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,4.357008087652048e-09
1946,4.1763312808029696e-09,1.2528993842408909e-08
1947,4.7683483828109274e-09,1.0728784083369192e-08
1948,1.1959076617884534e-08,3.4790041070209554e-08
1949,9.817008317369869e-10,8.835307596655184e-09
1950,1.1698897628420468e-08,1.0635361480382244e-09
1951,6.396841278899501e-09,5.330700769690111e-09
1952,4.2179215675730575e-09,5.272402070488624e-09
1953,1.0773827385790469e-09,1.6160740301529586e-08
1954,2.9317608341017376e-09,7.818028890937967e-09
1955,9.385607846468247e-10,1.8771215692936494e-08
1956,8.72114158667614e-10,2.0930739808022736e-08
1957,1.7670075402875796e-09,1.1485549400447326e-08
1958,3.3088973783179654e-09,9.926692356998501e-09
1959,4.650448692800069e-09,1.3951345856355601e-08
1960,2.629916640017882e-08,6.920833239831836e-09
1961,6.25334317660986e-09,1.80652133252579e-08
1962,2.536782617301725e-09,1.585489073363533e-08
1963,1.2932106496776896e-09,5.819448034571906e-09
1964,1.034274621503073e-08,1.8860301764789256e-08
1965,2.188817405102128e-09,1.860494691641179e-08
1966,1.0524242255449678e-08,9.416426749453422e-09
1967,2.9088979447422503e-08,2.3172576746333107e-08
1968,4.491415739327209e-09,1.6169096284102125e-08
1969,2.2708788738334817e-09,1.1808570121729645e-08
1970,9.657322413980651e-09,1.1956685419534097e-08
1971,7.707596116901527e-09,7.193756701440179e-09
1972,3.5911026929902334e-09,1.846852804021637e-08
1973,6.064524216142786e-09,1.0475087464101307e-08
1974,4.500457451150908e-09,1.6314157136321228e-08
1975,6.282628195464213e-09,7.996072248772634e-09
1976,6.28487961673585e-09,2.285410793945175e-08
1977,5.289103488514968e-09,9.990529292736028e-09
1978,4.158413835497754e-09,1.0693064211864112e-08
1979,5.266776015311336e-09,1.2289143924704149e-08
1980,2.8425753972882717e-09,9.096241093686785e-09
1981,3.795329828193417e-09,6.325549417596221e-09
1982,3.103751144983846e-09,1.2415004135846175e-08
1983,6.315316158911344e-09,1.0104505676622466e-08
1984,2.319603453759811e-09,1.2061937582075188e-07
1985,7.820225356169885e-09,1.9851341903631692e-08
1986,8.99172813983995e-09,1.3787316177626963e-08
1987,2.4443267965246207e-09,1.2832715334809564e-08
1988,2.398621523624911e-09,2.338656024392094e-08
1989,4.390497743145261e-09,2.5245361356951435e-08
1990,3.8140557934163155e-09,1.198703181159999e-08
1991,1.1722930404189924e-09,1.1136783939491579e-08
1992,6.61193322315512e-09,1.7080827419135858e-08
1993,7.754890507527534e-09,1.0524494165053966e-08
1994,3.692448680148175e-09,9.494868002946077e-09
1995,1.0302656505700725e-08,8.133675954979935e-09
1996,5.338092190498855e-10,2.028474987980644e-08
1997,3.3564262480467733e-09,1.1507746755512471e-08
1998,8.582632826659164e-09,1.144351013948608e-08
1999,3.1991408688814005e-09,2.1479944933844308e-08
2000,3.976228346580513e-09,8.394259509714175e-09
2001,5.257454110951798e-09,7.886181485616817e-09
2002,4.81934359086722e-09,1.3143664823189738e-08
2003,4.583615376141381e-09,2.083461403401543e-08
2004,4.845270240583233e-09,1.189293641346012e-08
2005,3.602999676388663e-09,1.261049931144953e-08
2006,1.6471559671771274e-09,7.412201963319376e-09
2007,2.7961355453243186e-09,1.4380126422963713e-08
2008,2.9802078027607593e-09,1.2346575317678798e-08
2009,1.907277002999308e-09,2.145686650578682e-08
2010,2.8342757585342326e-09,1.7005655550406118e-08
2011,5.735957792074586e-09,2.2943831723409858e-08
2012,2.382976926895708e-09,2.4851045665741367e-08
2013,4.741512515948898e-09,1.617692468869336e-08
2014,3.681256854903836e-09,1.3858849179371191e-08
2015,3.54652054945781e-09,2.0392493027543424e-08
2016,4.349814175519384e-09,2.4027544398563805e-08
2017,1.7609279867603078e-09,1.6099912514278003e-08
2018,5.162933414126769e-10,1.3423626654684995e-08
2019,7.65296326310505e-10,1.632632162795744e-08
