year,en_ADP armes_NOUN,en_ADP charme_NOUN
1800,1.8959311773869558e-06,5.0306631749208464e-08
1801,3.540818397596013e-06,2.6193008650921e-08
1802,3.318716835565283e-06,6.713520406265161e-09
1803,3.0132741812849417e-06,4.095712213825209e-08
1804,1.7204082496391493e-06,8.157108055684148e-08
1805,1.924628122651484e-06,1.9900143755080535e-08
1806,1.9854701349686366e-06,5.76333825108577e-09
1807,2.9437514967867173e-06,5.693910232196231e-09
1808,2.358983010708471e-06,1.3596443970698147e-08
1809,2.2816209366283147e-06,3.840352036377226e-08
1810,1.8065778704112745e-06,2.574139479349924e-08
1811,2.4845130610628985e-06,1.2535384286138651e-08
1812,1.5149743148867856e-06,2.400487453257938e-08
1813,1.509764388174517e-06,5.176335093892703e-08
1814,4.034040102851577e-06,9.440030979135372e-09
1815,3.468629529379541e-06,1.8880564667256294e-08
1816,2.1623243355861632e-06,2.7811246638975717e-08
1817,3.095064357694355e-06,3.7364962679475866e-08
1818,3.6359590467327507e-06,1.3113295338484932e-08
1819,4.387809894979e-06,1.5526575580793178e-08
1820,5.989013061480364e-06,1.0679833017945839e-08
1821,3.6941135022061644e-06,3.155676253641104e-08
1822,4.038317911181366e-06,1.7043547018147365e-08
1823,6.743945505149895e-06,1.4824030003524058e-08
1824,5.914147550356574e-06,3.8737120178211626e-08
1825,6.002670488669537e-06,3.522177394188475e-08
1826,9.073985893337522e-06,2.290075862276808e-08
1827,4.826164058613358e-06,3.041700225026034e-08
1828,4.306395567255095e-06,3.0268594741755805e-08
1829,3.500427737890277e-06,3.429270378774163e-08
1830,4.005657501693349e-06,1.7742621594152297e-08
1831,3.4269471598236123e-06,5.3010101197514814e-08
1832,3.5922068946092622e-06,1.488296597074168e-08
1833,3.4820386645151302e-06,4.054269808762001e-08
1834,5.70246493225568e-06,2.14694217959277e-08
1835,6.702408427372575e-06,1.739510224751939e-08
1836,6.920356554473983e-06,3.49478987970997e-08
1837,5.8063601500180084e-06,2.1569462660409044e-08
1838,7.635190740984399e-06,2.1461350030449466e-08
1839,5.122653874423122e-06,1.4682098203877558e-08
1840,5.651824722008314e-06,3.05745047057826e-08
1841,4.249119228916243e-06,3.2102741354123054e-08
1842,5.654396773024928e-06,3.7566284305512454e-08
1843,4.572539637592854e-06,1.7130041385371442e-08
1844,5.208644779486349e-06,3.0735943568060975e-08
1845,4.59699185739737e-06,2.17628883802945e-08
1846,4.358090791356517e-06,1.7563504428608212e-08
1847,4.043299668410327e-06,1.5640349459999925e-08
1848,4.8287420213455334e-06,2.815827571112095e-08
1849,4.320426342019346e-06,2.262441967104678e-08
1850,4.813398390979273e-06,2.851378333446064e-08
1851,4.385618467495078e-06,2.7087642351375507e-08
1852,3.412827936699614e-06,2.6042181744401205e-08
1853,3.713347268785583e-06,1.6124216628554677e-08
1854,4.384621206554584e-06,2.4419623489979614e-08
1855,3.315774392831372e-06,4.82931277190346e-08
1856,3.2895859476411715e-06,1.8120163147727908e-08
1857,4.11023074775585e-06,3.905207274224054e-08
1858,4.17136925534578e-06,4.502182093801821e-08
1859,4.272333626431646e-06,2.953460587207246e-08
1860,4.130908564548008e-06,2.837853960158121e-08
1861,3.746833272089134e-06,3.914249901981748e-08
1862,4.078386155015323e-06,3.7499287230957634e-08
1863,4.1874900489347056e-06,6.592899381985262e-08
1864,3.551454938133247e-06,4.507044337742627e-08
1865,3.2924376682785805e-06,3.9066808454890634e-08
1866,4.0997656469698995e-06,1.6494427806934553e-07
1867,3.3955122944462346e-06,2.9602150064533816e-08
1868,3.4465501812519506e-06,3.754304245262574e-08
1869,2.9574591735581635e-06,2.4417595057002472e-08
1870,3.2970781376207015e-06,4.243196016773254e-08
1871,4.70624354420579e-06,2.5490825672491724e-08
1872,4.689106845034985e-06,3.205089882385437e-08
1873,3.4024449178104987e-06,2.573981916498269e-08
1874,3.796864120886312e-06,2.031367180022059e-08
1875,3.676653250295203e-06,2.5174719198162165e-08
1876,3.5302680316817714e-06,4.2322103821490487e-08
1877,3.3459855330875143e-06,4.576763856789512e-08
1878,3.4984441299457103e-06,3.140326043649111e-08
1879,3.299646550658508e-06,2.688103051262658e-08
1880,3.083133378822822e-06,2.3746030919369332e-08
1881,3.071389528486179e-06,3.346803595372094e-08
1882,2.9463390092132613e-06,3.460800113153084e-08
1883,2.9448119676089846e-06,4.549924081942436e-08
1884,2.9027662549196975e-06,2.5086448474098688e-08
1885,3.1512713576375972e-06,4.576401479994274e-08
1886,2.9518143946916098e-06,4.130216829656419e-08
1887,2.5743549940671073e-06,4.7661149693567495e-08
1888,3.0168644116201904e-06,5.579740980365955e-08
1889,3.2898233257583342e-06,4.57354966121315e-08
1890,2.4945995846792357e-06,4.3258950199742685e-08
1891,2.7230667001276743e-06,3.505821177807178e-08
1892,2.8534268494695425e-06,3.823792482648969e-08
1893,2.5532795007165987e-06,4.618812354806323e-08
1894,2.8010342703055358e-06,5.230277566603547e-08
1895,2.835369286913192e-06,5.777869915846168e-08
1896,2.78457719105063e-06,4.363801409112966e-08
1897,2.5596752948331414e-06,5.185775009408644e-08
1898,2.637359330037725e-06,5.6583550400723936e-08
1899,2.239774858026067e-06,3.040167939616367e-08
1900,2.3063848857418634e-06,5.139142555954379e-08
1901,2.1645184915541904e-06,4.918090112937534e-08
1902,1.7917625427799067e-06,3.289890315727462e-08
1903,2.0412833237060113e-06,5.6702311290735e-08
1904,2.0176341877231607e-06,4.6759238259141966e-08
1905,1.961088401003508e-06,4.489860538914314e-08
1906,1.8040655049844645e-06,2.7778596922711785e-08
1907,1.8971949202750693e-06,2.982849228727602e-08
1908,2.012196091527585e-06,6.581261624560852e-08
1909,1.9231438272981904e-06,4.785855595157429e-08
1910,1.917481313284952e-06,3.90122991689168e-08
1911,2.1435787402879214e-06,3.830669470517023e-08
1912,1.8972712041431805e-06,3.4382179492364884e-08
1913,1.933470002768445e-06,3.7651226136858895e-08
1914,2.182468733735732e-06,4.553785615257766e-08
1915,3.6697074392577633e-06,2.238344798399794e-08
1916,3.6368498967931373e-06,2.197492321442951e-08
1917,3.3776586860767566e-06,3.289927263949721e-08
1918,3.418345613681595e-06,1.1486376294556067e-08
1919,2.6537018129602075e-06,3.775217927159957e-08
1920,2.0899360606563278e-06,4.921950758074445e-08
1921,1.794741137928213e-06,3.3320087633459394e-08
1922,1.6932361859289813e-06,4.648099505288883e-08
1923,1.7399538592144381e-06,3.927900849021171e-08
1924,1.7700200487524853e-06,5.543398629015428e-08
1925,1.9356793927727267e-06,4.6192347724627325e-08
1926,1.8781242943077814e-06,5.350146603522177e-08
1927,1.6411659089499153e-06,4.682674437095358e-08
1928,1.646492592044524e-06,4.570416389793053e-08
1929,2.0843699530814774e-06,5.3473950600846365e-08
1930,1.9442170469119446e-06,5.566909777598994e-08
1931,1.8602136151457671e-06,3.193499864551086e-08
1932,1.858737391557952e-06,3.616647248350091e-08
1933,1.7928645092979423e-06,4.588265056781893e-08
1934,1.806822297112376e-06,4.313368862085554e-08
1935,1.806014097383013e-06,4.547948151412129e-08
1936,1.7532337324155378e-06,3.8799086610197264e-08
1937,1.8168983615396428e-06,3.651424407280501e-08
1938,1.7710483461996773e-06,3.630259959308546e-08
1939,1.8811682593877777e-06,3.058810094103137e-08
1940,2.649893076522858e-06,2.5357828725702802e-08
1941,2.4497471713402774e-06,2.3612020783048138e-08
1942,2.257453616039129e-06,6.978687139280737e-08
1943,2.1367811768868705e-06,3.4838822049465534e-08
1944,2.4645137273182627e-06,3.213186161588055e-08
1945,2.4159610347851412e-06,2.178504132643866e-08
1946,2.1201842628215672e-06,4.454753366189834e-08
1947,1.9574069938244065e-06,4.410722120873345e-08
1948,2.034130147876567e-06,3.913879575989654e-08
1949,1.6993241160889738e-06,2.2579119018928395e-08
1950,1.879268324955774e-06,2.5524867552917385e-08
1951,1.8209674408353749e-06,2.4521224162299404e-08
1952,1.7420015865354799e-06,1.898064760919027e-08
1953,1.781991045390896e-06,3.3398865895151175e-08
1954,1.4991070429459796e-06,2.4431339840091937e-08
1955,1.528915504422912e-06,3.660387193349379e-08
1956,1.4703845181429642e-06,4.36057079333807e-08
1957,1.8200178146798862e-06,1.9437083775830644e-08
1958,1.7876318452181295e-06,1.4890038368964298e-08
1959,1.6540095657546772e-06,3.1778064624177205e-08
1960,1.8700092141443747e-06,2.145458388724819e-08
1961,1.8662756247067591e-06,3.821487437605242e-08
1962,1.7808213215175783e-06,3.297817485758969e-08
1963,1.996070750465151e-06,2.4571002010809195e-08
1964,1.8215400814369787e-06,2.4335873705094713e-08
1965,1.995654201891739e-06,2.1340969269534327e-08
