year,en_ADP armes_NOUN,en_ADP charme_NOUN
1966,2.16799389818334e-06,3.0464910594218964e-08
1967,2.209776312156464e-06,3.007504645324843e-08
1968,2.109617980750045e-06,3.907531720415136e-08
1969,2.3903271539893467e-06,2.5433842920641325e-08
1970,2.137487399522797e-06,6.346240369325962e-08
1971,1.9931844690290745e-06,2.928886644326667e-08
1972,1.9581771084631328e-06,2.565073486948677e-08
1973,1.8755919199975324e-06,2.4258095976392724e-08
1974,2.022955641223234e-06,1.6876715136504572e-08
1975,2.0921152099617757e-06,2.3988217190407113e-08
1976,2.1065773125883425e-06,1.9997344224975677e-08
1977,1.9845892893499695e-06,3.0559267116814226e-08
1978,1.981187324417988e-06,2.198018833610149e-08
1979,1.971529854927212e-06,1.931151172307466e-08
1980,1.8692775256567984e-06,2.8425754194927322e-08
1981,1.9039904373130412e-06,1.771153890217647e-08
1982,2.1726257273257943e-06,2.4209258597807093e-08
1983,1.8870164240070153e-06,2.2103606056589342e-08
1984,1.9809413061011583e-06,2.7835241667162336e-08
1985,1.9003148281626636e-06,3.7296459254321235e-08
1986,1.9332214833411854e-06,2.6375735373562748e-08
1987,1.9224630705139134e-06,1.8332450224534114e-08
1988,2.1911407657171367e-06,2.278690475199241e-08
1989,2.365929503866937e-06,2.140367705294466e-08
1990,2.0601348751370097e-06,2.3429199524915845e-08
1991,1.936627995746676e-06,2.7548885839223658e-08
1992,2.194610715378076e-06,2.4794749364787094e-08
1993,2.095482159347739e-06,1.883330469354405e-08
1994,2.1389828361861873e-06,2.2682185019107237e-08
1995,2.2150711629365105e-06,2.3858783393393423e-08
1996,2.1053435830253875e-06,2.615665173344439e-08
1997,2.1390023903222755e-06,2.6371919759071716e-08
1998,2.1699756871385034e-06,2.288702027897216e-08
1999,2.0127165498706745e-06,2.696418732739403e-08
2000,2.0384798062877962e-06,1.988114206596947e-08
2001,2.3768072878738167e-06,1.9715452381774412e-08
2002,2.2707870357407955e-06,1.3581786362237835e-08
2003,2.4105650027195225e-06,2.4584844382502524e-08
2004,2.2204553715710063e-06,2.5107309481464668e-08
2005,2.327087486264645e-06,2.7022497239848065e-08
2006,2.283369894939824e-06,1.93540827808647e-08
2007,2.254084847663762e-06,2.9559148018165615e-08
2008,2.1747002847405383e-06,3.4911003865545354e-08
2009,2.037448666669661e-06,3.623826461129909e-08
2010,2.172944732592441e-06,3.7790342855004155e-08
2011,1.7620862990952446e-06,4.627005978363741e-08
2012,1.9060411204918637e-06,4.493613728340229e-08
2013,2.218748932136805e-06,3.4864061471129304e-08
2014,2.2392869141185656e-06,4.4175080399222466e-08
2015,1.8665781453819363e-06,4.65480844979993e-08
2016,1.9886936115653953e-06,4.03911323554329e-08
2017,1.80922768322489e-06,4.201070780140981e-08
2018,1.6828581692607258e-06,3.9238294391452655e-08
2019,1.658142082305858e-06,5.3315645232032693e-08
