year,en_ADP arts_NOUN,en_ADP char_NOUN
1915,1.8849218963445935e-08,1.2487607659039668e-07
1916,4.944358011904626e-08,1.1756584217259558e-07
1917,3.728584374584898e-08,8.115154137566805e-08
1918,6.776962369059447e-08,1.378365110937807e-07
1919,2.1178050757519884e-08,1.3443458535267183e-07
1920,4.46761680983343e-08,1.2115570591220148e-07
1921,4.240738515903786e-08,1.2040668118107334e-07
1922,3.32007097370024e-08,1.2985166553125538e-07
1923,3.6094222277682775e-08,1.592392209204263e-07
1924,2.707241186783449e-08,2.0755514951176224e-07
1925,3.849362140151413e-08,1.1438105063099613e-07
1926,3.566764272822098e-08,1.181490660862039e-07
1927,4.682674314970825e-08,1.2152655115560407e-07
1928,3.8848539829494655e-08,1.4968114547819766e-07
1929,3.3421218015305953e-08,1.4036911921699868e-07
1930,5.566909955234678e-08,1.354964868083286e-07
1931,2.3951248984133144e-08,1.2659946069248917e-07
1932,4.7126008873021874e-08,1.38090154644388e-07
1933,5.850037565480193e-08,1.1126542087680491e-07
1934,5.990790441501304e-08,1.941016023465636e-07
1935,6.582556189016486e-08,2.0226400376799347e-07
1936,5.698615890281644e-08,2.0005778766929438e-07
1937,5.791914281516597e-08,1.1080183692779855e-07
1938,3.889564470505036e-08,1.1020432100217192e-07
1939,3.8235125288110794e-08,1.330582408698433e-07
1940,3.803674530900025e-08,1.6229010468826743e-07
1941,7.378756183840096e-08,5.165129550732672e-07
1942,5.158160121254696e-08,1.5474480608013153e-07
1943,2.6129116870166058e-08,1.8580705440918166e-07
1944,3.855823393905666e-08,3.7272960007328493e-07
1945,2.6142048525912287e-08,1.917083607416714e-07
1946,4.315542145860718e-08,1.1136883415474585e-07
1947,3.457052732969146e-08,1.7046845846024894e-07
1948,2.3918153901902883e-08,1.4677048909561563e-07
1949,5.203014352694879e-08,1.7081593817191987e-07
1950,1.0103593162114066e-07,1.4783152835207147e-07
1951,5.01085888338082e-08,3.976702875885252e-07
1952,3.796129288691219e-08,1.8031614845703814e-07
1953,5.279175385730639e-08,1.3251807062797383e-07
1954,3.811289239763482e-08,1.3974726198462406e-07
1955,3.566531070475776e-08,1.6237100952665173e-07
1956,3.7500909488841216e-08,1.2732866361275796e-07
1957,3.003912851795576e-08,1.6963272964076737e-07
1958,4.880623505343351e-08,1.1746585520944208e-07
1959,4.960478516835565e-08,1.247870391463124e-07
1960,7.543708591128961e-08,1.1419374701393536e-07
1961,4.446822099435366e-08,1.3062539494512748e-07
1962,5.77118033362467e-08,1.8328254192123694e-07
1963,8.082566393952106e-08,1.2802784732368622e-07
1964,7.848319272252269e-08,1.3688929423327778e-07
1965,7.058936013493167e-08,1.493867878288313e-07
1966,6.979234279391733e-08,1.766964912164326e-07
1967,7.543413310662217e-08,1.262165897908396e-07
1968,7.051523109868896e-08,9.701457892585807e-08
1969,1.2626086995370933e-07,1.5441976272678737e-07
1970,1.3106366436588246e-07,1.2140634314539156e-07
1971,1.3051529534902073e-07,1.248630574490761e-07
1972,1.1132418914483466e-07,1.277406596056352e-07
1973,1.334195335322974e-07,1.1191803711563253e-07
1974,1.5020276666888321e-07,1.4626485866919836e-07
1975,1.1765649432504688e-07,1.2793715908898662e-07
1976,1.2512623959182179e-07,1.0684295193019722e-07
1977,1.569100801512846e-07,1.2341241562019434e-07
1978,1.657425026113657e-07,1.1584152814769766e-07
1979,2.0598946381955585e-07,8.95351917051812e-08
1980,2.0523393451377103e-07,1.159770711134378e-07
1981,1.5371085165805098e-07,1.2461332793423097e-07
1982,3.1720337467788795e-07,9.869928729866473e-08
1983,2.1408921646592916e-07,1.2630632539867293e-07
1984,2.696539020963229e-07,1.2351888267758682e-07
1985,3.326603521536242e-07,1.2331894083672523e-07
1986,4.5797868297725586e-07,1.5046158458043024e-07
1987,2.7804215485538464e-07,1.350490528850834e-07
1988,4.17360150439805e-07,1.037403831727346e-07
1989,3.605696310415851e-07,9.659094679648206e-08
1990,3.639698877844211e-07,1.3185734665244198e-07
1991,4.185086017738371e-07,9.964490860214781e-08
1992,3.4051454278483106e-07,1.101988870155779e-07
1993,4.5975422180433156e-07,1.4734292419493755e-07
1994,3.6502492362089356e-07,1.260707444550313e-07
1995,5.232664950227672e-07,9.218166441282705e-08
1996,3.9501881499148794e-07,9.341661399986378e-08
1997,4.909971869082597e-07,1.3090062467302488e-07
1998,3.4425893347123093e-07,1.0966697250314184e-07
1999,5.246590891738734e-07,1.5173067771656612e-07
2000,3.892285849182997e-07,1.2237946966919822e-07
2001,6.361519561681739e-07,1.0558720342501715e-07
2002,5.555388691291796e-07,2.3439535590252802e-07
2003,4.6169506306981134e-07,1.0625653629192655e-07
2004,3.9731216042171447e-07,9.910780388033835e-08
2005,5.17480829742567e-07,1.0223511426321608e-07
2006,5.270899150477959e-07,9.677041123978825e-08
2007,4.841309169112407e-07,1.3940732901396302e-07
2008,4.849223698144556e-07,1.2687170103387047e-07
2009,4.0481954499682615e-07,1.0299295727378421e-07
2010,3.80265337884822e-07,9.022444902306859e-08
2011,5.74360592808798e-07,7.494985054812275e-08
2012,4.54808154914943e-07,9.87233306493085e-08
2013,3.7932100527271473e-07,8.925199940224005e-08
2014,3.6596023633705954e-07,8.16372855150238e-08
2015,3.6396168223706837e-07,9.442611118015698e-08
2016,3.5005647902597303e-07,8.844621846026968e-08
2017,4.857645619082973e-07,7.546834090987886e-08
2018,4.0451583177558703e-07,7.202292379160369e-08
2019,3.499955180119585e-07,8.494789144330994e-08
