year,en_ADP arts_NOUN,en_ADP char_NOUN
1800,5.345079756580162e-08,4.087413785214267e-08
1801,6.42919282256571e-08,2.8574191901498125e-08
1802,9.398928568771225e-08,8.727576528144709e-08
1803,7.80135707145746e-08,6.046051481689574e-08
1804,6.921182560404304e-08,3.9549615138412264e-08
1805,2.558589917711629e-08,1.2792949632967066e-07
1806,4.8988375134229045e-08,8.06867319624871e-08
1807,4.27043254092041e-08,7.971474502710407e-08
1808,4.5321479902327155e-09,9.744118045773575e-08
1809,1.581321384946932e-08,4.292158095609011e-08
1810,5.616304221689461e-08,9.594519667643908e-08
1811,3.7606150637969904e-08,7.270522672797597e-08
1812,5.06769564090348e-08,8.001624962616916e-08
1813,4.3136123117903935e-08,2.5881674803329702e-08
1814,9.440030979135372e-09,1.888006266881348e-07
1815,2.6972236000233352e-08,5.933891955578474e-08
1816,8.57513455798653e-08,4.6352077731626196e-08
1817,2.1796228488746294e-08,5.7604317760251433e-08
1818,4.4108355412575406e-08,7.987188621605412e-08
1819,9.212434237682032e-08,7.556266723440785e-08
1820,3.44127952800477e-08,7.238553756394595e-08
1821,7.001656854299654e-08,1.0749022372191774e-07
1822,3.308453244699194e-08,9.724847416237026e-08
1823,6.32491954366543e-08,1.0969782104908177e-07
1824,3.1158117863583357e-08,1.237903601847279e-07
1825,4.3146671568905504e-08,1.0742640799143999e-07
1826,8.807984186454121e-08,8.455665179152305e-08
1827,3.686909327837995e-08,1.1060727445055818e-07
1828,3.3937512911030865e-08,1.5592911939421583e-07
1829,3.686465693819585e-08,7.630126735991283e-08
1830,3.131050774207722e-08,1.2211097555336892e-07
1831,3.741889442743229e-08,9.666548006492803e-08
1832,5.276688019861808e-08,1.2718171804593226e-07
1833,4.51761508202253e-08,1.4595371899961407e-07
1834,2.4269779741459274e-08,7.841005889019925e-08
1835,3.932805725526123e-08,1.4823653060602737e-07
1836,6.922372786100084e-08,1.1223652474079415e-07
1837,3.89641890974346e-08,2.024746240669728e-07
1838,4.102905393210676e-08,1.0162580910133556e-07
1839,2.8665047335785232e-08,1.1745678230035139e-07
1840,5.8601136720959346e-08,1.0000410949340122e-07
1841,3.2102741354123054e-08,1.3739973203641398e-07
1842,4.9641161403712886e-08,1.1471133021245805e-07
1843,4.075768533784441e-08,9.746403534238723e-08
1844,5.1592476069117765e-08,9.495211111820723e-08
1845,1.3392547348889394e-08,9.318980881412031e-08
1846,3.981060747726417e-08,1.1533367461069588e-07
1847,1.5101026207275936e-08,1.0139260631092384e-07
1848,2.735375304041554e-08,1.2791902381792397e-07
1849,3.26797175986826e-08,5.111443202032717e-08
1850,3.6660578572877967e-08,9.436704662135753e-08
1851,2.3217978650791338e-08,1.7220001158335663e-07
1852,4.9480144648228475e-08,1.145855994533207e-07
1853,2.926246556178569e-08,8.898178460725603e-08
1854,4.0006617019194834e-08,8.780672705599457e-08
1855,1.0083180512765466e-08,1.2152885986438378e-07
1856,2.0708756043319454e-08,7.765783971436235e-08
1857,1.3668224996266076e-08,1.1910882330434802e-07
1858,4.8447393652395476e-08,9.395857669680652e-08
1859,3.5645212559387573e-08,1.3443337754104334e-07
1860,3.249800525906288e-08,9.245911325450606e-08
1861,3.301174633651982e-08,1.2120026787743043e-07
1862,5.0149648683772696e-08,1.088834694074059e-07
1863,3.9457503930862003e-08,1.0538649775071462e-07
1864,1.726102105692462e-08,1.0068928579798353e-07
1865,3.4830647810402127e-08,1.4261738623400078e-07
1866,2.7733993435141713e-08,1.3429091083594358e-07
1867,1.5043715606566366e-08,1.2762893852880097e-07
1868,1.778354707937524e-08,1.857392714077477e-07
1869,1.12320943657096e-08,1.6310954042975112e-07
1870,2.5803219116937726e-08,1.85783174622145e-07
1871,1.1683294776076991e-08,1.731251888514862e-07
1872,1.8746751706544273e-08,1.7658230055950241e-07
1873,5.566984079274917e-08,1.7598853280231808e-07
1874,2.031367180022059e-08,1.4757284416688776e-07
1875,1.3731665304828056e-08,1.4132171599623433e-07
1876,6.16693476285235e-08,1.3482612692961027e-07
1877,2.1028374708187414e-08,1.2740721577753078e-07
1878,2.5364172762110115e-08,1.4735376818730828e-07
1879,1.7717042943843353e-08,1.4723473718003532e-07
1880,2.7596738449986447e-08,1.3413299138065327e-07
1881,1.2550513517339823e-08,1.8546870661495518e-07
1882,2.5290463057103807e-08,1.4375632573226937e-07
1883,2.7805092117638708e-08,1.5355993210341978e-07
1884,1.914492120391742e-08,1.293932561097222e-07
1885,3.931837805337679e-08,1.5147244381008562e-07
1886,4.130216729736347e-08,1.1745304007160229e-07
1887,4.178511875396751e-08,1.36454523347318e-07
1888,2.1558089979833994e-08,1.6612409892147184e-07
1889,2.6940088715399213e-08,1.2843530061701358e-07
1890,4.194807196045147e-08,1.4878457332834216e-07
1891,5.0993758771156195e-08,1.1218627460340969e-07
1892,4.701384459515623e-08,1.9181648469590584e-07
1893,2.5249507429325746e-08,1.2871090870891777e-07
1894,2.9617235108858608e-08,2.104714065254143e-07
1895,4.6343330728504384e-08,1.0713133780093642e-07
1896,5.071444997284402e-08,1.2737583099386995e-07
1897,2.4472196047398143e-08,1.637306468182942e-07
1898,3.734514275599565e-08,1.2901048762614664e-07
1899,3.59292577911674e-08,1.337673900536629e-07
1900,3.9971108201086736e-08,1.2510437763513238e-07
1901,3.297355899434251e-08,1.240700023275032e-07
1902,3.731815834129293e-08,8.887613855979026e-08
1903,4.104167294904926e-08,1.4094575395695585e-07
1904,5.159640092955442e-08,1.0695503860347344e-07
1905,2.3223415412942927e-08,1.0992416737964916e-07
1906,5.452835516450705e-08,1.373497287016079e-07
1907,2.2114226339020604e-08,8.537120049778579e-08
1908,5.549869519505535e-08,1.0117461801684158e-07
1909,3.6306490647231016e-08,1.364243971124779e-07
1910,3.42025641142385e-08,1.4482648680314014e-07
1911,5.32037401912433e-08,1.2875305865911457e-07
1912,6.355493675780366e-08,9.533241163151018e-08
1913,2.0681660051202755e-08,1.4158982764023165e-07
1914,5.0895253012051e-08,1.305865060530209e-07
