year,bon_ADJ an_NOUN,bon_ADJ champ_NOUN
1949,4.044607422315494e-07,1.7670615193310368e-08
1950,3.243785364759333e-07,1.595304155443955e-08
1951,2.686673177265675e-07,1.4925962799061665e-08
1952,3.1528962907145797e-07,1.1599284199803606e-08
1953,3.7277442999084087e-07,2.8011951869189033e-08
1954,2.9806235346541143e-07,1.3681550115052232e-08
1955,2.9376953492032953e-07,9.385607846468247e-09
1956,3.409966424783306e-07,1.2209597999301991e-08
1957,3.3838194823943013e-07,2.120408987282829e-08
1958,3.6149703319665605e-07,1.4890038368964298e-08
1959,3.363824632174328e-07,6.975673039200103e-09
1960,2.858304277708612e-07,1.314958364417862e-08
1961,3.355960913609124e-07,2.0149662161017545e-08
1962,3.443682317083585e-07,9.512934273647744e-09
1963,3.427008294920597e-07,1.8104948651398445e-08
1964,3.218419166728381e-07,2.007709554163739e-08
1965,3.316058290181445e-07,2.243537855495248e-08
1966,3.60593755743821e-07,1.5509408979319517e-08
1967,3.135693482647639e-07,1.5777073869571723e-08
1968,3.817703593256283e-07,2.1109654885220763e-08
1969,3.283690830357955e-07,1.7258680234943924e-08
1970,3.4996297770817364e-07,1.2876430061092847e-08
1971,3.776722223847173e-07,1.6442872063926472e-08
1972,3.621883664095549e-07,2.1546616935097518e-08
1973,4.156955561995801e-07,9.37244681864513e-09
1974,3.3865940096688973e-07,1.2376257352286757e-08
1975,3.7181735734748145e-07,1.4278700888326057e-08
1976,4.3079992906314146e-07,1.4855169538918744e-08
1977,4.807207574231143e-07,1.7042666666799988e-08
1978,4.669304871640634e-07,1.2475242172627077e-08
1979,4.2075688000409173e-07,1.8726314721106974e-08
1980,5.037043635525151e-07,2.7857237627770814e-08
1981,4.2760715501799496e-07,1.5813874654213578e-08
1982,4.89771920797466e-07,1.4277254933858785e-08
1983,4.8754240111748e-07,1.894594880980094e-08
1984,4.5290255457075546e-07,3.36342509399401e-08
1985,4.6079174609303664e-07,1.564045071233977e-08
1986,4.915478086786607e-07,2.0980699844130868e-08
1987,4.772548081177774e-07,1.1610551631235921e-08
1988,5.211005245087108e-07,1.3792074149421296e-08
1989,5.389335981931254e-07,1.2622680678475717e-08
1990,5.301537271407142e-07,1.5256222951620657e-08
1991,4.7067565844827186e-07,1.582595565707834e-08
1992,4.771611585852042e-07,1.9284804642083486e-08
1993,4.769257699877016e-07,1.883330469354405e-08
1994,4.757983802505805e-07,1.529728693716592e-08
1995,5.151328252850362e-07,1.138714633697191e-08
1996,5.076525582126123e-07,1.9217132551929694e-08
1997,4.814074046066708e-07,1.1507746866534774e-08
1998,4.691839166071077e-07,1.5734826774860267e-08
1999,4.263997794851093e-07,9.597422412355172e-09
2000,4.2634002994645925e-07,1.0161472663305915e-08
2001,3.859847694798191e-07,6.133696661692056e-09
2002,4.521420677860988e-07,9.63868718173444e-09
2003,4.125253738607171e-07,1.0417307017007715e-08
2004,4.0832416203784305e-07,7.488145215006625e-09
2005,3.9137584195714226e-07,1.3961624190095279e-08
2006,4.307312764240123e-07,1.2765458912156191e-08
2007,4.122302854625559e-07,1.2782334662952977e-08
2008,3.746546965999187e-07,1.6178271167177627e-08
2009,3.9957454589512054e-07,1.3350938798950551e-08
2010,3.5900826844681433e-07,1.369900015646408e-08
2011,3.491286300061347e-07,8.412738061736036e-09
2012,3.788933327086852e-07,1.1234033758800166e-08
2013,3.313480654298928e-07,1.5340187564660823e-08
2014,3.47337412165416e-07,1.5591204771681078e-08
2015,3.1719193316348537e-07,1.219116452233493e-08
2016,3.35971343190522e-07,1.3877977877996273e-08
2017,3.0237647052899774e-07,9.056201122348284e-09
2018,2.9196389306207493e-07,1.7295826992835828e-08
2019,2.961696701220262e-07,1.224474122096808e-08
