year,ancien_ADJ an_NOUN,ancien_ADJ champ_NOUN
1882,0.0,3.061477182875194e-08
1883,1.2638677882037541e-09,4.170763823196921e-08
1884,0.0,5.2813576623123026e-08
1885,1.933690763067375e-09,5.543246661687817e-08
1886,6.453463874400711e-10,7.808691293575976e-08
1887,1.3057849246322917e-09,6.659503193340299e-08
1888,1.268122939990235e-09,5.2627100899371726e-08
1889,1.8795409673089125e-09,4.009687515349469e-08
1890,6.554386478008212e-10,5.440140782297931e-08
1891,1.2748440081367107e-09,4.9081493536107246e-08
1892,1.8805537127519756e-09,5.8924015888806025e-08
1893,6.158416554491453e-10,4.495644123636566e-08
1894,2.520615716150587e-09,3.7179083367533394e-08
1895,6.018614495673091e-10,2.2268872967856623e-08
1896,0.0,7.843048521749552e-08
1897,5.826713556089658e-10,6.817254816215979e-08
1898,0.0,4.0174318982622026e-08
1899,2.7637891975018647e-09,5.306475081567896e-08
1900,1.038210628578895e-09,6.384995288044593e-08
1901,1.676621730339889e-09,6.706486571639303e-08
1902,4.910283846193408e-10,4.8611811465093524e-08
1903,1.6200660812870638e-09,4.860198110634428e-08
1904,1.6123875568041512e-09,5.965834048993202e-08
1905,5.160759042333041e-10,5.418797144329801e-08
1906,2.572092316910357e-09,7.613392938310426e-08
1907,3.0857059130084963e-09,6.9428384819048e-08
1908,1.964555629285769e-09,8.251133820635914e-08
1909,1.1001967115120692e-09,5.831042670934039e-08
1910,0.0,5.9320072409718705e-08
1911,2.128149656499545e-09,5.160763016931469e-08
1912,1.0418842455450772e-09,5.574080752523969e-08
1913,0.0,5.462079388784957e-08
1914,0.0,6.161004206806098e-08
1915,0.0,3.2986132825207903e-08
1916,0.0,3.955486249651585e-08
1917,0.0,5.592876350934972e-08
1918,1.1486376294556067e-09,1.458769727236131e-07
1919,1.8415696745321952e-09,1.5285028986955496e-07
1920,2.2716695191604686e-09,7.647954092249165e-08
1921,7.572747429129834e-10,3.786373770076068e-08
1922,7.377935484775833e-10,7.894390918750105e-08
1923,4.246379248229459e-09,4.458698343867695e-08
1924,2.578324886925998e-09,5.156649840465377e-08
1925,1.0998177923937646e-09,3.629398848126186e-08
1926,1.1146138456652466e-09,5.350146425886493e-08
1927,0.0,5.2401356143150224e-08
1928,1.1426041224282812e-09,3.427812511613837e-08
1929,6.684243603061191e-09,9.02372896405268e-08
1930,3.1510810627466412e-09,4.936693587254126e-08
1931,1.1405356659111021e-09,6.386999817920014e-08
1932,1.0959536611565568e-09,5.808554393027521e-08
1933,2.2941324395731044e-09,3.4411986149507356e-08
1934,0.0,6.230421689679133e-08
1935,1.196828414151696e-09,5.0266792506192814e-08
1936,1.2124714565686645e-09,5.334874497719966e-08
1937,2.5182236296217297e-09,5.9178256073266766e-08
1938,1.2965214457594243e-09,2.333738657878115e-08
1939,1.5294050470515685e-09,3.6705722017416065e-08
1940,0.0,4.564409095131339e-08
1941,0.0,5.017554549624492e-08
1942,6.068423541449874e-09,6.371844918362513e-08
1943,2.9032352077962287e-09,2.322588166236983e-08
1944,0.0,3.213186161588055e-08
1945,1.089252021913012e-08,5.66411042512982e-08
1946,4.1763312808029696e-09,4.454753366189834e-08
1947,3.5762612871081956e-09,2.026548107103565e-08
1948,0.0,5.3272250166713775e-08
1949,2.945102384188658e-09,4.908504225298316e-08
1950,3.190608444114673e-09,4.5732054143599044e-08
1951,1.0661401761424827e-09,3.944718596216035e-08
1952,2.1089607837865287e-09,5.0615058588832085e-08
1953,2.1547654771580937e-09,4.525007324396313e-08
1954,0.0,5.37489475149755e-08
1955,1.8771215692936494e-09,6.476069103200643e-08
1956,1.744228317335228e-09,6.104799243900061e-08
1957,1.7670075402875796e-09,6.449577671929774e-08
1958,0.0,4.549734050618426e-08
1959,1.5501495642666896e-09,5.193000929271108e-08
1960,2.0762500052562416e-09,5.329041680157687e-08
1961,6.948159270159238e-10,3.265634829219266e-08
1962,0.0,3.6149152338182944e-08
1963,0.0,4.008952847467384e-08
1964,0.0,4.441296896917635e-08
1965,0.0,3.666269182689419e-08
1966,5.539074754423723e-10,3.1572725878170615e-08
1967,4.930335584241163e-10,3.5498415318357956e-08
1968,8.982831700699023e-10,3.682960955653236e-08
1969,1.3625273409534344e-09,4.132999648076563e-08
1970,0.0,5.2425466745553706e-08
1971,0.0,3.751030130949573e-08
1972,2.565073486948677e-09,4.155419019991058e-08
1973,1.6539611902288698e-09,2.9219980102190846e-08
1974,4.500457340128605e-09,4.444201673337034e-08
1975,6.8537762132336866e-09,3.54111779898858e-08
1976,1.142705374768127e-09,4.627956573521885e-08
1977,5.876781838942691e-10,4.583890023113213e-08
1978,1.1881182704343018e-09,4.217819937757383e-08
1979,1.1703946700691858e-09,3.9793419448486134e-08
1980,2.8425752862659692e-09,4.491269023354505e-08
1981,1.2651099057237047e-09,3.6688188931321974e-08
1982,6.207502289967692e-10,4.159026445460512e-08
1983,5.052252838311233e-09,3.6628833299801045e-08
1984,1.1598016991243298e-09,4.871166991993192e-08
1985,6.015558051686298e-10,4.692135435746536e-08
1986,1.7983456945813714e-09,4.136194986514852e-08
1987,1.8332451112712533e-09,3.0554084151646066e-08
1988,4.1975875553212916e-09,3.358070216341602e-08
1989,1.6464366536794728e-09,3.183110919291465e-08
1990,5.44865097484859e-10,3.7595693280767506e-08
1991,2.344586080837985e-09,3.223805961072301e-08
1992,1.1019888335184191e-09,3.471264725662948e-08
1993,1.1078414852150331e-09,2.8249957595427588e-08
1994,1.5824779819872958e-09,3.006708082509135e-08
1995,2.1689803286761844e-09,4.229511618714099e-08
1996,2.135236876199542e-09,5.124568569492283e-08
1997,2.3974471297094624e-09,4.842843348562553e-08
1998,1.9072516899143466e-09,5.0065356305140085e-08
1999,9.140402323914998e-10,4.02177716962715e-08
2000,8.836062992401139e-10,5.2574573250474543e-08
2001,3.5049695090716426e-09,3.5487817073853734e-08
2002,2.190610748353805e-09,2.891606160071447e-08
2003,8.333845835650777e-10,2.9168459758643905e-08
2004,1.7619165015858584e-09,4.272647538550167e-08
2005,9.007499190971657e-10,4.233524708574521e-08
2006,4.1178899179428186e-10,3.5002065135181226e-08
2007,1.5977917877663117e-09,3.1955836754526956e-08
2008,1.2772318758180745e-09,3.8742699881577636e-08
2009,4.76819250749827e-10,4.815874610208937e-08
2010,4.723793023408973e-10,4.440365408697744e-08
2011,7.64794394481072e-10,7.227307363688595e-08
2012,6.808505426114664e-10,4.2212734086000125e-08
2013,0.0,3.848992391475292e-08
2014,6.496335552830246e-10,4.937215095091041e-08
2015,2.2165753954528356e-10,3.901172707099221e-08
2016,2.0713400439298368e-10,4.536234793350857e-08
2017,0.0,4.4777882124424906e-08
2018,0.0,3.7173119527000864e-08
2019,0.0,4.158110106233792e-08
