year,certain_ADJ an_NOUN,certain_ADJ chant_NOUN
1969,4.5417578031781147e-10,6.358460868938209e-09
1970,1.3796175035718505e-09,4.1388523719376735e-09
1971,5.138397485282553e-10,8.221435976452085e-09
1972,1.5390440588625154e-09,7.69522046084603e-09
1973,1.102640756478479e-09,3.859242703185828e-09
1974,1.1251143350321513e-09,6.1881286761433785e-09
1975,1.1422960355389478e-09,3.4268881066168433e-09
1976,5.713526873840635e-10,1.142705374768127e-09
1977,5.876781838942691e-10,2.938390863960194e-09
1978,5.940591352171509e-10,5.346532105932056e-09
1979,2.3407893401383717e-09,4.096381456264453e-09
1980,5.685150683554241e-10,4.548120546843393e-09
1981,1.2651099057237047e-09,1.0120879245789638e-08
1982,6.207502289967692e-10,6.2075020679230875e-09
1983,1.2630632095778083e-09,2.5261264191556165e-09
1984,1.1598016991243298e-09,4.059305891424003e-09
1985,1.2031116103372597e-09,6.617113967877231e-09
1986,1.1988970927134801e-09,6.593933898901838e-09
1987,0.0,7.944061852782625e-09
1988,0.0,2.99827696004229e-09
1989,1.0976244357863152e-09,8.232182935330457e-09
1990,0.0,5.993515905799995e-09
1991,0.0,8.20605094986604e-09
1992,5.509944167592096e-10,9.91789939064347e-09
1993,1.6617622278225497e-09,2.7696036575264316e-09
1994,0.0,1.5824779819872958e-09
1995,0.0,3.795715741716776e-09
1996,2.135236876199542e-09,6.939520069693117e-09
1997,4.79489448146353e-10,1.102825741838842e-08
1998,0.0,7.152193948201102e-09
1999,9.140402323914998e-10,3.656160929565999e-09
2000,4.4180314962005696e-10,4.859834756842929e-09
2001,1.7524847129024579e-09,7.886181485616817e-09
2002,3.9430991805033955e-09,4.381221607729913e-09
2003,8.333845835650777e-10,2.5001538617175356e-09
2004,2.2023956547378987e-09,3.964312211834908e-09
2005,9.007499190971657e-10,9.007499190971657e-10
2006,0.0,6.1768350434476815e-09
2007,3.994479469415779e-10,3.1955835755326234e-09
2008,4.257439678578834e-10,3.8316958494988285e-09
2009,1.907277002999308e-09,3.814554005998616e-09
2010,9.447586046817946e-10,3.3066551718974324e-09
2011,0.0,7.64794394481072e-10
2012,1.0212758139171996e-09,1.0212758416727752e-09
2013,0.0,2.2313000336282585e-09
2014,2.1654451842767486e-10,3.681256854903836e-09
2015,2.2165753954528356e-10,3.103205470367243e-09
2016,1.035670049720494e-09,1.4499380585064614e-09
2017,0.0,5.031222660711876e-10
2018,1.807026639433218e-09,7.744400121190154e-10
2019,2.55098775436835e-10,2.2958890344426663e-09
