year,certain_ADJ an_NOUN,certain_ADJ chant_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,2.3811825844433088e-09
1802,4.475680270843441e-09,1.5664880947952042e-08
1803,0.0,7.801356893821776e-09
1804,0.0,0.0
1805,0.0,3.1271653710973624e-08
1806,0.0,5.76333825108577e-09
1807,8.540865792383556e-09,1.4234775136401367e-08
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,0.0,7.020380277111826e-09
1811,0.0,7.521229861140455e-09
1812,0.0,4.800974906515876e-08
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,2.697223555614414e-09,0.0
1816,0.0,2.3176038865813098e-09
1817,3.113746815941454e-09,1.556873407970727e-09
1818,4.768470951432846e-09,2.384235475716423e-09
1819,2.070210003424222e-09,7.24573512300708e-09
1820,0.0,5.933240565525466e-09
1821,0.0,9.86148829262845e-10
1822,0.0,1.2030739071633434e-08
1823,2.964806067318193e-09,0.0
1824,2.5263338088166165e-09,0.0
1825,8.805443041381977e-10,1.7610886082763955e-09
1826,1.7615968683770689e-09,6.1655889282974385e-09
1827,1.8434546111834038e-09,6.452091305675367e-09
1828,1.8344602503717056e-09,9.172301251858528e-10
1829,4.286588084490006e-09,8.57317605795771e-10
1830,1.0436835395921662e-08,4.174734336004349e-09
1831,0.0,0.0
1832,0.0,0.0
1833,2.3167257001688313e-09,0.0
1834,0.0,0.0
1835,0.0,9.075705520444899e-09
1836,2.0162250202737653e-09,4.032449929525228e-09
1837,6.957890930081589e-10,0.0
1838,5.680945713848473e-09,4.418513555037862e-09
1839,0.0,6.9914751765765e-10
1840,6.369688665408546e-10,0.0
1841,6.420548537278137e-10,7.704658244733764e-09
1842,2.0124795163667386e-09,4.695785538189057e-09
1843,2.3627644285539873e-09,1.4767278067040479e-08
1844,2.744280691580059e-09,0.0
1845,2.7901139176833567e-09,0.0
1846,5.854501328173001e-10,1.1709002656346001e-09
1847,1.0786447290911383e-09,0.0
1848,3.218088684420195e-09,8.045221711050488e-10
1849,0.0,0.0
1850,1.3577992064028876e-09,8.82569484161877e-09
1851,3.8696632564949596e-09,0.0
1852,5.208436348880241e-09,1.5625309046640723e-08
1853,5.971931837933653e-10,5.971931837933653e-09
1854,5.195664454227256e-10,2.234135720868835e-08
1855,1.0613874223963649e-09,4.776243400783642e-09
1856,1.5531567143511893e-09,5.177189343896771e-09
1857,4.881509085841174e-10,2.4407544874094356e-09
1858,2.9362056674919756e-09,5.872411001917044e-09
1859,1.018434669930457e-09,1.3748867822016564e-08
1860,4.577183909670879e-10,5.034902272882391e-09
1861,1.8863854922557266e-09,1.4147891747029462e-09
1862,4.517986262886353e-10,0.0
1863,9.989241656072068e-10,1.4983863039219614e-09
1864,4.794727948009836e-10,1.9178911792039344e-09
1865,3.765475597994339e-09,0.0
1866,1.4596839292835284e-09,2.432806400776144e-09
1867,4.85281148598915e-10,9.7056229719783e-10
1868,4.93987406535723e-10,2.4699371437009177e-09
1869,9.767038289254515e-10,9.767037956187608e-09
1870,0.0,0.0
1871,4.248470908407853e-09,1.0621177271019633e-09
1872,6.047339295989218e-10,1.2094678591978436e-09
1873,8.380406146812902e-09,1.1972008939764578e-09
1874,1.7923826867161097e-09,1.7923826867161097e-09
1875,2.2886108008712824e-09,0.0
1876,1.209202959984168e-09,6.04601479992084e-10
1877,1.2369631985365004e-09,5.566334504436554e-09
1878,1.2078177347163432e-09,4.831270938865373e-09
1879,6.10932526790009e-10,3.0546627449723474e-09
1880,0.0,0.0
1881,0.0,6.972507571312292e-10
1882,0.0,5.324308105514319e-09
1883,2.5277355764075082e-09,6.319339107552224e-09
1884,9.242375753615306e-09,3.9610181801208455e-09
1885,4.511945039809007e-09,3.86738152613475e-09
1886,6.453463874400711e-10,1.2906927748801422e-09
1887,6.528924623161458e-10,9.140494583448344e-09
1888,6.340614699951175e-10,1.9021844099853524e-09
1889,2.506054641582267e-09,7.51816386923565e-09
1890,3.277193294515257e-09,2.6217545912032847e-09
1891,0.0,6.374220040683554e-10
1892,6.268512375839919e-10,4.387958441043338e-09
1893,6.158416554491453e-10,2.463366621796581e-09
1894,8.192000855444803e-09,1.071261657159539e-08
1895,0.0,7.824198622330414e-09
1896,2.948514543632541e-09,2.358811590497112e-09
1897,0.0,6.4093846896540185e-09
1898,5.6583548957434e-10,5.658354784721098e-09
1899,0.0,3.8693048765026106e-09
1900,1.038210628578895e-09,1.5573159428683425e-09
1901,5.588738916095792e-10,5.588738916095792e-10
1902,9.820567692386817e-10,5.401312397346203e-09
1903,1.0800440541913758e-09,3.2401321625741275e-09
1904,1.6123875568041512e-09,2.1498500757388683e-09
1905,0.0,1.5482277682110634e-09
1906,1.0288369045596824e-09,5.144184522798412e-10
1907,2.0571372938427146e-09,3.08570607954195e-09
1908,2.9468334439286537e-09,9.331639461152008e-09
1909,5.500983557560346e-10,7.151278680339601e-09
1910,5.344150677544235e-10,3.206490406526541e-09
1911,0.0,6.384448969498635e-09
1912,5.209421227725386e-10,5.209421227725386e-10
1913,2.121195885607108e-09,3.71209285532359e-09
1914,0.0,4.018046340092951e-09
1915,0.0,1.4136913861761968e-08
1916,0.0,0.0
1917,0.0,1.2063066656686772e-08
1918,1.1486376294556067e-09,5.743188147278033e-09
1919,1.8415696745321952e-09,1.1049418269237776e-08
1920,7.572231730534895e-10,6.057785384427916e-09
1921,3.0290989716519334e-09,2.2718242842501013e-09
1922,2.2133805899215986e-09,2.951174193910333e-09
1923,1.0615948120573648e-09,6.369568872344189e-09
1924,0.0,1.4180787211159895e-08
1925,0.0,8.798542339150117e-09
1926,0.0,7.802296586589819e-09
1927,0.0,3.3447675740205796e-09
1928,0.0,2.2852082448565625e-09
1929,2.2280812750352652e-09,5.570202965543558e-09
1930,2.100720708497761e-09,4.201441416995522e-09
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,0.0,8.029463538505865e-09
1934,0.0,8.38710612072191e-09
1935,0.0,0.0
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,0.0
1939,0.0,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,9.744772988540262e-09
1947,1.1920870957027319e-09,5.960435478513659e-09
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,1.9634016634739737e-09,0.0
1950,0.0,1.0635361480382244e-08
1951,2.1322803522849654e-09,8.529121409139861e-09
1952,0.0,2.1089607837865287e-09
1953,4.3095309543161875e-09,1.0773827163745864e-08
1954,0.0,5.863521668203475e-09
1955,4.6928039232341234e-09,9.385607846468247e-09
1956,2.616342476002842e-09,8.721141364631535e-09
1957,2.6505113659425206e-09,7.951533653738352e-09
1958,8.272243445794913e-10,4.9633461784992505e-09
1959,2.3252243464000344e-09,1.5501495642666896e-09
1960,2.7683333403416555e-09,2.076250060767393e-09
1961,6.948159270159238e-10,3.47407969059077e-09
1962,0.0,3.805173787174709e-09
1963,1.939815863494232e-09,1.0345685197421517e-08
1964,6.083968329129164e-10,6.083968440151466e-09
1965,1.0944086747954884e-09,6.019247544841733e-09
1966,1.1078149508847446e-09,7.200797291773142e-09
1967,9.860671168482327e-10,2.9582012395223956e-09
1968,1.7965663401398047e-09,5.389698881641536e-09
