year,en_ADP anges_NOUN,en_ADP change_NOUN
1845,9.09577151375629e-08,1.1383664855202369e-07
1846,5.561776306173272e-08,9.133022160767723e-08
1847,5.06963022672835e-08,9.492073616002017e-08
1848,2.976732105253177e-08,1.6009991554710723e-07
1849,6.535943697372204e-08,9.133562173246901e-08
1850,6.313766220955586e-08,1.357799135348614e-07
1851,4.708090117766517e-08,1.1802472954514087e-07
1852,7.942865654086972e-08,1.0677294426386652e-07
1853,7.763511056246841e-08,1.2839653606988577e-07
1854,1.4651773821983127e-07,1.0027632751929971e-07
1855,8.703376863650192e-08,1.0773082692594471e-07
1856,6.575030597755216e-08,1.0354378554566779e-07
1857,5.7113654694518345e-08,8.98197650145427e-08
1858,5.08942318844241e-08,6.019221521214035e-08
1859,7.841946758624374e-08,9.878816342734353e-08
1860,5.126445823400161e-08,8.330474896012241e-08
1861,9.007490398005302e-08,9.950683477200073e-08
1862,6.415540831916644e-08,9.758850438856825e-08
1863,9.389887223321125e-08,7.791608425122831e-08
1864,1.0644296377648743e-07,1.3281396316067173e-07
1865,7.672156132620955e-08,1.1296426771778556e-07
1866,7.63901214506646e-08,8.320198396916112e-08
1867,5.241036582503966e-08,6.26012663929032e-08
1868,6.076045300229538e-08,8.101393755843844e-08
1869,6.202069280369926e-08,7.276443625414686e-08
1870,9.002456824447336e-08,9.23181886491875e-08
1871,5.416800519242315e-08,7.116188527334089e-08
1872,5.382131984532634e-08,9.252429156170194e-08
1873,3.292302608315367e-08,8.500126147392706e-08
1874,3.5847653290232984e-08,1.523525270386017e-07
1875,3.432916306778111e-08,1.3102296730904683e-07
1876,2.2974856461743798e-08,8.524881045524069e-08
1877,5.690030580041139e-08,9.83385752828525e-08
1878,6.401434182734533e-08,7.307297250624956e-08
1879,5.803859082220697e-08,1.1607718319872617e-07
1880,7.252166134286142e-08,7.63723673191663e-08
1881,2.8587281875047665e-08,1.1156012391655423e-07
1882,5.989846840748214e-08,1.0582062670572157e-07
1883,3.854796837288177e-08,9.226234709558412e-08
1884,3.8289840631478e-08,1.095881714263669e-07
1885,3.8029250915005974e-08,6.961286841411507e-08
1886,3.807543791367607e-08,7.356949133230373e-08
1887,4.8966933174909855e-08,8.487601693696334e-08
1888,2.8532765483646472e-08,9.701140468720837e-08
1889,4.197641673142627e-08,8.645888954772474e-08
1890,2.7528423984790606e-08,8.258527223192758e-08
1891,4.716922674674606e-08,7.840290550120699e-08
1892,2.382034658410248e-08,1.1659433218902393e-07
1893,3.8798024459829605e-08,8.621783115225767e-08
1894,4.7891699939128785e-08,8.002955098618258e-08
1895,4.213030235789006e-08,7.162151405282202e-08
1896,3.8920389799912414e-08,7.784078309702736e-08
1897,3.845630802690181e-08,8.623535807661398e-08
1898,2.8291774478717002e-08,7.469028606710282e-08
1899,2.819064981451902e-08,8.899401393591688e-08
1900,2.2321527737290126e-08,6.852190104211786e-08
1901,3.185581243236868e-08,8.60665814728101e-08
1902,3.437198614619774e-08,5.745032183313015e-08
1903,1.5120615870500842e-08,5.994244633988899e-08
1904,2.418581246388385e-08,7.846952598811185e-08
1905,2.631987072732045e-08,6.863809209889382e-08
1906,2.9321852501595913e-08,5.041300710217911e-08
1907,3.75427564591746e-08,8.382834693065888e-08
1908,5.156958571284065e-08,6.630375515292997e-08
1909,3.025540973311536e-08,8.306485455022994e-08
1910,3.473697773870299e-08,8.390316874606896e-08
1911,1.5961122201701983e-08,6.437652944057959e-08
1912,3.2819354345292595e-08,8.178790977808603e-08
1913,3.3939134169713725e-08,7.689334957650118e-08
1914,2.879599725336135e-08,8.973636678177854e-08
1915,2.1205371236732162e-08,5.419150594931921e-08
1916,2.307367097387214e-08,8.350470892537487e-08
1917,1.6449636319748606e-08,7.895825859804972e-08
1918,4.594550517822427e-09,1.0108010961573655e-07
1919,3.038589924120316e-08,9.207848666870078e-08
1920,2.877448102012181e-08,1.9536358086824634e-07
1921,1.8931869405491852e-08,1.2116396341799174e-07
1922,3.688967858961334e-08,1.9330191491917503e-07
1923,1.3800733000834953e-08,1.0509788506141149e-07
1924,3.867487263775615e-08,1.21181269352455e-07
1925,2.4195992320841242e-08,1.099817765748412e-07
1926,2.89799594321849e-08,1.1926367449177633e-07
1927,3.679244131582493e-08,1.0034302277972529e-07
1928,3.7705934374798744e-08,1.3368468809726863e-07
1929,4.9017788050775835e-08,8.800921080798219e-08
1930,2.3107928459609184e-08,9.663315181374088e-08
1931,4.21998205268892e-08,9.922660559880114e-08
1932,3.7262424257278326e-08,1.5343351666974314e-07
1933,2.7529590163055673e-08,2.145013846543975e-07
1934,3.1152108448395666e-08,1.9529976036380958e-07
1935,3.351119559624749e-08,1.2566697638050073e-07
1936,3.031178685830582e-08,1.1882220407599675e-07
1937,1.3850230295986421e-08,1.4983430673964904e-07
1938,1.1668693344901726e-08,2.0355386121106989e-07
1939,2.4470480752825097e-08,1.9270503059942712e-07
1940,1.2678914806940611e-08,9.635975373178951e-08
1941,4.7224042010185485e-08,7.083606590185809e-08
1942,3.944475324146879e-08,9.102635090130207e-08
1943,2.0322646676618206e-08,6.387117679196308e-08
1944,4.177142187700156e-08,1.0924833304670756e-07
1945,3.267756198965799e-08,9.803268152808187e-08
1946,2.5057986796639398e-08,9.466350636699872e-08
1947,4.768348227379704e-08,7.152522374376247e-08
1948,3.261566305923225e-08,6.631851334759631e-08
1949,3.0432726338958105e-08,9.129817613029445e-08
1950,4.041437273727411e-08,7.870167739731926e-08
1951,3.198420650551981e-08,5.757156806840413e-08
1952,3.1634410646574906e-08,6.11598611754971e-08
1953,2.4779803320384985e-08,9.373229659104254e-08
1954,2.4431340062136542e-08,6.743049851820615e-08
1955,2.3464019616170617e-08,9.010183310564912e-08
1956,4.360570837746991e-08,6.715278999536167e-08
1957,4.859270746893074e-08,7.951533975703029e-08
1958,4.2188442794799386e-08,6.286905174235358e-08
1959,1.55014957536892e-08,7.595733109155844e-08
1960,2.5607083342649162e-08,6.644000244415693e-08
1961,2.0844478476611528e-08,8.68519879904106e-08
1962,4.058851965638155e-08,9.132417067014842e-08
1963,2.9743845164631466e-08,1.3708033186343727e-07
1964,3.10282390891814e-08,8.760914116390239e-08
1965,4.268193842804635e-08,8.208064861126019e-08
1966,2.7141466296676242e-08,1.0801196026477555e-07
1967,3.1554148183232655e-08,1.0353704671395292e-07
1968,3.368561785066504e-08,1.0105685532835196e-07
1969,3.4517360858465906e-08,8.629340128574192e-08
1970,4.230827110873747e-08,7.771845106363529e-08
1971,2.5691987870501976e-08,8.735275991433866e-08
1972,3.3345954608687833e-08,1.0003786310441853e-07
1973,2.370677587570924e-08,6.450448275518994e-08
1974,3.094064404685071e-08,8.663380329787529e-08
1975,2.227477313709869e-08,4.968987932230107e-08
1976,3.4281162741844895e-08,7.37044948406762e-08
1977,3.467301362691799e-08,9.344082796403086e-08
1978,3.089107525333645e-08,9.029699077345299e-08
1979,3.277105142807102e-08,7.432006021712567e-08
1980,2.9562783554482053e-08,7.390695616615872e-08
1981,3.099519241267501e-08,1.1322733328711365e-07
1982,3.972801554397165e-08,8.814653296163044e-08
1983,3.726036490458995e-08,7.199460227980126e-08
1984,3.7113653483800135e-08,1.264183833171728e-07
1985,4.3913574554466095e-08,8.0006918867781e-08
1986,3.057187580868259e-08,8.032610776531612e-08
1987,3.2387330872740705e-08,8.73846817128765e-08
1988,5.3968985669339276e-08,1.1033659297332576e-07
1989,2.689179900983163e-08,6.47598416003703e-08
1990,3.160217648678909e-08,1.678184469167121e-07
1991,2.9307325899452508e-08,8.499124204419672e-08
1992,3.195767628305646e-08,9.0363085680778e-08
1993,4.099013506397853e-08,1.1853903858494164e-07
1994,4.008944243238943e-08,9.49486813617284e-08
1995,4.066838132921191e-08,1.0085758250788501e-07
1996,3.950188309786995e-08,1.1476898009732395e-07
1997,3.212579313682795e-08,7.623882070095789e-08
1998,3.337690523963488e-08,7.915094535348999e-08
1999,3.88467114031954e-08,9.094700481604434e-08
2000,3.092622002931478e-08,6.273604968853874e-08
2001,2.9792240119341784e-08,9.770101971895429e-08
2002,4.0745360863070346e-08,8.06144786480445e-08
2003,4.3752690803700034e-08,1.1417368872557176e-07
2004,3.5678809018335755e-08,9.954828517066971e-08
2005,3.557962235944956e-08,7.070887109161816e-08
2006,3.747279908594692e-08,9.471146733552871e-08
2007,2.6363563776499177e-08,8.827799646837775e-08
2008,3.4059518844165027e-08,7.535668478109159e-08
2009,3.814554094816458e-08,7.819835934341768e-08
2010,3.212179233713641e-08,7.983210470463575e-08
2011,2.0267051981104345e-08,7.839142801557841e-08
2012,3.6085080479253406e-08,8.544674012789244e-08
2013,2.7054513074276088e-08,8.227919168213305e-08
2014,3.074932242164152e-08,7.470786012042652e-08
2015,3.125371372814101e-08,8.156997566288737e-08
2016,3.417710969788601e-08,7.581104877196765e-08
2017,3.723104724517867e-08,6.867619117834067e-08
2018,2.2458759574295328e-08,7.976732097070283e-08
2019,2.55098775436835e-08,7.321334760668208e-08
