year,en_ADP air_NOUN,en_ADP chaire_NOUN
1800,9.023752340908686e-07,1.1727733779665073e-06
1801,4.4528114284680953e-07,9.762848449668127e-07
1802,2.506380951672327e-07,8.52617063173966e-07
1803,4.5442902552039754e-07,8.347451618817558e-07
1804,3.8808059343864443e-07,1.4361453786193579e-06
1805,2.7575912708854844e-07,1.8450276382253605e-06
1806,3.7749865100522584e-07,1.3169228463283389e-06
1807,2.0498076924724273e-07,9.964343328228153e-07
1808,2.062127402169267e-07,8.384473630940192e-07
1809,2.4397530085096264e-07,1.1634007250904688e-06
1810,1.7550951270095538e-07,1.261328284041241e-06
1811,2.0808736911348547e-07,1.805095280360547e-06
1812,1.3869483117545656e-07,1.448294028705277e-06
1813,2.0992913585260453e-07,1.1416694054577903e-06
1814,1.3530711839848664e-07,1.4978183418001834e-06
1815,2.8320846801044297e-07,1.4160423300602076e-06
1816,1.7150268938337376e-07,1.1982011756117572e-06
1817,1.3077736582545185e-07,1.616034637663688e-06
1818,2.2888661255215936e-07,2.0575953048052043e-06
1819,1.3870406800897683e-07,2.0443322954477594e-06
1820,1.8511710120350244e-07,1.6530008757342785e-06
1821,8.776724769177235e-08,1.854945941737185e-06
1822,1.0426640528748976e-07,1.67327529254635e-06
1823,9.586206450862278e-08,1.715634396326493e-06
1824,1.4905369027928828e-07,1.974750951205806e-06
1825,1.1270966804310945e-07,1.8711566951434833e-06
1826,9.776862741617265e-08,1.6911330180668926e-06
1827,1.6222400611720644e-07,2.199241361466875e-06
1828,1.4033620721054518e-07,1.629000739911124e-06
1829,1.3717081515096652e-07,2.019840177447385e-06
1830,1.8786305133744463e-07,1.6302337151330448e-06
1831,1.7306238930814288e-07,1.7680428143762583e-06
1832,1.1094574858816486e-07,1.6141253365020702e-06
1833,1.4247862734073635e-07,1.509346847061721e-06
1834,1.474855890748472e-07,1.6438109042837823e-06
1835,1.1722786297241328e-07,1.9769912285028113e-06
1836,1.9624590608113834e-07,1.9107092628090072e-06
1837,9.253994626146067e-08,1.559263314021564e-06
1838,1.7484688585867048e-07,1.6563112303913385e-06
1839,1.3143973565110656e-07,1.7569576886700133e-06
1840,1.1720227499623093e-07,1.4956028424606416e-06
1841,1.4703056194775854e-07,3.1223128189594718e-06
1842,1.1739464067517247e-07,2.011137850033151e-06
1843,1.9729083622355148e-07,1.591912582199484e-06
1844,1.5203314940315238e-07,2.2140856064112313e-06
1845,1.9419193170167048e-07,2.124950814419435e-06
1846,1.0362467706137579e-07,2.2364195144675136e-06
1847,9.977463566457345e-08,1.9857849435922503e-06
1848,7.562508130831702e-08,1.7586854905715654e-06
1849,4.776266493422554e-08,1.923075785725814e-06
1850,1.0726613819400654e-07,2.071322676044929e-06
1851,9.28719168236114e-08,1.9251574272516336e-06
1852,1.295598495154593e-07,1.6276363306033659e-06
1853,1.8632426690423642e-07,2.292027458494772e-06
1854,1.5327209934579145e-07,1.8642043944083753e-06
1855,1.645150575768639e-07,2.1413491531063755e-06
1856,1.0457922500206607e-07,2.332323710163564e-06
1857,1.649950125415245e-07,1.8369119167971348e-06
1858,1.1793758891709416e-07,1.8591075363616483e-06
1859,9.522363986214089e-08,2.101539898546889e-06
1860,2.2016254042078742e-07,1.976428015026954e-06
1861,1.787350306092783e-07,2.2311224530113805e-06
1862,2.466820419877447e-07,1.798158573151909e-06
1863,1.4883970733681195e-07,1.7441215565128232e-06
1864,9.829192038068868e-08,2.182560201902106e-06
1865,8.425251213362017e-08,2.078071755562405e-06
1866,1.7954111974916032e-07,1.780327758549305e-06
1867,1.465549051005155e-07,1.6611173716540861e-06
1868,1.1262912769094413e-07,1.6222546310729058e-06
1869,1.3771524309813543e-07,1.821552697123252e-06
1870,1.2614906896857292e-07,1.7546188999517653e-06
1871,1.115223595693493e-07,1.2554231529904314e-06
1872,1.5420715726577328e-07,1.757961545223452e-06
1873,7.302925214558442e-08,1.5036843201698957e-06
1874,1.69081439682639e-07,1.7063483150892012e-06
1875,1.0241533254795598e-07,1.4704325224101922e-06
1876,1.6566080840441089e-07,1.7684593416333882e-06
1877,1.0699732011509866e-07,1.5455855306711896e-06
1878,1.6547102504871347e-07,1.7754920236257021e-06
1879,6.659164597522249e-08,1.665402105999192e-06
1880,1.1167052460514526e-07,1.5492680311979257e-06
1881,1.1713813058422673e-07,1.4112354822515272e-06
1882,1.0715170062347568e-07,1.543383763902284e-06
1883,1.131161653233903e-07,1.3270611693982914e-06
1884,1.7296446674919252e-07,1.3685317483691506e-06
1885,1.4180398011376383e-07,1.4928092673116566e-06
1886,1.0906354014350583e-07,1.5197907377029196e-06
1887,8.161155939934162e-08,1.226132020804016e-06
1888,1.0715638998348709e-07,1.4970191131169486e-06
1889,8.645888804892365e-08,1.5405971609538938e-06
1890,1.7238036653655087e-07,1.4150919902533587e-06
1891,2.42220368873447e-07,1.3220132082381042e-06
1892,1.1847488301519604e-07,1.616022448303056e-06
1893,1.422594238520425e-07,1.3222120305300678e-06
1894,1.9282710761459043e-07,1.3579817075282108e-06
1895,1.0352017021375559e-07,1.4715512399732233e-06
1896,7.194375445385148e-08,1.25075979795497e-06
1897,1.1070755412401212e-07,1.2574047811853006e-06
1898,1.9181822974445595e-07,1.5096491399191336e-06
1899,1.0060192678906787e-07,1.2453634052889129e-06
1900,1.3496738171525635e-07,1.2915339926422575e-06
1901,1.279821263411307e-07,1.2054909364067612e-06
1902,2.533706344731712e-07,1.284530208423007e-06
1903,1.3608554705335507e-07,1.2701318254926264e-06
1904,1.4135264425618743e-07,1.2469130119541205e-06
1905,1.475977098319703e-07,1.2556126982588012e-06
1906,2.052529679552606e-07,1.2294600555406987e-06
1907,2.2062798410438234e-07,1.0681685944646802e-06
1908,2.3329098763902323e-07,1.1748042485493215e-06
1909,3.15206349466024e-07,1.2421221260439097e-06
1910,3.6340225884057276e-07,1.325883772551606e-06
1911,3.9902805815117404e-07,1.364676008641652e-06
1912,4.625965921434272e-07,1.1252350136103928e-06
1913,5.09087001221431e-07,1.2080210041176542e-06
1914,3.0202313938687553e-07,1.1263923491711125e-06
1915,1.8377989163820274e-07,1.1085696476342832e-06
1916,1.50528225217883e-07,1.2756443132921902e-06
1917,1.381769423325352e-07,1.0604531865965328e-06
1918,2.6303800471083605e-07,7.902626855127437e-07
1919,2.642652502382603e-07,9.705072088195266e-07
1920,2.854731246948461e-07,1.051025735776534e-06
1921,2.6504616346123555e-07,8.860114757425208e-07
1922,2.751969887526684e-07,1.0402889554228523e-06
1923,2.558443532585386e-07,8.938628086596623e-07
1924,2.2947091282699006e-07,8.534255639958133e-07
1925,3.277457034656095e-07,9.194476773277671e-07
1926,2.920288224572687e-07,9.061810679611426e-07
1927,2.129501930347999e-07,1.0179242462271532e-06
1928,2.31948637186008e-07,8.798051540637175e-07
1929,2.551153110985638e-07,9.435924233081039e-07
1930,2.468346705919444e-07,8.738998120705332e-07
1931,4.573547949249246e-07,7.436292746021422e-07
1932,3.9563927378694075e-07,9.140253354189554e-07
1933,3.8082598163846626e-07,6.939750747392281e-07
1934,3.774197683270586e-07,8.578811403481268e-07
1935,5.732808050495919e-07,8.150401589190892e-07
1936,4.692264652383926e-07,7.105082993064116e-07
1937,4.293571240765459e-07,6.988070806457358e-07
1938,4.2914859399445504e-07,8.75151954460307e-07
1939,4.909389987872714e-07,6.989380914035337e-07
1940,6.187310546135194e-07,2.5332471853545258e-06
1941,4.574829119974311e-07,8.64790269616833e-07
1942,4.247896423503761e-07,1.1408636666487837e-06
1943,9.929064368474627e-07,9.783902772397823e-07
1944,4.6269882147953467e-07,8.290020154788635e-07
1945,9.389352637612092e-07,1.0217183437077892e-06
1946,4.134568101221703e-07,9.14616543390423e-07
1947,5.161737379744125e-07,8.487659890477062e-07
1948,4.435730192042797e-07,8.882332487303302e-07
1949,4.7317980900185574e-07,6.430140229163328e-07
1950,5.221962715573625e-07,6.881078595810664e-07
1951,4.659032604159563e-07,7.036525353498746e-07
1952,5.388395063476992e-07,6.685405518069842e-07
1953,5.289949411846351e-07,6.981440314746123e-07
1954,6.74304979852991e-07,6.616006862358859e-07
1955,5.406109884198429e-07,7.358316373995422e-07
1956,5.843164938568179e-07,6.157125849171052e-07
1957,5.009466179650701e-07,7.121040557223068e-07
1958,6.444077458311881e-07,6.361355382455969e-07
1959,4.7512084933032384e-07,7.363210254851538e-07
1960,5.294437523950535e-07,7.758254430001443e-07
1961,4.3703921681625957e-07,7.64992324597813e-07
1962,4.7564672556177356e-07,8.815319381128006e-07
1963,4.4615768057809646e-07,7.229047707113523e-07
1964,4.7637472228023725e-07,7.49544919464995e-07
1965,4.5801002546141945e-07,7.852382513107159e-07
1966,5.383980679063427e-07,7.43897738075816e-07
1967,5.166991521310393e-07,8.958419570603837e-07
1968,4.051256959902716e-07,8.322593583187654e-07
1969,4.514507359054676e-07,6.517422548313334e-07
1970,3.7893495408169997e-07,7.477526864363426e-07
1971,4.3933299265219716e-07,7.635658532123557e-07
1972,3.729616903092037e-07,5.761154735495211e-07
1973,4.1018235097389777e-07,6.483527927869659e-07
1974,4.0672883683257055e-07,6.28376375377826e-07
1975,4.1065541767082436e-07,7.139349991192034e-07
1976,4.079458255645818e-07,6.547701589809662e-07
1977,4.01384201875743e-07,5.935549740598844e-07
1978,3.386137139571588e-07,6.516828641167649e-07
1979,3.440960313350061e-07,6.641989731548392e-07
1980,3.2234804003827833e-07,6.077426153439092e-07
1981,2.859148393596911e-07,6.401455969751169e-07
1982,3.0478835211233957e-07,6.728932371302676e-07
1983,2.7345319608684804e-07,6.094279836332817e-07
1984,2.52836773739773e-07,6.52388448596497e-07
1985,3.0739501566401373e-07,5.943371217398408e-07
1986,2.673540528963514e-07,5.143268637652909e-07
1987,3.611492629396196e-07,5.939714169400645e-07
1988,2.5065594289053195e-07,6.290384666485238e-07
1989,1.909866496063728e-07,7.156511498962459e-07
1990,2.2557414969259781e-07,5.497688713163029e-07
1991,2.3035557727979494e-07,5.679759844667842e-07
1992,1.630943504693505e-07,6.424595149212564e-07
1993,2.2046045700108152e-07,6.259304257127951e-07
1994,1.524453796530878e-07,6.783555459577428e-07
1995,2.125600774283143e-07,5.86709170136146e-07
1996,2.0605035411236372e-07,5.775815781206006e-07
1997,1.0980308384755944e-07,5.538103367008773e-07
1998,1.316003657159115e-07,5.922016468318247e-07
1999,1.6955446535682483e-07,5.200888946177429e-07
2000,1.9483518709506598e-07,5.716932696131494e-07
2001,1.296838689768265e-07,6.216939585357295e-07
2002,1.305603966050839e-07,6.076754175410315e-07
2003,1.5042591949843143e-07,6.417061531038826e-07
2004,1.700249482594618e-07,6.285637113023768e-07
2005,1.5763123639711552e-07,5.926934498745595e-07
2006,2.2442499875152677e-07,6.300371673262362e-07
2007,1.6417310089167358e-07,5.895851522552675e-07
2008,1.4092124867026712e-07,5.406948488939634e-07
2009,2.5891284249901503e-07,6.274941313222371e-07
2010,2.116259318896141e-07,4.7285168136568245e-07
2011,2.2255517517777434e-07,4.252256733394688e-07
2012,2.291062098924712e-07,4.139571370131989e-07
2013,1.5284404897286663e-07,4.7052538132419386e-07
2014,1.4768336260850834e-07,5.935485205554869e-07
2015,2.0569820136095984e-07,5.410660302018755e-07
2016,1.6715714334925025e-07,6.272017776254302e-07
2017,1.4439609019589739e-07,4.012400083297507e-07
2018,1.3449441449431276e-07,4.365260077854316e-07
2019,1.9004859225235649e-07,4.622389830899465e-07
