year,en_ADP an_NOUN,en_ADP champ_NOUN
1876,4.885179869518197e-07,6.287855445208379e-07
1877,3.525345166899285e-07,5.863205370104652e-07
1878,5.398945350232331e-07,6.751701349116956e-07
1879,4.1909971393305767e-07,6.164309453993155e-07
1880,4.3577175246056754e-07,4.883980873060523e-07
1881,4.2741470163143447e-07,5.647731193825223e-07
1882,4.199548004901743e-07,5.683698880432075e-07
1883,4.069654357952146e-07,5.339841306906123e-07
1884,3.366865382048445e-07,4.984281494202492e-07
1885,4.202554444443507e-07,5.014704553829574e-07
1886,4.491610913204269e-07,5.34992130596379e-07
1887,3.3166937818407405e-07,4.6290075617072546e-07
1888,4.7237579248182726e-07,4.4257490827703805e-07
1889,3.2265454574798014e-07,4.4231865370392143e-07
1890,3.454161583427151e-07,3.7032283328741755e-07
1891,3.5823116739663874e-07,3.7544155828683756e-07
1892,3.2658949455921515e-07,4.7327268326569083e-07
1893,2.7528121826492224e-07,4.310891497105729e-07
1894,3.610781962315457e-07,5.022326732273541e-07
1895,2.8167116128408054e-07,4.3273837135870963e-07
1896,2.954411550959435e-07,3.9922886152510273e-07
1897,3.018237670904256e-07,3.37366728775379e-07
1898,2.8744442459593955e-07,3.734514351094731e-07
1899,2.802482299557596e-07,3.8195565998933034e-07
1900,2.678583330695261e-07,3.914054111930909e-07
1901,2.732893396584224e-07,3.6606239905978555e-07
1902,2.7595794294121845e-07,3.1278507961474133e-07
1903,2.9323195738228947e-07,4.4605818594334323e-07
1904,2.7410588554488413e-07,3.509630168707645e-07
1905,2.342984628533884e-07,2.988079348398287e-07
1906,2.453775985733486e-07,2.3251713504590654e-07
1907,2.7617068942831224e-07,2.494279041087566e-07
1908,2.1462770916080842e-07,3.25133947542966e-07
1909,2.381925914285432e-07,3.641650978547517e-07
1910,1.9345826018923873e-07,3.5057627645329603e-07
1911,2.745313101293334e-07,2.990050140816436e-07
1912,2.3181924374560126e-07,2.9537418955172257e-07
1913,2.2484676126532932e-07,2.9643711130233896e-07
1914,2.276892898667171e-07,2.772451921373431e-07
1915,2.0969756231448144e-07,2.3325909248583798e-07
1916,2.64797828997132e-07,3.362163516484884e-07
1917,2.0836206238161736e-07,3.4215244948399004e-07
1918,2.2857889092620098e-07,3.836449682381726e-07
1919,2.1822600482224175e-07,3.6463079577941926e-07
1920,2.4761197181533134e-07,2.9077369845254e-07
1921,2.1203692424087706e-07,2.392988173172128e-07
1922,2.0363102271048206e-07,2.656056741212609e-07
1923,2.2081171513477216e-07,4.087140133002265e-07
1924,1.8950688063235077e-07,2.9263987011418635e-07
1925,2.2106337516092367e-07,3.838364017738627e-07
1926,2.5859040508890985e-07,3.4441568996790295e-07
1927,1.4493992472885964e-07,3.233275185365869e-07
1928,2.1252436988028478e-07,2.5937114433993713e-07
1929,2.5511530887811773e-07,2.807382439851125e-07
1930,2.951512604321138e-07,3.3716567582331436e-07
1931,1.8704785009759917e-07,4.037496319497791e-07
1932,1.5233756045507363e-07,4.1975026032758933e-07
1933,1.5944220788099983e-07,3.9917903560393597e-07
1934,2.0009239420915037e-07,5.307840211798975e-07
1935,1.4242258306040867e-07,3.997406992084507e-07
1936,1.624711774006471e-07,3.0311787524439637e-07
1937,2.5434058437134865e-07,4.797215966689805e-07
1938,1.8540257140653438e-07,4.187764202079336e-07
1939,1.8199920415185034e-07,4.343510449089649e-07
1940,2.3329202702981888e-07,7.860926931613221e-07
1941,2.6858673107810205e-07,8.028087101763504e-07
1942,5.006449512734434e-07,6.432528945055083e-07
1943,3.251623377220625e-07,4.0935616407722364e-07
1944,1.670856821789357e-07,4.048614457019539e-07
1945,1.7645882843808636e-07,3.7905969030305187e-07
1946,1.767980171152317e-07,3.605565908060271e-07
1947,1.2874540833429649e-07,2.956375959595192e-07
1948,1.7829895648802108e-07,2.8701784038354106e-07
1949,1.7277934827308883e-07,3.759914286582955e-07
1950,2.0845308923433947e-07,3.8712715122457553e-07
1951,1.7697927001680824e-07,3.848765928182729e-07
1952,1.7609822067221614e-07,3.8699430005006974e-07
1953,1.8100030263479283e-07,4.1048282728439744e-07
1954,1.3192924086524727e-07,5.961246882790761e-07
1955,1.9052783706285936e-07,4.4487780037627545e-07
1956,1.7965551646348388e-07,7.0379612293614e-07
1957,2.31477991108342e-07,5.071311444115878e-07
1958,2.556123281927114e-07,7.213396351346546e-07
1959,2.1082034362684965e-07,7.34770881027913e-07
1960,1.986279155596904e-07,7.806700232926289e-07
1961,2.0913959231094736e-07,6.864781085802463e-07
1962,2.416285432849108e-07,6.601976658693332e-07
1963,2.133797532000159e-07,7.099726556658581e-07
1964,2.293656092833274e-07,8.043005885749466e-07
1965,2.1450410364609596e-07,7.102712218376439e-07
1966,2.0549968060556978e-07,8.940066416052161e-07
1967,1.9770645359740158e-07,8.726694127325629e-07
1968,1.8280062505371397e-07,9.10859146746601e-07
1969,1.630491064108508e-07,7.630153331383838e-07
1970,1.692330778291229e-07,8.217921341202583e-07
1971,1.6905328026339816e-07,9.197731625221195e-07
1972,1.8468528922843674e-07,8.562215390028882e-07
1973,1.3783009528145485e-07,8.738427759169554e-07
1974,2.3852424302361896e-07,9.473462654341347e-07
1975,2.2560346923938823e-07,1.153718953261773e-06
1976,1.5255116581069927e-07,1.0004385586626086e-06
1977,1.4280580318271063e-07,8.668252942101162e-07
1978,1.188118274875194e-07,7.550491631924672e-07
1979,1.281582141521298e-07,6.542506190143627e-07
1980,1.5804718556111652e-07,7.669268307086696e-07
1981,1.1449244580186146e-07,8.305446562717478e-07
1982,1.3904804907483026e-07,7.020685264258475e-07
1983,1.3388469954911386e-07,8.77828949086279e-07
1984,1.786094572242547e-07,7.341544971950498e-07
1985,1.0527226579348792e-07,6.099775600176827e-07
1986,1.0190625043815515e-07,6.510011161253715e-07
1987,1.1305011188289527e-07,7.840178222195959e-07
1988,2.4645836249614916e-07,6.368340288442909e-07
1989,1.053719477228654e-07,7.332131435333622e-07
1990,1.0897301572221352e-07,6.107937688959453e-07
1991,1.1781545167233176e-07,5.925941520823486e-07
1992,1.4160556649489564e-07,8.336545724851874e-07
1993,1.0801454858322401e-07,5.439501613579978e-07
1994,9.283870938681105e-08,6.445960403222983e-07
1995,1.1441371272624679e-07,4.684997394477364e-07
1996,1.2117468917161034e-07,5.161935243691573e-07
1997,7.719779804293836e-08,5.38466663702053e-07
1998,8.201181977973704e-08,5.030376335479758e-07
1999,8.27206416420534e-08,4.775860222849815e-07
2000,8.350079627739149e-08,5.014465673802704e-07
2001,1.0339659703428872e-07,5.599188856453274e-07
2002,1.0602556049787992e-07,5.962842246631794e-07
2003,8.500522735710447e-08,4.154422068580743e-07
2004,1.0263163519041996e-07,4.827651201022576e-07
2005,9.097574116267992e-08,4.936109569975144e-07
2006,7.782812000423078e-08,4.714984092046848e-07
2007,7.869124660220272e-08,5.400536320365745e-07
2008,7.705965823778804e-08,4.0956569136163523e-07
2009,6.53242375747709e-08,4.110181865968343e-07
2010,8.077686158847186e-08,3.8640626631725183e-07
2011,3.7474924913238894e-08,4.084002144799648e-07
2012,3.6765930244708755e-08,5.759995299614573e-07
2013,2.8727987766430374e-08,4.113959490847918e-07
2014,3.3131311125145224e-08,3.598969997575807e-07
2015,2.1722439139115757e-08,3.318213295244732e-07
2016,2.7548822750800284e-08,3.8444069927479063e-07
2017,2.440142932158551e-08,3.18224830486713e-07
2018,2.0135440093049795e-08,3.8231522592191425e-07
2019,4.28565950505444e-08,2.826494307495153e-07
