year,bien_ADV eu_VERB,bien_ADV chu_VERB
1800,2.5153315164061496e-07,0.0
1801,4.0956339830700017e-07,0.0
1802,4.856112809648039e-07,0.0
1803,2.5354410126965377e-07,0.0
1804,3.831368928786105e-07,0.0
1805,3.752598445316835e-07,0.0
1806,3.602086451337527e-07,0.0
1807,2.932363827312656e-07,0.0
1808,2.5380029455845943e-07,0.0
1809,4.3373387370593264e-07,0.0
1810,2.69114565298878e-07,0.0
1811,4.78851688967552e-07,0.0
1812,3.494042744023318e-07,0.0
1813,4.3423699480626965e-07,0.0
1814,3.4613449884091096e-07,0.0
1815,3.263640451223182e-07,0.0
1816,2.9201808615653135e-07,0.0
1817,3.829908621355571e-07,0.0
1818,3.552510747795168e-07,1.1921177378582115e-09
1819,3.7263779972818156e-07,0.0
1820,5.078853746454115e-07,0.0
1821,3.816396088041074e-07,0.0
1822,5.383755592447415e-07,0.0
1823,5.277354944155377e-07,0.0
1824,5.776883540420386e-07,1.7684335773537896e-08
1825,4.261834476437798e-07,0.0
1826,4.289488515496487e-07,0.0
1827,3.548650227003236e-07,0.0
1828,4.06332958391431e-07,0.0
1829,4.192283142856468e-07,0.0
1830,4.1538606865287875e-07,0.0
1831,4.7241354650395806e-07,0.0
1832,3.8154513504196075e-07,0.0
1833,3.9616008962184424e-07,0.0
1834,4.01384824044726e-07,0.0
1835,5.00676435422065e-07,5.294161553592858e-09
1836,5.087607632958679e-07,6.720750067579218e-10
1837,5.29495480350306e-07,0.0
1838,5.352713401407527e-07,1.2624323808552163e-09
1839,3.355908120283857e-07,0.0
1840,3.363195730798907e-07,1.2739377330817092e-09
1841,4.1091510638580075e-07,0.0
1842,4.004834295301407e-07,1.341653010911159e-09
1843,3.904468144355633e-07,0.0
1844,4.2097263985851896e-07,0.0
1845,3.336976419632265e-07,0.0
1846,4.437711993432458e-07,0.0
1847,3.5487411764734134e-07,0.0
1848,4.111108182769385e-07,8.045221711050488e-10
1849,3.728839601535583e-07,0.0
1850,4.82018720049382e-07,0.0
1851,3.5471913406581734e-07,0.0
1852,3.684968703510094e-07,0.0
1853,5.303075454321515e-07,2.388772735173461e-09
1854,4.977446792508999e-07,0.0
1855,4.6701046585440054e-07,0.0
1856,4.3125984916514426e-07,0.0
1857,4.2713205061772896e-07,9.763018171682347e-10
1858,5.304744945533457e-07,5.3830437884982985e-09
1859,4.6898915684323583e-07,0.0
1860,3.9592640632690745e-07,4.577183909670879e-10
1861,4.357550551503664e-07,4.715963730639317e-10
1862,4.635454047274834e-07,0.0
1863,4.400260991133109e-07,0.0
1864,3.8405769942073675e-07,3.835782358407869e-09
1865,4.344417448010063e-07,0.0
1866,4.6709882894901966e-07,0.0
1867,5.342945428310486e-07,9.7056229719783e-10
1868,4.801557338396378e-07,0.0
1869,4.653993812553381e-07,0.0
1870,4.5413665361593303e-07,0.0
1871,5.26810367773578e-07,0.0
1872,4.408510392295284e-07,6.047339295989218e-10
1873,5.141977794664854e-07,1.7958012854535355e-09
1874,5.263630669105623e-07,5.974609140757536e-10
1875,4.771753765453468e-07,0.0
1876,4.6796154151707015e-07,0.0
1877,3.8655099388051894e-07,6.184815992682502e-10
1878,4.1911275161510275e-07,0.0
1879,5.070739916845923e-07,0.0
1880,4.999502039026993e-07,0.0
1881,4.364789845112682e-07,0.0
1882,5.58386830107338e-07,0.0
1883,4.948042260366492e-07,0.0
1884,4.832442073166021e-07,0.0
1885,4.5054994757265376e-07,0.0
1886,4.581959274219116e-07,0.0
1887,4.5049580421618884e-07,0.0
1888,5.376841158977186e-07,0.0
1889,5.450668822959415e-07,1.8795409673089125e-09
1890,4.5487442434932746e-07,0.0
1891,5.137621315043361e-07,0.0
1892,6.061651447453187e-07,0.0
1893,5.487149223881715e-07,0.0
1894,5.784813197351468e-07,6.301539290376468e-10
1895,4.98341307775263e-07,0.0
1896,5.218870455792057e-07,0.0
1897,5.110027814225759e-07,0.0
1898,5.386754082792322e-07,0.0
1899,5.632602437799505e-07,0.0
1900,4.80172388961364e-07,0.0
1901,4.962799948771135e-07,0.0
1902,4.365242318726814e-07,0.0
1903,4.233772585848783e-07,0.0
1904,4.971528255737212e-07,0.0
1905,5.140116172697162e-07,0.0
1906,5.005291541237966e-07,0.0
1907,4.3919882841692015e-07,0.0
1908,4.80825008253305e-07,0.0
1909,5.616504381578125e-07,0.0
1910,5.231923410065065e-07,0.0
1911,4.953268444296555e-07,0.0
1912,4.7509922751487466e-07,0.0
1913,5.186324187889113e-07,0.0
1914,5.290427793624985e-07,0.0
1915,5.489835075422889e-07,0.0
1916,6.240878178687126e-07,0.0
1917,5.549010779759556e-07,0.0
1918,4.996573466087284e-07,0.0
1919,4.926199039800849e-07,0.0
1920,4.944667466588726e-07,0.0
1921,4.816267278329178e-07,0.0
1922,4.825169526156969e-07,0.0
1923,5.010727477383625e-07,0.0
1924,5.646531349157158e-07,0.0
1925,5.97201051277807e-07,0.0
1926,4.848570256399398e-07,0.0
1927,6.143222890386824e-07,0.0
1928,5.16457077992527e-07,0.0
1929,5.503360966940818e-07,0.0
1930,5.125758661961299e-07,0.0
1931,4.65338558797157e-07,0.0
1932,5.73183740470995e-07,0.0
1933,5.276504566609219e-07,0.0
1934,5.667287155119993e-07,0.0
1935,4.94290134156472e-07,3.590485242455088e-09
1936,4.571017484522599e-07,0.0
1937,4.709078211817541e-07,0.0
1938,5.004573040423566e-07,0.0
1939,5.444682074084994e-07,0.0
1940,4.564409152862936e-07,0.0
1941,5.047069180363906e-07,0.0
1942,5.279528636492614e-07,0.0
1943,5.225823542787111e-07,0.0
1944,5.205361617299786e-07,0.0
1945,5.598755592473026e-07,0.0
1946,6.041759093022847e-07,0.0
1947,5.066370363238093e-07,0.0
1948,4.631424133094697e-07,0.0
1949,4.977223397872876e-07,0.0
1950,4.668923736517172e-07,0.0
1951,5.415992063717567e-07,0.0
1952,4.6818928467473597e-07,0.0
1953,5.192984531277034e-07,1.0773827385790469e-09
1954,5.013311010770849e-07,0.0
1955,5.46242404197983e-07,0.0
1956,5.066983135293412e-07,0.0
1957,4.974125999979151e-07,0.0
1958,4.996434768145264e-07,0.0
1959,5.25500695403025e-07,0.0
1960,5.121416961628711e-07,0.0
1961,5.294497213981231e-07,0.0
1962,5.320901550476265e-07,0.0
1963,4.836607558900141e-07,0.0
1964,5.499907160810835e-07,0.0
1965,4.875590775554883e-07,0.0
1966,5.627699692922761e-07,0.0
1967,4.979638674740272e-07,0.0
1968,5.407664502854459e-07,0.0
1969,5.336565322977549e-07,0.0
1970,4.7688780568933e-07,0.0
1971,4.912308213533834e-07,0.0
1972,5.453346147987759e-07,0.0
1973,5.7447584822512e-07,0.0
1974,5.383672032621689e-07,0.0
1975,5.203158366384741e-07,0.0
1976,5.833510954289522e-07,0.0
1977,5.347871478988964e-07,0.0
1978,6.819798841206648e-07,0.0
1979,6.899476829858031e-07,0.0
1980,6.287776841418236e-07,0.0
1981,7.242754236358451e-07,0.0
1982,7.163457667047624e-07,0.0
1983,7.148937584133819e-07,0.0
1984,6.657261906184431e-07,0.0
1985,7.206638770185236e-07,0.0
1986,8.194461429411604e-07,0.0
1987,7.693518568885338e-07,0.0
1988,7.201861080829985e-07,0.0
1989,8.627328043075977e-07,0.0
1990,8.031311722334067e-07,1.089730194969718e-09
1991,8.504986226398614e-07,0.0
1992,8.033498488657642e-07,0.0
1993,8.934741799748736e-07,0.0
1994,8.65615447764867e-07,0.0
1995,9.397107305630925e-07,0.0
1996,9.52315645008639e-07,5.338092190498855e-10
1997,8.846580499266565e-07,0.0
1998,9.693607125882409e-07,9.536258449571733e-10
1999,8.802207389635441e-07,9.140402323914998e-10
2000,9.189505476570048e-07,0.0
2001,9.174257229460636e-07,0.0
2002,9.572969474902493e-07,0.0
2003,9.3839105375082e-07,4.1669229178253886e-10
2004,9.576016282153432e-07,0.0
2005,1.0349616559324204e-06,0.0
2006,1.061592001860845e-06,0.0
2007,1.1216498023713939e-06,1.1983438685803094e-09
2008,1.1375879012121004e-06,8.514879357157668e-10
2009,1.0675983048713533e-06,0.0
2010,1.2546394145829254e-06,0.0
2011,1.1823721024484257e-06,0.0
2012,1.288850057790114e-06,6.808505426114664e-10
2013,1.3226031114754733e-06,0.0
2014,1.3765735502602183e-06,0.0
2015,1.3257337059258134e-06,6.649726325136385e-10
2016,1.266417257284047e-06,0.0
2017,1.3999376733409008e-06,0.0
2018,1.4657567817266681e-06,0.0
2019,1.4237062941901968e-06,0.0
