year,en_ADP appels_NOUN,en_ADP chapelle_NOUN
1848,3.218088684420195e-09,2.735375517204375e-07
1849,1.508294644736452e-08,5.186857632288877e-07
1850,4.752297222410107e-09,2.966791328162799e-07
1851,3.2247193804124663e-09,2.4314385416168705e-07
1852,3.2552727180501506e-09,2.6172392297851843e-07
1853,1.0749477752369785e-08,2.878471245804093e-07
1854,2.5978321716024766e-09,1.6262429591851202e-07
1855,4.2455496895854594e-09,1.937032010346229e-07
1856,6.73034605824796e-09,2.309026351232646e-07
1857,1.1715622250108026e-08,2.660422311340227e-07
1858,9.297984604472731e-09,2.686628235437638e-07
1859,4.073738679721828e-09,2.0266850131456238e-07
1860,1.6477862629926676e-08,2.219934183977923e-07
1861,2.8295783494058924e-09,2.2353668294172735e-07
1862,9.487771457372673e-09,4.3282307893299787e-07
1863,1.0988165932701577e-08,2.3774394775077923e-07
1864,9.589456340108882e-09,2.133653935754154e-07
1865,1.882737743486018e-09,2.221630603926883e-07
1866,7.784980660119345e-09,2.476597107392564e-07
1867,1.6984840200962026e-08,2.635076530310698e-07
1868,4.939874287401835e-09,2.924405335669178e-07
1869,9.278686263769487e-09,2.2757199769074532e-07
1870,6.880858549607183e-09,2.2133428956294665e-07
1871,1.0621176826930423e-08,2.0498872133067891e-07
1872,2.0560953828407946e-08,1.5239295692026644e-07
1873,1.496501056408306e-08,2.274681708547277e-07
1874,1.7326366119618797e-08,1.899925642367961e-07
1875,1.716458086775674e-09,1.6535213864798948e-07
1876,1.0278225381910033e-08,2.043553051223057e-07
1877,1.0514186854493346e-08,2.8759394954391837e-07
1878,4.22736201599605e-09,2.5786907897895617e-07
1879,1.0996785704264767e-08,1.496784641785709e-07
1880,7.701415505323439e-09,2.137142833813499e-07
1881,6.9725074602899895e-09,2.1963398388891164e-07
1882,7.320923423037584e-09,2.3759724854244268e-07
1883,1.516641390253426e-08,2.2876006600114351e-07
1884,1.0562715146988921e-08,2.290788785330733e-07
1885,1.4824961702686323e-08,2.4042219959330424e-07
1886,5.162771099520569e-09,2.09737573308999e-07
1887,1.1099172247952538e-08,2.3699996165582604e-07
1888,1.8387781963724592e-08,2.422114862010716e-07
1889,1.50363277384713e-08,2.543645445385323e-07
1890,6.554386366985909e-09,2.523438865087435e-07
1891,8.286486163910922e-09,2.3393386905379288e-07
1892,1.002961980134387e-08,2.1626367097127286e-07
1893,2.0938616174248637e-08,2.426416192413683e-07
1894,2.520615716150587e-08,2.3063633936004635e-07
1895,1.6852119699706236e-08,2.618097412199205e-07
1896,2.1229304536518612e-08,1.845770130071145e-07
1897,1.8645483379486905e-08,2.6802881070153717e-07
1898,1.4145887128336199e-08,2.3821673744706118e-07
1899,2.1004797901014172e-08,1.978873065411335e-07
1900,7.786579381274805e-09,1.8532059253839606e-07
1901,1.0059729937950124e-08,2.3305041474408483e-07
1902,1.3257766440233354e-08,1.4583543261892373e-07
1903,2.214090244478939e-08,2.2086900286488742e-07
1904,1.6123875568041512e-08,2.0047352311536315e-07
1905,1.4450125540577119e-08,1.6411214043277056e-07
1906,1.7490227932626112e-08,1.8519064298727628e-07
1907,1.6457098794830927e-08,1.7999951751335175e-07
1908,1.964555629285769e-08,1.718986217813523e-07
1909,1.6502950117569526e-08,2.079371745900005e-07
1910,1.3894791983659616e-08,1.7635697280304896e-07
1911,2.3409645777405785e-08,1.4471417308925538e-07
1912,2.4484279492753558e-08,2.17232858368277e-07
1913,1.5378670781274195e-08,1.8083194597284802e-07
1914,1.339348720819089e-08,1.975539346554811e-07
1915,2.709575319670421e-08,2.2383447262352973e-07
1916,1.4283700444650549e-08,2.1535425376306705e-07
1917,1.5352993543160665e-08,1.3050044889162393e-07
1918,1.9526840588923733e-08,1.7574155020128046e-07
1919,2.4861190439651182e-08,1.749491143621107e-07
1920,2.4231141537711665e-08,1.4765852318632255e-07
1921,1.817459427400081e-08,1.7644501998370643e-07
1922,2.951174238319254e-08,1.5050988516618347e-07
1923,1.6985516992917837e-08,2.0594939753593167e-07
1924,7.734974438733389e-09,2.0368766229239554e-07
1925,1.4297631523163545e-08,2.1006519257404932e-07
1926,8.916910765321973e-09,1.8168205395685533e-07
1927,2.1183527820767267e-08,2.6423662391472647e-07
1928,2.742249805010033e-08,2.365190523434535e-07
1929,1.1140405931087116e-08,2.2169408397942902e-07
1930,2.3107928015519974e-08,1.8381305721959507e-07
1931,2.6232321204133768e-08,1.779235674348456e-07
1932,1.53433514782364e-08,1.5124160601676095e-07
1933,1.1470662641954732e-08,1.9729538691670712e-07
1934,1.3179738189705859e-08,1.797237079159686e-07
1935,1.196828414151696e-08,1.8670523083130774e-07
1936,2.424942913137329e-08,1.3943422194628852e-07
1937,1.6368453259474336e-08,1.3850230118350737e-07
1938,2.5930428915188486e-09,1.2446605524019105e-07
1939,2.4470480752825097e-08,1.4376407797556112e-07
1940,1.7750480196809804e-08,2.5357829258609854e-07
1941,3.836953510472085e-08,1.328176182369134e-07
1942,1.8205270180260413e-08,1.7295007159745523e-07
1943,1.7419411690866582e-08,2.2645234309948137e-07
1944,0.0,1.4459337194239197e-07
1945,1.3071024262956144e-08,1.2853173236848647e-07
1946,1.2528993842408909e-08,1.4477947818392067e-07
1947,1.4305045148432782e-08,1.454346261198225e-07
1948,1.9569398546082084e-08,1.228523289764638e-07
1949,1.9634017078828947e-08,1.41364923766929e-07
1950,1.2762433776458693e-08,1.393232396118549e-07
1951,1.3859822622919182e-08,1.172754195977177e-07
1952,1.4762725264461096e-08,1.1177492353908747e-07
1953,2.2625037843226892e-08,1.2820854067285836e-07
1954,1.9545073115523337e-08,1.417017803095888e-07
1955,1.0324168187025862e-08,1.2670570104234002e-07
1956,1.657016923672927e-08,1.2122387116342281e-07
1957,8.835037590415595e-09,1.6609870245876124e-07
1958,1.6544486669545222e-08,1.1829308360633561e-07
1959,2.0927018340444192e-08,1.2091166523564567e-07
1960,1.9378333604436193e-08,1.4879792331612407e-07
1961,1.111705483225478e-08,1.4869060294131486e-07
1962,1.8391673961559718e-08,1.1542360456306966e-07
1963,1.0345685197421517e-08,1.4095995481966384e-07
1964,2.1293889318485526e-08,1.2715493880044448e-07
1965,1.860494691641179e-08,1.3242345175967785e-07
1966,2.215629990587331e-08,1.2130573945334788e-07
1967,1.2818872185960117e-08,1.1389075360579426e-07
1968,1.5719955115400808e-08,1.0105685654959728e-07
1969,1.3625273354023193e-08,1.3443603741336574e-07
1970,1.3796174869185052e-08,1.1312863468226908e-07
1971,3.288574390580834e-08,1.2589073972169018e-07
1972,1.6929485369132635e-08,1.169673495837742e-07
1973,1.9847533394568018e-08,1.3562481870899035e-07
1974,2.8690415376786405e-08,9.788494570450723e-08
1975,1.9990180177842376e-08,1.0223549518073582e-07
1976,1.542652228181396e-08,9.484454621677685e-08
1977,1.469195431980097e-08,1.0930813942877649e-07
1978,1.1881182260253809e-08,1.336633117521302e-07
1979,1.9896710057309974e-08,1.1352828011013116e-07
1980,1.8760998088396263e-08,1.1086043644192856e-07
1981,1.3283654176632353e-08,1.0247389919948446e-07
1982,1.6760255405756652e-08,9.869928963013308e-08
1983,1.6419821946556112e-08,1.0672884442897157e-07
1984,2.3196033538397387e-08,1.2293897921900054e-07
1985,2.045289804186723e-08,1.1249093290199852e-07
1986,2.1580147446798037e-08,1.1569357138974112e-07
1987,1.7721369260925712e-08,1.0205064393531416e-07
1988,2.7584148298842592e-08,1.1273521483001758e-07
1989,1.5366742545097622e-08,1.1415294276506671e-07
1990,1.6345952147389653e-08,9.916544740917743e-08
1991,1.875668864670388e-08,1.0960940094451033e-07
1992,9.366905473484621e-09,1.4160556510711686e-07
1993,1.0524494165053966e-08,1.2463217347047362e-07
1994,2.2682185019107237e-08,1.3240065732667006e-07
1995,2.3858783393393423e-08,1.0682228024361251e-07
1996,2.1886178203089912e-08,1.094308925697618e-07
1997,2.3015493511024943e-08,1.1172103897560959e-07
1998,1.9072516010965046e-08,1.0442202769134212e-07
1999,1.690974471557638e-08,1.1105588787474474e-07
2000,2.076474814316498e-08,1.0470734590484199e-07
2001,2.6725391677473453e-08,1.0909217307286667e-07
2002,2.8039817578928705e-08,9.682499513274934e-08
2003,2.1667998950647416e-08,1.0500646008271275e-07
2004,1.7178685141061578e-08,1.0351259549512548e-07
2005,3.1526248278623825e-08,9.322761629348975e-08
2006,2.9648807853277503e-08,8.688747604734814e-08
2007,2.0371844655642235e-08,1.0026143329455728e-07
2008,2.4693150635357597e-08,1.1069342970015938e-07
2009,3.290052674742583e-08,1.0633069535970208e-07
2010,2.4563723499682055e-08,9.164158143448731e-08
2011,2.600300952337875e-08,7.99210128910044e-08
2012,3.029784778618705e-08,1.0519141113718433e-07
2013,1.9523875849358774e-08,8.506831505883383e-08
2014,2.7501153354592134e-08,9.311414328472267e-08
2015,3.014542571122547e-08,1.0373572596755753e-07
2016,1.8434926474242275e-08,1.3525850706130882e-07
2017,1.911864622172743e-08,5.4840325447447213e-08
2018,2.116802733098666e-08,8.622098529587063e-08
2019,1.5305927192343916e-08,9.89783254246035e-08
