year,aucun_DET an_NOUN,aucun_DET chant_NOUN
1913,5.30298971401777e-10,2.5454350183196084e-08
1914,2.0090231700464756e-09,2.678697441638178e-08
1915,2.3561523843085297e-09,1.4136914305851178e-08
1916,0.0,1.7579939282086343e-08
1917,1.0966424435210342e-09,3.070598886267817e-08
1918,1.1486376294556067e-09,2.06754764420225e-08
1919,0.0,2.9465115236604333e-08
1920,7.572231730534895e-10,2.2716696079783105e-08
1921,7.572747429129834e-10,2.044641889131782e-08
1922,1.4755870969551665e-09,4.7956582149843996e-08
1923,0.0,3.6094224942218034e-08
1924,2.578324886925998e-09,3.0939899087201184e-08
1925,1.0998177923937646e-09,4.5092530598367375e-08
1926,0.0,3.0094573277850145e-08
1927,2.2298449753321847e-09,2.3413373018144057e-08
1928,0.0,5.0274580054576745e-08
1929,1.1140406375176326e-09,3.2307179376189765e-08
1930,2.100720708497761e-09,2.1007207084977608e-08
1931,4.5621426636444085e-09,3.9918750083245413e-08
1932,1.0959536611565568e-09,1.8631212239661465e-08
1933,0.0,1.6058926410877916e-08
1934,0.0,2.3963160344919743e-08
1935,1.196828414151696e-09,2.8723881939640705e-08
1936,0.0,2.3036957230715416e-08
1937,0.0,1.5109341999774983e-08
1938,0.0,3.370955736770043e-08
1939,0.0,1.3764645423464117e-08
1940,0.0,3.803674486491104e-08
1941,0.0,1.4757513433494296e-08
1942,3.034211770724937e-09,2.123948195098535e-08
1943,0.0,6.387117412742782e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,2.832055345791673e-08
1946,0.0,3.3410650246423756e-08
1947,1.1920870957027319e-09,5.006765735338092e-08
1948,0.0,2.174377655705939e-08
1949,9.817008317369869e-10,3.239612711425366e-08
1950,1.0635361480382244e-09,2.3397795700930146e-08
1951,0.0,5.11747297871068e-08
1952,0.0,3.268889159357968e-08
1953,0.0,1.5083358784195866e-08
1954,0.0,1.856781861597767e-08
1955,9.385607846468247e-10,2.62797024142003e-08
1956,8.72114158667614e-10,4.273359266449006e-08
1957,8.835037701437898e-10,1.590306802912167e-08
1958,8.272243445794913e-10,2.5643955403609198e-08
1959,7.750747821333448e-10,2.557746836551189e-08
1960,6.920833350854139e-10,3.252791636043639e-08
1961,0.0,2.2928924869880518e-08
1962,0.0,1.9025869324451605e-08
1963,2.5864212993553792e-09,2.6510819206571057e-08
1964,6.083968329129164e-10,2.311907953966852e-08
1965,1.0944086747954884e-09,2.134096988015699e-08
1966,1.1078149508847446e-09,2.3264114856758056e-08
1967,9.860671168482327e-10,2.9088980113556318e-08
1968,0.0,2.5601070152703187e-08
1969,9.083515606356229e-10,1.7712855404639072e-08
1970,9.197450023812337e-10,3.2650948167400884e-08
1971,2.0553589941130213e-09,3.494110334401057e-08
1972,0.0,2.4111689533867775e-08
1973,2.2052815684681093e-09,1.6539611236154883e-08
1974,0.0,2.6440187372855917e-08
1975,0.0,1.770558855085369e-08
1976,2.285410749536254e-09,1.6569227545559784e-08
1977,5.876781838942691e-10,1.8218023978278097e-08
1978,5.940591352171509e-10,2.67326614178387e-08
1979,0.0,2.750427485764817e-08
1980,1.1370301367108482e-09,3.069981424630441e-08
1981,6.325549528618524e-10,2.9097527720622907e-08
1982,1.2415004579935385e-09,2.358850870187723e-08
1983,0.0,2.7155859338989785e-08
1984,0.0,2.203623195029536e-08
1985,0.0,3.188245667473666e-08
1986,0.0,3.2370222058375475e-08
1987,1.8332451112712533e-09,1.7110287631183496e-08
1988,1.798966087207532e-09,1.679035088741898e-08
1989,0.0,1.7561991416670253e-08
1990,5.44865097484859e-10,2.6153525123362442e-08
1991,0.0,2.7548886283312868e-08
1992,0.0,3.305966433941876e-08
1993,1.6617622278225497e-09,1.606370203521834e-08
1994,2.1099706426497278e-09,2.795711129266465e-08
1995,0.0,3.524593061854375e-08
1996,1.067618438099771e-09,2.989331582270438e-08
1997,9.58978851883785e-09,3.7400177621549346e-08
1998,4.768129224785866e-10,2.0979767700879393e-08
1999,9.140402323914998e-10,2.1936966021485205e-08
2000,0.0,2.5182778973231734e-08
2001,8.762423564512289e-10,2.5849149931644888e-08
2002,0.0,2.8477940006155222e-08
2003,0.0,2.5001538173086146e-08
2004,8.809582507929292e-10,1.982156094815224e-08
2005,1.3511248786457486e-09,2.8373622562583023e-08
2006,4.1178899179428186e-10,3.3766697882242624e-08
2007,0.0,2.3167981755278788e-08
2008,0.0,2.6396126173722223e-08
2009,0.0,3.0039612131105287e-08
2010,0.0,3.07046557068702e-08
2011,0.0,3.479814436602169e-08
2012,0.0,2.655317032917992e-08
2013,0.0,3.430623785050102e-08
2014,4.330890368553497e-10,4.0060736061775515e-08
2015,8.86630172058922e-10,3.9455041900282595e-08
2016,2.0713400439298368e-10,4.059826608227013e-08
2017,0.0,4.17591472512413e-08
2018,0.0,3.76894133680139e-08
2019,0.0,3.494853206831294e-08
