year,en_ADP art_NOUN,en_ADP chars_NOUN
1858,2.1630048152587733e-07,1.5170396494568195e-08
1859,2.3373075563881685e-07,2.036869295451993e-08
1860,2.0093836816670319e-07,1.7393299245327398e-08
1861,1.876953561463779e-07,1.9335450573976232e-08
1862,2.218331287551223e-07,1.400575744270327e-08
1863,2.497310411797571e-07,2.6970951694238465e-08
1864,3.1213678575170434e-07,1.582260189536555e-08
1865,2.4051974989447444e-07,1.694464046853028e-08
1866,2.4182096414193666e-07,2.0922136301226857e-08
1867,3.2174139263929646e-07,1.6984840200962026e-08
1868,3.606107963349814e-07,6.076044911651479e-08
1869,2.6224497418070314e-07,2.6371003158942585e-08
1870,3.314280263566616e-07,5.9060702994884196e-08
1871,2.570324895145859e-07,3.186353225714811e-08
1872,2.9087701491903317e-07,3.809823923006661e-08
1873,2.9690581726526943e-07,2.6338419778504374e-08
1874,2.8976854693496534e-07,3.0470506118263074e-08
1875,3.684663383296538e-07,4.2911454556371353e-08
1876,4.867041951683859e-07,1.813804395567331e-08
1877,2.9996358463790784e-07,1.855444864418132e-08
1878,3.9314468480711184e-07,2.8987624745013818e-08
1879,4.1726692145971356e-07,1.649517855639715e-08
1880,3.651754560962672e-07,3.0805662021293756e-08
1881,4.288092299020718e-07,1.8825771164188154e-08
1882,5.623800376497456e-07,2.5290463057103807e-08
1883,5.579976374292528e-07,3.222862687835004e-08
1884,7.189247916983277e-07,1.8484751507230612e-08
1885,5.343431936921661e-07,6.445635536422856e-08
1886,5.97590766204803e-07,4.323820945728585e-08
1887,5.490825607523675e-07,1.566941953967671e-08
1888,6.73373254045373e-07,1.9655905347804037e-08
1889,6.641044763000536e-07,1.1903759755682586e-08
1890,6.757572421633995e-07,1.8352281472289178e-08
1891,7.272985200756921e-07,1.529812720946211e-08
1892,8.07384399337252e-07,1.6924984080901595e-08
1893,8.917387077644889e-07,4.187723234849727e-08
1894,8.86626551732661e-07,4.4740929183717526e-08
1895,8.925605605725195e-07,3.189865793729041e-08
1896,1.0325697559210312e-06,2.889544248318998e-08
1897,1.0447297391635857e-06,3.3212266714599536e-08
1898,1.0603756770422024e-06,8.487532454637403e-09
1899,9.557183062725016e-07,2.04520400615138e-08
1900,1.077143508609879e-06,4.2047531678690575e-08
1901,9.802648186507668e-07,2.2913829056392387e-08
1902,1.0051350756157262e-06,1.6694965410124496e-08
1903,1.1864283351314953e-06,2.1060859722865644e-08
1904,1.1963915405033276e-06,2.418581246388385e-08
1905,1.253032266390619e-06,1.7546580910465792e-08
1906,1.1188601689582356e-06,1.6975809202790515e-08
1907,1.1509683268684512e-06,2.1599941391059474e-08
1908,1.2754877047882474e-06,1.5716445034286153e-08
1909,1.3389394126761545e-06,1.3752458727367411e-08
1910,1.2344987538881469e-06,1.7635697346918278e-08
1911,1.2891266258918677e-06,2.181353409014264e-08
1912,1.4065436957366728e-06,2.5526164293410147e-08
1913,1.456200919847106e-06,2.598465048686549e-08
1914,1.4284154019605921e-06,2.5447626228469744e-08
1915,8.281875860660648e-07,1.4136913861761968e-08
1916,1.1295111193021512e-06,3.076489463182952e-08
1917,1.1646342876758808e-06,3.728584374584898e-08
1918,1.202623650442547e-06,2.5270027848023346e-08
1919,1.480621982352659e-06,3.038589824200244e-08
1920,1.7787172410521634e-06,5.149117665581571e-08
1921,1.535753170855969e-06,3.559191341651058e-08
1922,1.690285010624848e-06,3.541408943874558e-08
1923,1.5531132007140513e-06,7.749642350063368e-08
1924,1.5805131141632955e-06,2.5783249313349188e-08
1925,1.452859351047664e-06,1.7597084678300234e-08
1926,1.4512271810929178e-06,2.6750733184144337e-08
1927,1.5765004022227913e-06,2.3413372574054847e-08
1928,1.5619398716637534e-06,3.19929166492372e-08
1929,1.3279364559082296e-06,3.4535258208734376e-08
1930,1.3287059026367842e-06,2.6259009189288918e-08
1931,1.2374812570215e-06,4.219981875053236e-08
1932,1.0203328280056212e-06,4.822195975862087e-08
1933,1.2457138822696834e-06,3.785318369864399e-08
1934,1.0028582657639618e-06,5.870974462141021e-08
1935,1.18845058949546e-06,3.949533677882755e-08
1936,1.0851619407503676e-06,3.516167268458048e-08
1937,1.1344597474760576e-06,3.9032466037092206e-08
1938,1.1318632360257652e-06,4.797129216083107e-08
1939,9.925838426738665e-07,3.364691014695609e-08
1940,9.357038877055857e-07,6.593035806190528e-08
1941,1.4167212469828883e-06,1.3576911328527785e-07
1942,1.225821534944771e-06,1.061974117533282e-07
1943,1.1903264542922898e-06,6.096794180621146e-08
1944,1.1374679331765947e-06,8.675602458652065e-08
1945,1.4225631375097691e-06,2.396354488176655e-07
1946,1.3238969991391514e-06,1.0858461507723405e-07
1947,1.391165618258583e-06,1.454346214568858e-07
1948,1.3133240273077718e-06,7.284165093324191e-08
1949,1.2585404540743639e-06,9.031647607571358e-08
1950,1.1039505167786956e-06,9.678178969352302e-08
1951,1.1610266525963198e-06,1.204738424576135e-07
1952,1.1198581582050338e-06,9.49032354924384e-08
1953,1.0515255262077972e-06,6.356558146514146e-08
1954,1.300724580488577e-06,4.29991580119804e-08
1955,1.2773812763100523e-06,6.288357212724804e-08
1956,1.3317183018557444e-06,4.0117249966442614e-08
1957,1.03369938386777e-06,4.240818185508033e-08
1958,1.0174859284006743e-06,4.1361218450219894e-08
1959,1.1137824067475321e-06,2.1702094343822864e-08
1960,1.0035208433123444e-06,3.5988332314218496e-08
1961,1.0102623697605395e-06,2.779263752472616e-08
1962,1.0527647802405227e-06,6.151697962142322e-08
1963,1.2725192561902077e-06,3.36234755593523e-08
1964,1.0665196583659053e-06,6.083968517867078e-08
1965,1.329159285745618e-06,5.307882133820385e-08
1966,1.118893070639615e-06,4.3204781974282014e-08
1967,1.0669246464090065e-06,6.902470062186694e-08
1968,1.8221673983020992e-06,8.533690021295115e-08
1969,1.1640525485745457e-06,4.496340366699769e-08
1970,1.3313308500073617e-06,4.6447123480675145e-08
1971,1.4998982180713938e-06,5.60085311462899e-08
1972,1.1804468265097512e-06,4.822338084409239e-08
1973,1.2057376821417165e-06,7.553089492740028e-08
1974,9.659106261494799e-07,5.906850120140916e-08
1975,1.1057425517435604e-06,4.7976434824903436e-08
1976,1.086712789089006e-06,5.484985621251326e-08
1977,1.1935744268498638e-06,3.526069036752233e-08
1978,1.2011875334394517e-06,2.673266052966028e-08
1979,1.1095341534428371e-06,4.6230589134665934e-08
1980,1.4355005859556513e-06,5.173487238607777e-08
1981,1.0557342129402514e-06,3.921840552312261e-08
1982,1.0844506803664444e-06,4.8418517195614186e-08
1983,1.2851667960944724e-06,5.999550012347754e-08
1984,1.1731394771175019e-06,4.697196942515802e-08
1985,1.1537839981201614e-06,3.9101127669027846e-08
1986,1.330775774022186e-06,3.5367463624425e-08
1987,1.3517126618012298e-06,2.4443266966045485e-08
1988,1.2676715250847792e-06,4.137622156008547e-08
1989,1.3648960042189628e-06,5.268597191854241e-08
1990,1.3212978799970188e-06,6.102489180648263e-08
1991,1.3698244174520369e-06,5.275318781805538e-08
1992,1.3493852826229613e-06,3.967159756257388e-08
1993,1.5487623485910262e-06,3.1573480996360814e-08
1994,1.4384725339766646e-06,5.2221771740246226e-08
1995,1.3306693880110743e-06,4.2837359770508954e-08
1996,1.4834557653387037e-06,2.7224270837677977e-08
1997,1.4499760467856504e-06,2.8289877107567918e-08
1998,1.420425721931906e-06,4.338997716679671e-08
1999,1.4492107993646641e-06,2.9249287436527993e-08
2000,1.4049340499866503e-06,3.4902447265672265e-08
2001,1.5636544645758477e-06,3.329720960065785e-08
2002,1.7196294628263331e-06,2.7601695151702188e-08
2003,1.5580125136693823e-06,2.25013838672794e-08
2004,1.553569848766756e-06,3.4357370282123156e-08
2005,1.5398320449833136e-06,2.567137258324692e-08
2006,1.6945116705358032e-06,2.182481573242967e-08
2007,1.7495819939483681e-06,3.0358044966760644e-08
2008,1.8762536164729227e-06,2.8950589481269162e-08
2009,1.4280737055116788e-06,1.8119131084404216e-08
2010,1.3184106713026722e-06,2.5036102968556406e-08
2011,1.4022505183675094e-06,2.2943831723409858e-08
2012,1.1901267917835412e-06,3.029784778618705e-08
2013,1.1544188609491357e-06,3.095928807761439e-08
2014,1.065832080371365e-06,3.161549955166265e-08
2015,1.3982158009184786e-06,3.2583656661699933e-08
2016,1.0690185696660137e-06,2.6927420848643635e-08
2017,1.122214264626109e-06,2.1885819379008353e-08
2018,1.205803044967979e-06,2.6330960523068825e-08
2019,1.2114640455251902e-06,2.602007498353487e-08
