year,en_ADP air_NOUN,en_ADP chair_NOUN
1913,5.09087001221431e-07,7.371155561486376e-07
1914,3.0202313938687553e-07,6.000282155582681e-07
1915,1.8377989163820274e-07,5.807915499644878e-07
1916,1.50528225217883e-07,6.174953455229115e-07
1917,1.381769423325352e-07,6.568888011315721e-07
1918,2.6303800471083605e-07,6.260075338104798e-07
1919,2.642652502382603e-07,7.753008048894117e-07
1920,2.854731246948461e-07,7.731248388154199e-07
1921,2.6504616346123555e-07,7.762066047689586e-07
1922,2.751969887526684e-07,8.263288009402459e-07
1923,2.558443532585386e-07,8.153048156600562e-07
1924,2.2947091282699006e-07,8.186181617020338e-07
1925,3.277457034656095e-07,8.204640948861197e-07
1926,2.920288224572687e-07,8.493357768202259e-07
1927,2.129501930347999e-07,8.807887752482202e-07
1928,2.31948637186008e-07,9.175111017611925e-07
1929,2.551153110985638e-07,7.709161309321644e-07
1930,2.468346705919444e-07,7.961731398609118e-07
1931,4.573547949249246e-07,8.017965456019738e-07
1932,3.9563927378694075e-07,7.02506270044978e-07
1933,3.8082598163846626e-07,7.192105044850905e-07
1934,3.774197683270586e-07,7.1170586579683e-07
1935,5.732808050495919e-07,7.587892127958185e-07
1936,4.692264652383926e-07,7.699193815824401e-07
1937,4.293571240765459e-07,7.239892738652998e-07
1938,4.2914859399445504e-07,7.532789823017083e-07
1939,4.909389987872714e-07,6.652911679339013e-07
1940,6.187310546135194e-07,5.528006568056298e-07
1941,4.574829119974311e-07,8.500327339788782e-07
1942,4.247896423503761e-07,8.829556463751942e-07
1943,9.929064368474627e-07,9.754870688993833e-07
1944,4.6269882147953467e-07,8.804129834061314e-07
1945,9.389352637612092e-07,9.737913160279277e-07
1946,4.134568101221703e-07,9.75869397734641e-07
1947,5.161737379744125e-07,9.000257819025137e-07
1948,4.435730192042797e-07,9.317207627645985e-07
1949,4.7317980900185574e-07,7.156598940127878e-07
1950,5.221962715573625e-07,7.997791726666037e-07
1951,4.659032604159563e-07,7.932083008199697e-07
1952,5.388395063476992e-07,7.782065267747384e-07
1953,5.289949411846351e-07,9.308586754741555e-07
1954,6.74304979852991e-07,8.120977668113483e-07
1955,5.406109884198429e-07,8.437661449534062e-07
1956,5.843164938568179e-07,9.113592795984005e-07
1957,5.009466179650701e-07,8.437460792265483e-07
1958,6.444077458311881e-07,7.676641757825564e-07
1959,4.7512084933032384e-07,7.8282550930453e-07
1960,5.294437523950535e-07,8.443416845693719e-07
1961,4.3703921681625957e-07,8.643510227557272e-07
1962,4.7564672556177356e-07,8.212833790821605e-07
1963,4.4615768057809646e-07,8.127829005388776e-07
1964,4.7637472228023725e-07,8.71832639859349e-07
1965,4.5801002546141945e-07,8.837350264911947e-07
1966,5.383980679063427e-07,8.358463787772052e-07
1967,5.166991521310393e-07,6.833445240772562e-07
1968,4.051256959902716e-07,8.421404800174059e-07
1969,4.514507359054676e-07,7.475733241335547e-07
1970,3.7893495408169997e-07,7.07743765815394e-07
1971,4.3933299265219716e-07,8.565708640162484e-07
1972,3.729616903092037e-07,7.356630362664873e-07
1973,4.1018235097389777e-07,7.034848295006668e-07
1974,4.0672883683257055e-07,7.662028451704828e-07
1975,4.1065541767082436e-07,6.362589033415134e-07
1976,4.079458255645818e-07,7.581850240967469e-07
1977,4.01384201875743e-07,8.544840852664493e-07
1978,3.386137139571588e-07,8.661382366881298e-07
1979,3.440960313350061e-07,7.566601425423869e-07
1980,3.2234804003827833e-07,8.396967814405798e-07
1981,2.859148393596911e-07,9.709718824524316e-07
1982,3.0478835211233957e-07,8.653258305457712e-07
1983,2.7345319608684804e-07,9.630856538933585e-07
1984,2.52836773739773e-07,9.92210402728233e-07
1985,3.0739501566401373e-07,9.474504167883424e-07
1986,2.673540528963514e-07,9.027695000440872e-07
1987,3.611492629396196e-07,9.166225254375604e-07
1988,2.5065594289053195e-07,9.162734500023362e-07
1989,1.909866496063728e-07,9.648118748373236e-07
1990,2.2557414969259781e-07,9.447960565012181e-07
1991,2.3035557727979494e-07,9.718309001982561e-07
1992,1.630943504693505e-07,1.0011568747358979e-06
1993,2.2046045700108152e-07,1.0203219744653325e-06
1994,1.524453796530878e-07,9.452668336962233e-07
1995,2.125600774283143e-07,1.0253854725306155e-06
1996,2.0605035411236372e-07,9.8754708233173e-07
1997,1.0980308384755944e-07,1.0299432915417128e-06
1998,1.316003657159115e-07,1.091901594918454e-06
1999,1.6955446535682483e-07,1.0392637932454818e-06
2000,1.9483518709506598e-07,1.169894744634803e-06
2001,1.296838689768265e-07,1.0602532256598352e-06
2002,1.305603966050839e-07,1.1268501793892938e-06
2003,1.5042591949843143e-07,1.1809059969891678e-06
2004,1.700249482594618e-07,1.1628649190242868e-06
2005,1.5763123639711552e-07,1.1615170478762593e-06
2006,2.2442499875152677e-07,1.2143657386332052e-06
2007,1.6417310089167358e-07,1.3533295941670076e-06
2008,1.4092124867026712e-07,1.4607275033995393e-06
2009,2.5891284249901503e-07,1.4814773976468132e-06
2010,2.116259318896141e-07,1.743079678817594e-06
2011,2.2255517517777434e-07,1.7800589375838172e-06
2012,2.291062098924712e-07,1.950977321030223e-06
2013,1.5284404897286663e-07,2.021836735366378e-06
2014,1.4768336260850834e-07,2.0703821519418852e-06
2015,2.0569820136095984e-07,2.070724804070778e-06
2016,1.6715714334925025e-07,1.9557592167984694e-06
2017,1.4439609019589739e-07,1.918908310472034e-06
2018,1.3449441449431276e-07,2.094085857606842e-06
2019,1.9004859225235649e-07,1.927016228364664e-06
