year,en_ADP chantiers_NOUN
1905,8.515252147844876e-08
1906,6.07013745934637e-08
1907,1.1725683179975022e-07
1908,1.119796735338241e-07
1909,1.2542243155166943e-07
1910,2.057497994201185e-07
1911,8.086968961151797e-08
1912,1.2710987107311666e-07
1913,7.265096257924597e-08
1914,7.098548593376108e-08
1915,3.074778760492336e-07
1916,6.482602543655958e-08
1917,2.017822140487624e-07
1918,8.385054428572403e-08
1919,5.893022958503025e-08
1920,7.950843183834877e-08
1921,9.465934130981069e-08
1922,1.416563577549823e-07
1923,5.732611896291928e-08
1924,4.1253198190815965e-08
1925,5.0591619782380803e-08
1926,2.3406890647947876e-08
1927,7.91594985116717e-08
1928,4.227635130860108e-08
1929,4.790374674712439e-08
1930,4.096405348263943e-08
1931,3.5356606531422585e-08
1932,5.2605777511871565e-08
1933,4.588265056781893e-08
1934,3.5944740517379614e-08
1935,3.351119559624749e-08
1936,3.15242587589637e-08
1937,4.5328025777280345e-08
1938,5.4453899167583586e-08
1939,2.5999884911698246e-08
1940,3.0429394115571995e-08
1941,1.4757512545315876e-08
1942,2.4273694165799498e-08
1943,5.8064703267746154e-08
1944,2.8918675454292497e-08
1945,4.574858536443571e-08
1946,3.480275978517966e-08
1947,4.887557025767819e-08
1948,3.696441908118686e-08
1949,8.246286931079538e-08
1950,7.763814124928103e-08
1951,5.3307010583480974e-08
1952,4.007025466989944e-08
1953,3.770839640537815e-08
1954,6.352148784749545e-08
1955,5.162084448784299e-08
1956,5.4943193106282706e-08
1957,4.152467597551279e-08
1958,4.880623549752272e-08
1959,5.115493451057773e-08
1960,4.8445835010291205e-08
1961,4.4468220383730994e-08
1962,3.9320131151043825e-08
1963,3.7503109950876024e-08
1964,2.5552667481942848e-08
1965,4.049311996823235e-08
1966,5.095948685251983e-08
1967,4.1907853187694855e-08
1968,4.446501519761448e-08
1969,3.270065462857019e-08
1970,5.426495519600394e-08
1971,3.648262181243922e-08
1972,4.001514497531389e-08
1973,5.1272794232559704e-08
1974,4.6692246513657665e-08
1975,4.454954449784054e-08
1976,3.3138457256054465e-08
1977,4.642657813747064e-08
1978,4.455443658457625e-08
1979,2.867466974976196e-08
1980,4.946081066936614e-08
1981,3.6688188487232765e-08
1982,3.786576385778062e-08
1983,6.1258565775546e-08
1984,2.609553817478627e-08
1985,3.9702683807263384e-08
1986,3.896415634585537e-08
1987,3.299840978243651e-08
1988,3.7778288886070044e-08
1989,4.006329035188827e-08
1990,7.410165597798724e-08
1991,4.16164038785638e-08
1992,4.022259103564352e-08
1993,4.763718219891189e-08
1994,5.327676033672901e-08
1995,4.6090830430056684e-08
1996,3.202855225481471e-08
1997,3.596170927711029e-08
1998,4.720447999151389e-08
1999,4.4787970665538523e-08
2000,3.932047931698435e-08
2001,2.8477876057309004e-08
2002,2.8477938895932198e-08
2003,3.666892178788572e-08
2004,4.6250306695583276e-08
2005,9.142611823165225e-08
2006,3.5002065579270436e-08
2007,3.355362721002564e-08
2008,4.0019932423529525e-08
2009,3.8145538949763136e-08
2010,3.023227534981743e-08
2011,2.791499476018089e-08
2012,2.1787217363566924e-08
2013,2.4544300814000053e-08
2014,1.7973195778897555e-08
2015,1.994917830927534e-08
2016,1.6156452176119274e-08
2017,2.0628013075452145e-08
2018,1.4456214003644163e-08
2019,1.7091618231823702e-08
