year,bon_ADJ an_NOUN,bon_ADJ chant_NOUN
1800,1.3834323553396644e-07,0.0
1801,1.166779455274991e-07,4.7623651688866175e-09
1802,8.056224487518193e-08,0.0
1803,3.120542824142092e-08,0.0
1804,6.673997243744623e-08,0.0
1805,5.685755466444675e-08,0.0
1806,1.0662176119780042e-07,4.3225035994964855e-08
1807,3.9857372513552036e-08,0.0
1808,3.852325791697808e-08,6.798221985349073e-09
1809,3.6144488291256494e-08,0.0
1810,3.510190227373755e-08,0.0
1811,2.507076715119183e-07,0.0
1812,2.400487453257938e-08,1.0668832928217853e-08
1813,5.1763349162570194e-08,0.0
1814,1.0069366851439554e-07,1.2586708564299443e-08
1815,3.5063905334808965e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,3.425121486433369e-08,9.341240669868967e-09
1818,5.364529798157491e-08,1.1921177378582115e-09
1819,1.8631889808773394e-08,1.3456364911235141e-08
1820,1.1629151686065597e-07,0.0
1821,7.49473095806863e-08,0.0
1822,5.6143449000956025e-08,3.0076847679083585e-09
1823,1.126626291148014e-07,9.882686891060644e-10
1824,2.0210670470532932e-08,5.052667617633233e-09
1825,4.6668849229547504e-08,9.68598712347557e-09
1826,4.84439142134363e-08,6.1655889282974385e-09
1827,3.871254605769536e-08,0.0
1828,2.9351363395324626e-08,9.172301251858528e-10
1829,5.915491474439705e-08,0.0
1830,8.140731755368336e-08,4.174734336004349e-09
1831,8.57516342378517e-08,1.5591206103948707e-09
1832,1.4612366427968482e-07,0.0
1833,9.614411311531512e-08,4.6334514003376626e-09
1834,6.720862266718086e-08,5.600718555598405e-09
1835,1.3916081798015512e-07,7.563087933704082e-10
1836,1.0753200463398116e-07,4.032449929525228e-09
1837,1.2385046099794295e-07,2.0873671680021744e-09
1838,1.1425013313193233e-07,6.312161904276081e-09
1839,9.857980054484017e-08,4.894032734625853e-09
1840,9.681926937954444e-08,0.0
1841,1.4061001163412357e-07,0.0
1842,1.2007794580881637e-07,0.0
1843,1.1754752771153676e-07,0.0
1844,7.629100307049441e-08,0.0
1845,1.4285383187484513e-07,0.0
1846,1.5865699154460344e-07,1.7563503984519002e-09
1847,9.977463655275187e-08,1.0786447290911383e-09
1848,1.5044565060406967e-07,0.0
1849,1.3742240234648762e-07,0.0
1850,1.249175332063146e-07,0.0
1851,1.3285843669663677e-07,0.0
1852,1.0351766932537032e-07,5.208436348880241e-09
1853,1.8632428044895732e-07,6.569124799682413e-09
1854,1.4963514161081548e-07,1.0391328908454511e-09
1855,1.841507177857693e-07,1.0613874223963649e-09
1856,1.972509142689205e-07,3.1063134287023786e-09
1857,1.6938836022717396e-07,9.763018171682347e-10
1858,1.9770451054057503e-07,4.893676019968041e-10
1859,1.680417205385254e-07,5.092173349652285e-10
1860,1.6386318502092934e-07,1.8308735638683515e-09
1861,2.0703080760853254e-07,4.715963730639317e-10
1862,2.5571801476331757e-07,1.3553959066214816e-09
1863,1.8530042567022065e-07,2.9967726078439227e-09
1864,1.8459702566531178e-07,1.4384183844029508e-09
1865,1.74623919768635e-07,4.706844358715045e-10
1866,1.6494427779178977e-07,9.731225825149181e-10
1867,2.052739329627684e-07,0.0
1868,1.9808895634909618e-07,1.975949626142892e-09
1869,2.3538562921032735e-07,0.0
1870,1.5883315729325886e-07,5.734048791339319e-10
1871,1.6887672416032729e-07,0.0
1872,1.4815981774773945e-07,0.0
1873,1.711997255071651e-07,0.0
1874,1.7087382664371376e-07,0.0
1875,2.6662317065273555e-07,0.0
1876,1.6324239293652454e-07,0.0
1877,1.8987384420299236e-07,0.0
1878,1.8117265554451478e-07,6.039088673581716e-10
1879,2.1138265182685245e-07,0.0
1880,2.413110191668011e-07,1.2835692508872398e-09
1881,3.012123261925126e-07,2.091752326904839e-09
1882,2.881781799857208e-07,0.0
1883,2.3507941193656734e-07,1.2638677882037541e-09
1884,2.535051635277341e-07,1.9805090900604227e-09
1885,2.7329495377870217e-07,6.445635691854079e-10
1886,2.342607352545656e-07,0.0
1887,2.6246276618735465e-07,1.3057849246322917e-09
1888,3.436613038587666e-07,1.9021844099853524e-09
1889,2.7503950406071453e-07,6.265136742733546e-10
1890,2.680744151106751e-07,6.554386478008212e-10
1891,2.728166226262374e-07,0.0
1892,2.7706824035078625e-07,6.268512375839919e-10
1893,2.758970669702876e-07,6.158416554491453e-10
1894,1.865255701005708e-07,0.0
1895,2.3592969533581254e-07,3.611168697403855e-09
1896,2.677251256244517e-07,1.179405795248556e-09
1897,3.0007575269053177e-07,0.0
1898,2.7103521205162906e-07,5.6583548957434e-10
1899,3.012530243040601e-07,2.2110313580014918e-09
1900,2.9952377644804073e-07,0.0
1901,2.755248198482718e-07,5.588738916095792e-10
1902,2.4011288601855085e-07,0.0
1903,2.781113366268073e-07,5.400220270956879e-10
1904,3.009790034980142e-07,3.2247751136083025e-09
1905,3.2925641590964005e-07,0.0
1906,3.6369383238366026e-07,5.144184522798412e-10
1907,3.4765621848009687e-07,1.5428529565042481e-09
1908,3.811238045159371e-07,2.4556945366072114e-09
1909,3.6306490969195693e-07,0.0
1910,3.5004185860998405e-07,5.344150677544235e-10
1911,3.7774655936573254e-07,0.0
1912,3.88622819258444e-07,1.0418842455450772e-09
1913,3.128763985671412e-07,1.590896969716482e-09
1914,3.1407729039756305e-07,0.0
1915,3.4399824500042087e-07,4.712304768617059e-09
1916,3.603887535064132e-07,0.0
1917,3.739550784587209e-07,1.0966424435210342e-09
1918,3.216185433529972e-07,0.0
1919,3.0201743328461816e-07,9.207848372660976e-10
1920,2.377680798915094e-07,7.572231730534895e-10
1921,2.6125978003221917e-07,0.0
1922,3.187268049487102e-07,7.377935484775833e-10
1923,3.7898936255942317e-07,0.0
1924,2.7974824057253045e-07,0.0
1925,3.51941690013291e-07,2.1996355847875293e-09
1926,3.689371688153642e-07,1.1146138456652466e-09
1927,3.523155118756449e-07,0.0
1928,3.1307351910925263e-07,2.2852082448565625e-09
1929,3.408964310835927e-07,0.0
1930,3.3296424462037066e-07,0.0
1931,3.7181461642887825e-07,0.0
1932,3.5399303754957145e-07,7.6716757391182e-09
1933,3.4526692971326156e-07,0.0
1934,2.7318003148479875e-07,1.1981580172459871e-09
