year,bon_ADJ an_NOUN,bon_ADJ chant_NOUN
1935,3.1237222941626896e-07,0.0
1936,2.970555197379099e-07,4.849885826274658e-09
1937,3.2107350023125036e-07,2.5182236296217297e-09
1938,2.813451409622303e-07,3.8895642262559704e-09
1939,3.3799850740479087e-07,4.588215141154706e-09
1940,3.37259137950241e-07,5.0715658339584024e-09
1941,3.9254984329772924e-07,5.9030051957620344e-09
1942,3.974817524010632e-07,1.2136847082899749e-08
1943,4.238723398941602e-07,2.9032352077962287e-09
1944,3.663032099865404e-07,1.927911696952833e-08
1945,3.3113261110884196e-07,0.0
1946,3.522039477843464e-07,1.3921104269343232e-09
1947,3.409369035978216e-07,0.0
1948,3.065872427043814e-07,1.0871887834440486e-09
1949,4.044607422315494e-07,0.0
1950,3.243785364759333e-07,2.1270722960764488e-09
1951,2.686673177265675e-07,1.0661401761424827e-09
1952,3.1528962907145797e-07,0.0
1953,3.7277442999084087e-07,0.0
1954,2.9806235346541143e-07,1.9545072227344917e-09
1955,2.9376953492032953e-07,0.0
1956,3.409966424783306e-07,8.72114158667614e-10
1957,3.3838194823943013e-07,0.0
1958,3.6149703319665605e-07,0.0
1959,3.363824632174328e-07,5.425523585955716e-09
1960,2.858304277708612e-07,6.920833350854139e-10
1961,3.355960913609124e-07,0.0
1962,3.443682317083585e-07,5.7077609305622445e-09
1963,3.427008294920597e-07,6.466053248388448e-10
1964,3.218419166728381e-07,0.0
1965,3.316058290181445e-07,0.0
1966,3.60593755743821e-07,2.769537488234164e-09
1967,3.135693482647639e-07,4.930335695263466e-09
1968,3.817703593256283e-07,4.4914158503495116e-10
1969,3.283690830357955e-07,6.8126366770115965e-09
1970,3.4996297770817364e-07,4.5987250119061684e-10
1971,3.776722223847173e-07,1.0276794970565106e-09
1972,3.621883664095549e-07,3.5911027485013847e-09
1973,4.156955561995801e-07,5.513203782392395e-10
1974,3.3865940096688973e-07,0.0
1975,3.7181735734748145e-07,1.1422960355389478e-09
1976,4.3079992906314146e-07,1.142705374768127e-09
1977,4.807207574231143e-07,0.0
1978,4.669304871640634e-07,0.0
1979,4.2075688000409173e-07,5.851973350345929e-10
1980,5.037043635525151e-07,0.0
1981,4.2760715501799496e-07,1.2651099057237047e-09
1982,4.89771920797466e-07,2.483000915987077e-09
1983,4.8754240111748e-07,3.157658134966823e-09
1984,4.5290255457075546e-07,4.059305780401701e-09
1985,4.6079174609303664e-07,1.8046674155058895e-09
1986,4.915478086786607e-07,2.3977941854269602e-09
1987,4.772548081177774e-07,0.0
1988,5.211005245087108e-07,1.1993107618124554e-09
1989,5.389335981931254e-07,3.841685636274406e-09
1990,5.301537271407142e-07,2.179460389939436e-09
1991,4.7067565844827186e-07,2.344586080837985e-09
1992,4.771611585852042e-07,2.7549720282848966e-09
1993,4.769257699877016e-07,2.7696036575264316e-09
1994,4.757983802505805e-07,1.0549853213248639e-09
1995,5.151328252850362e-07,3.795715741716776e-09
1996,5.076525582126123e-07,3.736664311304594e-09
1997,4.814074046066708e-07,2.876936688878118e-09
1998,4.691839166071077e-07,4.768129224785866e-10
1999,4.263997794851093e-07,3.1991407301035224e-09
2000,4.2634002994645925e-07,8.836062992401139e-10
2001,3.859847694798191e-07,1.7524847129024579e-09
2002,4.521420677860988e-07,8.76244299341522e-10
2003,4.125253738607171e-07,2.083461403401543e-09
2004,4.0832416203784305e-07,4.404791253964646e-10
2005,3.9137584195714226e-07,2.702249757291497e-09
2006,4.307312764240123e-07,7.000412693969338e-09
2007,4.122302854625559e-07,2.3966877371606188e-09
2008,3.746546965999187e-07,1.7029758714315335e-09
2009,3.9957454589512054e-07,2.384096253749135e-09
2010,3.5900826844681433e-07,3.7790344187271785e-09
2011,3.491286300061347e-07,0.0
2012,3.788933327086852e-07,6.808505426114664e-10
2013,3.313480654298928e-07,8.367375126105969e-10
2014,3.47337412165416e-07,6.496335691608124e-10
2015,3.1719193316348537e-07,6.649726325136385e-10
2016,3.35971343190522e-07,1.0356699942093428e-09
2017,3.0237647052899774e-07,1.7609279590047322e-09
2018,2.9196389306207493e-07,1.5488800242380307e-09
2019,2.961696701220262e-07,2.5509878653906526e-09
