year,en_ADP are_NOUN,en_ADP chars_NOUN
1847,9.707802561820245e-09,1.88762818709165e-08
1848,2.735375304041554e-08,6.43617736884039e-09
1849,1.3407064125559032e-08,4.1897072478036534e-09
1850,3.4623880651452055e-08,2.9192683825840504e-08
1851,1.3543821175687754e-08,3.805169002113473e-08
1852,2.7344290387532055e-08,1.8229528109259263e-08
1853,4.478948767427937e-08,1.9707374621091844e-08
1854,1.2989161413123895e-08,1.506742641765868e-08
1855,2.4942604426314574e-08,1.963566731433275e-08
1856,1.6049286344355096e-08,1.5531567143511893e-08
1857,2.0990488902583593e-08,1.4644527368545823e-08
1858,2.6425850618849722e-08,1.5170396494568195e-08
1859,1.680417205385254e-08,2.036869295451993e-08
1860,1.5562426014525954e-08,1.7393299245327398e-08
1861,2.075024119196911e-08,1.9335450573976232e-08
1862,2.25899317307654e-08,1.400575744270327e-08
1863,1.498386242859695e-08,2.6970951694238465e-08
1864,2.1096803859421698e-08,1.582260189536555e-08
1865,1.1767110841276462e-08,1.694464046853028e-08
1866,2.578774882522339e-08,2.0922136301226857e-08
1867,2.6690463172940326e-08,1.6984840200962026e-08
1868,4.2482916740027576e-08,6.076044911651479e-08
1869,2.0510780074367574e-08,2.6371003158942585e-08
1870,3.2110673231500186e-08,5.9060702994884196e-08
1871,3.611200227737754e-08,3.186353225714811e-08
1872,3.9912439575573444e-08,3.809823923006661e-08
1873,3.890902905423488e-08,2.6338419778504374e-08
1874,6.870800672853505e-08,3.0470506118263074e-08
1875,2.0025345548457807e-08,4.2911454556371353e-08
1876,4.897271921322499e-08,1.813804395567331e-08
1877,2.535774612510977e-08,1.855444864418132e-08
1878,4.5293163830617544e-08,2.8987624745013818e-08
1879,3.42122213892182e-08,1.649517855639715e-08
1880,3.850707597230496e-08,3.0805662021293756e-08
1881,1.4642266066289267e-08,1.8825771164188154e-08
1882,3.0614771162618126e-08,2.5290463057103807e-08
1883,3.5388296737437486e-08,3.222862687835004e-08
1884,2.3105939384038265e-08,1.8484751507230612e-08
1885,3.7384687345820566e-08,6.445635536422856e-08
1886,2.8395241713496944e-08,4.323820945728585e-08
1887,5.4842967500690065e-08,1.566941953967671e-08
1888,2.980088953385973e-08,1.9655905347804037e-08
1889,3.5084767091575486e-08,1.1903759755682586e-08
1890,5.112421624930974e-08,1.8352281472289178e-08
1891,3.250852154135231e-08,1.529812720946211e-08
1892,3.19694137829174e-08,1.6924984080901595e-08
1893,1.9091091374434654e-08,4.187723234849727e-08
1894,4.6631390526741257e-08,4.4740929183717526e-08
1895,2.5278181325916194e-08,3.189865793729041e-08
1896,2.7716035688740703e-08,2.889544248318998e-08
1897,2.3306854779470143e-08,3.3212266714599536e-08
1898,3.112095303681173e-08,8.487532454637403e-09
1899,2.984892333302014e-08,2.04520400615138e-08
1900,1.8168686111152965e-08,4.2047531678690575e-08
1901,2.514932445629725e-08,2.2913829056392387e-08
1902,2.1114220150053598e-08,1.6694965410124496e-08
1903,2.8081145186931167e-08,2.1060859722865644e-08
1904,3.6009990544982884e-08,2.418581246388385e-08
1905,3.3028859480754846e-08,1.7546580910465792e-08
1906,2.777859631208912e-08,1.6975809202790515e-08
1907,1.851423608867364e-08,2.1599941391059474e-08
1908,2.2101251717643322e-08,1.5716445034286153e-08
1909,2.53045246978445e-08,1.3752458727367411e-08
1910,2.618633831996675e-08,1.7635697346918278e-08
1911,1.54290848985994e-08,2.181353409014264e-08
1912,1.8753916974922902e-08,2.5526164293410147e-08
1913,2.969674284258872e-08,2.598465048686549e-08
1914,2.678697441638178e-08,2.5447626228469744e-08
1915,1.0602685840410686e-08,1.4136913861761968e-08
1916,3.40611328031315e-08,3.076489463182952e-08
1917,2.52227767560953e-08,3.728584374584898e-08
1918,4.020231614276781e-08,2.5270027848023346e-08
1919,2.4861191438851904e-08,3.038589824200244e-08
1920,3.028892692213958e-08,5.149117665581571e-08
1921,1.5145495135815423e-08,3.559191341651058e-08
1922,1.6231458566107193e-08,3.541408943874558e-08
1923,1.8047112249064412e-08,7.749642350063368e-08
1924,1.6759112098085893e-08,2.5783249313349188e-08
1925,1.0998178145982251e-08,1.7597084678300234e-08
1926,1.560459372829115e-08,2.6750733184144337e-08
1927,1.5608915049369898e-08,2.3413372574054847e-08
1928,2.8565102283550914e-08,3.19929166492372e-08
1929,1.2254446790649354e-08,3.4535258208734376e-08
1930,2.2057568216382606e-08,2.6259009189288918e-08
1931,1.1405356659111021e-08,4.219981875053236e-08
1932,2.4110979879310435e-08,4.822195975862087e-08
1933,9.176529758292418e-09,3.785318369864399e-08
1934,1.4377896206951846e-08,5.870974462141021e-08
1935,1.555876849579363e-08,3.949533677882755e-08
1936,8.487299751891442e-09,3.516167268458048e-08
1937,8.813782481631449e-09,3.9032466037092206e-08
1938,2.593042824905467e-08,4.797129216083107e-08
1939,1.988226472349197e-08,3.364691014695609e-08
1940,7.607348528892999e-09,6.593035806190528e-08
1941,1.4757512545315876e-08,1.3576911328527785e-07
1942,6.068423541449874e-09,1.061974117533282e-07
1943,8.709705845433291e-09,6.096794180621146e-08
1944,6.4263723231761105e-09,8.675602458652065e-08
1945,4.357008087652048e-09,2.396354488176655e-07
1946,1.8097434661967782e-08,1.0858461507723405e-07
1947,1.4305045148432782e-08,1.454346214568858e-07
1948,6.523132700664291e-09,7.284165093324191e-08
1949,4.908504269707237e-09,9.031647607571358e-08
1950,3.190608444114673e-09,9.678178969352302e-08
1951,1.2793681780642885e-08,1.204738424576135e-07
1952,1.1599284199803606e-08,9.49032354924384e-08
1953,5.386913581872932e-09,6.356558146514146e-08
1954,8.795282724349818e-09,4.29991580119804e-08
1955,1.0324168187025862e-08,6.288357212724804e-08
1956,1.22095984433912e-08,4.0117249966442614e-08
1957,7.951533653738352e-09,4.240818185508033e-08
1958,9.099467845885556e-09,4.1361218450219894e-08
1959,5.425523585955716e-09,2.1702094343822864e-08
1960,4.844583401109048e-09,3.5988332314218496e-08
1961,6.25334317660986e-09,2.779263752472616e-08
1962,5.7077609305622445e-09,6.151697962142322e-08
1963,7.1126584622049904e-09,3.36234755593523e-08
1964,1.3384730601639916e-08,6.083968517867078e-08
1965,8.755269065297e-09,5.307882133820385e-08
1966,3.046491048319666e-08,4.3204781974282014e-08
1967,1.2818872185960117e-08,6.902470062186694e-08
1968,8.982831700699023e-09,8.533690021295115e-08
1969,4.541757636644661e-09,4.496340366699769e-08
1970,1.241655755990223e-08,4.6447123480675145e-08
1971,4.624557625731995e-09,5.60085311462899e-08
1972,1.0773308800615666e-08,4.822338084409239e-08
1973,8.269805840122046e-09,7.553089492740028e-08
1974,8.438357568252286e-09,5.906850120140916e-08
1975,3.998036124386317e-09,4.7976434824903436e-08
1976,5.713526873840635e-09,5.484985621251326e-08
1977,5.876781727920388e-09,3.526069036752233e-08
1978,5.346532105932056e-09,2.673266052966028e-08
1979,3.511183899185255e-09,4.6230589134665934e-08
1980,6.253665585376211e-09,5.173487238607777e-08
1981,5.060439622894819e-09,3.921840552312261e-08
1982,5.586751949948621e-09,4.8418517195614186e-08
1983,3.78918940668882e-09,5.999550012347754e-08
1984,1.7397025486864948e-09,4.697196942515802e-08
1985,3.007779025843149e-09,3.9101127669027846e-08
1986,5.3950369172106605e-09,3.5367463624425e-08
1987,4.277571852284723e-09,2.4443266966045485e-08
1988,4.797243047249822e-09,4.137622156008547e-08
1989,3.292873196336643e-09,5.268597191854241e-08
1990,4.90378582185258e-09,6.102489180648263e-08
1991,2.9307326565586322e-09,5.275318781805538e-08
1992,1.65298330578878e-09,3.967159756257388e-08
1993,2.2156829704300662e-09,3.1573480996360814e-08
1994,8.439882570598911e-09,5.2221771740246226e-08
1995,3.795715741716776e-09,4.2837359770508954e-08
1996,2.135236876199542e-09,2.7224270837677977e-08
1997,3.835915585170824e-09,2.8289877107567918e-08
1998,1.43043876743576e-09,4.338997716679671e-08
1999,2.2851006253876704e-08,2.9249287436527993e-08
2000,4.859834423776022e-09,3.4902447265672265e-08
2001,3.5049693702937645e-09,3.329720960065785e-08
2002,3.9430991805033955e-09,2.7601695151702188e-08
2003,6.667076501987168e-09,2.25013838672794e-08
2004,1.761916529341434e-09,3.4357370282123156e-08
2005,4.9541245550344115e-09,2.567137258324692e-08
2006,1.6471559671771274e-09,2.182481573242967e-08
2007,7.589511019645556e-09,3.0358044966760644e-08
2008,2.5544638071473003e-09,2.8950589481269162e-08
2009,1.430457752249481e-09,1.8119131084404216e-08
2010,7.085689812669216e-09,2.5036102968556406e-08
2011,5.735957819830162e-09,2.2943831723409858e-08
2012,3.063827413996023e-09,3.029784778618705e-08
2013,2.2313000336282585e-09,3.095928807761439e-08
2014,2.3819897165822113e-09,3.161549955166265e-08
2015,2.881548027966474e-09,3.2583656661699933e-08
2016,1.86420612280358e-09,2.6927420848643635e-08
2017,2.515611413622665e-09,2.1885819379008353e-08
2018,3.0977600484760615e-09,2.6330960523068825e-08
2019,3.826481576041374e-09,2.602007498353487e-08
