year,en_ADP aises_NOUN,en_ADP chaise_NOUN
1800,0.0,1.8236154630812962e-07
1801,0.0,2.500241578218265e-07
1802,0.0,2.528759353026544e-07
1803,1.950339223455444e-09,1.794312112224361e-07
1804,0.0,3.4605912446750153e-07
1805,0.0,2.9850215810256486e-07
1806,0.0,6.310855269475724e-07
1807,0.0,2.761546511464985e-07
1808,0.0,3.8523256762346136e-07
1809,0.0,2.5075237886085233e-07
1810,0.0,2.3635280399503245e-07
1811,0.0,2.6073598746734206e-07
1812,0.0,2.0004061695999553e-07
1813,0.0,1.7542024011163448e-07
1814,3.1466771410748606e-09,9.754699448194515e-08
1815,0.0,1.1328339155625144e-07
1816,0.0,2.4798362119327066e-07
1817,0.0,4.359245622254093e-07
1818,2.384235475716423e-09,4.4465991777542513e-07
1819,0.0,2.825836702413653e-07
1820,1.1866481131050932e-09,3.15648406967739e-07
1821,0.0,2.3864802756179415e-07
1822,0.0,2.90742860897808e-07
1823,0.0,2.1050122711585573e-07
1824,0.0,2.635808300510689e-07
1825,8.805443041381977e-10,5.159989768799278e-07
1826,8.807984341885344e-10,3.206106384823215e-07
1827,1.8434546333878643e-08,2.5347500809402845e-07
1828,0.0,2.907619602865452e-07
1829,0.0,4.586649140492227e-07
1830,0.0,3.64245579476119e-07
1831,0.0,2.0268568334813608e-07
1832,0.0,4.61371968185631e-07
1833,0.0,2.4209782623074716e-07
1834,0.0,3.127067884634016e-07
1835,0.0,3.6151561744190985e-07
1836,0.0,3.3469333970970183e-07
1837,8.349468672008697e-09,3.0266826911429234e-07
1838,0.0,3.0550864948963863e-07
1839,0.0,3.8103539168332645e-07
1840,0.0,3.6753104382114543e-07
1841,3.2102742686390684e-09,2.5746399501258566e-07
1842,0.0,2.609515092899528e-07
1843,0.0,2.6462961955076025e-07
1844,0.0,2.1515160142371315e-07
1845,0.0,2.382757315899653e-07
1846,8.196302303531411e-09,2.798451532726176e-07
1847,0.0,1.7743705882367067e-07
1848,0.0,2.469882929290179e-07
1849,0.0,2.5222038857464213e-07
1850,0.0,2.4304605972247373e-07
1851,0.0,2.321798007187681e-07
1852,6.510545436100301e-10,1.7773788840713678e-07
1853,1.1943863675867306e-09,2.962078156087955e-07
1854,5.195664454227256e-10,4.909903168481833e-07
1855,5.306937111981824e-10,4.3941440708294977e-07
1856,5.177189232874468e-10,6.383474442372972e-07
1857,9.763018171682347e-10,6.692549163744843e-07
1858,0.0,4.952399876856362e-07
1859,0.0,3.5339684245627723e-07
1860,0.0,3.066713247790176e-07
1861,4.715963730639317e-10,3.4803812809514056e-07
1862,1.8071945051545413e-09,3.167108388879569e-07
1863,4.495158911765884e-09,3.1566003144689603e-07
1864,1.4384183844029508e-09,2.661074063325941e-07
1865,0.0,2.9794324518661597e-07
1866,9.731225825149181e-10,2.671221466243878e-07
1867,3.88224918879132e-09,2.455522576383373e-07
1868,9.87974813071446e-10,2.2081236750182143e-07
1869,0.0,2.392924329797097e-07
1870,1.1468097582678638e-09,1.9151723051891167e-07
1871,0.0,2.432249459616287e-07
1872,6.047339295989218e-10,2.8724861067530583e-07
1873,3.591602570907071e-09,2.603912037102418e-07
1874,1.7923826867161097e-09,3.1127714805734286e-07
1875,5.721527140956084e-10,2.780662100576592e-07
1876,6.04601479992084e-10,2.7932588864132413e-07
1877,0.0,2.473926485890843e-07
1878,6.039088673581716e-10,2.7115507350572443e-07
1879,1.221865053580018e-09,3.531189918248856e-07
1880,0.0,2.7660917112370953e-07
1881,0.0,2.6774429784381937e-07
1882,6.655385131892899e-10,2.588944880699273e-07
1883,6.319338941018771e-10,2.704676944631501e-07
1884,0.0,2.997170440721675e-07
1885,0.0,2.9585467586912273e-07
1886,0.0,3.065395333123888e-07
1887,0.0,2.467933484240348e-07
1888,0.0,2.314324376584409e-07
1889,0.0,2.029904351275036e-07
1890,6.554386478008212e-10,2.320252860954497e-07
1891,0.0,3.2890974921429006e-07
1892,1.2537024751679837e-09,2.9838119530722906e-07
1893,1.2316833108982905e-09,2.3709904439783713e-07
1894,0.0,2.4008863874769304e-07
1895,6.018614495673091e-10,2.1727198884491372e-07
1896,0.0,2.559310701144568e-07
1897,0.0,1.7130537344201002e-07
1898,1.13167097914868e-09,3.066828355713369e-07
1899,0.0,2.2939450161629793e-07
1900,0.0,3.0627214187006757e-07
1901,0.0,1.9001711848432024e-07
1902,0.0,2.4404110376963217e-07
1903,5.400220270956879e-10,2.1978895858865144e-07
1904,0.0,2.3702096996203181e-07
1905,0.0,2.1881618295083172e-07
1906,0.0,2.8858875111836824e-07
1907,2.5714217422034835e-09,2.170279884694537e-07
1908,1.4734167219643268e-09,2.2837959079424763e-07
1909,5.500983557560346e-10,2.6679771281123976e-07
1910,0.0,2.714828610805853e-07
1911,2.6601871816467337e-09,2.489935013727518e-07
1912,5.209421227725386e-10,2.5005221004903433e-07
1913,0.0,2.137104786470445e-07
1914,0.0,2.524672311210452e-07
1915,0.0,1.0484878032457345e-07
1916,0.0,1.582194499860634e-07
1917,0.0,1.4804672332502378e-07
1918,0.0,1.206069555337308e-07
1919,0.0,1.6297892102556943e-07
1920,0.0,2.165658230524059e-07
1921,0.0,2.6504616812417225e-07
1922,7.377935484775833e-10,1.8961294756536518e-07
1923,0.0,2.1550374640355585e-07
1924,0.0,2.4623003014312417e-07
1925,0.0,1.9466774858756253e-07
1926,1.1146138456652466e-09,2.864557586690353e-07
1927,0.0,3.077186079281091e-07
1928,0.0,2.3080603739344951e-07
1929,1.1140406375176326e-09,2.428608638638252e-07
1930,0.0,2.0482026741319714e-07
1931,0.0,2.543394543863542e-07
1932,0.0,2.0713524406801298e-07
1933,0.0,2.7300177407596493e-07
1934,0.0,1.9290344255296077e-07
1935,0.0,2.058544907868054e-07
1936,0.0,1.733834125161593e-07
1937,0.0,2.0271700407192839e-07
1938,0.0,1.6725127238714776e-07
1939,0.0,1.1776418773479236e-07
1940,0.0,1.5468275194052694e-07
1941,0.0,1.8594465700516594e-07
1942,0.0,2.214974585967866e-07
1943,0.0,2.8742027780026547e-07
1944,0.0,6.297844947766862e-07
1945,0.0,9.803267886354661e-08
1946,0.0,2.7285364012641367e-07
1947,0.0,1.9550228103071277e-07
1948,0.0,1.9786835991908447e-07
1949,9.817008317369869e-10,1.3841982138274034e-07
1950,0.0,1.733563976813457e-07
1951,0.0,1.7911155225647235e-07
1952,0.0,2.1933192329015583e-07
1953,0.0,1.5298834910026926e-07
1954,0.0,1.3290649292230228e-07
1955,0.0,1.736337509328223e-07
1956,1.744228317335228e-09,1.6046899986577046e-07
1957,0.0,1.404770983981507e-07
1958,0.0,2.3493171852351225e-07
1959,0.0,1.356380892048037e-07
1960,0.0,1.5779500017742976e-07
1961,1.3896318540318475e-09,1.7231434412678936e-07
1962,0.0,1.7947736807855108e-07
1963,0.0,1.3966675282972574e-07
1964,0.0,1.7156790477201866e-07
1965,5.472043373977442e-10,1.4555635630131292e-07
1966,5.539074754423723e-10,1.2684481021096872e-07
1967,0.0,1.2030018581299373e-07
1968,0.0,1.446235842195165e-07
1969,0.0,1.362527370929456e-07
1970,9.197450023812337e-10,1.3520251229692803e-07
1971,2.0553589941130213e-09,1.1098938301756789e-07
1972,0.0,1.3440984503176878e-07
1973,0.0,1.008916257205783e-07
1974,5.625571675160757e-10,1.6032879557315027e-07
1975,0.0,1.7934047491507954e-07
1976,0.0,1.3598193504549272e-07
1977,5.876781838942691e-10,1.2635081247935886e-07
1978,5.940591352171509e-10,1.479207298871188e-07
1979,5.851973350345929e-10,1.410325580764038e-07
1980,0.0,1.6998600926854124e-07
1981,0.0,1.6572940353398735e-07
1982,6.207502289967692e-10,1.2166704266292072e-07
1983,0.0,1.288324540382746e-07
1984,1.1598016991243298e-09,1.4497521760858945e-07
1985,0.0,1.2452204600776895e-07
1986,5.994485463567401e-10,1.4266875325574802e-07
1987,0.0,1.1305011327067405e-07
1988,5.996553809062277e-10,1.2712693830962962e-07
1989,8.232182935330457e-09,1.43239986982735e-07
1990,0.0,1.34581682686985e-07
1991,0.0,1.4477818410796317e-07
