year,ton_DET an_NOUN,ton_DET champ_NOUN
1874,5.974609140757536e-10,4.301718625754347e-08
1875,1.716458086775674e-09,5.149374260327022e-08
1876,6.04601479992084e-10,3.9903698123566755e-08
1877,0.0,4.2056748417174106e-08
1878,6.039088673581716e-10,1.2259350246068834e-07
1879,1.221865053580018e-09,5.620579357490385e-08
1880,0.0,4.043243162499266e-08
1881,6.972507571312292e-10,3.2770783919833235e-08
1882,1.9966155395678697e-09,3.8601234653157235e-08
1883,1.2638677882037541e-09,7.077659908150125e-08
1884,6.601696966868076e-10,3.498899214804396e-08
1885,1.2891271383708158e-09,9.410627838102315e-08
1886,1.936039106809062e-09,7.034275939510337e-08
1887,3.917354773896875e-09,4.113222473733913e-08
1888,0.0,3.2337134747706386e-08
1889,1.8795409673089125e-09,3.633779471767795e-08
1890,0.0,3.801544173898108e-08
1891,6.374220040683554e-10,2.868399096023211e-08
1892,6.268512375839919e-10,3.196941200656056e-08
1893,6.158416554491453e-10,5.850495560233426e-08
1894,0.0,3.528862180246506e-08
1895,1.2037228991346183e-09,3.731540920703935e-08
1896,0.0,5.5432072154637524e-08
1897,5.826713556089658e-10,4.370035144862783e-08
1898,5.6583548957434e-10,3.225262190653666e-08
1899,1.1055156790007459e-09,5.5828543565894506e-08
1900,0.0,4.87959012085426e-08
1901,5.588738916095792e-10,2.4031576728589243e-08
1902,4.910283846193408e-10,4.17374117489544e-08
1903,1.6200660812870638e-09,3.996162933894709e-08
1904,1.0749250378694342e-09,2.3110887426014415e-08
1905,5.160759042333041e-10,4.541468001661997e-08
1906,1.5432553013283723e-09,4.115347596034269e-08
1907,1.5428529565042481e-09,3.6514187840008816e-08
1908,4.911389073214423e-10,3.1432890068572306e-08
1909,2.2003934230241384e-09,3.6306492035009796e-08
1910,2.137660271017694e-09,3.954671423667122e-08
1911,1.5961122423746588e-09,3.564650552512205e-08
1912,1.0418842455450772e-09,4.0633485354213406e-08
1913,5.833288740930698e-09,3.553003113943021e-08
1914,2.678697486047099e-09,4.8216555192936994e-08
1915,3.534228465440492e-09,1.5314990164938536e-08
1916,0.0,3.625862632361532e-08
1917,1.0966424435210342e-09,2.6319418644504822e-08
1918,2.2972752589112133e-09,5.054005747240353e-08
1919,0.0,5.800944435918609e-08
1920,1.514446346106979e-09,5.830618388102948e-08
1921,1.5145494858259667e-09,3.483463750786342e-08
1922,7.377935484775833e-10,5.3121134158118366e-08
1923,0.0,4.352538640617354e-08
1924,0.0,5.414482373566898e-08
1925,0.0,5.279125536716833e-08
1926,3.3438415369957397e-09,2.0063049555041346e-08
1927,2.2298449753321847e-09,4.348197812920063e-08
1928,0.0,2.0566874425753667e-08
1929,1.1140406375176326e-09,3.787738034333188e-08
1930,0.0,2.3107928570631486e-08
1931,1.1405356659111021e-09,2.9653927313688655e-08
1932,0.0,2.191907289006423e-08
1933,1.1470662197865522e-09,2.7529589718966463e-08
1934,1.1981580172459871e-09,3.4746584276490466e-08
1935,0.0,5.98414207075848e-08
1936,1.2124714565686645e-09,4.00115567344983e-08
1937,0.0,4.784624962894668e-08
1938,2.5930428915188486e-09,7.519824407609121e-08
1939,0.0,5.352917753498332e-08
1940,0.0,6.085878823114399e-08
1941,2.9515025978810172e-09,8.854508060096578e-08
1942,0.0,2.4273694165799498e-08
1943,0.0,5.8064704155924574e-08
1944,0.0,4.4984606262232774e-08
1945,0.0,3.0499055725385915e-08
1946,2.7842208538686464e-09,6.542919184227003e-08
1947,1.1920870957027319e-09,3.8146785952264395e-08
1948,0.0,8.371353965586081e-08
1949,9.817008317369869e-10,3.3377827501901436e-08
1950,0.0,4.2541444145172136e-08
1951,0.0,2.7719645245838365e-08
1952,1.0544803918932644e-09,4.956057964022875e-08
1953,0.0,3.770839640537815e-08
1954,9.772536113672459e-10,2.443134050622575e-08
1955,0.0,4.5050917663047585e-08
1956,0.0,3.8373022537285806e-08
1957,1.7670075402875796e-09,3.26896383850972e-08
1958,3.3088973783179654e-09,2.8952852559882558e-08
1959,5.425523585955716e-09,4.5729411368711226e-08
1960,6.920833350854139e-10,7.40529151332936e-08
1961,1.3896318540318475e-09,4.9331931595286704e-08
1962,2.5367825617905737e-09,4.1856912269544466e-08
1963,6.466053248388448e-10,4.978860856930112e-08
1964,6.083968329129164e-10,4.6846556411850315e-08
1965,1.0944086747954884e-09,4.651237017760934e-08
1966,3.3234448526542337e-09,3.9881339564118434e-08
1967,1.9721342336964653e-09,3.944268289757247e-08
1968,1.7965663401398047e-09,4.5363301504064424e-08
1969,9.083515606356229e-10,5.223021304345821e-08
1970,4.5987250119061684e-10,4.3228016055607554e-08
1971,1.0276794970565106e-09,3.545494220436041e-08
1972,1.0260293725750103e-09,4.104117579117883e-08
1973,1.102640756478479e-09,3.638714374254448e-08
1974,1.1251143350321513e-09,4.444201562314731e-08
1975,3.4268881066168433e-09,5.483020881769107e-08
1976,1.142705374768127e-09,4.285145194238282e-08
1977,1.7630345516828072e-09,5.6417106375494797e-08
1978,1.1881182704343018e-09,6.475244873627162e-08
1979,0.0,4.798618113976971e-08
1980,1.1370301367108482e-09,5.685150772372083e-08
1981,1.897664858585557e-09,3.7320742052315836e-08
1982,1.8622506869903077e-09,6.704102739618634e-08
1983,6.315316047889041e-10,4.294414912564548e-08
1984,1.7397025486864948e-09,5.85699855282229e-08
1985,6.015558051686298e-10,5.654624402051667e-08
1986,1.1988970927134801e-09,4.076250009754645e-08
1987,2.4443267965246207e-09,8.127386497136513e-08
1988,2.99827696004229e-09,5.2170019193553685e-08
1989,1.6464366536794728e-09,3.4026355844041234e-08
1990,0.0,4.140974774191619e-08
1991,1.1722930404189924e-09,5.0994747979871136e-08
1992,5.509944167592096e-10,4.1324579813650786e-08
1993,1.6617622278225497e-09,4.6529340824719156e-08
1994,1.0549853213248639e-09,4.272690601325735e-08
1995,1.0844901643380922e-09,5.8562467764033954e-08
1996,0.0,4.217092763880714e-08
1997,1.438468344439059e-09,5.178486206514066e-08
1998,1.43043876743576e-09,5.244942158366683e-08
1999,2.7421207526856506e-09,4.935817088380645e-08
2000,4.4180314962005696e-10,3.666965975313019e-08
2001,3.0668482198237257e-09,4.29358745779318e-08
2002,4.38122149670761e-10,6.571832233959185e-08
2003,8.333845835650777e-10,5.333661268203116e-08
2004,4.404791253964646e-10,6.9595703866554e-08
2005,9.007499190971657e-10,6.575474387204849e-08
2006,0.0,4.117889940147279e-08
2007,0.0,5.8319398754669294e-08
2008,8.514879357157668e-10,4.93863016037821e-08
2009,9.53638501499654e-10,7.676790203525741e-08
2010,0.0,7.983210470463575e-08
2011,1.1471915639660324e-09,8.603937184936683e-08
2012,3.404252713057332e-10,1.0008502737690605e-07
2013,0.0,1.1156500479003739e-07
2014,3.248167693148396e-09,8.120419447976701e-08
2015,2.2165753954528356e-10,1.1348866335580965e-07
2016,6.214020409345267e-10,1.120594963488486e-07
2017,7.54683426862357e-10,3.1470296524283015e-07
2018,2.5814667070633845e-10,1.0790531179694085e-07
2019,0.0,1.1504954811059065e-07
