year,en_ADP ans_NOUN,en_ADP champs_NOUN
1800,1.006132621661493e-07,3.3328143445032765e-07
1801,9.28661236798689e-08,5.619591096905907e-07
1802,9.175144555229053e-08,3.9162202369880106e-07
1803,9.946729906396001e-08,3.7446511669259053e-07
1804,9.887404028852131e-08,2.5707248596518184e-07
1805,6.25433098644379e-08,1.194008660831969e-07
1806,1.6137346481315262e-07,3.0833859909762396e-07
1807,1.5088862248546775e-07,1.679703558465917e-07
1808,1.427626639127766e-07,4.6001301257092564e-07
1809,7.906607124574805e-08,2.643065784013743e-07
1810,1.4508786394529238e-07,1.661489932303084e-07
1811,8.273353602206157e-08,1.780024518893697e-07
1812,9.068508077803017e-08,2.2404549326893175e-07
1813,7.476928232108548e-08,1.8404746526812232e-07
1814,3.1466771410748606e-08,2.0768068509369186e-07
1815,4.855002422310406e-08,1.8071398244501324e-07
1816,5.7940095388175905e-08,1.9236112791531923e-07
1817,6.383180817248757e-08,6.383181272440197e-08
1818,6.318223921830679e-08,9.656153565629211e-08
1819,1.066158181739496e-07,1.738976470599951e-07
1820,4.509263007435038e-08,1.1747816586193949e-07
1821,1.0354562518521959e-07,1.4989461760706035e-07
1822,1.3334069137727056e-07,1.3434325296657335e-07
1823,4.348382143248841e-08,1.0772129011016318e-07
1824,5.557934468214398e-08,2.9389682332237044e-07
1825,4.138558074018306e-08,1.629007015946371e-07
1826,3.435113959948666e-08,1.4885493326843857e-07
1827,6.544263980723386e-08,1.576153749738296e-07
1828,4.035812389835414e-08,1.1006761724274838e-07
1829,5.658296359234427e-08,1.4745862841891721e-07
1830,2.7135772739939057e-08,2.160425083275186e-07
1831,4.989185842241284e-08,2.10481275964014e-07
1832,3.9236911608675484e-08,1.5153565868786245e-07
1833,3.938433690287013e-08,1.7259606988062615e-07
1834,4.760610661236342e-08,1.9602515410888088e-07
1835,9.756383434478266e-08,1.4823651639517266e-07
1836,3.09154504218867e-08,6.660263127677979e-07
1837,3.478945287405111e-08,5.002723355573835e-07
1838,3.282324301245865e-08,1.691659403668666e-07
1839,6.711815891957684e-08,1.2095252088784036e-07
1840,6.369688487772862e-08,1.369483072499733e-07
1841,9.052973348744331e-08,2.0930987876255358e-07
1842,7.24492630332918e-08,1.576442336670425e-07
1843,3.544146692791017e-08,9.864541372639479e-08
1844,3.402907938765409e-08,1.663034083776438e-07
1845,2.566904799827796e-08,1.060243306483244e-07
1846,3.2785206105501175e-08,1.5572972866806367e-07
1847,2.1572895470001185e-08,1.364485626709211e-07
1848,1.930853293918844e-08,2.2687525813580578e-07
1849,4.7762666932626985e-08,2.0697154923254857e-07
1850,3.2587180065490884e-08,1.5818361021047167e-07
1851,3.4826968864365426e-08,1.5672135589284153e-07
1852,2.79953455972759e-08,1.5039360334867524e-07
1853,6.270528518648177e-08,1.5288146171243966e-07
1854,3.273268556203135e-08,1.8288739056515624e-07
1855,2.4411910715116392e-08,1.9158042974254386e-07
1856,1.501384794266869e-08,1.3771322926459106e-07
1857,4.58861838525948e-08,1.620661028711723e-07
1858,5.285170184832211e-08,1.3604419280000002e-07
1859,2.9025388315062628e-08,3.101133498883968e-07
1860,1.968189100587381e-08,1.8995312700553768e-07
1861,1.9807047502151676e-08,1.792066210981602e-07
1862,3.252950275811628e-08,1.7484607206519343e-07
1863,2.6970952249349978e-08,1.5033808153930295e-07
1864,1.821996631345968e-08,1.4096499967308773e-07
1865,2.07101151783462e-08,1.5250175300351998e-07
1866,3.113992252945508e-08,1.6786364653853525e-07
1867,3.299911810472622e-08,4.721785700212422e-07
1868,4.8410764397210926e-08,1.7289559517408293e-07
1869,5.4207061062072626e-08,1.6750470466231349e-07
1870,2.2362789842134134e-08,1.4048419627599174e-07
1871,6.054070955663349e-08,1.380753076318797e-07
1872,3.5679300403046454e-08,1.5844029188638586e-07
1873,5.566984112581608e-08,1.8915774724348466e-07
1874,3.166542839050379e-08,1.648992076219713e-07
1875,3.204055232242098e-08,1.24157139680392e-07
1876,3.143927651549916e-08,2.0072768536216756e-07
1877,2.4120781705327943e-08,2.1152071028041064e-07
1878,3.502671280797287e-08,1.497694057661647e-07
1879,2.627009876299269e-08,1.2585210140692027e-07
1880,5.519347645588368e-08,1.5723723234550846e-07
1881,3.2770786140279284e-08,1.6385392598294857e-07
1882,4.192892699705908e-08,1.863507890220717e-07
1883,3.854796920554904e-08,1.4344898868756673e-07
1884,2.970763635090634e-08,1.6504242683623715e-07
1885,3.351730637479733e-08,1.682310863948544e-07
1886,2.9040586768669385e-08,1.310053221459384e-07
1887,3.7867761704113434e-08,1.55388406142265e-07
1888,2.5996519825710607e-08,1.3885946881231348e-07
1889,2.5060547192978788e-08,1.810624468134847e-07
1890,3.211649518553017e-08,1.2060071397090866e-07
1891,3.4420787553557375e-08,1.6955425752307463e-07
1892,3.447681917734258e-08,1.7301094601407385e-07
1893,1.9706933140906102e-08,1.5149704823969046e-07
1894,2.5836310646454308e-08,1.77073256724114e-07
1895,2.708376523052891e-08,1.721323699133137e-07
1896,2.594692793955744e-08,1.5921978668842485e-07
1897,2.38895258020122e-08,1.1129022547962109e-07
1898,2.150174849280262e-08,1.3919553509822435e-07
1899,2.819064981451902e-08,1.2381775249536986e-07
1900,2.0764212682600203e-08,2.408648640539468e-07
1901,2.5149324622830704e-08,1.654266696959894e-07
1902,3.191684577741327e-08,1.703868435232181e-07
1903,2.4300991663395166e-08,1.8738764140380226e-07
1904,4.192207558872951e-08,2.5421977856154854e-07
1905,3.818961596957493e-08,1.6462821861296106e-07
1906,4.012464094316215e-08,1.6770042038372068e-07
1907,2.108565710923216e-08,1.0234258240870986e-07
1908,2.6521501217402488e-08,1.5962014043857664e-07
1909,3.685658955809856e-08,1.6007862280176255e-07
1910,2.93928290595602e-08,1.3467260373545287e-07
1911,2.873001958558774e-08,1.6493160337471835e-07
1912,2.2400511667797218e-08,1.203376314151683e-07
1913,3.2348237311019545e-08,1.5166550249023913e-07
1914,3.147469573860917e-08,1.506767282610788e-07
1915,2.591767644943843e-08,2.2501255436679912e-07
1916,2.7468654462126096e-08,1.3844201873780548e-07
1917,2.960934575302332e-08,1.7326951251561695e-07
1918,2.5270027848023346e-08,1.7459291257182485e-07
1919,5.893022841929607e-08,1.592957801221928e-07
1920,3.7861158652674476e-08,1.5144463150207343e-07
1921,3.937828690903089e-08,2.1355147783452821e-07
1922,2.9511741217458365e-08,1.7116809658546117e-07
1923,4.671017128643484e-08,1.4437690065705056e-07
1924,1.675911143195208e-08,1.585669869852424e-07
1925,3.2994533993857544e-08,1.2427940698778173e-07
1926,2.2292277579438746e-08,1.6050439910486602e-07
1927,4.236705530846763e-08,1.9845620746750114e-07
1928,2.627989537096198e-08,1.4625332767082e-07
1929,1.893869105984436e-08,1.3702700130124867e-07
1930,1.8906487042613662e-08,1.2709359964446776e-07
1931,2.9653928201867075e-08,1.482696374566217e-07
1932,3.0686703178517405e-08,1.1397918342481717e-07
1933,2.40883908375622e-08,1.835306022712757e-07
1934,1.7972370258689807e-08,1.7133659291346248e-07
1935,3.351119381989065e-08,2.0106717535384178e-07
1936,2.667437160042141e-08,1.6974599681418567e-07
1937,1.6368453148452033e-08,2.2915834896330978e-07
1938,4.926781471681352e-08,1.7632692350666446e-07
1939,2.2941075705773528e-08,2.0494027808126702e-07
1940,2.7893612752905028e-08,1.8764794162962062e-07
1941,6.493305493293633e-08,2.8334425028475607e-07
1942,1.517105907566929e-08,2.032921884165262e-07
1943,2.6129116648121453e-08,7.083894077997144e-07
1944,2.5705489292704442e-08,2.69907644678824e-07
1945,2.6142048081823077e-08,1.9388686212096218e-07
1946,2.645009899993056e-08,1.8515068411772972e-07
1947,2.7418003201162833e-08,1.7166053600803366e-07
1948,1.1959077061973744e-08,2.6527405339038523e-07
1949,2.552422173618396e-08,2.1401078242888616e-07
1950,2.339779547888554e-08,2.5524868796367173e-07
1951,2.345508343104541e-08,2.8785783889873073e-07
1952,2.741649052229178e-08,2.783828145780376e-07
1953,2.5857185836919427e-08,2.6288137577878956e-07
1954,1.3681550781186047e-08,3.8699242077555596e-07
1955,1.5016972554349195e-08,2.083604995206656e-07
1956,1.3953826982771034e-08,3.392524110523709e-07
1957,1.855357895097498e-08,2.96857268100581e-07
1958,2.2335056470978998e-08,2.456856393884266e-07
1959,1.9376869220266713e-08,1.984191460024931e-07
1960,1.3841666590685975e-08,1.7509708771790145e-07
1961,2.0149661827950638e-08,2.570819024327875e-07
1962,8.87873902177816e-09,2.0357679986204857e-07
1963,2.069137072790994e-08,2.4571003276463443e-07
1964,2.737785814721505e-08,2.390999520596182e-07
1965,3.1190647065137966e-08,2.0246560100689592e-07
1966,2.3818021666066613e-08,2.5645916423844284e-07
1967,3.3526280418527676e-08,2.1545566775138525e-07
1968,3.1439911063468884e-08,1.9492744607330081e-07
1969,1.9529559247555284e-08,2.1936690097756895e-07
1970,2.7132478319646935e-08,1.913069560544045e-07
1971,2.6205827285963323e-08,2.111881307609309e-07
1972,3.231992518060167e-08,1.9135448492413332e-07
1973,3.087394190304238e-08,2.1005306966026538e-07
1974,2.418995898034737e-08,1.9633244741079636e-07
1975,2.1703624231150798e-08,2.1817853657069008e-07
1976,1.199840671262109e-08,1.9768802944630792e-07
1977,2.056873571465445e-08,1.904077372438806e-07
1978,2.6732660640682582e-08,1.87128634365763e-07
1979,1.5215130599877114e-08,1.9545590534963964e-07
1980,1.9898026615283726e-08,2.410503932015473e-07
1981,2.3404533255888538e-08,1.94826928590075e-07
1982,1.3035755141999061e-08,5.146019195212403e-07
1983,1.7682884045910896e-08,2.2987750725178557e-07
1984,2.2036232061317662e-08,2.667543921308635e-07
1985,2.0452897042666507e-08,1.804667393301429e-07
1986,2.2779044428489215e-08,1.558566253834215e-07
1987,3.727598285596656e-08,1.9799046102608742e-07
1988,4.2575532321897924e-08,1.8829179271317997e-07
1989,1.7013179198777095e-08,1.9867002132301081e-07
1990,4.685839771756406e-08,1.9833089481835486e-07
1991,1.69982495301646e-08,1.4770892831084126e-07
1992,3.361065836759991e-08,1.8293014492076765e-07
1993,1.606370203521834e-08,1.811320800015892e-07
1994,1.8989735672825248e-08,1.877873926359186e-07
1995,2.60277633890027e-08,1.6050454421101534e-07
1996,2.829188883168854e-08,1.628118078134122e-07
1997,2.733089898843133e-08,1.9802913531208333e-07
1998,2.9085588382216088e-08,1.6545408498824798e-07
1999,2.1479946238356362e-08,1.997177889734303e-07
2000,1.8555731395863972e-08,1.8290651082608633e-07
2001,1.7962967807649832e-08,1.6298108160284208e-07
2002,2.0591740479414256e-08,1.7524886319897348e-07
2003,2.2501383034612132e-08,1.783442988845252e-07
2004,3.479785087856513e-08,1.8103692306370434e-07
2005,2.3869873078119497e-08,1.6573799144214973e-07
2006,1.7295138099449048e-08,1.6224486037996755e-07
2007,5.951774256773845e-08,1.4300237083375578e-07
2008,2.2138686828210297e-08,1.3623807149087952e-07
2009,1.4781396995289242e-08,1.5258216023994464e-07
2010,8.030448139795254e-09,1.1762244866986293e-07
2011,6.500752353089112e-09,1.4072216189542353e-07
2012,6.468080182564506e-09,1.208509686767556e-07
2013,6.972812660599459e-09,1.2049019521009896e-07
2014,2.165445156521173e-09,1.0935498262476528e-07
2015,4.876465897751814e-09,1.024057855458782e-07
2016,4.556948124401217e-09,1.0750255141633858e-07
2017,1.4590545660553289e-08,1.567225803578154e-07
2018,1.032586693927584e-08,1.0635642999634598e-07
2019,1.989770437305083e-08,9.285595581332018e-08
