year,tels_ADJ oeufs_NOUN,tels_ADJ jeux_NOUN
1800,0.0,1.5720821977538435e-08
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,0.0,7.608656460433849e-08
1803,0.0,3.90067853572873e-08
1804,0.0,2.4718509905596875e-08
1805,0.0,3.4114531644036106e-08
1806,0.0,8.645007376628655e-09
1807,0.0,1.7081731584767113e-08
1808,0.0,1.3596443970698147e-08
1809,0.0,2.25903047379461e-08
1810,0.0,0.0
1811,0.0,1.7549536934780008e-08
1812,0.0,5.3344164641089264e-09
1813,0.0,4.026038169513413e-08
1814,0.0,5.664018942752591e-08
1815,0.0,0.0
1816,0.0,6.952811659743929e-09
1817,0.0,2.3353100786493997e-08
1818,0.0,4.053200441944682e-08
1819,0.0,3.622867339458935e-08
1820,0.0,9.01852530432734e-08
1821,0.0,2.9584464655840748e-08
1822,0.0,1.804610860745015e-08
1823,0.0,9.882686669016039e-09
1824,0.0,3.03160057057994e-08
1825,0.0,4.226612659863349e-08
1826,0.0,5.725189922145546e-08
1827,0.0,1.7512819638909605e-08
1828,0.0,3.393751413227619e-08
1829,0.0,4.715246859632316e-08
1830,0.0,4.905312778191728e-08
1831,0.0,6.236482441579483e-09
1832,0.0,3.3824925083081325e-08
1833,0.0,2.7800709290204395e-08
1834,0.0,4.760610750054184e-08
1835,0.0,3.479020449503878e-08
1836,6.720750067579218e-10,4.771732520225669e-08
1837,0.0,3.826840000442644e-08
1838,0.0,3.7241754569095065e-08
1839,0.0,1.7478688718597368e-08
1840,0.0,1.0828470564661075e-08
1841,0.0,3.0818632978935057e-08
1842,0.0,2.3478927246856074e-08
1843,0.0,1.7130041385371442e-08
1844,0.0,1.4819115712327857e-08
1845,0.0,2.9017185099178278e-08
1846,0.0,2.5759806732139623e-08
1847,0.0,1.9954928376364478e-08
1848,0.0,2.413566591030758e-08
1849,0.0,1.5920887719289567e-08
1850,0.0,1.8330290174617403e-08
1851,0.0,4.063146263888484e-08
1852,0.0,4.036538214791108e-08
1853,0.0,2.7470886010405593e-08
1854,0.0,2.0263090760863633e-08
1855,5.306937111981824e-10,1.2736649068756378e-08
1856,0.0,2.5368226630462232e-08
1857,0.0,3.5635014938861787e-08
1858,0.0,3.52344677878591e-08
1859,0.0,2.953460587207246e-08
1860,0.0,1.876645328025006e-08
1861,0.0,2.263662679524714e-08
1862,4.517986262886353e-10,2.6204320491274302e-08
1863,0.0,1.7980635647063536e-08
1864,0.0,1.5343129433631475e-08
1865,0.0,3.2006543193574544e-08
1866,0.0,1.4596838404656864e-08
1867,0.0,2.426405742994575e-08
1868,0.0,2.0747471296544973e-08
1869,0.0,1.8557372527538973e-08
1870,5.734048791339319e-10,3.383088653663435e-08
1871,0.0,3.3987767267262825e-08
1872,0.0,9.071008832961525e-09
1873,0.0,1.7359413462259e-08
1874,0.0,1.3144139998644278e-08
1875,0.0,7.437985338754061e-09
1876,0.0,6.650616057868319e-09
1877,0.0,1.7317484335421796e-08
1878,0.0,3.140326043649111e-08
1879,0.0,2.5659165459046562e-08
1880,6.417846254436199e-10,1.9253539207397807e-08
1881,0.0,5.5780060570498335e-09
1882,0.0,1.7304001787010748e-08
1883,0.0,2.9068958795619437e-08
1884,0.0,2.0465261485469455e-08
1885,0.0,1.9981470700258797e-08
1886,0.0,1.677900662855336e-08
1887,0.0,8.48760173255414e-09
1888,0.0,9.510921827882157e-09
1889,0.0,2.380751951136517e-08
1890,0.0,1.9663159989136147e-08
1891,0.0,1.2748440525456317e-08
1892,0.0,1.56712811616444e-08
1893,0.0,9.853466487186324e-09
1894,0.0,1.8904618315218613e-08
1895,0.0,1.2639090662958097e-08
1896,0.0,1.0614652268259306e-08
1897,5.826713556089658e-10,1.0488084178916779e-08
1898,5.6583548957434e-10,1.584339415217073e-08
1899,0.0,3.8693048765026106e-09
1900,0.0,2.28406342728249e-08
1901,5.588738916095792e-10,1.956058603980182e-08
1902,0.0,1.6694965410124496e-08
1903,0.0,1.4040573148577096e-08
1904,0.0,5.374625189347171e-09
1905,0.0,2.838417501038748e-08
1906,0.0,1.1317205839134203e-08
1907,0.0,1.697138252154673e-08
1908,0.0,2.3083527977973972e-08
1909,0.0,2.0353638774395222e-08
1910,5.344150677544235e-10,2.0842188419578633e-08
1911,5.320374141248863e-10,1.9685383989553884e-08
1912,5.209421227725386e-10,3.021464323182954e-08
1913,0.0,3.075734156254839e-08
1914,6.696743715117748e-10,2.8126324380650658e-08
1915,0.0,1.767114277129167e-08
1916,0.0,1.3184954461564757e-08
1917,0.0,2.0836205649743533e-08
1918,1.1486376294556067e-09,1.1486376294556067e-08
1919,0.0,1.4732557396257562e-08
1920,0.0,1.590168707821249e-08
1921,7.572747429129834e-10,3.634918854800162e-08
1922,7.377935484775833e-10,3.24629176873259e-08
1923,2.1231896241147297e-09,2.9724654737606215e-08
1924,0.0,4.1253198190815965e-08
1925,0.0,1.7597084678300234e-08
1926,0.0,4.458455293843144e-08
1927,0.0,4.2367055641534535e-08
1928,1.1426041224282812e-09,3.6563331917705e-08
1929,2.2280812750352652e-09,4.121950425428622e-08
1930,3.1510811737689437e-09,4.516549623190258e-08
1931,1.1405356659111021e-09,3.079446386777818e-08
1932,2.1919073223131136e-09,2.082311922890767e-08
1933,1.1470662197865522e-09,3.670611903316967e-08
1934,1.1981580172459871e-09,4.073737258636356e-08
1935,1.196828414151696e-09,2.6330225111337313e-08
1936,0.0,2.66743711563322e-08
1937,0.0,2.6441348666139675e-08
1938,1.2965214457594243e-09,2.9819993585533666e-08
