year,tels_ADJ oeufs_NOUN,tels_ADJ jeux_NOUN
1939,0.0,3.211750509990452e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,7.58552971547033e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,3.213186161588055e-08
1945,4.357008087652048e-09,3.703456741277478e-08
1946,0.0,4.872386583087973e-08
1947,2.3841741914054637e-09,4.0530959921625254e-08
1948,2.174377566888097e-09,4.783630558335972e-08
1949,0.0,4.0249734212238764e-08
1950,0.0,2.7651939404904624e-08
1951,0.0,3.5182626589858046e-08
1952,3.1634410646574906e-09,3.585233443459401e-08
1953,0.0,4.417269394707546e-08
1954,2.9317608341017376e-09,3.518113089739927e-08
1955,3.754243138587299e-09,4.035811329572425e-08
1956,3.488456634670456e-09,2.52913103793162e-08
1957,4.417518795207798e-09,4.94762097957846e-08
1958,2.4816730892496253e-09,4.384289198355873e-08
1959,2.325224457422337e-09,3.642851353902188e-08
1960,2.076250060767393e-09,3.944875004435744e-08
1961,1.3896318540318475e-09,4.307858603169734e-08
1962,0.0,3.361236977639237e-08
1963,2.5864212993553792e-09,5.4314845954195334e-08
1964,1.2167936658258327e-09,5.1713730186975226e-08
1965,0.0,5.636204747361262e-08
1966,1.1078149508847446e-09,3.600398557068729e-08
1967,4.930335584241163e-10,6.853166212295037e-08
1968,4.4914158503495116e-10,5.29987076447469e-08
1969,0.0,5.4046918052108595e-08
1970,0.0,4.0008906410093914e-08
1971,1.541519245584766e-09,4.932861585871251e-08
1972,1.5390440033513642e-09,5.23274970021248e-08
1973,5.513203782392395e-10,5.402939606824475e-08
1974,1.6876715580593782e-09,3.825388716904854e-08
1975,5.711480177694739e-10,5.311676432029344e-08
1976,5.713526873840635e-10,4.513686135965145e-08
1977,2.938390863960194e-09,5.582942819160053e-08
1978,2.970295565063452e-09,4.396037667220298e-08
1979,5.851973350345929e-10,4.154901134256761e-08
1980,1.1370301367108482e-09,4.207011627954671e-08
1981,6.325549528618524e-10,4.7441620409927054e-08
1982,0.0,5.897127053344775e-08
1983,0.0,4.862793190341108e-08
1984,1.739702604197646e-09,5.4510678637598176e-08
1985,0.0,4.271046094572739e-08
1986,0.0,5.6947612847579876e-08
1987,0.0,4.522004459772688e-08
1988,1.1993107618124554e-09,4.677312048784188e-08
1989,0.0,4.774666351181622e-08
1990,0.0,5.5031375012504213e-08
1991,5.861465202094962e-10,4.4547135757966316e-08
1992,0.0,6.06093877308922e-08
1993,0.0,6.702440913386454e-08
1994,5.274926606624319e-10,6.804655328096487e-08
1995,5.422450821690461e-10,4.609083248396928e-08
1996,5.338092190498855e-10,4.6441403611652277e-08
1997,0.0,5.178485906753849e-08
1998,4.768129224785866e-10,4.72044803245808e-08
1999,0.0,5.529943436499707e-08
2000,0.0,5.787621404351739e-08
2001,4.3812117822561447e-10,5.651763146374833e-08
2002,0.0,6.04608558774089e-08
2003,0.0,5.875361352991604e-08
2004,0.0,4.669078634833568e-08
2005,4.5037495954858286e-10,4.2335244643254555e-08
2006,4.1178899179428186e-10,3.6237430833807593e-08
2007,0.0,4.7134857794617346e-08
2008,4.257439678578834e-10,4.6831836186811415e-08
2009,0.0,4.672828524121542e-08
2010,0.0,5.71578944175144e-08
2011,0.0,3.135657067332431e-08
2012,0.0,3.812763083033133e-08
2013,0.0,4.016339971713023e-08
2014,2.1654451842767486e-10,4.027728195410418e-08
2015,0.0,4.100664341422089e-08
2016,0.0,3.7491254545329866e-08
2017,0.0,3.2954506679061524e-08
2018,0.0,4.207790738064432e-08
2019,2.55098775436835e-10,3.5458729286119706e-08
