year,autres_ADJ ans_NOUN,autres_ADJ gens_NOUN
1859,8.147477359443656e-09,1.6809264025141601e-06
1860,8.238931398230065e-09,1.2289739288462442e-06
1861,7.545542080045209e-09,1.3657430599778309e-06
1862,1.445755604123633e-08,1.2745239246214624e-06
1863,6.493007298491449e-09,1.40348845434346e-06
1864,9.109982990196386e-09,1.2547802725748625e-06
1865,6.589581991178761e-09,1.5631429732820834e-06
1866,4.865612801552288e-09,1.180884282803163e-06
1867,9.220341823379385e-09,1.3718897662329255e-06
1868,6.9158236915001225e-09,1.2512700777733698e-06
1869,9.767038733343725e-09,1.2076942539351876e-06
1870,4.013834153937523e-09,1.1794938927778276e-06
1871,3.18635318130589e-09,1.202317321258306e-06
1872,3.0236697590169115e-09,1.1743933328034473e-06
1873,4.1902030178953e-09,1.1894190947714378e-06
1874,9.559374625212058e-09,1.6782677221272024e-06
1875,5.149374426860476e-09,1.3388373645284446e-06
1876,9.06902175579205e-09,1.2013431387458695e-06
1877,1.0514186854493346e-08,1.0520371915845317e-06
1878,6.039088784604019e-09,1.2047981954310671e-06
1879,1.649517855639715e-08,1.5988103996278369e-06
1880,1.4761046163158653e-08,1.1648390909613227e-06
1881,6.275256869692214e-09,1.4216942645361996e-06
1882,5.324307883469714e-09,1.3510432381735882e-06
1883,6.319339107552224e-09,1.4275386774897925e-06
1884,3.9610181801208455e-09,9.671485940998537e-07
1885,7.734762830224895e-09,1.2743021216010675e-06
1886,3.2267319372003556e-09,1.4352503967529628e-06
1887,5.223139754040318e-09,9.55181690187601e-07
1888,2.53624587998047e-09,1.115314148592006e-06
1889,3.132568371366773e-09,1.2254607781869709e-06
1890,3.2771931834929546e-09,9.582513484929223e-07
1891,3.1871101313640793e-09,9.92466084426269e-07
1892,1.0656470816883257e-08,1.0669008361219312e-06
1893,8.621783287310336e-09,8.775743367550604e-07
1894,6.301539290376468e-09,9.912321274896385e-07
1895,3.611168697403855e-09,9.112182510762068e-07
1896,4.717623180994224e-09,9.506010769655404e-07
1897,5.244042311502994e-09,9.20620720989973e-07
1898,2.26334195829736e-09,9.166535051008395e-07
1899,4.9748205555033564e-09,8.650659992781584e-07
1900,3.6337372000261325e-09,7.475116490240907e-07
1901,2.794369402536745e-09,6.980334887884965e-07
1902,1.178468167495339e-08,7.311412559829478e-07
1903,4.860198243861191e-09,9.039968631441297e-07
1904,7.524475265086039e-09,7.051507964206394e-07
1905,6.708986810544104e-09,7.054757702462666e-07
1906,5.144184633820714e-09,8.096946544355887e-07
1907,4.6285588695127444e-09,7.683407829972566e-07
1908,3.929111258571538e-09,7.764905944895872e-07
1909,5.5009836685826485e-09,7.618862127856119e-07
1910,6.412980702030779e-09,8.304810421577713e-07
1911,7.44852390877071e-09,7.895435487625946e-07
1912,1.5107321338359014e-08,7.386959168798057e-07
1913,9.015082513830208e-09,7.535548434134398e-07
1914,5.357394972094198e-09,7.379811677310499e-07
1915,2.3561523843085297e-09,7.445441383424622e-07
1916,1.0987462051303964e-09,7.93294759660057e-07
1917,6.579854550103903e-09,5.845104169566184e-07
1918,2.2972752589112133e-09,5.479001288222207e-07
1919,5.524709134618888e-09,6.196881940923049e-07
1920,1.514446346106979e-09,6.868013997518574e-07
1921,3.7863738810983705e-09,6.63372702547349e-07
1922,5.902348387820666e-09,6.898369520058623e-07
1923,1.5923922180860473e-08,6.263409204620984e-07
1924,3.867487330388997e-09,7.245092774610384e-07
1925,8.798542117105512e-09,8.3696136243816e-07
1926,4.458455382660986e-09,7.100090329004161e-07
1927,4.4596899506643695e-09,9.566034577801474e-07
1928,7.998228745975666e-09,7.426926913467469e-07
1929,4.4561625500705304e-09,7.085298534548201e-07
1930,3.1510810627466412e-09,7.121442990865035e-07
1931,3.4216069977333063e-09,7.02569991517521e-07
1932,6.575721966939341e-09,7.430566029142938e-07
1933,3.4411986593596566e-09,6.274452175603074e-07
1934,9.585264137967897e-09,7.308763656510564e-07
1935,3.590485242455088e-09,6.391063607225078e-07
1936,6.0623572828433225e-09,5.710740538233949e-07
1937,7.554670666820584e-09,5.842279051648802e-07
1938,2.5930428915188486e-09,6.223302762009553e-07
1939,3.058810094103137e-09,5.337623747436737e-07
1940,3.0429395447839624e-08,5.375860041567648e-07
1941,0.0,8.14614736555086e-07
1942,3.034211770724937e-09,7.767582133055839e-07
1943,5.806470415592457e-09,7.954864713610732e-07
1944,0.0,6.587031862181902e-07
1945,6.535512131478072e-09,6.731577286700485e-07
1946,6.960552134671616e-09,6.556840048688173e-07
1947,1.0728784083369192e-08,7.080997193043004e-07
1948,3.2615663503321457e-09,6.229591917872312e-07
1949,2.945102384188658e-09,4.780882818522514e-07
1950,1.2762433776458693e-08,4.987984425497416e-07
1951,7.462981121975076e-09,5.511944891622989e-07
1952,1.2653764702719172e-08,6.485054200311424e-07
1953,8.619062019654677e-09,5.753223604187951e-07
1954,9.772535891627854e-09,7.524852776441548e-07
1955,6.569925492527773e-09,5.978632202641165e-07
1956,5.232684952005684e-09,5.450713729260315e-07
1957,1.3252556385623393e-08,5.954815378572675e-07
1958,3.3088974338291166e-09,6.940412049516453e-07
1959,2.3252243464000344e-09,6.642391099376255e-07
1960,8.305000021024966e-09,5.550508603846538e-07
1961,9.727423089245235e-09,6.962055749681895e-07
1962,3.170978202238217e-09,6.89370665440947e-07
1963,3.233026624194224e-09,8.017905770429934e-07
1964,3.0419841645645818e-09,7.179082786024082e-07
1965,9.84967779560364e-09,9.275113370676991e-07
1966,7.20079718075084e-09,8.341846751136472e-07
1967,7.395503320850594e-09,1.1103115866717417e-06
1968,1.2575964603023237e-08,9.072659850062337e-07
1969,9.991866833924945e-09,7.711904572715866e-07
1970,7.81783243697376e-09,7.707463396400271e-07
1971,4.110718099248345e-09,7.06529647231946e-07
1972,5.643161493651405e-09,6.792314479753259e-07
1973,2.756601946707349e-09,6.494553872471442e-07
1974,3.937900283634832e-09,7.70140786698903e-07
1975,4.569184142155791e-09,7.796170393703505e-07
1976,1.7140580066410394e-09,6.679113084828714e-07
1977,0.0,7.968916406753124e-07
1978,1.1881182704343018e-09,7.473263963220234e-07
1979,6.437170796402825e-09,8.087426976999268e-07
1980,5.1166357817322705e-09,7.61810213134595e-07
1981,3.795329828193417e-09,7.634938015144144e-07
1982,4.345251602977385e-09,7.045514962555899e-07
1983,6.315316269933646e-09,6.940532557564438e-07
1984,2.3196033982486597e-09,6.175944236019859e-07
1985,4.210890747202711e-09,6.027589165569225e-07
1986,4.196139880008332e-09,6.911641889928433e-07
1987,1.2221633705067347e-09,6.599682365049375e-07
1988,2.398621523624911e-09,6.416312317014672e-07
1989,5.488122289953878e-09,7.579096745757852e-07
1990,5.9935161278446e-09,6.462100259341241e-07
1991,1.1722930404189924e-09,6.945836048544152e-07
1992,3.3059665005552574e-09,6.507244165732118e-07
1993,3.323524566667402e-09,7.079107149365882e-07
1994,1.5824779819872958e-09,7.226649358926807e-07
1995,2.7112254663563817e-09,7.130522590159671e-07
1996,3.736664311304594e-09,6.912829348948435e-07
1997,8.151320507465698e-09,6.971776542741281e-07
1998,4.7681290027412615e-09,7.528876153628516e-07
1999,3.1991408688814005e-09,6.494256012956612e-07
2000,3.97622823555821e-09,6.830276788605261e-07
2001,1.3143635069212678e-09,8.438213967565389e-07
2002,2.190610692842654e-09,7.443695153597218e-07
2003,2.083461403401543e-09,7.612968033754441e-07
2004,5.726228824443069e-09,7.598264915031905e-07
2005,9.007499190971657e-10,7.62484830829635e-07
2006,4.11788997345397e-09,7.922820373096329e-07
2007,7.988958938831558e-10,8.120777010844904e-07
2008,1.2772318758180745e-09,8.621315146228881e-07
2009,9.53638501499654e-10,8.101159210127662e-07
2010,4.723793023408973e-10,9.060235015567741e-07
2011,1.911985902935953e-09,9.586698297425755e-07
2012,6.808505426114664e-10,1.1904671737283934e-06
2013,1.6734750252211938e-09,1.3906577578381984e-06
2014,8.661780737106994e-10,1.371809503325494e-06
2015,1.329945265027277e-09,1.267437824026274e-06
2016,8.285360175719347e-10,1.3022514622207382e-06
2017,1.509366853724714e-09,1.3322677432370256e-06
2018,1.5488800242380307e-09,1.3867638699593954e-06
2019,2.04079020349468e-09,1.373962049910915e-06
