year,vieux_ADJ ans_NOUN,vieux_ADJ gens_NOUN
1917,5.483212106582869e-08,0.0
1918,5.513460621386912e-08,2.2972752589112133e-09
1919,8.379142002468143e-08,9.207848372660976e-10
1920,3.9375606775138294e-08,2.2716695191604686e-09
1921,7.118382683302116e-08,7.572747429129834e-10
1922,4.0578644444622114e-08,0.0
1923,9.129715294875496e-08,0.0
1924,7.34822620529485e-08,0.0
1925,8.248633776020142e-08,0.0
1926,5.127223801082437e-08,0.0
1927,6.243566019747959e-08,8.919379901328739e-09
1928,5.255979118601317e-08,0.0
1929,5.904415445456834e-08,2.2280812750352652e-09
1930,3.676261073337628e-08,3.1510811737689437e-09
1931,3.9918749195066994e-08,1.1405356659111021e-09
1932,4.055028668403793e-08,2.1919073223131136e-09
1933,3.9000251916831985e-08,8.02946331646126e-09
1934,5.6313425034204556e-08,1.1981580172459871e-09
1935,3.351119559624749e-08,1.196828414151696e-09
1936,5.33487423126644e-08,2.424942913137329e-09
1937,3.1477796369472344e-08,1.2591118148108649e-09
1938,3.5006078036303734e-08,0.0
1939,2.7529290846928234e-08,0.0
1940,3.296517903095264e-08,0.0
1941,3.836953510472085e-08,0.0
1942,2.730790527039062e-08,0.0
1943,5.516146828199453e-08,5.806470415592457e-09
1944,4.819779064746399e-08,0.0
1945,3.921307367704685e-08,8.714016175304096e-09
1946,4.733175273941015e-08,2.7842208538686464e-09
1947,3.814678706248742e-08,0.0
1948,4.566192757238241e-08,1.0871887834440486e-09
1949,3.337782672474532e-08,0.0
1950,4.679559140186029e-08,2.1270722960764488e-09
1951,3.731490494374157e-08,1.0661401761424827e-09
1952,2.5307528517259925e-08,2.1089607837865287e-09
1953,2.5857186614075545e-08,1.0773827385790469e-09
1954,4.397641362174909e-08,0.0
1955,2.7218263198847126e-08,0.0
1956,3.9245136917998025e-08,0.0
1957,2.47381048978923e-08,0.0
1958,4.715178647529683e-08,0.0
1959,3.5653439312000046e-08,7.750747821333448e-10
1960,2.6991250123842292e-08,5.536666680683311e-09
1961,4.168895628708924e-08,1.3896318540318475e-09
1962,3.9320131151043825e-08,6.341956404476434e-10
1963,4.978861056770256e-08,6.466053248388448e-10
1964,5.2322128851756133e-08,0.0
1965,5.1984411442163037e-08,0.0
1966,2.99110034518435e-08,3.8773522170743036e-09
1967,7.346199737412462e-08,9.860671168482327e-10
1968,8.66843237190551e-08,3.1439910674890825e-09
1969,5.313856732414024e-08,4.5417578031781147e-10
1970,4.828661204214768e-08,0.0
1971,6.217460679636133e-08,3.5968783507200897e-09
1972,4.3093233870195036e-08,2.0520587451500205e-09
1973,2.0398854161385316e-08,0.0
1974,2.025205780853412e-08,0.0
1975,2.627280792921738e-08,1.1422960355389478e-09
1976,1.9425991482080462e-08,1.142705374768127e-09
1977,3.290997696581144e-08,2.3507127355770763e-09
1978,3.089107636355948e-08,0.0
1979,2.808947208166046e-08,1.7555920051037788e-09
1980,3.467942022439274e-08,0.0
1981,3.226030287351023e-08,0.0
1982,2.855450986771757e-08,6.207502289967692e-10
1983,2.0209011353244932e-08,1.2630632095778083e-09
1984,2.2616132966390978e-08,1.1598016991243298e-09
1985,2.5265343595037848e-08,1.2031116103372597e-09
1986,2.997242631863628e-08,5.994485463567401e-10
1987,1.8943532964499354e-08,6.110816852533674e-10
1988,3.358070088665954e-08,2.398621523624911e-09
1989,2.6342986458871565e-08,0.0
1990,1.5801088437683575e-08,0.0
1991,2.8721180100887977e-08,1.1722930404189924e-09
1992,2.589673719910479e-08,1.65298330578878e-09
1993,1.661762283333701e-08,0.0
1994,1.793475057354499e-08,1.5824779264761446e-09
1995,1.8978578708583882e-08,0.0
1996,1.7615704450690828e-08,0.0
1997,1.5823152565985765e-08,1.438468344439059e-09
1998,3.2900093316357015e-08,4.768129224785866e-10
1999,1.690974471557638e-08,4.570201161957499e-10
2000,2.9159007652879154e-08,1.3254094488601709e-09
2001,2.2782300490575835e-08,4.3812117822561447e-10
2002,1.927737436346888e-08,0.0
2003,1.5417615628621206e-08,8.333845835650777e-10
2004,1.5416770082765652e-08,4.404791253964646e-10
2005,2.2068373795036678e-08,0.0
2006,1.2765458912156191e-08,8.235779835885637e-10
2007,2.2768533725070483e-08,0.0
2008,1.7881246705542253e-08,0.0
2009,2.813233557219519e-08,4.76819250749827e-10
2010,1.7005655550406118e-08,4.723793023408973e-10
2011,7.647943611743813e-09,0.0
2012,2.0765941854961056e-08,1.3617010852229328e-09
2013,2.5938863501551168e-08,5.578250084070646e-10
2014,3.572984397237633e-08,1.2992671383216248e-09
2015,5.14245499516619e-08,1.329945265027277e-09
2016,6.338300551078646e-08,1.2428040818690533e-09
2017,1.1320251402935355e-08,5.031222660711876e-10
2018,2.090988004965766e-08,2.0651733656507076e-09
2019,5.30605461790401e-08,1.53059265262101e-09
