year,nos_DET îles_NOUN,nos_DET iles_NOUN,nos_DET gilles_NOUN
1800,3.427139305678395e-07,2.5153315874604232e-08,1.5720821977538435e-08
1801,5.381472902854512e-07,2.3811825844433088e-08,0.0
1802,6.467357707151677e-07,9.398928568771225e-08,0.0
1803,8.503479058674657e-07,5.070881914370773e-08,0.0
1804,5.215605565211945e-07,4.44933170307138e-08,0.0
1805,4.235887711701025e-07,2.55858996212055e-08,0.0
1806,2.7664023605211696e-07,8.645007376628655e-09,0.0
1807,5.096049626729382e-07,1.9928686256776018e-08,0.0
1808,2.4020383992962024e-07,1.5862518409903714e-08,0.0
1809,5.376492628883511e-07,2.4849335034105025e-08,0.0
1810,2.176317881463774e-07,2.574139346123161e-08,0.0
1811,1.0028307251275237e-07,1.7549536934780008e-08,0.0
1812,2.3471432086807908e-07,1.8670457180292033e-08,0.0
1813,2.875741671459764e-07,5.176335027279322e-08,1.1502966579257645e-08
1814,3.618678721117874e-07,2.5173417572688095e-08,0.0
1815,2.9939181445115537e-07,4.045835311217161e-08,2.697223555614414e-09
1816,4.1716871201913364e-07,1.622322720606917e-08,4.6352077731626196e-09
1817,3.035903042292176e-07,5.449057050022077e-08,1.0898113966817391e-08
1818,3.6240378609164736e-07,2.98029441125891e-08,5.960588467246453e-09
1819,2.266879892687257e-07,5.175525008560555e-09,2.070210003424222e-09
1820,2.491960993111775e-07,1.0679833017945839e-08,2.3732962262101864e-09
1821,3.1162304425791376e-07,1.972297702934611e-08,1.0847637454958203e-08
1822,3.0678384632665257e-07,9.023054303725075e-09,5.012807946513931e-09
1823,2.8956273467883875e-07,2.0753642027138142e-08,1.9765373782121287e-09
1824,1.8358025499765063e-07,1.0947446504872005e-08,0.0
1825,2.8705744625767693e-07,1.0566531649658373e-08,1.0566531649658373e-08
1826,3.10921841162326e-07,2.7304752237000685e-08,0.0
1827,1.778933693685758e-07,1.6591091167583727e-08,8.295545583791863e-09
1828,2.614105909515274e-07,2.2013523448549677e-08,9.172301251858528e-10
1829,2.9663189593520656e-07,1.8860986994440054e-08,1.714635211591542e-09
1830,2.9640614229720086e-07,2.400472176589119e-08,5.218417920005436e-09
1831,2.46341065768263e-07,1.091384405071949e-08,1.5591206103948707e-09
1832,3.666621650744162e-07,6.764984572527055e-09,2.1647950210201827e-08
1833,2.1082204249012193e-07,1.6217079235048004e-08,0.0
1834,1.6988846263110702e-07,1.0267984240641681e-08,1.213489042584115e-08
1835,3.5546513998951923e-07,3.781543966852041e-08,7.563087933704082e-10
1836,2.997454657815979e-07,2.5538850312312178e-08,0.0
1837,1.8995041584091155e-07,3.3397877241547747e-08,4.87052354003481e-09
1838,3.3201970639495926e-07,2.4617430982587507e-08,6.312161904276081e-10
1839,2.2232890917184278e-07,4.1249704096912865e-08,4.894032734625853e-09
1840,2.1338456557273844e-07,4.395085273500854e-08,8.280594876453051e-09
1841,1.9197439904417024e-07,3.017657768111803e-08,0.0
1842,2.2539771116214524e-07,3.4882977395511716e-08,0.0
1843,2.764434321456122e-07,2.7171790650815097e-08,1.1813822142769936e-09
1844,2.6399979757840697e-07,2.2503100327586623e-08,0.0
1845,8.81675991104558e-08,1.3392546849289033e-08,5.580227946389016e-10
1846,1.5572974154665076e-07,1.5807153808111707e-08,1.7563503984519002e-09
1847,3.581100624927558e-07,2.534815113364175e-08,5.393223645455691e-10
1848,2.1883002432332432e-07,1.2067832733109185e-08,0.0
1849,6.116972883773997e-08,5.865590679832167e-09,0.0
1850,1.4664231873240396e-07,1.2220192857625989e-08,0.0
1851,8.964720010773419e-08,1.0964046337491595e-08,1.2898877521649865e-09
1852,8.463709222361615e-08,2.40890174474373e-08,0.0
1853,1.2182741127020336e-07,1.791579506971175e-08,5.971931837933653e-10
1854,9.040456205866576e-08,1.1430461910322265e-08,0.0
1855,8.17268315245201e-08,2.2819829581521844e-08,5.306937111981824e-10
1856,1.0975640990507074e-07,1.3460691894451315e-08,0.0
1857,6.345961717224569e-08,1.2203772437047178e-08,9.763018171682347e-10
1858,1.0423529772651818e-07,1.565976370798694e-08,2.4468380654951716e-09
1859,1.3901633089119514e-07,1.4258085379026397e-08,0.0
1860,1.1671819066805256e-07,1.327383358784573e-08,0.0
1861,1.1648430664479292e-07,1.9335450851531988e-08,9.431927461278633e-10
1862,1.852374398314538e-07,2.0782737364388737e-08,4.517986262886353e-10
1863,1.2786229541816851e-07,1.4983863039219614e-08,0.0
1864,1.5630812688627316e-07,1.1986819759002287e-08,0.0
1865,1.2708480001677458e-07,9.884373597390805e-09,0.0
1866,1.1920751613603287e-07,1.8489329178805747e-08,9.731225825149181e-10
1867,9.7056229719783e-08,1.6014277903764196e-08,9.7056229719783e-10
1868,8.99057081005239e-08,9.87974813071446e-09,0.0
1869,8.204311841009115e-08,6.836926691455858e-09,4.883519144627257e-10
1870,6.594156332084822e-08,5.734048791339319e-09,1.1468097582678638e-09
1871,6.478918379571041e-08,4.248470908407853e-09,0.0
1872,6.652073381019363e-08,2.4189357183956872e-09,0.0
1873,1.2211448563448357e-07,1.2570609608797412e-08,5.986004469882289e-10
1874,1.1351757223110326e-07,1.5533983654947292e-08,3.5847653734322193e-09
1875,8.067353246543618e-08,3.432916173551348e-09,0.0
1876,6.529695895096665e-08,9.673623679873344e-09,1.209202959984168e-09
1877,1.8987385708157944e-07,1.7317484335421796e-08,0.0
1878,1.1957395296136042e-07,9.058633121394877e-09,6.039088673581716e-10
1879,8.919615068769815e-08,9.774920428640144e-09,0.0
1880,1.3798368869721855e-07,1.2835692730917003e-08,1.2835692508872398e-09
1881,1.4921166702208666e-07,1.9523020977629812e-08,5.5780060570498335e-09
1882,1.2245908620478474e-07,3.9932310791357395e-09,0.0
1883,8.531107464904153e-08,8.847074461915128e-09,0.0
1884,1.359949637347313e-07,1.0562715146988921e-08,6.601696966868076e-10
1885,7.799219231552357e-08,1.2891271161663553e-08,1.933690763067375e-09
1886,1.7230748139418495e-07,3.355801142523873e-08,0.0
1887,1.240495715038037e-07,8.487601899087593e-09,0.0
1888,1.4710225570979674e-07,1.521747572397203e-08,0.0
1889,1.1527851562220803e-07,1.3783301056058406e-08,0.0
1890,1.3043228896947312e-07,1.9007720730712663e-08,0.0
1891,1.4596963193724832e-07,2.230977025341474e-08,0.0
1892,1.2098229040802266e-07,2.3820346806147086e-08,0.0
1893,1.5211288983962845e-07,1.9706933418461858e-08,0.0
1894,1.1594832471928385e-07,1.827446372004715e-08,0.0
1895,1.1676112121605797e-07,1.745398225949657e-08,0.0
1896,1.102744402459166e-07,1.1794058341063618e-08,0.0
1897,1.0429817154378185e-07,2.388952524690069e-08,0.0
1898,8.883616908761383e-08,9.053367611144836e-09,0.0
1899,1.509028848545313e-07,2.04520400615138e-08,0.0
1900,1.2250885628173336e-07,1.0901211600078398e-08,0.0
1901,9.05375689974619e-08,1.1736351668290013e-08,0.0
1902,1.1097241481294873e-07,1.86590785600238e-08,0.0
1903,9.34238100214202e-08,2.052083702963614e-08,0.0
1904,7.739460272659926e-08,1.289910045443321e-08,5.374625189347171e-10
1905,1.5069416292590176e-07,1.3417973898643965e-08,0.0
1906,1.116288048663705e-07,1.7490227210981146e-08,0.0
1907,1.1057113447066058e-07,1.0799971361663552e-08,5.142843373384665e-10
1908,8.103791993008258e-08,8.840500553830566e-09,0.0
1909,9.791750699150725e-08,1.4302557360679202e-08,0.0
1910,1.234498796520711e-07,1.4429207051414039e-08,0.0
1911,1.1013174727736441e-07,1.3832972434180135e-08,0.0
1912,9.376958187701234e-08,1.0939784356178706e-08,0.0
1913,1.320444384944608e-07,1.7499866000747488e-08,0.0
1914,1.0848724940615284e-07,1.607218474974914e-08,0.0
1915,6.479418945826154e-08,8.246533234057551e-09,0.0
1916,1.3184953773226482e-07,2.0876177675432928e-08,0.0
1917,1.4256352276476036e-07,2.4126133979507358e-08,0.0
1918,6.432370724951397e-08,4.479686666059024e-08,0.0
1919,2.127012925789984e-07,1.6574126959767455e-08,0.0
1920,9.919623300547187e-08,2.4988364710765154e-08,0.0
1921,7.648475197630233e-08,2.650461700115514e-08,0.0
1922,1.3427842904256693e-07,5.1645547283207804e-09,0.0
1923,9.129715206057654e-08,5.307974060286824e-09,1.0615948120573648e-09
1924,9.281969637342513e-08,7.734974438733389e-09,0.0
1925,1.5507430628503016e-07,1.979672092922158e-08,0.0
1926,1.2818058658936593e-07,1.560459372829115e-08,2.229227691330493e-09
1927,6.132073648856817e-08,1.44939923396592e-08,0.0
1928,1.5767937089350426e-07,3.08503115276082e-08,0.0
1929,1.0471982081483588e-07,1.8938690837799754e-08,0.0
1930,6.407198382962775e-08,1.575540553577781e-08,0.0
1931,1.7906410398893513e-07,8.097803405604509e-08,0.0
1932,1.4247397595035238e-07,7.671675850140502e-09,0.0
1933,8.144170315915744e-08,1.032359597807897e-08,0.0
1934,1.1741948569010674e-07,3.5944740517379614e-09,0.0
1935,1.6276866077191698e-07,2.0346083040578833e-08,0.0
1936,1.0184760546039229e-07,2.3036956786626206e-08,1.2124714565686645e-09
1937,1.6494364984964704e-07,1.762756551837441e-08,0.0
1938,1.1798344823343854e-07,1.0372171899142302e-08,1.2965214457594243e-09
1939,1.2999943432845384e-07,4.28233404292655e-08,7.647025235257843e-09
1940,6.846613898048304e-08,1.2678914584896006e-08,5.0715658339584024e-09
1941,1.0625409174735978e-07,6.788455886308498e-08,0.0
1942,1.2136847038490828e-07,6.068423519245414e-08,0.0
1943,7.548411673496958e-08,6.967764720755554e-08,0.0
1944,1.895779853100521e-07,2.2492303131116387e-08,0.0
1945,2.1349339540677192e-07,1.5249528306782167e-08,0.0
1946,9.605561590575462e-08,5.568441707737293e-08,0.0
1947,8.82144421954223e-08,3.337843779149807e-08,3.5762612871081956e-09
1948,1.217651464102687e-07,9.784699050996437e-09,3.2615663503321457e-09
1949,9.620667795751103e-08,2.846932423139492e-08,0.0
1950,1.1167129665423658e-07,1.914365066468804e-08,2.1270722960764488e-09
1951,1.0661401561584682e-07,2.5587364671508794e-08,0.0
1952,9.912115661592225e-08,1.2653764924763777e-08,0.0
1953,9.91192115051831e-08,1.2928592973970865e-08,0.0
1954,9.870261563627025e-08,2.0522326282801373e-08,0.0
1955,6.94535016165787e-08,1.0324168631115072e-08,0.0
1956,5.145473380707699e-08,1.5698055078061657e-08,0.0
1957,5.831124960664624e-08,8.835037590415595e-09,0.0
1958,7.445019178931034e-08,1.3235589513271862e-08,0.0
1959,4.417926291466756e-08,2.9452842387200917e-08,2.325224457422337e-09
1960,7.612916924637503e-08,2.0762500052562416e-09,0.0
1961,6.948159336772619e-08,2.779263652552544e-09,0.0
1962,9.322676186585e-08,8.87873907728931e-09,1.9025869213429303e-09
1963,1.6811739000921477e-07,7.759263898066138e-09,0.0
1964,8.517555327713922e-08,1.0951142881410192e-08,1.2167936658258327e-09
1965,8.80998953789458e-08,7.1136563306595235e-09,0.0
1966,7.090015363697688e-08,1.0524242144427376e-08,5.539074754423723e-10
1967,7.099683418942959e-08,8.874604107145245e-09,0.0
1968,1.0330256516866143e-07,1.8414805180722027e-08,0.0
1969,1.489696570544652e-07,3.088395228445506e-08,0.0
1970,7.357959797005265e-08,9.657322413980651e-09,4.5987250119061684e-10
1971,1.032817887880455e-07,1.0276795081587409e-08,0.0
1972,1.231235187137969e-07,2.616374938924082e-08,1.0260293725750103e-09
1973,8.214673941076e-08,1.268036875501366e-08,0.0
1974,9.84475070908708e-08,1.0126029126311664e-08,0.0
1975,5.597250574140844e-08,1.770558810676448e-08,0.0
1976,1.1369918295756065e-07,1.5426522614880867e-08,0.0
1977,7.639816645976794e-08,5.876781949964993e-09,5.876781838942691e-10
1978,1.3366330031683304e-07,1.603959642881847e-08,0.0
1979,1.0299473141017756e-07,1.345953837272873e-08,1.1703946700691858e-09
1980,7.5043990133139e-08,1.0233271396931087e-08,1.1370301367108482e-09
1981,7.464148121805181e-08,4.427884781055269e-09,0.0
1982,1.0490678636898565e-07,4.966001831974154e-09,0.0
1983,1.0041352194178899e-07,5.052252616266628e-09,1.89459470334441e-09
1984,1.072816591118908e-07,1.3917620667047714e-08,5.799008495621649e-10
1985,1.0045982112849572e-07,1.0828004715079942e-08,0.0
1986,7.612996411054951e-08,9.591176797218992e-09,0.0
1987,1.0143955719854603e-07,1.283271516827611e-08,6.110816852533674e-10
1988,1.0314072773631722e-07,7.795519785247507e-09,0.0
1989,1.1579937675421093e-07,9.329807815205982e-09,1.0976244357863152e-09
1990,9.753084895258723e-08,2.45189291092629e-08,1.089730194969718e-09
1991,8.557738900849543e-08,3.5168791212569772e-09,0.0
1992,7.107827659780241e-08,5.509944334125549e-09,0.0
1993,8.142634655428083e-08,1.6617621612091682e-08,5.539207426075166e-10
1994,5.591422347350772e-08,3.6924485691258724e-09,0.0
1995,6.832287802183146e-08,3.795715630694474e-09,4.3379608238858225e-09
1996,6.779376837684481e-08,2.6690460952494277e-09,0.0
1997,7.575933014258851e-08,2.8769365778558154e-09,0.0
1998,1.110974112705776e-07,4.7681292247858664e-09,4.768129224785866e-10
1999,1.3116477237673507e-07,5.027221139375371e-09,9.140402323914998e-10
2000,1.1265980015551236e-07,2.6508188977203417e-09,0.0
2001,8.762423781005779e-08,6.133696495158603e-09,0.0
2002,9.112941024014276e-08,2.190610692842654e-09,4.38122149670761e-10
2003,7.292115400403532e-08,4.166923084358842e-09,0.0
2004,9.778636655966011e-08,1.5504865250037803e-07,0.0
